이름,평점,리뷰수,주소,위도,경도,전화번호,메뉴
원조춘천숯불닭갈비,4.3,16,"서울 양천구 신목로 98 1층
(지번) 목동 404-137",37.5233066268435,126.875457096452,02-2648-9288,"숯불닭갈비 (30,000원), 비빔막국수 (8,000원), 물막국수 (8,000원), 시원한 묵사발 (8,000원), 날치알주먹밥 (4,000원), 공기밥 (1,000원), 매운소스 (500원), 스프라이트 500mL (2,000원), 코카콜라 500mL (2,000원), 환타 파인애플 355mL (2,000원), 환타 오렌지 (2,000원)"
숲속도토리마을,4.2,52,"서울 양천구 중앙로25길 46
(지번) 신정동 1157-21",37.5154800178235,126.84934939652,02-2697-7210,"숲속 도토리정식 (1인분) (18,000원), 훈제오리(1접시) (15,000원), 왕갈비(1인분) (15,000원), 건조묵잡채(1접시) (12,000원), 묵무침(1접시) (12,000원), 도토리전병(1접시) (10,000원)"
화덕 생선구이 굽자,4.8,25,"서울 양천구 남부순환로70길 22 1층
(지번) 신월동 961-8",37.5216569719886,126.834374079735,02-2692-9966,"모듬세트(중) (40,000원), 고등어구이 (10,000원), 임연수구이 (11,000원), 삼치구이 (11,000원), 갈치구이 (12,000원), 가자미구이 (10,000원), 고등어조림 (10,000원), 갈치조림 (12,000원), 고등어찜(1인) (10,000원), 가자미조림(1인) (10,000원), 코다리조림(2인) (20,000원)"
둥근바다,4.2,28,"서울 양천구 신목로 70 1층
(지번) 신정동 89-48",37.5210552253149,126.873696711709,02-2646-0808,"광어 (30,000원), 우럭 (30,000원), 생연어 (30,000원), 참숭어 (30,000원)"
우곳간,4.9,54,"서울 양천구 목동로15길 8 삼천리아파트 101동 상가 1층 3호
(지번) 신정동 997-6",37.5242041204873,126.863712326565,070-7778-3113,"뭉티기(100g) (20,000원), 육사시미(180g) (28,000원), 뭉티기+육회세트(중) (45,000원), 육회(180g) (26,000원), 성게알(40g) (20,000원), 제비추리야채구이 (26,000원), 육전 (24,000원), 한우버섯전골 (24,000원), 뭉티기비빔밥 (12,000원), 한우라면 (8,000원)"
금석궁,4.0,59,"서울 양천구 오목로48길 19 1층
(지번) 신정동 997-9",37.5241083029549,126.863209203657,02-2608-3100,"짜장면 (7,000원), 짬뽕 (9,000원), 청탕면 (12,000원), 새우볶음밥 (10,000원), 탕수육 (소) (16,000원), 볶음밥 (9,000원), 삼선볶음밥 (10,000원), 우동 (10,000원), 삼선짬뽕 (12,000원), 잡채밥 (9,000원), 유산슬밥 (13,000원), 해물특밥 (12,000원), 마파밥 (9,000원), 잡탕밥 (15,000원), 새송이밥 (9,000원), 송이밥 (9,000원), 고추잡채밥 (10,000원), 깐풍새우 (소) (18,000원), 유산슬 (소) (20,000원), 전가복 (70,000원)"
밥초,,135,"서울 양천구 오목로48길 10 1층
(지번) 신정동 990-19",37.5249971365423,126.862816839221,02-2690-4810,"밥초초밥 (10p) (11,000원), 오도로 (1p) (4,500원), 생가리비 (1p) (3,000원), 장어 (1p) (3,000원), 참치뱃살 (1p) (2,500원), 계란 (1,000원)"
풍년집 신정네거리,3.8,4,"서울 양천구 중앙로 294 1층 101~102호
(지번) 신정동 971-20",37.5225662999628,126.852048644467,0502-5551-1700,"소한마리(1kg) (58,000원), 돼지한마리(1kg) (48,000원), 차돌박이(200g) (23,000원), 생등심(250g) (23,000원), 삼겹살 (17,000원)"
퍼블릭맨션,4.4,27,"서울 양천구 등촌로 154
(지번) 목동 324-55",37.5435432498541,126.862597288955,02-2654-6695,"아메리카노 (4,000원), 카페라떼(hot) (4,500원), 카페라떼(ice) (4,800원), 바닐라라떼(hot) (4,800원), 바닐라라떼(ice) (5,000원)"
청풍명월,4.7,13,"서울 양천구 신월로 122
(지번) 신월동 1002-2",37.5161749443765,126.8375752164,02-2690-8055,"수육 (2인이상) (38,000원), 전골 (2인이상) (35,000원), 야채볶음 (2인) (70,000원), 탕 (보통) (19,000원)"
팔각도 목동점,3.6,614,"서울 양천구 목동동로 266-1 금강빌딩 1층
(지번) 목동 406-227",37.5256058352235,126.87557285079,02-6053-8883,"팔도세트 (710g) (41,800원), 각도세트 (1020g) (59,700원), 숯불 닭갈비 (220g) (12,900원), 닭 연골 (180g) (12,000원), 닭 목살 (180g) (13,000원), 닭 안창살 (180g) (14,000원), 튤립닭발 (15,000원), 트러플오일관자(9개) (7,000원), 게라면 된장전골 (13,000원), 닭오돌오돌만두 (13,000원), 매콤 닭철판볶음밥 (11,000원), 짬뽕 칼국수 (8,000원), 비빔 칼국수 (7,000원), 냉 메밀국수 (7,000원), 해물 순두부찌개 (7,000원), 고소한 콘치즈 (4,000원), 날치알 주먹밥 (4,000원)"
마루샤브 목동점,,86,"서울 양천구 목동동로 339 목동트윈빌 지하1층 126-2호
(지번) 목동 905-22",37.5321753616364,126.876743891714,02-2642-0066,"소고기샤브 (평일 점심) (23,800원), 소고기샤브 (평일 저녁) (29,000원), 해물샤브 (평일 점심) (30,000원), 해물샤브 (평일 저녁) (34,000원), 한우샤브 (평일 점심) (27,000원), 한우샤브 (평일 저녁) (31,000원), 스페셜모듬 (평일 점심) (33,000원), 스페셜모듬 (평일 저녁) (37,000원), 소고기샤브(주말,공휴일) (30,000원), 한우샤브(주말,공휴일) (32,000원), 해물샤브(주말,공휴일) (35,000원), 스페셜모듬(주말,공휴일) (38,000원)"
금강호민물장어 신월본점,4.0,38,"서울 양천구 남부순환로 431
(지번) 신월동 223-1",37.5294953167323,126.833026406871,02-2602-0592,"소금구이(2인분) (79,000원), 양념구이(2인분) (79,000원), 냉면 (6,000원)"
커피별녹색잔,4.6,183,"서울 양천구 목동로21길 26
(지번) 신정동 988-14",37.5252804498463,126.860847219935,02-2696-3337,"에스프레소 (4,000원), 아메리카노 (4,000원), 카푸치노 (4,500원), 카페라떼 (4,500원), 카페모카 (5,500원), 더치 과테말라 (5,000원), 자몽에이드 (5,500원), 딸기스무디 (6,000원), 플레인 와플 (9,000원), 아이스크림 와플 (14,000원), 우유팥빙수 (11,500원), 녹차라떼빙수 (12,500원), 과일빙수 (12,500원), 바닐라라떼 (5,000원), 카라멜라떼 (5,000원), 아포카토 (5,500원), 더치 예가체프 (5,000원), 더치 캐냐 (5,500원), 더치라떼 (5,500원), 고구마라떼 (5,000원), 아몬드비엔나커피 (6,000원), 초코소금쿠키 (4,000원)"
신림순대볶음,4.1,35,"서울 양천구 신정중앙로 104 1층
(지번) 신정동 902-9",37.5262157793581,126.86308272365,02-2692-6824,"백순대볶음 (9,000원), 순대볶음 (1인분) (8,000원), 곱창볶음 (1인분) (9,000원), 쭈꾸미볶음 (1인분) (9,000원), 오징어볶음 (1인분) (9,000원)"
해바라기정육식당 목동점,4.3,11,"서울 양천구 오목로 200-1 1층
(지번) 신정동 987-5",37.5252968569383,126.859712292285,02-2608-6060,"옛날불고기정식 (11,000원), 소한마리1kg (66,000원), 한우차돌박이(150g) (24,000원), 양념왕갈비(1대) (15,000원), 갈비꽃살 (20,000원), 돼지한마리 (54,000원), 한돈삼겹살(200g) (16,000원), 국내산 육회 (200g) (22,000원), 오겹살 200g (16,000원)"
억조1978,4.1,91,"서울 양천구 목동동로10길 24 2-3층
(지번) 신정동 296-24",,,02-2652-1818,"소곱창전골(2~3인) (42,000원), (특)왕갈비탕 (18,000원), 궁중갈비찜(3~4인) (73,000원), 궁중 갈비찜(2~3인) (63,000원), 한우육회 (38,000원), 한우육회비빔밥 (15,000원), 한우뭉티기(육사시미) (42,000원), 소곱창전골(3~4인) (55,000원), 공기밥 (1,000원), 콜라 355mL (3,000원), 스프라이트 355mL (3,000원), 산펠레그리노 레몬 330mL (5,000원), 산펠레그리노 자몽 330mL (5,000원)"
하니앤손스,4.9,110,"서울 양천구 신목로2길 68 오목빌딩 1층 107호
(지번) 목동 404-5",37.5238327188727,126.877348359324,02-2651-8989,"아메리카노 (3,500원), 라떼 (4,500원), 애프터눈 티 세트 (38,000원), 뉴욕 밀크티 (6,000원), 티 (5,500원)"
서가앤쿡 서울목동점,3.4,53,"서울 양천구 오목로 286 2층
(지번) 목동 405-270",37.5251307880755,126.869280697852,02-2647-2006,"고르곤졸라 피자 (가격정보 없음), 김치 필라프 (가격정보 없음), 해산물토마토파스타 (가격정보 없음), 베이컨알리오올리오 (가격정보 없음), 베이컨로제파스타 (가격정보 없음), 큐브 목살 한상 (가격정보 없음), 목살 스테이크 샐러드 (가격정보 없음), 목살 한상 (가격정보 없음), 함박 한상 (가격정보 없음), 폭립 한상 (가격정보 없음), 함박 스테이크 샐러드 (가격정보 없음), 목살 파히타 한상 (가격정보 없음), 파히타 한상 (가격정보 없음), 목살 파히타(단품) (가격정보 없음), 파히타(단품) (가격정보 없음), 게살 오이스터 리조또 (가격정보 없음), 베이컨 크림 리조또 (가격정보 없음), 해산물 토마토 리조또 (가격정보 없음), 목살 필라프 (가격정보 없음), 새우 필라프 (가격정보 없음)"
중화요리온,2.6,37,"서울 양천구 공항대로 630 1층
(지번) 목동 514-18",37.5465353390135,126.874714381046,02-2645-0688,"자장면 (6,000원), 짬뽕 (7,000원), 깐쇼중새우 (소) (28,000원), 통전복 전가복 (소) (50,000원), 잡채밥 (8,000원), 탕수육-소 (18,000원), 온짬뽕 (9,500원), 온짜장 (8,000원), 중국식냉면 (12,000원), 자연송이관자 (45,000원), 삼선해물볶음밥 (9,000원)"
파티세리소나 2호점,4.7,80,"서울 양천구 신목로12길 8 1,2층
(지번) 신정동 89-16",,,02-6404-4454,"소나라떼 (4,600원), 바닐라라떼 (5,000원), 아메리카노 (4,100원), 크림라떼 (6,500원), 레몬생강차 (시즌) (5,500원), 딸기라떼 (5,500원), 요거트스무디 (5,300원), 레몬에이드 (5,500원), 유자에이드 (5,000원), 오렌지쥬스 (4,500원), 초코라떼 (5,500원), 밀크티 (5,500원), 티 (얼그레이/캐모마일) (3,500원), 유자차 (4,500원), 허니레몬티 (5,500원), 라구 파니니 (10,000원), 감자 스프 (6,800원)"
버거킹 목동역점,2.7,17,"서울 양천구 오목로 238 1-2층
(지번) 신정동 994-2",,,02-2602-0332,"블랙 바비큐 와퍼 (가격정보 없음), 블랙 바비큐 콰트로 치즈와퍼 (가격정보 없음), 불맛 더블치즈앤베이컨 버거 (가격정보 없음), 통새우 와퍼 (가격정보 없음), 몬스터 와퍼 (가격정보 없음), 두툼 버거 (가격정보 없음), 오리지널스 화이트 페타 (가격정보 없음), 스파이시 풀드비프 와퍼 (가격정보 없음), 풀드비프 와퍼 (가격정보 없음), 갈릭불고기 와퍼 (가격정보 없음), 불고기 와퍼 (가격정보 없음), 비프&슈림프버거 (가격정보 없음), 와퍼 (가격정보 없음), 치즈와퍼 (가격정보 없음), 치킨킹BLT (가격정보 없음), 콰트로치즈와퍼 (가격정보 없음), 통새우슈림프버거 (가격정보 없음)"
목동해물,3.2,59,"서울 양천구 목동동로 226-14 1층
(지번) 목동 406-100",37.5254350693962,126.872841434182,02-6101-2335,"능성어회+매운탕 (100,000원), 대방어회 (반접시) (40,000원), 활고등어회 (반접시) (36,000원), 구룡포과메기 (42,000원), 도다리세꼬시 (55,000원), 생우럭매운탕 (20,000원), 한치통찜 (30,000원), 생굴튀김 (20,000원)"
이선생 왕코다리,5.0,8,"서울 양천구 월정로 62
(지번) 신월동 447-3",37.5253898593753,126.841761784873,02-2601-4427,"매콤코다리조림(소) (33,000원), 등갈비코다리(중) (55,000원), 고등어구이 (10,000원), 이면수구이 (12,000원), 모듬생선구이 (37,000원)"
창고43 목동점,2.6,74,"서울 양천구 목동서로 159-1 CBS빌딩 2층
(지번) 목동 917-1",37.5282318199269,126.874990723123,02-2653-0043,"소불고기전골[중] (32,000원), 창고43 육포선물세트 1호 (50,000원), 창고43 육포선물세트 2호 (100,000원), 창고43 특안심 (63,000원), 창고43 스페셜 (49,000원), 창고43 설화등심 (67,000원), 창고43 새우살 (72,000원), 한우명작모듬 (199,000원), 육회 (34,000원), 육사시미 (39,000원), 창고진한왕갈비탕 (21,000원), 매운갈비찜 (23,000원), 버섯순두부지개 (14,000원), 양곰탕 (25,000원), 한우궁중미역국 (12,000원), 유자육회비빔밥 (16,000원), 창고43 도시락 (40,000원), 창고43 양념갈비 선물세트 (250,000원), 제비추리 (63,000원), 반달육전 (23,000원)"
봉스시,3.7,40,"서울 양천구 은행정로7길 25 1층
(지번) 신정동 978-1",37.5219951430118,126.85679040596,,"연어롤 (10,000원), 회덮밥 (9,000원), 나가사끼 짬뽕 (11,000원), 새우튀김우동 (9,000원), 모듬사시미 (38,000원)"
소플러스 신월점,3.2,65,"서울 양천구 화곡로 64 1층
(지번) 신월동 54-7",37.5390578401501,126.828956294663,02-2696-9277,"육회비빔밥 (12,000원), 특급생갈비(400g) (40,000원), 눈꽃살300g) (55,000원), 소생갈비살(400g) (38,000원), 오겹살(400g) (38,000원)"
평미가,3.3,42,"서울 양천구 목동동로10길 16 1층
(지번) 신정동 294-12",37.5189486789659,126.871522398881,02-2644-0721,"손 만두국 (10,000원), 온반 (10,000원), 평양물냉면 (12,000원), 어복 쟁반 (소) (62,000원), 평양 불고기 (1인분) (22,000원), 소고기버섯낙지 만두전골(소) (44,000원), 수육(한접시) (40,000원), 명품만두(6개) (10,000원), 녹두지짐(2장) (13,000원)"
시골식당,4.6,4,"서울 양천구 중앙로36길 22-9 목동 신시가지아파트 10단지 1018동앞
(지번) 신정동 1049-13",37.5191805897218,126.856343198166,02-2653-1193,"삼계탕(닭) (15,000원), 능이 오리백숙, 능이 토종닭백숙 (예약주문) (0원), 토종 닭볶음탕, 닭볶음탕 (예약주문) (0원), 영양탕: 수육, 전골, 특탕, 탕 (0원), 염소전골, 염소특탕, 염소탕 (0원)"
아재식당,4.4,34,"서울 양천구 목동동로10길 12-24 목동주택 1층
(지번) 신정동 294-42",37.5176977798276,126.870992444686,,"상하이 해산물 볶음밥 (10,000원), 사이공 양지 쌀국수 (9,000원), 하노이 차돌박이 쌀국수 (9,000원), 라우파삿 고기고기 덮밥 (9,000원), 고척동 김치제육 덮밥 (9,000원), 호치민 모둠 쌀국수 (9,500원), 냐짱 해산물 쌀국수 (10,000원), 대만 지파이 유린지(중) (10,000원), 오사카 핫치킨 자라아게(중) (8,500원)"
목동포차 목동본점,3.8,21,"서울 양천구 목동동로 260 양지타운 지하1층
(지번) 목동 406-203",37.5257518256595,126.874747110282,02-2649-1255,"불닭도리탕 (중) (24,000원), 간장닭도리탕 (중) (28,000원), 국물닭발 (17,000원), 무뼈닭발 (16,000원), 통뼈닭발 (14,000원)"
오복순대국,3.1,13,"서울 양천구 신정중앙로 63 1층
(지번) 신정동 885-20",37.5271038664583,126.858998675499,02-2699-2655,"순대국 (10,000원), 순대정식 (13,000원), 뼈해장국 (10,000원), 감자탕 (30,000원), 모둠순대(야채순대+수육고기) (17,000원), 수육 (18,000원), 순대한접시 (7,000원), 부추전 (9,000원), 술국 (15,000원), 공기밥 (1,000원), 사이다 (2,000원), 콜라 (2,000원)"
애슐리퀸즈 목동행복한백화점점,,118,"서울 양천구 목동동로 309 5층
(지번) 목동 917-6",37.5292109947037,126.875984665042,0507-1418-2999,"평일 런치 (19,900원), 평일 디너 (25,900원), 주말, 공휴일 (27,900원), 미취학 아동 (7,900원), 초등학생 평일런치 (12,900원), 초등학생 평일디너 (15,900원), 초등학생 주말&공휴일 (15,900원)"
대포항,3.8,5,"서울 양천구 오목로50길 1
(지번) 신정동 994-8",37.5257381169439,126.863747999607,02-2691-0711,"대광어 (대) (50,000원), 대광어 (중) (40,000원), 대광어 (소) (30,000원), 우럭 (대) (50,000원), 우럭 (중) (40,000원)"
25시해장국 신월본점,3.6,1,"서울 양천구 신월로17길 21 1층
(지번) 신월동 530-7",37.5206993207374,126.841751442387,02-2604-6952,"선지해장국 (가격정보 없음), 콩나물국밥 (가격정보 없음), 청국장 (가격정보 없음), 꽁치김치찌개 (가격정보 없음), 부대찌개 (가격정보 없음), 동태찌개 (가격정보 없음), 김치찌개 (가격정보 없음), 떡만둣국 (가격정보 없음), 양푼비빔밥 (가격정보 없음), 돌솥비빔밥 (가격정보 없음), 순두부 (가격정보 없음), 뚝배기제육 (가격정보 없음), 소불고기 (가격정보 없음), 북엇국 (가격정보 없음), 안주류 (가격정보 없음)"
제주시골길낙지볶음,4.0,16,"서울 양천구 신정중앙로23길 12 1층
(지번) 신정동 900-2",37.5274240176699,126.863545935982,02-2645-8253,"불향낙지볶음 (12,000원), 불향차돌낙지볶음 (17,000원), 불향제육볶음 (12,000원), 불향제육낙지볶음 (14,000원), 해물파전 (17,000원), 차돌마라낚지볶음 (17,000원), 불향낙지볶음2인세트 (39,000원), 불향낙지볶음3인세트 (48,000원), 불향낙지볶음4인세트 (57,000원), 불향제육볶음2인세트 (39,000원), 불향제육볶음3인세트 (48,000원), 불향제육볶음4인세트 (57,000원), 곤드레감자피만두 (5,000원), 날치알주먹밥 (4,000원), 뚝배기포승계란찜 (5,000원), 차돌짬뽕순두부 (16,000원), 차돌마라순두부 (17,000원), 꼬치오뎅탕 (8,000원)"
승아복집,3.9,17,"서울 양천구 등촌로 118 1층
(지번) 목동 713-15",37.5405091603641,126.864019729896,02-2654-1178,"A정식 (1인분) (50,000원), B정식 (1인분) (32,000원), C정식 (1인분) (22,000원), 복불고기 세트 (냉동) (점심 메뉴) (15,000원), 복칼국수 세트 (냉동) (점심 메뉴) (10,000원), 활어참복 (1인분) (39,000원), 참복지리/탕 (1인분) (29,000원), 복지리/탕 (1인분) (19,000원), 활어회 사시미 한접시 (예약제) (150,000원), 활어참복수육 (2~3인분) (120,000원), 복수육 (2~3인분) (70,000원), 복국 (냉동) (점심 메뉴) (10,000원), 아귀탕 (냉동) (점심 메뉴) (9,000원), 복샤브샤브 (중) (55,000원), 복불고기 (고추장/간장) (중) (55,000원), 복찜 (중) (55,000원), 대패삼겹.복 불고기 (중) (45,000원), 아귀찜 (중) (45,000원), 아귀탕 (중) (45,000원)"
아리수,3.9,20,"서울 양천구 목동서로 213 세신비젼프라자 3층
(지번) 목동 923",37.5280169945095,126.870615708032,02-2646-2800,"아리수 정식(점심특선) (19,000원), 아리수 사모님 정식 (22,000원), 아리수 진지상 (28,000원), 사장님 정식 (33,000원), 아리수 수라상 (39,000원), 아리수 스페셜 (77,000원), 아리수 VIP (120,000원), 사임당정식 (50,000원)"
목동전집,4.6,17,"서울 양천구 등촌로 42 1층
(지번) 목동 788-15",37.5336504362785,126.863903882603,,"육전 (22,000원), 왕새우전 (22,000원), 모둠전 (25,000원), 김치 부침개 (13,000원), 홍어（간재미）무침 (18,000원), 두부김치 (18,000원), 서울 막걸리 750mL 6도 (4,000원), 지평 막걸리 750mL 5도 (5,000원), 옥수수 동동주 750mL 6도 (5,000원), 옛날 동동주 750mL 6도 (6,000원), 사곡 알 밤 막걸리 750mL 6도 (5,000원), 가평 잣 막걸리 750mL 6도 (5,000원), 배다리 생 막걸리 750mL 7도 (5,000원), 호랑이 생 막걸리 750mL 6도 (6,000원), 느린마을 750mL 6도 (7,000원), 바밤바밤 막걸리 750mL 4도 (7,000원), 허니버터아몬드 막걸리 750mL 5도 (7,000원), 부자막걸리 375mL 10도 (8,000원), 대대포 블루 막걸리 600mL 6도 (8,000원), 매화마름 호랑이 막걸리 375mL 7도 (10,000원), 나루생 막걸리 935mL 6도 (11,000원), 우곡생주 750mL 10도 (12,000원), 참이슬 후레쉬 (5,000원), 처음처럼 (5,000원), 새로 (5,000원), 진로 (5,000원), 청하 (6,000원), 카스 (5,000원), 테라 (5,000원), 감자술 300mL 13도 (10,000원)"
오목교참나무닭장작구이,4.3,28,"서울 양천구 신목로 60
(지번) 신정동 296-110",37.5203382049883,126.873105849006,02-2644-7768,"장작구이+막국수 (23,000원), 골뱅이소면 (18,000원), 장작구이 (18,000원), 치즈장작구이 (25,000원), 불장작구이 (25,000원)"
