이름,평점,리뷰수,주소,위도,경도,전화번호,메뉴
갈현동할머니떡볶이,3.5,100,"서울 은평구 통일로87길 8-1
(지번) 갈현동 412-5",37.6234840551845,126.918765858296,02-354-8399,"떡볶이 (4,000원), 순대 (4,000원), 닭의 알, 야끼만두, 김말이, 고기만두 중 3개에 (2,000원), 음료수 (1,500원)"
머슴과마님,3.6,111,"서울 은평구 응암로 369-1 1층
(지번) 녹번동 162-1",37.6042771353191,126.922368306974,02-388-3331,"토종닭볶음탕 (48,000원), 누룽지 오리 세트 (71,000원), 누룽지 오리 백숙 (61,000원), 누룽지 닭 세트 (59,000원), 누룽지 닭 백숙 (49,000원), 누룽지 삼계탕 (18,000원), 쟁반 막국수 (15,000원), 닭 탕수육 (15,000원)"
중화원,3.6,189,"서울 은평구 통일로66길 10-16 1층
(지번) 불광동 281-128",37.6099537410914,126.931713944728,02-353-3379,"짜장 (6,000원), 우동 (7,000원), 울면 (7,000원), 간짜장 (7,000원), 유슬짜장 (7,000원), 짬뽕 (7,000원), 짜장밥 (7,000원), 볶음밥 (8,000원), 삼선간짜장 (9,500원), 삼선우동 (9,000원), 삼선짬뽕 (9,000원), 삼선볶음밥 (9,500원), 잡탕밥 (14,000원), 군만두 (6,000원), 탕수육(소) (14,000원), 탕수육(중) (19,000원), 해물누룽지 (25,000원), 양장피 (32,000원), 팔보채 (32,000원), 류산슬 (32,000원), 깐풍새우 (32,000원)"
싸리골,4.1,32,"서울 은평구 서오릉로 160 1층
(지번) 갈현동 468-3",37.6126825267479,126.915632831792,02-355-3086,"생삼겹살 (16,000원), 국물돼지갈비 (16,000원), 김치찌개 (8,000원), 물냉면 (6,000원), 비빔냉면 (6,000원), 묵사발 (6,000원)"
골목집갈비살 연신내직영점,4.2,38,"서울 은평구 연서로27길 12-9 1층
(지번) 갈현동 454-15",37.6184233604233,126.918462820575,02-6398-4586,"소갈비살 (150g) (19,900원), 양념소갈비살150g (19,900원), 소부채살 (150g) (18,900원), 돼지왕양념구이 (250g) (15,900원), 물,비빔냉면 (6,900원), 골목된장찌개 (5,900원), 골목국수 (6,900원), 묵사발 (4,900원), 양념소부채살150g (18,900원)"
차이몬스터,3.8,448,"서울 은평구 불광천길 334 1층
(지번) 응암동 591-18",37.5889743536353,126.914063366415,02-305-7843,"탕수육 (17,000원), 고추잡채 (17,000원), 양장피 (20,000원), 짬뽕탕 (15,000원), 마늘새우 (23,000원)"
은평정육식당,3.2,57,"서울 은평구 서오릉로 127 1층 은평정육식당
(지번) 역촌동 1-59",37.6103657145501,126.918308528742,02-356-9391,"돼지 한마리 (600g) (19,900원), 모듬 특수부위 (600g) (19,900원), 단짠 커플세트 (600g) (29,900원), 생삼겹살 (200g) (7,900원), 생오겹살 (200g) (7,900원), 생목살 (200g) (7,900원), 양념갈비 (200g) (7,900원), 벌집껍데기 (150g) (5,900원), 꼬들살 (목덜미살) (200g) (7,900원), 천겹살 (항정살) (200g) (7,900원), 뽈살 (관자놀이살) (200g) (7,900원), 차돌박이 (150g) (9,900원), 한우1+ 육회 (150g) (15,000원), 소갈비살 (500g) (28,900원), LA생갈비 (500g) (28,900원), 부채살 (500g) (28,900원), 살치살 (300g) (31,900원), 진꽃살 (300g) (31,900원)"
정인호완벽한족발보쌈갈비&국밥,3.3,39,"서울 은평구 응암로 287-1 1층
(지번) 응암동 117-8",37.5973996799208,126.919786065961,02-2606-4114,"오늘 삶은 생족 앞발 (39,000원), 실속족발2인（950~1050g） (35,000원), 반반세트（족발＋보쌈＋마약순두부＋과일막국수등） (49,000원), 반반세트（족발＋불족발＋마약순두부＋비빔막국수등 (50,000원), 반반세트（보쌈＋불족발＋마약순두부＋과일막국수） (50,000원), 혼자서도 잘먹자 1~1.5인 족발 (26,500원), 혼자서도 잘먹자 1~1.5인 보쌈 (26,500원), [1.3인] 부산돼지국밥 (11,000원), [1.3인] 얼큰 부산돼지국밥 (12,000원), 사발 주먹밥 (4,000원), 맛있게 매운 직화 불족발 (41,000원), 실속보쌈2인（수육420g） (35,000원), 오늘 삶은야들야들 보쌈 (39,000원), [1.3인] 들깨 부산돼지국밥 (12,500원), 돼지뽈살수육（상추＋깻잎＋고추＋마늘＋양파절임＋쌈장＋새우젓＋보쌈속김치） (23,000원), 냉수육 과일막국수（수육60g） (13,000원), 과일막국수 (10,000원), 순두부 (10,000원), 사발 고추참치주먹밥 (6,000원), 공기밥 (1,000원), 부추전 (12,000원), 처음처럼 (4,000원), 참이슬 후레쉬 (4,000원), 참이슬 오리지널 (4,000원), 카스 병 （500mL） (4,000원), 서울 장수막걸리 (4,000원), 테라 (4,000원), 새로 (4,000원), 진로이즈백 (4,000원), 지평막걸리 (4,000원)"
봉평 옹심이메밀칼국수,4.2,102,"서울 은평구 연서로 247
(지번) 불광동 310-238",37.6196909418421,126.922171955937,02-354-5121,"옹심이메밀칼국수 (9,000원), 옹심이만 (10,000원), 메밀칼국수 (9,000원), 메밀전병 (10,000원), 메밀만두 (9,000원), 황태막국수 (9,000원), 메밀전 (8,000원), 여름메뉴냉모밀 (8,000원)"
카페309,3.8,405,"서울 은평구 의상봉길 56-16 의상빌딩 1~3층
(지번) 진관동 309-14",37.6517087166337,126.943933360808,,"에스프레소 (5,500원), 아메리카노 (5,500원), 카페라떼 (6,000원), 카푸치노 (6,000원), 플랫화이트 (6,000원), 바닐라라떼 (6,500원), 카페모카 (6,500원), 헤이즐넛 비엔나 (7,000원), 아포가토 (7,000원), 페퍼민트 (6,500원), 루이보스 (6,500원), 플레인 요거트 스무디 (7,000원), 망고 요거트 스무디 (7,500원), 딸기 요거트 스무디 (7,500원), 레몬에이드 (6,500원), 자몽에이드 (6,500원), 패션후르츠에이드 (7,000원), 파인키위에이드 (7,000원), 딸기라떼 (8,000원), 베리라떼 (8,000원), 밀크티 (7,000원), 수박스무디 (7,000원), 초코(HOT/ICE) (7,000원)"
1인1상,2.6,38,"서울 은평구 연서로 534 4,5층, 옥상층
(지번) 진관동 134-31",,,02-357-1111,"매콤한 닭다리살 구이 (28,000원), 그릴에 구운 안심 스테이크 (36,000원), 아메리카노+디저트선택 (12,500원), 카페라떼+디저트선택 (13,000원), 카푸치노+디저트선택 (13,000원)"
화포식당 연신내점,3.9,44,"서울 은평구 연서로29길 20-15 1층
(지번) 갈현동 401-4",37.6198672680403,126.91870194439,0507-1428-8591,"숙성 한돈+찌개 [2~3인 세트] (50,000원), 한우채끝+찌개+임실치즈 2인세트 (88,000원), 한우채끝+찌개+임실치즈 4인세트 (162,000원), 숙성 통삼겹살 (15,000원), 숙성 통목살 (15,000원), 숙성 가브리살 (17,000원), 숙성 항정살 (18,000원), 한우 채끝등심(1+/1++등급) (38,000원)"
대패상회 역촌점,4.9,34,"서울 은평구 역말로 31 1층
(지번) 역촌동 48-23",37.6058894406113,126.913779019299,,"돼지김치찌개 (4,500원), 대패삼겹살(100g) (4,500원), 대패목살(100g) (4,500원), 우삼겹살(100g) (5,500원), 통삼겹살(150g) (6,600원), 갈비살(100g) (6,700원), 항정살(100g) (5,700원), 양념껍데기(150g) (5,300원), 일반삼겹살(150g) (6,600원), 소주 (3,700원), 테라 (3,700원), 카스/켈리 (4,000원), 막걸리 (3,700원), 된장찌개 (4,500원), 묵사발 (4,500원), 불닭볶음면/짜파게티 (4,000원), 계란찜 (4,000원), 치즈계란볶음밥 (3,500원), 공기밥 (1,000원)"
훈연가,4.9,"1,278","서울 은평구 연서로29길 17-6 1층
(지번) 갈현동 453-7",37.6188915986622,126.918195106656,0507-1364-9848,"통항정살 (변동가격), 수비드오겹살 (변동가격), 가브리살 (변동가격), 숙성목심 (변동가격), 오겹살 (변동가격), 수비드삼겹살 (변동가격), 생목심 (변동가격), 우대갈비 (변동가격), 수비드우대갈비 (변동가격), 양념차돌 (변동가격), 해물누룽지탕 (변동가격), 상하이파스타 (변동가격)"
카페뤽상부르,3.9,118,"서울 은평구 연서로25길 6-11 1, 2층
(지번) 갈현동 481-13",37.617250253346,126.918172325989,02-385-2846,"아메리카노 (4,300원), 사발 아메리카노 (5,800원), 카페라떼 (5,300원), 생오렌지에이드 (6,000원), 초코라떼 (5,500원)"
원마산아구찜,4.7,24,"서울 은평구 통일로83길 11 1층
(지번) 갈현동 403-6",37.6207968936088,126.918551979004,02-6403-7788,"아구찜세트（코다리구이or더덕구이or도토리묵or메밀부추전or계란찜 中 택2） (41,000원), 해물찜세트（코다리구이or더덕구이or도토리묵or메밀부추전or계란찜 中 택2） (52,000원), 아구찜（단품） (27,000원), 해물찜（단품） (45,000원), 코다리구이 (7,000원), 도토리묵 (7,000원), 메밀부추전 (7,000원), 계란찜 (4,000원), 공기밥 (1,000원), 콜라 355mL (2,000원), 사이다 355mL (2,000원), 환타 355mL (2,000원)"
탕옌,4.3,45,"서울 은평구 은평로 204-4 101동 101호
(지번) 응암동 74-7",37.6006038862494,126.930152394956,02-6369-8989,"유니짜장 (8,000원), 해물짬뽕 (11,000원), 등심탕수육(소) (21,000원), 양장피(소) (28,000원), 에그간짜장 (10,000원), 깻잎차돌짬뽕 (13,000원), 사천탕면 (12,000원), 깐풍기(소) (24,000원), 칠리중새우(소) (27,000원)"
얼큰버섯만두전골,4.4,10,"서울 은평구 연서로26길 5 1층
(지번) 대조동 197-13",37.6172345455779,126.920233121431,02-356-7756,"얼큰만두전골 (10,000원), 소불고기만두전골 (17,000원), 부대만두전골 (14,000원)"
요요미,3.3,11,"서울 은평구 은평로11길 3-1 성은빌딩 1층
(지번) 응암동 87-36",37.6011855859186,126.923361259625,02-355-5985,"국물떡볶이 (6,000원), A세트 (23,000원), 꼬마김밥 (4,200원), 찰순대 (5,000원), 새우튀김 (2,200원), 오징어튀김 (5,000원), 1인세트 A (12,000원), 1인세트 C (10,500원), 와사비참치김밥 (6,000원), 고객감사이벤트 새우튀김 3개 (5,500원), 회오리 감자 (3,500원), 모짜감자 (4,600원), 떡볶이＋핫도그＋만두1 (11,000원), B세트 (37,000원), 1인세트 B (11,500원), 단무지 (500원), 참치김밥 (5,500원), 꼬마참치김밥 (6,000원), 통새우튀김김밥 (6,500원), 김말이튀김 (3,000원), 고구마튀김 (3,000원), 야채튀김 (4,000원), 고로케튀김 (3,000원), 매콤김말이튀김 (3,400원), 찰순대튀김 (3,500원), 고추튀김 (5,000원), 야끼만두 (1,600원), 만두튀김 (1,000원), 요요미 튀김소스 (700원), 버팔로윙 (5,000원)"
소담촌 수색상암DMC점,4.0,69,"서울 은평구 수색로 217 127,128호
(지번) 수색동 75",,,02-303-9995,"월남쌈샤브 (16,900원), 월남쌈버섯샤브 (21,900원), 월남쌈와규샤브 (21,000원), 월남쌈명품한우샤브 (24,500원), 월남쌈스페셜샤브 (26,000원), 우삼겹구이&샤브 (20,000원), 돈삼겹구이&샤브 (21,000원), 와규구이&샤브 (22,900원), 월남쌈해물샤브정식(점심메뉴) (19,000원), 월남쌈와규샤브정식(점심메뉴) (16,000원), 명품한우샤브정식(점심메뉴) (19,000원), 월남쌈버섯샤브정식(점심메뉴) (16,500원), 월남쌈샤브정식(점심메뉴) (14,900원)"
야래향,3.1,68,"서울 은평구 통일로 1010 아이파크포레스트게이트 B106,B107호
(지번) 진관동 100-3",37.6327971461007,126.918571397928,02-752-3201,"칠리중새우 (24,000원), 유린기 (23,000원), 양장피 (24,000원), 고추잡채 (24,000원), 등심찹쌀탕수육 (23,000원), 깐풍기 (23,000원), 누룽지탕 (27,000원), 팔보채 (27,000원), 유산슬 (26,000원), 깐풍새우 (24,000원), 우삼겹마라전골 (25,000원), 짬뽕탕 (20,000원), 백짬뽕탕 (20,000원), 면사리 (2,000원), 새우볶음밥 (11,000원), 크림새우 (24,000원), 잡탕밥 (17,000원), 유산슬밥 (16,000원), 잡채밥 (10,000원), 백짬뽕 (11,000원), 해물짬뽕 (11,000원), 삼선간짜장 (11,000원)"
바로전집,4.3,71,"서울 은평구 서오릉로9길 13 1층
(지번) 역촌동 15-23",37.6068378713232,126.920522823,02-374-6247,"해물파전 (13,000원), 고추전 (12,000원), 동그랑땡전 (12,000원), 모듬전 (20,000원), 불오징어 한판 (17,000원)"
고집,4.5,50,"서울 은평구 연서로 164-1 1층
(지번) 대조동 222-19",37.6135283269997,126.91799348743,0502-5550-7831,"숯불 삼겹살 (180g) (15,000원), 숯불 목살 (180g) (15,000원), 황제 갈비살 (150g) (16,000원), 등심 (150g) (16,000원), 소막창 (20,000원)"
여수아구찜탕,4.1,14,"서울 은평구 갈현로 53 1층
(지번) 역촌동 78-77",37.6026344728279,126.910205826765,02-355-0879,"아구찜.탕 (소) (2인) (30,000원), 낙지볶음 (30,000원), 간장게장 (점심메뉴) (13,000원)"
스타벅스 구파발사거리점,3.9,17,"서울 은평구 진관3로 21 은평엘크루 101동 105-108호
(지번) 진관동 65",37.6396025010646,126.919014455213,1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
응암족발,4.6,8,"서울 은평구 가좌로 251 1층
(지번) 응암동 585-10",37.5914576461333,126.91515406552,02-303-6699,"족발(소) (31,000원), 족발 (중) (36,000원), 족발 (대) (41,000원), 보쌈 (중) (34,000원), 보쌈 (대) (39,000원), 불족발(소) (26,000원), 불족발(대) (36,000원), 미니족발(발쪽만나가요) (23,000원), 족발+보쌈 (53,000원), 족발+불족발 (53,000원), 보쌈+불족발 (53,000원), 족발+보쌈+골뱅무침 (76,000원), 족발+불족발+골뱅이무칭 (76,000원), 보쌈+불족발+골뱅이무침 (76,000원), 족발+보쌈+불족발+골뱅이무침 (100,000원), 부추전 (12,000원), 막국수 (7,000원), 골뱅이무침 (25,000원), 생굴(계절) (23,000원), 보쌈김치추가 (6,000원), 알밥 (4,000원)"
역말리 순대국밥,4.4,165,"서울 은평구 서오릉로 106 태영빌딩 1층
(지번) 대조동 172-73",37.6095021185562,126.920421342774,02-383-2015,"사골 순대국 (10,000원), 얼큰 순대국 (11,000원), 머리고기 수육 (24,000원), 곱창 전골 (24,000원), 바삭 부추전 (9,000원), 냉제육 (24,000원), 수육국밥 (10,000원), 얼큰 수육국밥 (11,000원), 바삭미나리전 (9,000원), 역말리보쌈 (33,000원), 맛보기보쌈(2인) (15,000원), 50그릇 돼지곰탕 (10,000원), 어린이 국밥 (5,000원)"
양반집,4.8,138,"서울 은평구 갈현로1길 3-1 1층
(지번) 신사동 17-16",37.5991168943951,126.909704893195,02-356-9253,"스페셜세트 (99,000원), 고급갈비세트 (56,000원), 양꼬치 (15,000원), 양삼겹꼬치 (15,000원), 양고기전골 (14,000원), 해물온면 (9,000원), 꿔바러우 (17,000원)"
허니돈 불광본점,4.3,21,"서울 은평구 불광로 20 팜스퀘어 지하 1층 A-20호
(지번) 대조동 240",37.6097357749976,126.928938477038,,"튀김 (3개) (1,000원), 탕수육 (2,500원), 떡볶이 (2,000원), 비빔국수 (2,500원), 멸치국수 (2,000원), 꼬마김밥 (3개) (1,000원)"
달가득치킨,2.8,56,"서울 은평구 연서로28길 10 1층
(지번) 대조동 197-2",37.6177797860508,126.920981012189,02-6101-9390,"후라이드치킨 (19,500원), 양념치킨 (20,500원), 간장치킨 (20,500원), 맵가득치킨 (20,500원), 파닭치킨 (21,500원), 카레치킨 (21,500원), 후라이드통닭다리순살 (21,500원), 양념통닭다리순살 (22,500원), 간장통닭다리순살 (22,500원), 맵가득통닭다리순살 (22,500원), 파닭통닭다리순살 (23,500원), 카레통닭다리순살 (23,500원), 후라이드필렛순살 (19,500원), 양념필렛순살 (20,500원)"
알키미스타,3.9,68,"서울 은평구 응암로9길 24 1층
(지번) 응암동 592-61",37.5878531253785,126.913893916158,02-6104-5803,"아메리카노 (4,400원), 카페라떼 (4,700원), 블루베리 스무디 (4,900원), 바닐라 버번 (6,800원), 이터널 썸머 (6,800원)"
오레노라멘 은평점,4.5,326,"서울 은평구 불광천길 366 1층
(지번) 응암동 587-39",37.5903036453955,126.914391212709,02-305-3539,"토리 빠이탄 라멘 (12,000원), 카라 빠이탄 라멘 (12,000원)"
대성각,4.3,20,"서울 은평구 녹번로 7
(지번) 녹번동 82-20",37.6030636932128,126.926755676644,02-356-2194,"짜장면 (6,000원), 짬뽕 (7,000원), 우동 (7,000원), 울면 (7,000원), 간짜장 (7,000원), 볶음밥 (7,500원), 짬뽕밥 (8,000원), 잡채밥 (8,500원), 삼선간짜장 (8,500원), 해물덮밥 (9,000원), 송이덮밥 (9,000원), 차돌짬뽕 (9,000원), 차돌짬뽕밥 (9,000원), 삼선짬뽕밥 (9,000원), 삼선볶음밥 (9,000원), 삼선우동 (10,000원), 삼선짬뽕 (10,000원), 삼선짬뽕밥 (10,000원), 잡탕밥 (15,000원), 유산슬 (37,000원)"
합정오리농장 응암점,3.8,160,"서울 은평구 증산로23길 27
(지번) 신사동 26-45",37.5980614011054,126.912357519429,02-303-5833,"삼채 누룽지 오리백숙 한마리 (70,000원), 삼채 한방 오리백숙 (70,000원), 능이버섯 오리백숙 (78,000원), 신김치 오리로스구이 1인분 (17,000원), 오리 훈제구이 1인분 (17,000원), 생오리 부추 주물럭 1인분 (18,000원), 누룽지 오리백숙 반마리 (42,000원), 능이 오리백숙 반마리 (45,000원), 한방백숙반마리 (42,000원), 능이 삼계탕 (20,000원), 삼채 삼계탕 (18,000원), 들깨 삼계탕 (18,000원), 녹두 삼계탕 (17,000원), 능이버섯 (15,000원), 삼채 (5,000원), 녹두 (5,000원), 떡사리 (3,000원), 녹두죽 (5,000원), 찹쌀누룽지 (3,000원), 볶음밥 (3,000원), 찰밥 (5,000원)"
소문난순대국집,2.6,45,"서울 은평구 은평로 53 1층
(지번) 신사동 3-8",37.5987979589196,126.913699556236,02-389-2568,"순대국정식 (12,500원), 순대국 (보통) (9,000원), 순대국 (특) (12,000원), 내장순대국 (10,000원), 술국 (14,000원), 곱창볶음 (2인분) (20,000원), 수육 (대) (28,000원), 수육 (소) (18,000원), 편육 (10,000원), 오소리감투수육 (16,000원), 순대 (7,000원), 모듬 (28,000원), 오소리순대국 (10,000원), 전골 (소) (23,000원), 감자탕 (소) (27,000원), 뼈해장국 (보통) (9,000원), 뼈해장국정식 (12,500원), 살코기순대국 (보통) (11,500원)"
일석삼조버섯매운탕,4.2,26,"서울 은평구 증산로 383 1층
(지번) 신사동 337-9",37.5905360334485,126.913188028868,02-309-7762,"소고기샤브버섯매운탕 (13,000원)"
태조대림감자국,2.3,60,"서울 은평구 응암로 172 1층
(지번) 응암동 603-74",37.5872197565814,126.916696422873,02-306-6535,"양념뼈구이 (소) (42,000원), 감자탕 (소) (33,000원), 감자탕 (점심식사) (10,000원), 뼈해장국 (10,000원)"
까볼로,4.3,17,"서울 은평구 연서로27길 16-14 1층
(지번) 갈현동 454-20",37.6186528156646,126.918294478707,02-382-2015,"미트소스 스파게티 (8,000원), 미트소스 치즈 스파게티 (9,000원), 김치참치볶음밥 (7,000원), 해물철판볶음밥 (7,000원), 소고기송이버섯 철판 볶음밥 (7,000원), 케이준 치킨샐러드 (12,000원), 과일 샐러드 (8,500원)"
북한산큰숲제빵소,3.5,45,"서울 은평구 북한산로 271-3
(지번) 진관동 296-12",37.6547740043617,126.938961461996,02-2267-9001,"코리아노(HOT) (5,000원), 카페라떼(HOT) (5,500원), 카페모카(HOT) (6,000원), 수제밀크티(HOT) (6,500원), 수제청 레몬에이드 (7,000원)"
메밀촌,4.2,36,"서울 은평구 은평로9길 5
(지번) 응암동 89-18",37.600803679714,126.921207901754,02-352-9878,"메밀촌 판메밀 세트 （판메밀＋메밀전병한줄） (14,500원), 메밀촌 들깨수제비 세트（들깨수제비 ＋ 전병한줄） (14,500원), 메밀촌 비빔막국수세트（비빔막국수＋전병한줄） (14,500원), 메밀촌 보쌈정식세트(보쌈정식 + 전병한줄) (15,500원), 공기밥 (1,000원), 사이다（뚱캔） (2,000원), 콜라（뚱캔） (2,000원)"
무안갯벌낙지,3.9,38,"서울 은평구 진흥로 11 1,2층
(지번) 역촌동 44-34",,,02-359-4017,"산낙지철판볶음 (소) (43,000원), 산낙지연포탕 (소) (43,000원), 산낙지전골 (소) (43,000원), 산낙지찜 (소) (43,000원), 산낙지불낙전골 (중) (53,000원), 산낙지 (30,000원), 산낙지초무침 (48,000원), 산낙지탕탕이 (43,000원), 산낙지볶음 (소) (43,000원), 낙지볶음 (소) (26,000원), 낙지전골 (소) (32,000원), 낙지찜 (소) (32,000원), 낙지파전 (18,000원), 낙지비빔밥 (10,000원), (특)낙지비빔밥 (15,000원), 낙지수제비 (10,000원), 낙지칼국수 (10,000원), 낙지들깨수제비 (12,000원), 콩나물해장국 (9,000원)"
압구정화로구이 응암점,4.7,660,"서울 은평구 은평로 159 1층
(지번) 응암동 86-8",37.601331118359,126.925222255793,02-2138-0545,"화로한판 (43,500원), 눈꽃 살치살 (100g) (9,900원), 하늘토시살 (100g) (8,900원), 황제갈비살 (100g) (7,900원), 양념갈비살 (100g) (9,900원), 양념갈비살 한판 (500g) (48,500원)"
