이름,평점,리뷰수,주소,위도,경도,전화번호,메뉴
리틀파스타 공릉본점,3.4,371,"서울 노원구 동일로198길 78 청교프라자 2층
(지번) 공릉동 434-2",37.6296682850867,127.075758860007,02-974-0201,"등심스테이크 (변동가격), 패밀리세트 (변동가격)"
감각,3.3,235,"서울 노원구 상계로 77 1층
(지번) 상계동 337",37.6567452176387,127.06351419165,070-7576-4177,"밀크 크레이프 (6,000원), [New] 말렌카 살구 (5,800원), 티라미수롤 (6,000원), 말렌카 코코아 (5,800원), 바닐라라떼 (5,000원), 딸기라떼 ONLY ICED (5,000원), 복숭아 요거트스무디 (6,000원), 자몽에이드 (6,000원), 아메리카노 (3,500원), 카페라떼 (4,500원), 카푸치노 ONLY HOT (4,500원), 카페모카 (5,000원), 연유라떼 (5,000원), 아인슈페너 ONLY ICED (5,500원), 감귤차 (5,000원), 모과차 (5,000원), 아이스티 (4,000원), 자몽허니블랙티 (5,500원), 밤티라미수 라떼 (6,000원), 미숫가루（우유） (5,000원), 토피넛라떼 (5,000원), 녹차라떼 (5,000원), 초코라떼 (5,000원), 밀크티 (5,000원), 초코슈페너 ONLY ICED (5,500원), 플레인 요거트스무디 (5,500원), 딸기 요거트스무디 (6,000원), 블루베리 요거트스무디 (6,000원), 모과라임에이드 (6,000원), 캐모마일 (4,500원)"
라라브레드 공릉점(휴업중),3.9,220,"서울 노원구 공릉로41길 32 1층
(지번) 공릉동 350-24",37.6248612366191,127.077858808711,070-4252-8770,"아보카도 새우 오픈샌드위치 (14,000원), 통베이컨 토마토파스타 (14,500원), 쉬림프 크림파스타 (14,500원), 아메리카노 (4,500원), 카페라떼 (5,000원), 제주 청귤에이드 (6,500원), 플레인요거트스무디 (6,000원), 핑크크림라떼 (5,500원), 바닐라라떼 (5,500원), 쑥라떼 (6,500원), 얼그레이밀크티 (6,000원), 초코라떼 (5,500원), 우유 (3,200원), 핑크에이드 (6,000원), 청귤에이드 (6,000원), 유자요거트스무디 (6,000원), 허니자몽티 (5,500원), 레이디얼그레이티 (5,000원), 유자캐모마일티 (5,000원)"
해품장 팔팔장어 본점,3.6,187,"서울 노원구 노원로 192
(지번) 하계동 69-8",37.6374480610251,127.079536622643,02-977-8892,"잔치국수 (6,000원), 풍천장어 (1kg) (75,000원), 풍천장어 (500g) (38,000원), 안창살 (300g) (38,000원), 누룽지 (4,000원), 된장찌개 (4,000원)"
중원,3.4,71,"서울 노원구 동일로242가길 36 1층
(지번) 상계동 1115-18",37.6775330357566,127.056158616205,02-930-6188,"짜장면 (7,000원), 고추쟁반짜장 (2인) (21,000원), 전가복 (2~3인) (50,000원), 찹쌀탕수육 (2~3인) (23,000원), 해물짜장 (10,000원), 해물짬뽕 (11,000원), 탕수육 (2~3인) (20,000원), 오향장육 (36,000원), 상품냉재 (38,000원), 특선냉채 (60,000원), 오릉해삼(소) (50,000원), 송이전복(소) (100,000원), 자연송이볶음(소) (90,000원), 마라통전복(소) (60,000원), 해삼전복(소) (120,000원), 해신탕(소) (130,000원), 불도장 (70,000원), 깐풍중새우(소) (28,000원), 크림중새우(소) (28,000원), 칠리중새우(소) (28,000원), 쟁반짜장 (23,000원), 해물우동 (11,000원), 자장면 (8,000원)"
아웃닭 노원역점,3.8,42,"서울 노원구 상계로3길 28 영빈빌딩 2층 201호
(지번) 상계동 358-31",37.6573981805623,127.062631810118,02-935-2223,"린드필드 후라이드 순살치킨 (22,800원), 할라피뇨 치즈치킨 (24,800원), 오리지날 프린스튼 후라이드 치킨 (20,900원), 오리지날 레드펀 양념치킨 (21,900원), 스펜서 매운 양념치킨 (21,900원), 마틴 간장치킨 (21,900원), 케인즈 갈릭치킨 (21,900원), 순살 양념치킨 (23,800원), 순살 매운 양념치킨 (23,800원), 순살 간장치킨 (23,800원), 순살 갈릭치킨 (23,800원), 호바트 매콤소이마요치킨 (21,900원), 호바트 매콤소이마요순살치킨 (23,800원)"
원조이모네연탄불곱창,2.7,130,"서울 노원구 동일로192길 46
(지번) 공릉동 392-2",37.6265202574678,127.075589368289,02-973-4658,"소금구이 (1인분) (18,000원)"
기린,4.2,1,"서울 노원구 공릉로 209
(지번) 공릉동 441-18",37.6280892594919,127.077496497098,,"쇼유라멘 (가격정보 없음), 미소라멘 (가격정보 없음), 차슈추가 (가격정보 없음), 등심돈까스 (가격정보 없음), 새우튀김 (가격정보 없음), 칠리새우 (가격정보 없음), 멘보샤 (가격정보 없음), 새우볶음밥 (가격정보 없음)"
할머니옛날보리쌈밥,4.2,15,"서울 노원구 공릉로 133
(지번) 공릉동 336-3",37.6220776081714,127.078987062324,02-974-2380,"보리쌈밥 (12,000원), 보리비빔밥 (11,000원), 도토리묵 (11,000원), 제육 (11,000원), 녹두전 (16,000원)"
엉터리양평해장국 석계역점,3.7,0,"서울 노원구 석계로1길 14
(지번) 월계동 55-14",37.6155547536985,127.063913961862,02-943-3374,"소머리국밥 (0원), 양평해장국 (0원), 소내장탕 (0원), 황태해장국 (0원), 왕갈비탕 (0원)"
맥도날드 상계DT점,3.5,58,"서울 노원구 동일로 1612 1~2층
(지번) 상계동 1022",,,02-6221-6500,"한입초코츄러스3조각 (가격정보 없음), 맥스파이시 상하이 투움바 (가격정보 없음), 슈비 투움바 (가격정보 없음), 더블 쿼터파운더 치즈 (가격정보 없음), 맥스파이시 상하이 버거 (가격정보 없음), 토마토 치즈 비프 버거 (가격정보 없음), 빅맥 (가격정보 없음), 트리플 치즈버거 (가격정보 없음), 1955 버거 (가격정보 없음), 더블 불고기 버거 (가격정보 없음), 불고기 버거 (가격정보 없음), 슈슈 버거 (가격정보 없음), 슈비 버거 (가격정보 없음), 베이컨 토마토 디럭스 (가격정보 없음), 치즈버거 (가격정보 없음), 더블 치즈버거 (가격정보 없음), 햄버거 (가격정보 없음), 드립 커피 (가격정보 없음), 해쉬 브라운 (가격정보 없음), 후렌치 후라이 (가격정보 없음), 맥너겟 (가격정보 없음), 아메리카노 (가격정보 없음)"
빛나는바다 수락산점,2.6,25,"서울 노원구 동일로230가길 84
(지번) 상계동 1120-44",37.6752251663282,127.056747683125,02-938-5501,"멍게 (12,000원), 개불 (20,000원), 산오징어 (변동가격), 산낙지 (변동가격), 해삼 (변동가격), 과메기 (변동가격)"
아너카페,4.6,55,"서울 노원구 동일로192다길 9 에이동 1-2층
(지번) 공릉동 389-12",37.6274223908833,127.076047942677,010-8728-5191,"에스프레소 (4,500원), 아메리카노 (4,800원), 카페라떼 (5,300원), 자몽에이드 (5,800원), 딸기스무디 (6,800원)"
엄마손칼국수,3.9,102,"서울 노원구 상계로39길 5
(지번) 상계동 111-478",37.6710405360996,127.080230336969,02-937-4967,"칼국수 (9,000원), 칼만두 (10,000원), 만두국 (10,000원), 섞어전골(소) (33,000원), 칼국수전골(소) (30,000원)"
금화반점,3.9,23,"서울 노원구 동일로 1352 3층
(지번) 상계동 749-7",37.6494044777358,127.062302373264,02-938-3335,"점심특선 (1인) (19,000원), A정식 (1인) (21,000원), B정식 (1인) (23,000원), 자장면 (7,000원), 기스면 (8,000원), 해물짬뽕면 (9,000원), 해물우동 (9,000원), 해물간자장 (9,000원), 쟁반자장면 (19,000원), 굴탕면 (12,000원), 중식냉면 (12,000원), 콩국수 (9,000원), 자장밥 (7,500원), 새우볶음밥 (9,000원), 잡채밥 (9,000원), 마파두부밥 (9,000원), 해물짬뽕밥 (9,000원), 류산슬밥 (14,000원), 잡탕밥 (16,000원), 물만두 (6,500원), 군만두 (6,500원), 탕수육 (소) (22,000원), 깐소중새우 (소) (28,000원), 팔보채 (소) (33,000원), 류산슬 (소) (28,000원), 깐풍기 (소) (27,000원), 양장피 (소) (28,000원), 누룽지탕 (소) (34,000원), 소고기 난자완즈 (소) (32,000원), 오향장육 (소) (35,000원)"
다마식당 노원점,3.8,106,"서울 노원구 상계로5길 31 보광빌딩 1층
(지번) 상계동 594-2",37.6568270310995,127.063002136433,02-935-8883,"생세트 (39,500원), 갈세트 (39,500원), 생갈세트 (39,500원), 돼지갈비세트 (47,000원), 부자세트 (45,000원), 모듬세트 (52,500원), 목살 (9,500원), 생삼겹 (9,500원), 갈매기 (9,500원), 목살 (9,500원), 부채살 (11,500원), 차돌박이 (11,000원), 껍데기 (7,500원), 국내산 돼지갈비 (12,000원), 공기밥 (1,000원), 꽃게 된장찌개 (5,000원), 생목살 김치찌개 (5,000원), 계란찜 (4,000원), 열무 냉면 물/비빔 (6,000원), 치즈 날치알 철판 볶음밥 (6,000원)"
알러이,4.5,37,"서울 노원구 공릉로43길 15
(지번) 공릉동 408-1",37.6260300577454,127.078717219581,02-977-3011,"쉬림프 머니백 덤플링스 (6,900원), 소이 소스 라이스 누들 (8,000원), 쉬림프 & 베이컨 갈릭 프라이드 라이스 (8,500원), 레몬치킨 (12,900원), 사천 포크 (13,900원)"
공릉동멸치국수,3.9,20,"서울 노원구 동일로173가길 43 1층
(지번) 공릉동 604-26",37.6201858843938,127.07298722732,070-8160-6158,"멸치국수 (6,000원), 칼수제비 (7,000원), 비빔국수 (7,000원), 콩국수(계절메뉴) (7,000원), 열무국수(계절메뉴) (6,000원), 떡만두국 (8,000원), 카레라이스 (8,000원), 김밥 (3,500원)"
소문난멸치국수,3.4,133,"서울 노원구 동일로173가길 81 1층
(지번) 공릉동 571-16",37.6218845040077,127.07242172516,,"수제비 (7,000원), 김밥 (3,000원), 멸치국수 (5,000원), 비빔국수 (6,000원), 칼국수 (6,000원)"
샤브20 노원상계점,3.4,112,"서울 노원구 노원로 452 1층
(지번) 상계동 372-5",37.6570063312756,127.06692012654,02-939-4920,메뉴 없음
이종구낙지세상 본점,3.3,95,"서울 노원구 중계로 90 우암타운 1층 109~112호
(지번) 중계동 27",,,02-930-9284,"낙지볶음 (1인) (13,000원), 매콤명태조림 (1인) (12,000원), 낙지해물파전 (17,000원), 돈까스 (10,000원), 낙지아구연포탕 (소) (2인) (33,000원), 문어명태조림 (중) (2인) (57,000원), 소갈비명태조림 (중) (2인) (55,000원), 아구낙지찜 (중) (2~3인) (48,000원), 얼큰낙지갈비전골 (중) (2~3인) (48,000원)"
시작이밤이다,4.4,51,"서울 노원구 동일로190길 33 현대빌라 101호
(지번) 공릉동 393-10",37.6258354833379,127.074921115998,010-7148-3119,"크림새우닭 (20,000원), 한우육회 (25,000원)"
파운드그레도,4.1,291,"서울 노원구 동일로 1102 1층
(지번) 공릉동 362-26",37.6282867357455,127.071980466233,02-979-1102,"제주도유리농 녹차(hot) (4,000원), 페퍼민트 차(hot) (4,000원), 자스민 플라워(hot) (4,000원), 캐모마일 차(hot) (4,000원), 루이보스 차(hot) (4,000원)"
거북이삼겹살,4.6,7,"서울 노원구 덕릉로 721 정진아트리움 107,108호
(지번) 중계동 137-39",37.6620672574858,127.075536543056,02-938-5353,"생삼겹살(200g) (16,000원), 흑염소 탕 (15,000원), 차돌박이(150g) (변동가격), 생등심(180g) (변동가격), 보리밥정식 (9,000원), 흑염소탕(특) (22,000원), 흑염소전골(1인분/2인이상주문) (30,000원)"
김밥천국,3.1,5,"서울 노원구 광운로 33 1층
(지번) 월계동 402-19",37.6205739573662,127.058570461146,02-942-7804,메뉴 없음
신닭발닭날개,4.6,50,"서울 노원구 상계로3길 38-4 B동 101,102호
(지번) 상계동 592-2",37.6578044451313,127.062779025167,02-6463-9111,"직화통뼈닭발 (11,000원), 직화튤립닭발 (12,000원), 직화무뼈닭발 (12,000원), 직화닭날개 (12,000원), 직화오돌뼈 (12,000원), 국물통뼈닭발 (12,000원), 국물튤립닭발 (13,000원), 국물무뼈닭발 (13,000원)"
스타벅스 태릉입구역DT,4.4,45,"서울 노원구 화랑로 469
(지번) 공릉동 653-8",37.619235027025,127.079338929761,,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
화로상회 광운대점,4.0,6,"서울 노원구 광운로 37 1층
(지번) 월계동 402-11",37.6207974342643,127.058687420241,02-941-2292,"돼갈이 (0원), 돼삼이 (0원), 갈막이 (0원), 삼막이 (0원), 갈껍이 (0원)"
일심해장국 월계점,3.1,16,"서울 노원구 석계로15길 25 한일아파트상가 1층 108호
(지번) 월계동 926",37.6220625118578,127.06134243043,02-909-1640,"선지해장국 (6,000원), 돌솥비빔밥 (7,000원)"
위플랜트위커피,3.6,146,"서울 노원구 동일로178길 59-39 2층
(지번) 공릉동 587-1",37.6227967688852,127.07764041289,,"플랜트라떼 (6,000원), 말차크림라떼 (6,000원), 리얼딸기라떼 (6,000원), 후레쉬 자몽주스 (6,000원), 아이스크림 크로플 (8,500원), 플레인스콘 (3,800원), 아메리카노 (4,000원), 카페라떼 (4,500원), 바닐라라떼 (5,000원), 아인슈페너 (5,500원), 히비스커스 레몬에이드 (6,000원), 망고에이드 (6,000원), 아쌈밀크티 (6,000원), 피치블로썸티 (6,000원), 히비스커스 (5,500원), 플레인크로와상와플 (3,500원), 바질크림치즈 크로플 (4,800원), 콘치즈트러플（크로플） (4,500원), 바스크치즈케이크 (6,500원), 더블초코스모어쿠키 (3,800원), 쑥떡베리쿠키 (3,800원), 펌킨파이 (6,000원)"
장천,3.8,113,"서울 노원구 동일로217가길 11 2층 202호
(지번) 상계동 733-2",37.6534394295348,127.059885415192,02-938-8079,"짜장면 (7,000원), 쟁반짜장 (2인) (22,000원), 짬뽕 (9,000원), 차돌박이불짬뽕 (12,000원), 백짬뽕 (13,000원), 사천볶음밥 (11,000원), 탕수육 (소) (21,000원), 찹쌀탕수육 (소) (23,000원), 양장피 (소) (28,000원), 유산슬 (소) (31,000원), 해물누룽지탕 (소) (33,000원), 팔보채 (소) (31,000원), 유린기 (소) (29,000원), 오향장육 (소) (31,000원), 짬뽕탕 (소) (18,000원), 군만두 (6,000원)"
반층야,4.3,6,"서울 노원구 화랑로51길 20 지하1층
(지번) 공릉동 120-4",37.6240878823526,127.089593418079,070-8887-5224,"옛날냉동삼겹 (9,000원), 생삽겹살 (12,000원), 김치찌개 백반(1인) (7,000원), 가츠동 (7,500원), 연어덮밥 (9,500원)"
훠궈나라 노원직영점,4.0,59,"서울 노원구 상계로3길 10
(지번) 상계동 593-3",37.6567065402567,127.062549747122,02-933-8253,"평일점심 (12,800원), 평일저녁,주말,공휴일 (15,800원)"
노원왕곱창,2.4,769,"서울 노원구 상계로 90 마블러스2 1층
(지번) 상계동 341-7",37.6562758604581,127.064575545055,02-936-6400,"특양구이 (200g) (24,000원), 소곱창구이 (250g) (22,000원), 소막창구이 (250g) (22,000원), 소대창구이 (250g) (22,000원), 소홍창구이 (350g) (18,000원)"
노원목고기집,4.4,115,"서울 노원구 상계로 96
(지번) 상계동 349-24",37.6566402176287,127.065555570438,,"목고기 (200g) (14,000원)"
본가왕뼈감자탕 노원역점,3.7,55,"서울 노원구 상계로3길 28 영빈빌딩 1층
(지번) 상계동 358-31",37.6573981805623,127.062631810118,02-932-6312,"감자탕小（반조리 상태로 배달） (30,000원), 감자탕中（반조리 상태로 배달） (38,000원), 감자탕大（반조리 상태로 배달） (46,000원), 간장양념뼈찜（조리 후 배달） (41,000원), 해물뼈찜（조리 후 배달） (49,000원), 뼈다귀해장국（반조리 상태로 배달） (10,000원), 특 뼈다귀해장국 （반조리 상태로 배달） (14,000원), 선지해장국（반조리 상태로 배달） (10,000원), 매콤한콩나물뼈찜（조리 후 배달） (41,000원), 양평해장국（반조리 상태로 배달） (10,000원), 우거지해장국（반조리 상태로 배달） (9,000원), 공기밥 (1,000원), 날치알주먹밥 (4,000원), 볶음밥 (4,000원), 당면사리 (3,000원), 감자 추가 (3,000원), 수제비사리 (2,000원), 우거지 추가 (3,000원), 떡사리 (2,000원), 라면사리 추가 (2,000원), 콜라 500mL (2,000원), 사이다 500mL (2,000원), 처음처럼 (5,000원), 참이슬 후레쉬 (5,000원), 진로이즈백 (5,000원), 참이슬 오리지널 (5,000원), 새로 (5,000원), 카스 (5,000원), 테라 (5,000원), 캘리 (5,000원)"
스타벅스 노원KT점,4.3,31,"서울 노원구 노해로 502
(지번) 상계동 723",37.6544500497108,127.063692307584,1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
권할머니능이흑염소,4.2,6,"서울 노원구 공릉로41길 8
(지번) 공릉동 411-12",37.6246110004494,127.079260364285,02-972-4319,"수육 (28,000원), 전골 (25,000원), 무침 (25,000원), 특탕 (18,000원), 탕 (15,000원), 삼계탕 (13,000원)"
수락해신탕,3.6,14,"서울 노원구 동일로242길 8-10 1층
(지번) 상계동 1119-34",37.6753630112357,127.055623190838,02-6215-8970,"수락해신탕 (2인) (40,000원), 해천탕 (2인) (55,000원), 닭볶음탕 (소) (20,000원), 랍스터해신탕 (100,000원), 랍스터해천탕 (120,000원)"
할리스 노원문화의거리점,3.8,26,"서울 노원구 노해로81길 22-26 1층
(지번) 상계동 332-1",37.6558967804046,127.063981843761,02-935-8231,"제주 금귤 오렌지 스무디 (6,900원), 설향 생딸기 주스 (7,300원), 미니니 딸기 요거트 할리치노 (6,900원), 딸기 쿠키앤크림 크레이프 (6,500원), 블랙아리아 아메리카노 (5,200원), 카페 아메리카노 (4,700원), 바닐라 딜라이트 (6,200원), 디카페인 카페 라떼 (5,600원), 카페 모카 (5,800원), 트리플 초코 케이크 (6,200원), 티라미수 쏘스윗박스 (6,500원), 바삭 불고기 & 트리플 치즈 치킨 퀘사디아 (6,000원), AOP 크루아상 (4,200원), 할리스 브런치 세트 (19,900원), 망고오렌지 듬뿍라운드 (7,900원), 설향 생딸기 라떼 (6,900원), 토마토 생과일 주스 (6,600원), 오렌지 자몽 생과일 주스 (6,600원), 베리베리 딸기 요거트 (6,500원), 티라미수 쏘스윗박스 파티팩 (34,000원), 쿠키앤크림 쏘스윗박스 파티팩 (34,000원), 블랙아리아 딥라떼 (5,800원), 디카페인 아메리카노 (5,100원), 바닐라 딜라이트（디카페인 원두 변경） (6,600원), 돌체라떼 (6,200원), 카페 라떼 (5,200원), 카라멜 마키아또 (6,200원), 콜드브루 (5,000원), 콜드브루 라떼 (5,600원), 콜드브루 딜라이트 (6,500원)"
플로레스테이블,4.0,244,"서울 노원구 상계로5길 12 3층
(지번) 상계동 1305",37.6573543256891,127.064264260882,02-931-9312,"아메리카노 (4,200원), 아메리카노(take-out) (2,500원)"
오공김밥,3.3,98,"서울 노원구 동일로 1538 12단지 종합상가 1층 103호
(지번) 상계동 649",37.666237439247,127.057864959178,,"떡볶이 (6,000원), 꼬불이 어묵 (4,800원), 오징어튀김3p (3,500원), [시그니처]치치불김밥 (6,800원), 오공김밥 (4,800원), 참치김밥 (5,800원), 소고기김밥 (5,800원), 흑돼지 돈까스김밥 (6,300원), 어린이김밥 (3,800원), 참치어린이김밥 (4,800원), 우동 (7,000원), 모둠튀김 (6,500원), 만두튀김3p (2,500원), 김말이튀김3p (3,000원), 새우튀김3p (3,500원), 치즈김밥 (5,500원), 더블치즈김밥 (5,800원), 김치김밥 (5,500원), 땡초참치김밥 (6,300원), 김치참치김밥 (6,300원), 치즈참치김밥 (6,300원), 명란마요참치김밥 (6,500원), 와사비참치김밥 (6,000원), 멸치김밥 (5,500원), 땡초멸치김밥 (6,000원), 김치소고기김밥 (6,500원), 와사비소고기김밥 (6,000원), 명란마요소고기김밥 (6,500원), 갈릭베이컨소고기김밥 (6,800원), 크림치즈소고기김밥 (6,500원)"
한동길감자탕,4.6,28,"서울 노원구 공릉로70길 8-3 1층
(지번) 하계동 208-23",37.6391749545009,127.070052176187,02-973-5913,"뼈다귀전골(소) (31,000원), 해물뼈찜(소) (38,000원), 아구찜(소) (38,000원), 뼈해장국 (9,000원), 우동뚝배기 (10,000원), 왕돈까스 (9,000원), 쇠고기불뚝배기 (9,000원)"
유정한우소곱창,2.9,53,"서울 노원구 노해로85길 10-2
(지번) 상계동 323-9",37.6558491000452,127.065330490291,02-932-7150,"모듬구이 (소) (41,000원), 소곱창 (200g) (22,000원), 소대창 (200g) (22,000원), 소막창 (180g) (22,000원), 모듬구이(중) (58,000원)"
복드림 전주24시복콩나물국밥복칼국수 상계직영점,3.8,8,"서울 노원구 노해로 521
(지번) 상계동 718",37.6557642665279,127.065908262314,02-980-5565,"복국(밀복) (9,000원), 복국(까치복) (11,000원), 콩나물국밥 (7,000원), 오징어콩나물국밥 (8,000원), 치즈돈까스 (10,000원), 황태국밥 (8,500원), 오삼불고기 (16,000원), 복튀김 (15,000원)"
마이브라더스,4.0,19,"서울 노원구 공릉로46길 28 상가동 101호
(지번) 공릉동 737",37.6272707456973,127.080410510088,,"호야 샐러드 (14,000원), 시노 샐러드 (17,000원), 윤 파스타 (12,000원), 마이 브라더스 샌드위치 (7,500원), 잭 샌드위치 (8,500원), 수니 샌드위치 (9,000원), 빈빈 샐러드 (16,000원), 브래들리 샐러드 (18,000원), 유니 스테이크 (26,000원), 비니 샌드위치 (8,500원), 시미 샌드위치 (8,500원), 피터 샌드위치 (10,500원), 봉이 샐러드 (14,000원), 헤이든 샐러드 (15,000원), 시몬 샐러드 (15,000원), 지니 파스타 (13,000원), 영 파스타 (13,000원), 아메리카노 (3,500원), 카페라떼 (4,500원), 카푸치노 (4,500원), 바닐라 라떼 (5,000원), 얼그레이 (4,500원), 페퍼민트 (4,500원), 루이보스 (4,500원), 캐모마일 (4,500원), 복숭아 아이스티 (4,500원), 녹차라떼 (4,500원), 밀크티 (5,000원), 레몬에이드 (5,000원), 블루레몬에이드 (5,500원)"
