이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간
해물포차꼴통 1호점,실내포장마차,3.4,233,"서울 동작구 장승배기로 126
(지번) 노량진동 231-170",37.508669248678,126.940349978847,070-8614-8121,"오꼬노미야끼 (15,000원), 해물토마토스튜 (15,000원), 차돌숙주 (17,000원), 치즈오플렛소바 (14,000원), 해물야끼우동 (13,000원), 골뱅이소면 (15,000원), 해물떡볶이 (15,000원), 해물부추전 (12,000원), 생연어샐러드 (14,000원), 명란구이 (10,000원), 감자샐러드 (10,000원), 서더리매운탕 (12,000원), 통우럭탕 (16,000원), 참동매운탕 (15,000원), 민물새우수제비 (12,000원), 오뎅탕 (13,000원), 자연산 민어탕 (20,000원), 새우튀김 (16,000원), 모듬회(소) (18,000원), 연어회(소) (15,000원)",영업시간 매일 17:00 ~ 02:00
해물한소반 사당직영점,"해물,생선",3.5,116,"서울 동작구 동작대로1길 18 1층
(지번) 사당동 1041-18",37.4774604290224,126.980318707705,02-597-0717,"해물파전 (19,000원), 낙지지리탕 (13,000원), 대구머리해장국 (8,000원), 수제비동태탕지 (8,000원), 아구찜(소) (45,000원), 갑오징어낙지찜 (48,000원), 왕해물찜(소) (59,000원), 왕해물탕(소) (52,000원), 뽈데기지리탕(소) (35,000원)",영업시간 매일 11:00 ~ 22:00
약초마을,삼계탕,3.3,84,"서울 동작구 노량진로 26 1층 102호
(지번) 대방동 339-1",37.5129529701191,126.928927523118,02-824-5215,"죽염삼계탕 (17,000원), 죽염 황기오리 (75,000원), 죽염 옻삼계탕 (18,000원), 죽염 황기백숙 (65,000원), 죽염 옻닭 (65,000원), 죽염 옻오리 (75,000원), 죽염 유황오리 (95,000원)",영업시간 매일 11:00 ~ 21:10
페니힐스,커피전문점,4.0,342,"서울 동작구 동작대로1길 10-14 1-2층
(지번) 사당동 1042-13",37.4778936545983,126.980992409628,,"카야잼토스트 (6,500원), 아메리카노(HOT) (4,500원), 자몽티 (6,000원), 자몽에이드 (6,000원), 에스프레소 (4,000원), 카페라떼(HOT) (5,000원), 바닐라라떼(HOT) (5,500원), 아포가또 (6,000원), 콜드브루 (6,500원), 블랙플라워 라떼 (6,000원), 벨기에 초콜릿 (6,500원), 레몬티/레몬에이드 (6,000원)",영업시간 매일 12:00 ~ 22:00
스시로로,"초밥,롤",3.8,206,"서울 동작구 동작대로23길 29
(지번) 사당동 1006-5",37.4840903782849,126.980105309835,02-585-1015,"추천초밥 12pcs (24,000원), 특 초밥 12pcs (22,000원), 스페셜 초밥 10pcs (19,000원), 로로초밥 12pcs (15,900원), 광어 1pcs (2,700원), 연어 뱃살 1pcs (2,700원), 연어 배꼽 1pcs (2,800원), 지라시 덮밥（B） (15,500원), 카이센동 (19,000원), 회덮밥 (13,000원), 연어 어니언（양파소스）초밥 8pcs (19,900원), 연어갈릭치즈 아부리초밥 8ps (21,000원), 매화수 (7,000원), 백세주 (9,000원), 우메슈（매실주） (25,000원), 간바레오또상 (35,000원), 심야식당 준마이 (35,000원), 네코 준마이 (35,000원), 특별준마이팩 (38,000원), 오카네（금사케） (38,000원), 준마이 다이죠부（병사케） (35,000원), 준마이750（병사케） (35,000원), 더컵（원컵） (9,000원), 특별 준마이컵（원컵） (10,000원), 참이슬（소주） (6,000원), 처음처럼（소주） (6,000원), 진로이즈백（소주） (6,000원), 카스（맥주） (6,000원), 테라（맥주） (6,000원), 청하 (7,000원)",월요일
뚜스뚜스 흑석역점,카페,3.0,143,"서울 동작구 현충로 75 1층
(지번) 흑석동 1-3",37.5097590855867,126.963859317475,02-3664-9000,"그린세트 (12,500원), 프렌치 토스트 (16,000원), 샥슈카 (14,000원), 수제 리코타 계절 과일 샐러드 (12,500원), 비프 스테이크 머쉬룸 샐러드 (16,000원), 구운 연어 샐러드 (16,000원), 엔쵸비 베이컨 알리오 올리오 (14,000원), 게살 명란 크림 파스타 (15,000원), 명란 베이컨 오일 파스타 (14,000원), 새우 링귀니 칠리 오일 파스타 (16,000원), 투움바 파스타 (16,000원), 새우 로제 파스타 (17,000원), 부채살 스테이크 필라프 (14,000원), 김치 베이컨 필라프 (12,000원), 청양고추 해산물 리조또 (15,000원), 포르치니 버섯 크림 리조또 (17,000원), 우삼겹 시금치 리조또 (19,000원), 해산물 토마토 리조또 (17,000원), 고르곤졸라 시금치 피자 (15,000원), 페퍼로니 피자 (16,000원), 트리플 오일 버섯 피자 (17,000원), 잠봉 루꼴라 피자 (17,000원), 오리지날 푸틴(Poutine) (9,000원), 트러플 오일 감자튀김 (9,000원), 아메리카노 (4,500원), 카페라떼 (5,000원), 헤이즐넛 라떼 (5,500원), 카페모카 (5,500원), 돌체라떼 (5,500원), 바닐라라떼 (5,500원)",영업시간 매일 07:00 ~ 22:30
권참치 사당점,참치회,4.2,335,"서울 동작구 사당로30길 142 2층
(지번) 사당동 1032-29",37.4785670864995,126.980546001845,02-597-7080,"혼마구로 코스 (1인) (120,000원), 권스페셜 코스 (1인) (80,000원), 모듬회 (2~3인) (40,000원), 참치회 A코스 (1인) (55,000원), 참치회 B코스 (1인) (43,000원), 혼마구로 배꼽살 (12p) (120,000원), 오도로 (12p) (80,000원), 주도로 (12p) (60,000원), 참치 모듬접시 (70,000원), 특초밥 (25,000원), 오뎅탕 (18,000원), 참치회 (26p) (2~3인) (50,000원), 연어회 (2~3인) (32,000원), 계절방어회 (24p) (1~2인) (50,000원), 계절방어회 (36p) (2~3인) (80,000원), 생굴 (계절) (20,000원), 메로양념구이 (간장) (40,000원), 모듬구이 (제철생선) (30,000원), 명란구이 (20,000원), 왕새우튀김 (10마리) (30,000원)",영업시간 월~토 16:00 ~ 23:00
오감만족,실내포장마차,4.7,95,"서울 동작구 장승배기로23길 1
(지번) 노량진동 231-10",37.5099964083555,126.93977774409,02-822-5697,"김치삼겹 (14,000원), 냄비콘치즈 (11,000원), 돼지김치찌개 (12,000원), 감자전 (11,000원), 모듬과일 (중) (13,000원), 쥐포 (8,000원)",영업시간 월~토 17:00 ~ 01:00
조가네갑오징어 사당점,"해물,생선",3.2,191,"서울 동작구 남부순환로271길 24 1층
(지번) 사당동 1041-5",37.4779140699266,126.980214576913,02-3472-0108,"갑오징어 불고기 (소) (34,000원), 갑오징어 삼겹살 불고기 (소) (39,000원), 갑오징어 관자 불고기 (소) (39,000원), 갑오징어 전골 (소) (39,000원), 갑오징어 까스 (점심) (9,000원)",영업시간 매일 11:00 ~ 22:00
호요,일식,3.8,327,"서울 동작구 동작대로13길 6-7 1층
(지번) 사당동 1008-10",37.4820375967867,126.981122060247,02-6409-0809,"살치살 스테이크 (28,000원), 오꼬노미야끼 (16,000원), 닭다리살 가라아게 (18,000원)",영업시간 월~금 17:00 ~ 02:00
우뇽파스타뚝배기스파게티,이탈리안,3.6,41,"서울 동작구 서달로 151 2층
(지번) 흑석동 225-15",37.506971003245,126.96153532294,02-816-6338,"치즈오븐 토마토파스타 (11,000원), 새우 크림파스타 (12,500원), 닭다리살 흙미복음밥 (9,500원), 모듬버섯크림파스타 (12,500원)",영업시간 월~금 11:30 ~ 19:00
가마솥손두부,두부전문점,4.0,66,"서울 동작구 남부순환로271길 20
(지번) 사당동 1041-7",37.4777353965493,126.980195517544,02-3472-2202,"훈제오리 (56,000원), 한우생등심 (1인분) (40,000원), 갈비살 (1인분) (17,000원), 오겹살 (1인분) (16,000원), 돼지갈비 (1인분) (18,000원), 육회(한우) (30,000원)",영업시간 매일 11:20 ~ 22:00
초록애 대방점,"육류,고기",3.4,51,"서울 동작구 여의대방로54길 5
(지번) 대방동 341-1",37.511974711232,126.925931323889,02-823-9600,"생오리구이 (13,000원), 오리주물럭 (13,000원), 오리훈제 (13,000원), 오리백숙 (59,000원), 한돈생삼겹 (14,000원)",영업시간 매일 11:00 ~ 22:00
알코홀릭드링크 서울이수점,양식,5.0,27,"서울 동작구 동작대로29길 11-1 1층
(지번) 사당동 131-14",37.4878211979798,126.981299144466,070-8121-3638,위스키 30ml (변동가격),영업시간 매일 12:00 ~ 22:00
천하무족,"족발,보쌈",4.5,96,"서울 동작구 동작대로7길 74 1층
(지번) 사당동 1038-27",37.4779306351813,126.978587691612,02-595-3308,"냉채족발 (중) (40,000원), 셋트족발 대(앞발) (50,000원), 족발 (뒷발) (중) (37,000원), 불족발 (중) (40,000원), 족발 대 (앞발) (42,000원), 쟁반막국수(대) (12,000원), 쟁반막국수(중) (7,000원), 셋트족발 중(뒷발) (45,000원)",영업시간 월~금 14:00 ~ 23:00
토방소곱창,"곱창,막창",4.7,54,"서울 동작구 동작대로7길 11
(지번) 사당동 1031-1",37.4798283721243,126.980869476454,010-9988-2926,"모듬곱창 (1인) (22,000원), 소곱창 (1인) (23,000원), 소막창 (1인) (19,000원), 소대창 (1인) (19,000원), 염통 (1인) (10,000원), 소곱창전골 (38,000원)",영업시간 월 18:00 ~ 23:00
한강손칼국수,칼국수,4.2,34,"서울 동작구 현충로 2 1층
(지번) 본동 46-1",37.5130799766031,126.956303369151,02-823-6359,"바지락 칼국수 (8,000원), 바지락 수제비 (8,000원), 콩국수 (9,000원), 순두부 (7,000원), 된장찌개 (7,000원), 김치찌개 (7,000원), 청국장 (7,000원), 라면 (3,500원)",영업시간 월~토 10:40 ~ 20:30 · 휴게시간 월~토 15:00 ~ 17:00
빕스 프리미어 대방점,패밀리레스토랑,3.6,25,"서울 동작구 노량진로 2 2층
(지번) 대방동 341-3",37.5122312158545,126.925769891442,02-3280-1997,"평일 런치 샐러드바 (37,900원), 평일 디너/주말/공휴일 (청소년) (42,900원), 평일 디너/주말/공휴일 샐러드바 (47,900원), 취학 샐러드바 (19,500원), 미취학 샐러드바 (10,900원)",영업시간 매일 10:00 ~ 22:00
리틀크레이지피자 이수점,피자,4.4,69,"서울 동작구 동작대로27길 9 2층
(지번) 사당동 139-66",37.4874746813025,126.981368769347,02-591-0282,"베이비 피자 （1인용） (5,500원), 로마풍스파게티（인기메뉴） (8,500원), 페퍼로니피자 (16,900원), 바베큐치킨피자 (17,900원), 포테이토피자 (17,900원), 하와이언피자 (16,900원), 갈릭스페셜피자 (17,900원), 수퍼슈프림피자 (17,900원), 치즈피자 (16,900원), 치즈브레드（시그니처메뉴） (6,500원), 치즈오븐스파게티 (8,500원), 핫 윙 (5,500원), 고구마피자 (17,900원), 밋짜피자 (17,900원), 슈프림피자 (16,900원), 야채피자 (16,900원), 새우크림스파게티 (9,500원), 크림스파게티 (8,500원), 크레이지브레드 (4,000원), 치킨텐더 (5,500원), 콘샐러드 (2,000원), 크레이지소스 (1,000원), 코카콜라 500mL (2,000원), 코카콜라 1.25L (2,500원), 스프라이트 500mL (2,000원), 스프라이트 1.5L (3,000원), 피클 (500원), 핫소스 (100원), 갈릭소스 (500원)","영업시간 월,수,목,금,토,일 11:00 ~ 21:00"
오징어야,회,4.1,171,"서울 동작구 만양로14길 9 1층
(지번) 노량진동 119-150",37.5115282158397,126.94496936875,02-824-3880,"오징어 회 (30,000원), 산오징어물회 (35,000원), 참돔 中 (50,000원), 강도다리 (40,000원), 모둠회 (활어3종이상+산낙지) (38,000원), 오장어 통찜 (35,000원), 산낙지 (25,000원), 특물회 (40,000원), 생연어회(소) (20,000원), 해삼+멍게 (35,000원), 가리비회/구이 (20,000원), 오낙세트 (40,000원), 광어 大 (50,000원), 광어 中 (30,000원), 참돔 大 (70,000원), 돌돔(줄돔) (변동가격), 감성돔 (변동가격), 능성어 (변동가격), 돗돔 (변동가격), 모둠해산물 (50,000원), 대방어 (50,000원), 오징어 숙회 (30,000원), 활어물회 (27,000원), 회덮밥 (7,000원), 회무침 오징어 (33,000원), 회무침 활어 (30,000원), 우럭 大 (35,000원), 우럭 中 (25,000원), 농어 大 (70,000원), 농어 中 (50,000원), 멍게 (15,000원), 해삼 (25,000원), 개불 (20,000원), 전복 (25,000원), 활새우회/구이 (30,000원), 전어 회 (25,000원), 전어회무침 (30,000원), 전어구이 (30,000원), 서더리매운탕 (8,000원), 두마리활우럭매운탕 (25,000원), 라면사리/공기밥 (1,000원), 오징어튀김 (20,000원), 모둠튀김 (29,000원), 해물라면 (8,000원), 활어초밥(10pcs) (12,000원), 참숭어 (35,000원), 메뉴판 (0원)","영업시간 월,화,수,목,일 11:30 ~ 01:00"
달비촌대구막창,"곱창,막창",4.1,157,"서울 동작구 동작대로1길 52
(지번) 사당동 1039-15",37.4774073196672,126.978537078975,02-521-3733,"소막창 (200g) (19,000원), 소 통갈비살 (150g) (16,000원), 돼지생막창 (200g) (13,000원), 꼼장어 (180g) (12,000원), 숯불닭발 (180g) (12,000원), 돼지 껍데기 (180g) (10,000원)",영업시간 매일 15:00 ~ 24:00
신사펍 이수점,"호프,요리주점",4.5,167,"서울 동작구 동작대로 129 4층
(지번) 사당동 86-9",37.4882917952892,126.981882930793,,"치즈꾸덕 맥인치즈 (16,900원), 스파이시 크림 떡볶이 (16,900원), 스파이시 크림 스튜 (19,900원), 감바스 (18,900원), 훈제오리 콥샐러드 (18,900원), 마약 통 베이컨 (19,900원), 더블치즈 파이 피자 (11인치) (19,900원), 페퍼로니 파이 피자 (11인치) (20,900원), 마르게리따 파이 피자 (11인치) (18,900원), 하몽 루꼴라 파이 피자 (11인치) (20,900원), 고르곤졸라 파이 피자 (11인치) (18,900원), 청양 불고기 파이 피자 (11인치) (23,900원), 핫 쉬림프 파이 피자 (11인치) (23,900원), 찹 스테이크 (24,900원), 쉬림프 뇨끼 크림스튜 (19,900원), 토마토 미트 부어스트 (18,900원), 타코 마운틴 (19,900원)",영업시간 월~목 18:00 ~ 24:00
마마부찌,"찌개,전골",4.4,101,"서울 동작구 만양로14길 40
(지번) 노량진동 206-19",37.5121652090135,126.946303235681,02-817-1123,"마마 부대찌개 1인분 (15,000원), 마마 부대찌개 2인분 (21,000원), 마마 부대찌개 3인분 (28,000원), 부대전골 (29,000원), 공기밥 (1,000원), 치즈 추가 (1,000원), 라면사리 (1,000원), 당면사리 (2,000원), 우동사리 (2,000원), 수제비 사리 (2,000원), 쌀떡사리 (1,000원), 오뎅사리 (1,000원), 두부사리 (1,500원), 만두사리 (2,500원), 모듬소세지 (4,000원), 스팸사리 (3,500원), 긴햄사리 (3,500원), 펩시콜라 355mL (2,000원), 스프라이트 355mL (2,000원), 환타(파인애플) 355mL (2,000원), 환타(오렌지) 355mL (2,000원)",영업시간 매일 10:30 ~ 22:00
미학당,카페,4.6,73,"서울 동작구 사당로 56 2층
(지번) 상도동 509-2",37.4945750939508,126.960565109906,02-816-0301,"바닐라라떼 (5,000원), 피스타치오비엔나 (6,500원), 병입 로얄밀크티(500ml) (8,000원), 버터밀크스콘 (2,500원), 클래식휘낭시에 (2,000원), 자염초코칩쿠키 (2,500원)",1일 ~ 31일 휴무
오센,일본식주점,3.8,189,"서울 동작구 동작대로27나길 8 1층
(지번) 사당동 139-53",37.4871858926537,126.980710319638,02-3478-1559,"오꼬노미야끼-오사카풍 (17,000원), 오꼬노미야끼-히로시마풍 (17,000원), 살치살과 구운 야채 (25,000원), 차숙이 (20,000원), 대패삼겹과 구운김치 (19,000원)",영업시간 월~목 16:30 ~ 01:00
텐카이치,일본식라면,3.7,131,"서울 동작구 만양로14길 24 1층
(지번) 노량진동 208",37.511870091749,126.945628421452,02-6396-5455,"돈코츠라멘 (보통) (7,500원), 소고기카레우동 (보통) (7,500원), 돼지고기덮밥 (보통) (6,000원), 명란소고기덮밥 (보통) (8,000원), 연어덮밥 (9,000원), 소유라멘(보통) (7,500원)",영업시간 매일 11:00 ~ 20:30
북경,중국요리,3.2,34,"서울 동작구 상도로37길 21 1층
(지번) 상도1동 401-4",37.501668517018,126.949823168859,02-822-8022,"탕수육 (소) (11,000원), 짜장 (5,000원), 홍합낙지짬뽕 (7,000원), 홍합우동 (6,000원), 잡탕밥 (12,000원), 간짜장 (6,500원), 짬뽕 (6,500원), 차돌짬뽕 (8,000원), 곱배기(추가) (2,000원)",
불광옥,"육류,고기",4.4,266,"서울 동작구 사당로30길 161 1층
(지번) 사당동 1042-5",37.4776070125196,126.98080096559,02-875-6161,"100% 수제양념돼지갈비(국산) (18,000원), 한돈 암퇘지 삼겹살 (17,000원), 꺼먹돼지 오겹살(전북 장수) (18,000원), 꺼먹돼지 목살 (18,000원), 꺼먹돼지 사태살 (18,000원), 꺼먹돼지 배포살 (14,000원), 황제갈비살(소) (20,000원), 차돌박이(국산) (20,000원), 물냉 (8,000원), 비냉 (8,000원)",영업시간 월~금 15:30 ~ 24:00
마포최대포숯불갈매기,갈비,4.3,68,"서울 동작구 서달로14길 11
(지번) 흑석동 6-21",37.5080698774528,126.963844636924,02-817-0738,"갈매기살 (180g) (12,000원), 돼지갈비 (200g) (12,000원), 가브리살(180g) (12,000원)",영업시간 월~토 17:00 ~ 23:30
그릴진,"육류,고기",3.9,353,"서울 동작구 동작대로27다길 31 세양그레이스빌 1층 101호
(지번) 사당동 142-1",37.4860660049585,126.980559887119,02-532-4135,"숯불 진삼겹 (180g) (15,000원), 숯불 꽃목살 (180g) (15,000원), 명품 항정살 (150g) (17,000원), 한우1++ 채끝등심 (100g) (31,000원), 한우1++ 차돌박이 (150g) (23,000원), 수제돼지왕갈비(300g) (16,000원)",영업시간 월~금 16:00 ~ 24:00
팬쿡 이수점,"스테이크,립",3.5,12,"서울 동작구 동작대로27길 34 2층
(지번) 사당동 130-22",37.4875902569434,126.980117837169,02-6487-1771,"부채살,파스타 세트 (41,500원), 채끝,파스타 세트 (49,500원), 수비드 부채살 스테이크 230g이상 (23,500원), 안심,채끝 세트 (62,500원), 안심,파스타 세트 (62,500원), 까르보나라 (15,900원), 모짜렐라 토마토 파스타 (12,900원), 채끝,부채,파스타 세트 (75,500원), 수비드 안심 스테이크200g이상 (38,900원), 수비드 채끝스테이크 250g이상 (33,500원), 바질 크림 파스타 (16,900원), 매운 게살새우 로제파스타 (16,900원), 비무라 오일 파스타 (16,900원), 쉬림프 갈릭 리조또 (16,900원), 로제 꽃게 새우 리조또 (17,900원), 까르보나라 리조또 (16,900원), 쉬림프 팬쿡 샐러드 (8,900원), 양송이 스프 (3,000원), 팬쿡 샐러드 (6,900원), 갈릭브레드 (3,500원), 콜라 (2,500원), 스프라이트 (2,500원), 애플쥬스（골든메달） (4,000원), 레몬 에이드 (6,000원), 자몽 에이드 (6,000원), 오렌지에이드 (6,000원)",영업시간 매일 11:00 ~ 21:30
노아이디어피자,피자,4.1,288,"서울 동작구 동작대로33가길 5 1층
(지번) 사당동 83-2",37.4897255324101,126.981645920377,070-8810-0174,"반 반 피자 (R size) (19,000원), 반 반 피자 (L size) (24,000원), 4치즈(R) (19,000원), 4치즈(L) (24,000원), 페퍼로니(L) (26,000원), 스위트 하와이안(L) (27,000원), 크리스피 포테이토(L) (29,500원), 꽈리 불고기(L) (29,500원), 노아이디어 콤비네이션(L) (30,000원), 핫새우밤(L) (31,000원), 주문1건당 1개 (100원), 4치즈(P) (8,900원), 페퍼로니(P) (11,000원), 스위트 하와이안(P) (11,500원), 타코피자(P) (12,000원), 그린핑크(P) (11,500원), 크리스피 포테이토(P) (12,500원), 꽈리 불고기(P) (12,500원), 노아이디어 콤비네이션(P) (13,000원), 핫새우밤(P) (13,500원), 핫치킨밤(P) (13,500원), 페퍼로니(R) (21,000원), 스위트 하와이안(R) (22,000원), 타코피자(R) (23,000원), 그린핑크(R) (22,000원), 버드와이져 330mL (5,500원), 하이네켄 330mL (6,000원), 1664 블랑 330mL (6,000원), 호가든 로제 330mL (6,000원), 빅웨이브 355mL (7,000원)",영업시간 매일 11:30 ~ 21:30
함지박,한식,3.5,280,"서울 동작구 상도로37길 68-1 1층
(지번) 상도동 477-11",37.4981916915481,126.952602909175,02-815-6007,"제육볶음 (12,000원), 굴비백반 (12,000원), 뚝배기불고기 (12,000원), 낙지볶음 (2인 이상) (12,000원), 우렁된장쌈밥 (2인 이상) (10,000원), 묵은지고등어 (10,000원), 부대찌개 (2인 이상) (10,000원), 돌솥비빔밥 (9,000원), 차돌된장찌개 (9,000원), 양푼비빔밥 (9,000원), 김치찌개 (9,000원), 청국장찌개 (9,000원), 순두부찌개 (9,000원), 삼겹살 (17,000원), 닭볶음탕 (36,000원)",영업시간 매일 09:50 ~ 21:15
논고을,갈비,3.6,272,"서울 동작구 남부순환로269길 12
(지번) 사당동 1039-14",37.4773934230762,126.978421540183,02-525-9203,"갈비살 (블랙앵거스) (150g) (16,000원), 소막창 (170g) (17,000원), 제주삼겹살 (180g) (16,000원), 안창살(150g) (21,000원)",영업시간 매일 11:30 ~ 24:00
