이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간
호반,한식,4.1,184,"서울 종로구 삼일대로26길 20 1층
(지번) 낙원동 85-7",37.5733029793554,126.98914057495,02-738-9393,"제육볶음 (29,000원), 골뱅이 (25,000원), 갈비찜 (55,000원), 모듬순대 (28,000원), 콩비지 (8,000원), 우거지탕 (8,000원), 순대국 (9,000원), 모듬전 (27,000원), 낙지볶음 (35,000원), 도가니무침 (33,000원), 조개탕 (29,000원), 간재미무침 (29,000원), 더덕구이 (27,000원), 꼬막무침 (29,000원), 서산강굴 (38,000원), 편육 (35,000원), 우설 (35,000원), 병어찜(중) (49,000원), 병어찜(대) (69,000원), 병어조림(중) (49,000원)",영업시간 월~토 12:00 ~ 22:00
광화문미진 본점,한식,3.7,560,"서울 종로구 종로 19 르메이에르종로타운 1층 116-2,117호
(지번) 종로1가 24",37.5708444878121,126.979923668151,02-732-1954,"냉메밀 (12,000원), 비빔메밀 (12,000원), 온메밀 (12,000원), 메밀전병 (7,000원), 보쌈정식 (12,000원), 파전 (17,000원), 김치전 (17,000원), 보쌈 (대) (40,000원), 보쌈 (중) (30,000원), 보쌈 (소) (20,000원), 수제돈까스 (12,000원), 메밀물막국수 (12,000원), 맛보기보쌈 (15,000원), 왕만두 (7,000원), 돌냄비우동 (11,000원), 떡만둣국 (11,000원), 콩국수(여름) (12,000원)",영업시간 매일 10:30 ~ 21:00
광장시장통큰누이네육회빈대떡,한식,4.4,274,"서울 종로구 동호로 403-24 1-2층
(지번) 종로5가 138-25",37.5704471381878,127.001176899347,0507-1390-3452,"누이네세트 (29,000원), 모듬 (13,000원), [NEW] 누이네 닭발세트 (19,000원), 녹두빈대떡 (5,000원), 무뼈닭발(직화) (15,000원), 고기완자 (4,000원), 육회 (21,000원), 누이네 육회탕탕이 (35,000원), 육회비빔밥 (10,000원), 해물녹두빈대떡 (12,000원), 고기녹두빈대떡 (12,000원), 꼬마김밥 (4,000원), 낙지탕탕이 (17,000원), 대박 막걸리 (3,000원), 장수/순희/알밤/지평/국순당 막걸리 (4,000원), 느린마을/바밤바밤/허니버터 막걸리 (6,000원), 카스 생맥주(300ml) (4,000원), 하이네켄 생맥주(350ml) (7,000원), 소주 (5,000원), 청하/매화수 (6,000원), 맥주 (5,000원), 사이다/콜라 (2,000원)",영업시간 월~토 09:00 ~ 22:30
삿뽀로 관훈점,일식집,3.1,54,"서울 종로구 인사동5길 38 아미드호텔 지하1층
(지번) 관훈동 198-42",37.5725709989957,126.984238926656,02-722-4877,"스시 정식 (31,000원), 런치 스페셜 C (37,000원), 주말 가족특선 C (42,000원), 모듬사시미 정식(디너) (62,000원), 양념갈비살 구이 (330g) (37,000원)",영업시간 매일 11:30 ~ 22:00
프릳츠 원서점,디저트카페,3.1,65,"서울 종로구 율곡로 83 1층
(지번) 원서동 219",37.5777621971432,126.988357552948,02-747-8101,"브루잉커피 (5,500원), 에스프레소 (4,600원), 아메리카노 (4,600원), 롱블랙 (4,600원), 카페라떼 (5,000원), 카푸치노 (5,000원), 플랫화이트 (5,000원), 바닐라라떼 (5,400원), 크루아상 (3,800원), 피칸 커피 크루 (4,300원), 크림도나스 (3,500원), 산딸기 크루아상 (4,800원), 브리오슈 (4,600원), 땅콩 꾸인아망 (3,900원), 크로캉 (6,300원)",영업시간 매일 09:00 ~ 19:30
광화문뚝감,감자탕,3.9,442,"서울 종로구 새문안로3길 21 1층
(지번) 당주동 128-14",37.5721010688002,126.972574367642,02-722-5894,"감자탕 (소) (30,000원), 해물뼈찜 (소) (38,000원), 김치삼겹살 (180g) (17,000원), 김치목살 (180g) (17,000원), 김치찌개전골 (30,000원), 두부김치 (20,000원), 뚝감(뚝배기감자탕) (11,000원), 김치찌개 (11,000원), 황태콩나물해장국 (11,000원), 감자탕 (중) (40,000원), 감자탕 (대) (48,000원), 해물뼈찜 (중) (48,000원), 해물뼈찜 (대) (55,000원), 국내산 냉 콩국수 (계절메뉴) (11,000원), 모둠고기(김치삼겹살+김치목살) (360g) (34,000원), 뼈사리 (15,000원), 라면사리 (2,000원), 계란찜 (8,000원), 볶음밥 (4,000원), 야채사리 (5,000원), 사리 (당면, 수제비, 감자) (3,000원)",매일 09:30 ~ 02:00 · 휴게시간 매일 14:30 ~ 17:00
혜화칼국수,칼국수,3.2,533,"서울 종로구 창경궁로35길 13
(지번) 혜화동 84-3",37.5865672706825,127.001506851073,02-743-8212,"국시 (11,000원), 수육 (대) (33,000원), 수육 (소) (18,000원), 문어 (대) (33,000원), 문어 (소) (18,000원), 생선튀김 (대) (33,000원), 생선튀김 (소) (18,000원), 바싹불고기 (대) (33,000원), 바싹불고기 (소) (18,000원), 녹두빈대떡 (12,000원)",영업시간 매일 11:00 ~ 21:00 · 휴게시간 매일 15:00 ~ 16:00
공평동꼼장어 본점,장어,3.4,232,"서울 종로구 우정국로 29
(지번) 공평동 120-2",37.5717143197082,126.982851639693,02-738-1769,"꼼장어 소금구이 (13,000원), 불닭 (11,000원), 불돼지 (11,000원), 꼼장어 양념구이 (13,000원), 뼈없는닭발 (13,000원), 석쇠불고기 (15,000원), 쭈꾸미 (13,000원), 닭똥집 (13,000원), 껍데기 (11,000원), 왕새우 (15,000원), 한돈갈매기살 (16,000원), 불막창 (13,000원), 김치칼국수 (7,000원), 순두부수제비 (7,000원), 옛날도시락 (5,000원), 계란찜 (6,000원), 주먹밥 (5,000원)",월~토 15:30 ~ 24:00
잘빠진메밀 익선동점,국수,3.8,566,"서울 종로구 율곡로8길 73 1층
(지번) 묘동 3-1",37.5740314463316,126.991491324226,070-4113-1214,"순메밀 수육정식( (11,000원), 잘빠진 밥상 (1인) (14,000원), 유자의빠진수육(반접시/한접시) (13,000원), 순메밀 물막국수 (250g) (11,000원), 순메밀 비빔막국수 (250g) (11,000원), 순메밀 들기름 막국수 (250g) (11,000원), 잘빠진 술상2인 (27,000원), 메밀전병 (7,000원), 메밀왕만두(4pc) (6,000원), 메밀새싹감자전 (15,000원), 잘빠진 모둠전 (19,000원), 잘빠진 양념육회 (13,000원)",영업시간 월~토 11:00 ~ 21:30 · 휴게시간 월~금 15:00 ~ 17:00
부영도가니탕전문,한식,4.3,205,"서울 종로구 북촌로 141
(지번) 삼청동 27-14",37.5871910272942,126.982672936286,02-730-9440,"곰탕 (12,000원), 도가니탕 (17,000원), 수육 (38,000원)",월요일
북촌도담,한식,3.1,432,"서울 종로구 북촌로1길 9 1층
(지번) 안국동 133",37.5773440622555,126.985278288305,,"소고기무국 (8,000원), 매운돼지갈비찜 (2인) (30,000원), 김치찜 (2인) (20,000원), 김치찜정식 (2인)(점심한정) (29,000원), 무국정식 (2인)(점심한정) (25,000원), 보쌈 (소) (28,000원), 도담2인세트 (42,000원), 도담3인세트 (62,000원), 도담4인세트 (90,000원), 도담임금님상 (120,000원), 낙지볶음 (26,000원), 백골뱅이소면 (20,000원), 바지락술국 (20,000원), 매운돼지갈비찜 (30,000원), 도담표제육볶음 (22,000원), 어묵탕 (20,000원), 두부 한 모 (5,000원), 대파전 (12,000원)",영업시간 매일 11:00 ~ 21:30 · 휴게시간 매일 15:00 ~ 17:00
영춘옥,곰탕,3.0,373,"서울 종로구 돈화문로5가길 13 1층
(지번) 돈의동 131-1",37.5713591878847,126.991527964617,02-765-4237,"꼬리곰탕 (29,000원), 곰탕 (13,000원), 해장국 (11,000원), 편육 (30,000원), 꼬리찜 (58,000원), 뼈다귀 (45,000원)",매일 00:00 ~ 24:00
사발,한식,3.5,229,"서울 종로구 사직로8길 34 경희궁의아침 3단지 1층 142호
(지번) 내수동 72",37.5735877659071,126.9724255294,0507-1317-4845,"닭국수 (16,000원), 탕탕낙지 더덕고추장 밥+미니국수 (17,000원), 굴 버섯 흑임자 들깨탕 국수 (17,000원), 능이버섯 닭곰탕 흑미 국수 (17,000원), 얼큰 소고기 등심 시금치 국수 (17,000원), 얼큰 닭개장 국수 (16,000원), 홍초계 냉국수 (16,000원), 문어숙회 미나리 비빔국수 (16,000원), 멍게 간장 비빔밥+미니국수 (17,000원), 취나물 두부 명랑밥+미니국수 (16,000원), 감태 들기름 골동 비빔밥+미니국수 (16,000원), 능이버섯 닭곰탕 (17,000원), 얼큰 소고기 등심 시금치 국밥 (17,000원), 얼큰 닭개장 (16,000원), 맑은 황태 순두부 국밥 (16,000원), 새우만두 계란탕 국수 (16,000원), 맑은 황태 순두부 국수 (16,000원), 감태 들기름 공동 비빔국수 (16,000원), 특제 참깨 드레싱을 곁들인 치킨 햄프씨드 샐러드 (16,000원), 참나무 알배추 무침을 곁들인 항정살 구이 (도드람 항정살 300g) (35,000원)",영업시간 월~금 11:30 ~ 21:00 · 휴게시간 월~금 14:15 ~ 17:00
포비 광화문점,카페,4.3,588,"서울 종로구 종로3길 17 광화문D타워 1층 21호
(지번) 청진동 246",37.5709958592808,126.978914477333,02-2251-8125,"잠봉뵈르 샌드위치 (8,200원), 광화문 라떼 (5,500원), 볼케이노 피그 샌드위치 (8,200원), 플레인 베이글 (2,600원), 허니밀크 베이글 (2,900원), 볼케이노 베이글 (3,200원), 플레인 스프레드 (2,200원), 무화과 스프레드 (2,200원), 플랫 화이트 9oz (4,800원), 플랫 화이트 5oz (4,800원), 피콜로 (4,300원), 롱블랙 (4,300원), 오늘의 드립커피 (4,800원), 플레인 스콘 (4,200원), 무화과 스콘 (4,600원)",영업시간 월~금 07:30 ~ 21:30
옥토버훼스트 종로점,"호프,요리주점",3.4,105,"서울 종로구 종로5길 13 삼공빌딩 1층
(지번) 청진동 136",37.5710334273168,126.980465491172,02-738-8881,"독일전통식사 (60,000원), 김치철판소세지 (31,000원), 모듬소세지 (26,000원), 뉘른베르거부어스트 (26,000원), 비어부어스트 (18,000원), 주방장특선샐러드 (20,000원), 버섯샐러드 (23,000원), 치즈피자 (18,000원), 버섯피자 (21,000원), 갈릭피자 (17,000원), 페퍼로니피자 (18,000원), 황태구이와 치차론튀김 (23,000원), 나초 (19,000원), 마른안주 (17,000원), 슈바인스학센 (45,000원), 폭찹스테이크 (29,000원), 슈바이네립펜 (36,000원), 감자뢰스티 (26,000원)",월~토 16:00 ~ 24:00
한일관 광화문점,한정식,3.4,50,"서울 종로구 종로1길 50 더케이트윈타워 A동 지하1층
(지번) 중학동 19",37.5747244659804,126.979022440109,02-722-7557,"골동반 (16,000원), 서울냉면 (13,000원), 전통갈비탕 (19,000원), 갈비우거지탕 (18,000원), 육개장 (16,000원), 만두탕 (13,000원)",영업시간 매일 11:30 ~ 22:00 · 휴게시간 매일 16:00 ~ 17:00
돈화문닭한마리,삼계탕,3.9,177,"서울 종로구 돈화문로9길 17 1층
(지번) 돈의동 95",37.5716318667707,126.990827352272,02-765-2009,"뚝닭 (9,000원), 닭곰탕 (9,000원), 닭한마리 (2인분) (30,000원), 황칠삼계탕 (16,000원), 닭볶음탕 (중) (38,000원), 유린기 (30,000원)",영업시간 월~토 11:00 ~ 21:00 · 휴게시간 월~토 15:00 ~ 17:00
전주집,"해물,생선",3.3,266,"서울 종로구 종로40가길 5
(지번) 종로5가 281-9",37.570258843917,127.006378355048,02-2267-6897,"고등어백반 (10,000원), 삼치백반 (12,000원), 굴비백반 (10,000원), 가자미백반 (10,000원), 갈치백반 (13,000원), 임연수백반 (11,000원), 김치찌개 (8,000원), 된장찌개 (8,000원), 순두부 (8,000원), 청국장 (8,000원), 제육볶음 (10,000원), 오징어볶음 (12,000원), 오삼불고기 (12,000원), 제육볶음(안주) (35,000원), 오징어볶음(안주) (40,000원)",영업시간 월~토 06:00 ~ 20:30
라카페갤러리,갤러리카페,4.7,245,"서울 종로구 자하문로10길 28 1층
(지번) 통의동 10",37.5792942630908,126.973028076682,02-379-1975,"제주 한라'봄'티(계절담은차) (9,000원), 사과에이드(블루피노) (7,500원), 맥주 7종(8,000~12,000) (8,000원), 와인 3종(35,000~55,000) (35,000원), 에스프레소 (5,000원), 에스프레소 콘파냐 (6,000원), 아메리카노 (6,000원), 카푸치노 (6,000원), 카페라떼 (7,000원), 카페모카 (8,000원), 핫초코 (7,500원), 허브티(7,000~8,000원) (7,000원), 우리밀 샌드위치 (9,500원), 라따뚜이 (15,000원), 리코타 치즈 샐러드 (13,000원), 오렌지 파운드&수제생크림 (5,000원), 초코 컵케이크&수제생크림 (5,000원)",월요일
VIP참치 종로점,참치회,4.4,25,"서울 종로구 삼일대로15길 25 2층
(지번) 관철동 11-13",37.5687436136485,126.98600804159,02-720-3888,"참다랑어 참치 특정식 (점심메뉴) (35,000원), 참다랑어 참치(특선코스) (58,000원), 참다랑어 참치 정식 (점심메뉴) (28,000원), 특초밥 (점심메뉴) (16,000원), 생대구탕 (점심메뉴) (16,000원), 생대구지리 (점심메뉴) (16,000원), 참다랑어 참치(일품코스) (38,000원), 참다랑어 참치(스페셜코스) (88,000원)",영업시간 월~토 11:30 ~ 22:00 · 휴게시간 월~토 15:00 ~ 17:00
핏제리아오,피자,4.7,97,"서울 종로구 동숭길 86 2-3층
(지번) 동숭동 31-37",,,02-3673-5005,"마르게리따 부팔라 (19,900원), 스텔라 (29,900원), 랍스타 핏자 (55,900원), 연어 핏자[R] 세계 1위 핏자 (24,000원), 오'핏자 (21,500원), 콰트로 풍기 (19,900원), 콰트로 포르마지 (19,900원), 빠따떼 (17,900원), 마르게리따 (16,900원), 따루투피(트러플 비스마르크) (59,000원), 나폴리 오'핏자 (24,900원), 프로슈토 에 루꼴라 (23,900원), 은두야 (22,900원), 푸타네스카 (23,000원), 감베리 로제 크레마 (21,900원), 까르보나라 (20,900원), 알리오 올리오 (19,900원), 리코타 샐러드 (17,900원), 깔라마리 (17,900원)",영업시간 매일 11:30 ~ 22:00
시민식당,"육류,고기",3.0,563,"서울 종로구 돈화문로5길 30
(지번) 낙원동 192",37.5707584083478,126.9904041044,02-744-8292,"제육 쌈밥정식 (14,000원), 제육 쌈밥정식 (점심특선) (12,000원), 명품김치찌개 (10,000원), 뚝배기 불고기 (11,000원), 시골된장찌개 (9,000원), 물냉면 (10,000원), 비빔냉면 (10,000원), 와규 등심 (150g) (29,000원), 와규 꽃살 (150g) (34,000원), 와규 안심덧살 (150g) (26,000원), 생삼겹 (150g) (16,000원), 목살 (150g) (16,000원), 항정살 (150g) (19,000원)",월요일
강남면옥 인사점,냉면,3.5,30,"서울 종로구 인사동길 18 1층
(지번) 인사동 32-2",37.5724644632525,126.986872865853,02-722-8586,"만두국 (10,000원), 물냉면 (11,000원), 비빔냉면 (11,000원), 섞어냉면 (12,000원), 회냉면 (12,000원), 갈비탕 (15,000원), 갈비탕 (특) (18,000원), 갈비찜 (대) (79,000원), 갈비찜 (중) (63,000원), 갈비찜 (소) (49,000원)",영업시간 매일 11:00 ~ 21:00
스태픽스,카페,3.3,965,"서울 종로구 사직로9길 22 1층 102호
(지번) 필운동 32-1",37.5774727868463,126.967882018316,010-2243-2712,"에스프레소 (5,500원), 아메리카노 (6,000원), 카모마일 (8,500원), 루이보스 (8,500원), 카페라떼 (6,500원)",영업시간 매일 10:00 ~ 21:00
뽐모도로,이탈리안,3.6,120,"서울 종로구 새문안로9길 19-1 일선빌딩 1층
(지번) 당주동 22-1",37.571121282927,126.97566262976,02-722-4675,"로마풍 스파게티 (17,000원), 새우와 마늘 크림소스의 스파게티 (19,000원), 조개로 맛을 낸 백포도주 소스의 담백한 스파게티 (19,000원), 뽀모도로 특선 소스의 야채 스파게티 (18,000원), 해산물로 맛을 낸 스파게티 (19,500원), 토마토,가지,치즈로 맛을 낸 팬네 (17,000원), 새우와 한치로 맛을 낸 페스토 소스의 링귀네 (19,500원), 해물을 곁들인 이태리식 밥 (19,000원)",영업시간 월~토 11:20 ~ 21:00 · 휴게시간 월~토 15:00 ~ 17:00
에베레스트 동대문점,인도음식,4.3,228,"서울 종로구 종로51가길 2-1 2층
(지번) 창신동 148-1",37.5725703978506,127.012503651193,02-766-8850,"CHICKEN MAKHANI - 치킨 머커니 (13,000원), CHICKEN CURRY - 치킨 커리 (12,000원), CHICKEN MASALA - 치킨 머설라 (12,000원), CHICKEN DO PIAZA - 치킨 도 피야자 (13,000원), CHICKEN TIKA MASALA - 치킨 티카 머설라 (13,000원), KADAL CHICKEN - 커다이 치킨 (13,000원), MALAI KOFTA - 머라이 코프타 (13,000원), PALAK PANIR - 팔럭 퍼니르 (13,000원), CHANA MASALA - 쩌나 머설라 (12,000원), MUTTON CURRY - 머턴 커리 (13,000원), MUTTON VINDALU - 머턴 빈다루 (15,000원), PRAWN CURRY - 프라운 커리 (13,000원), TANDOORI CHICKEN - 탄두리 치킨 (한마리) (22,000원), CHICKEN TANGRI KABAB - 치킨 탕리 케밥 (13,000원)",영업시간 매일 11:00 ~ 22:00
찬양집,국수,3.3,343,"서울 종로구 돈화문로11다길 5 1층
(지번) 돈의동 27",37.5727926647887,126.990277059844,02-743-1384,"해물칼국수 (8,000원), 손만두 고기 (8,500원), 손만두 김치 (8,500원), 손만두 반반 (8,500원)",영업시간 월~토 10:00 ~ 21:00
다운타우너 안국,햄버거,4.0,758,"서울 종로구 북촌로 6-4 1층
(지번) 재동 85-3",37.5774748390945,126.986383612662,070-8870-3696,"다운타우너 버거 (10,300원), 아보카도 버거 (12,600원), 스파이시 풀드포크 버거 (12,400원), 베이코닉 버거 (13,800원), 트러플 포테이토 버거 (12,400원), 슈림프 디럭스 버거 (11,800원), 크리스피 치킨 버거 (10,900원), 클래식 치즈 버거 (7,700원), 칠리 토마토 쉐이커 (5,800원), 트러플 쉐이커 (5,800원), 파마산 치즈 쉐이커 (5,800원), 오리지널 치킨텐더 (7,800원), 제너럴쏘 치킨텐더 (7,800원), 생 바질 모짜렐라 버거 (12,400원), 오리지널 프라이즈 (5,800원), 치즈버거 프라이즈 (8,800원), 갈릭버터 프라이즈 (6,800원), 고구마 프라이즈 (6,800원), 치즈 프라이즈 (5,800원), 점보 모짜스틱 1조각 (3,800원)",영업시간 매일 11:00 ~ 21:00
부부식당,분식,4.2,439,"서울 종로구 동숭길 43
(지번) 동숭동 1-152",37.5802279030004,127.004292842504,02-765-6056,"오징어궁중떡볶이 (13,800원), 스테이크 샐러드 6조각 (14,800원), 2.숯불 닭다리살 구이 (13,800원), 4.매콤오징어한마리 (14,800원), 5.구운가지와 크림미트소스 (15,800원), 6.마스카포네 연어스테이크 (17,800원), 미나리새우전 4조각 (8,500원), 미나리 새우전 6조각 (12,800원), 스테이크 샐러드 4조각 (12,500원), 1.수제생강 간장소스 돼지구이 (12,800원), 3.목살구이와 고르곤크림 (14,800원), 1.바지락가득오일파스타 (14,800원), 2.명란크림파스타 (14,800원), 3.통새우로제파스타 (15,800원), 4.생토마토파스타 (15,800원), 5.단호박크림뇨끼 (15,800원), 6.해산물 오일파스타 (17,800원), 8.고르곤크림 오징어 리가토니 (18,800원)",영업시간 월~토 11:00 ~ 21:30
창화당 익선점,분식,3.6,279,"서울 종로구 수표로28길 23 1층
(지번) 익선동 174",37.5729625550388,126.989833067913,070-8888-0908,"고기육즙생전포 (12,000원), 새우육즙생전포 (14,000원), 고기물만두 (9,000원), 마라볶음면 (14,000원), 새우완탕면 (13,000원), 오이무침 (6,500원)",영업시간 매일 11:30 ~ 21:00 · 휴게시간 매일 14:00 ~ 16:00
청수당 베이커리,디저트카페,3.5,780,"서울 종로구 돈화문로11나길 31-9
(지번) 익선동 144",37.5738814755255,126.989784379653,,"스톤 드립 커피 (에디오피아) (6,300원), 스톤 드립 커피 (케냐AA) (6,800원), 스톤 드립 커피 (디카페인) (6,800원), 스톤 드립 계란커피 (에디오피아) (7,800원), 핸드드립어린잎 (7,500원), 말차 우유 (7,800원), 말차 크림 우유 (7,800원), 천혜향 (7,800원), 백년초 (7,800원), 핸드 드립 홍차 (7,500원), 홍차우유 (7,800원), 홍차크림우유 (7,800원), 단호박식혜 (6,800원), 커스타드 초코 (7,800원), 쑥두유 (6,800원), 보늬밤 몽블랑 (14,000원), 오리지널 수플레 카스텔라 (16,800원), 인절미 프로마주케이크 (15,000원), 말차 몽블랑 (14,000원), 쑥수플레 카스텔라 (17,800원), 말차 프로마주케이크 (15,000원), 복숭아 몽블랑 (14,000원)",영업시간 매일 10:30 ~ 21:00
종로할머니칼국수 종로본점,칼국수,3.7,74,"서울 종로구 돈화문로11다길 14-2 1층
(지번) 돈의동 49-1",37.5728373046566,126.990783396158,02-744-9548,"칼국수 (9,000원), 비빔칼국수 (10,000원), 칼제비 (9,000원), 손만두 (9,000원), 칼만두국 (10,000원), 만두국 (9,000원), 손만두반접시 (6,000원), 수제비사리 (3,000원), 칼국수사리 (3,000원), 공기밥 (1,000원), 콩국수 (12,000원)",영업시간 매일 11:00 ~ 20:00
편안한집,한정식,3.6,150,"서울 종로구 북촌로 133
(지번) 삼청동 27-3",37.5873213143388,126.98332268484,02-735-0092,"불고기(100g) (15,000원), 돼지보쌈(100g) (12,000원), 갈비찜(1인) (2인이상) (23,000원), 보리굴비(1마리) (13,000원), 조개탕 (35,000원), 제주도옥돔구이 (50,000원), 참치회&계절야채 (33,000원), 해물파전 (20,000원), 두부소박이 (20,000원), 더덕구이 (20,000원)",영업시간 매일 11:00 ~ 21:00 · 휴게시간 매일 15:00 ~ 16:30
계림 종로본점,닭요리,3.9,578,"서울 종로구 돈화문로4길 39 1층
(지번) 종로3가 167",37.5701701402045,126.994503106903,02-2263-6658,"닭볶음탕 (대)(4인) (55,000원), 닭볶음탕 (중)(3인) (42,000원), 닭볶음탕 (소)(2인) (30,000원)",영업시간 월~토 11:30 ~ 21:40 · 휴게시간 월~토 15:30 ~ 16:30
부산회집,회,3.7,93,"서울 종로구 돈화문로4길 38 1층
(지번) 장사동 85",37.5700221920207,126.994402260668,02-2268-1317,"생우럭 미역지리 (19,000원), 생우럭 매운탕 (19,000원), 생광어 미역지리 (19,000원), 생광어 매운탕 (19,000원), 생삼식이 미역지리 (19,000원), 생삼식이 매운탕 (19,000원), 대구미역지리 (18,000원), 대구매운탕 (18,000원), 대구뽈살 미역지리 (18,000원), 대구뽈살매운탕 (18,000원), 아구미역지리 (18,000원), 아구매운탕 (18,000원), 서더리탕 (18,000원), 알탕 (18,000원), 내장탕 (18,000원), 연포탕(소) (70,000원), 산낙지(탕탕이) (35,000원), 멍게 (20,000원), 회덮밥 (18,000원), 물회 (30,000원)",영업시간 월~토 11:00 ~ 22:00
성경만두요리전문점 종로점,한식,4.3,731,"서울 종로구 수표로 88 1층
(지번) 관수동 145-1",37.5689213110078,126.989718272815,02-2273-9233,"하얀전골(1인) (13,000원), 빨간전골(1인) (13,000원), 양곱창만두전골(중) (45,000원), 만두국 (13,000원), 손만두 (9,000원), 튀김만두 (9,000원)",영업시간 월~토 11:00 ~ 21:20 · 휴게시간 월~토 15:30 ~ 17:00
