이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간
센터커피 서울숲점,커피전문점,3.8,330,"서울 성동구 서울숲2길 28-11 1층
(지번) 성수동1가 685-478",37.5465614024403,127.04161829528,070-8868-2008,"에스프레소 (HOT) (5,000원), 아메리카노 (HOT) (5,000원), 아메리카노 (ICE) (5,000원), 콜드브루 (ICE) (7,000원), 라떼 (HOT) (6,000원), 라떼 (ICE) (6,000원), 카푸치노 (HOT) (6,000원), 모카 (HOT) (6,500원), 모카 (ICE) (6,500원), K-72 (HOT) (8,000원), K-72 (ICE) (8,000원), 더블소크 (HOT) (9,000원), 더블소크 (ICE) (9,000원), 오렌지허니 (HOT) (8,000원), 오렌지허니 (ICE) (8,000원), 게이샤 진 토닉 (ICE) (7,500원), 피치 밀크쉐이크 (ICE) (6,500원), 꿀 자몽 주스 (ICE) (7,000원), 초콜릿 (HOT) (6,500원), 초콜릿 (ICE) (6,500원), 핸드드립 (0원)",월요일
정선부뚜막,한식,3.5,132,"서울 성동구 서울숲6길 14 1층
(지번) 성수동1가 668-13",37.5475239707245,127.043039345121,02-499-8253,"곤드레밥상 (10,000원)",월요일
인생한우,"육류,고기",3.8,342,"서울 성동구 마장로31길 43 영지빌딩 2층
(지번) 마장동 522-2",37.5701477799402,127.038199891479,02-2292-2888,"한우 티본스테이크(100g) (16,000원), 한우갈비탕 (15,000원), 한우육회비빔밥 (12,000원), 한우사시미 (12,000원), 한우육회 (30,000원), 설원채끝(100g) (28,000원), 채끝등심(100g) (22,000원), 눈꽃등심(100g) (22,000원), 새우등심(100g) (24,000원), 꽃등심(100g) (15,000원), 안창살(100g) (32,000원), 새우살(100g) (36,000원), 토시살(100g) (28,000원), 살치살(100g) (22,000원), 치마살(100g) (22,000원)",영업시간 매일 11:00 ~ 21:50
바스버거 성수점,햄버거,3.5,169,"서울 성동구 왕십리로8길 16 1층
(지번) 성수동1가 656-1075",37.5461570948905,127.046295736653,02-464-6674,"치즈버거 (6,700원), 바스버거 (7,800원), 핫치킨 디럭스 (8,500원), 하와이안버거 (9,800원), 와사비마요 쉬림프버거 (10,900원), 더블 바스버거 (11,300원), 더블베이컨치즈버거 (11,300원), 머쉬룸버거 (11,300원), 탐욕버거 (14,000원), 트리플 바스버거 (14,800원)",영업시간 월~금 11:00 ~ 21:15
누메로도스,이탈리안,3.9,437,"서울 성동구 상원1길 35-9 1층
(지번) 성수동1가 656-1021",37.5463666158889,127.047334332055,02-468-7943,"까르보나라 (18,000원), 아마트리치아나 (19,000원), 스콜리오오일파스타 (21,000원), 스콜리오로제파스타 (23,000원), 새우오일파스타 (19,000원), 시금치크림파스타 (18,000원), 알라노르마파스타 (19,000원), 비스큐 (20,000원), 스콜리오토마토파스타 (23,000원), 봉골레 (19,000원), 버섯오일파스타 (19,000원)",영업시간 매일 11:00 ~ 21:00 · 휴게시간 매일 15:00 ~ 17:00
땅코참숯구이 본점,"육류,고기",4.1,644,"서울 성동구 행당로17길 26 1층
(지번) 행당동 292-34",37.5606847363543,127.033029239873,02-2281-6908,"목살 (200g) (19,000원), 삼겹살 (200g) (19,000원), 갈매기살 (160g) (19,000원)",영업시간 매일 14:00 ~ 22:50
능동미나리 성수점,한식,3.9,664,"서울 성동구 연무장길 42 1층
(지번) 성수동2가 310-14",37.5427607712923,127.053953494697,,"능동육회비빔밥 (15,000원), 능동곰탕 (14,000원), 능동미나리곰탕 (15,000원), 능동특곰탕 (18,000원), 능동육회 (27,000원), 능동접시수육 (29,000원), 미나리숙회 (9,000원), 미나리수육전골(소) (48,000원), 미나리수육전골(중) (65,000원), 미나리곱창전골(중) (58,000원), 미나리곱창전골(대) (86,000원), 미나리꼬리찜(소) (56,000원), 미나리꼬리찜(대) (78,000원), 능동육전(반접시) (12,000원), 능동육전(한접시) (25,000원)",매일 10:00 ~ 24:00
비사벌 전주콩나물국밥,국밥,4.2,138,"서울 성동구 왕십리로6길 1-2 1층
(지번) 성수동1가 656-448",37.546281654154,127.045024127318,02-464-8704,"콩나물국밥 (10,000원)",매일 07:00 ~ 22:00
할아버지공장,디저트카페,3.2,504,"서울 성동구 성수이로7가길 9 1-2층
(지번) 성수동2가 309-133",,,02-6402-2301,"아메리카노 (6,000원), 카페라떼 (7,000원), 바닐라라떼 (8,000원), 초콜릿라떼 (8,000원), 지중해블루레몬에이드 (8,000원), 한라봉에이드 (9,000원), 로즈베리에이드 (9,000원), 라임모히또(논알코올) (10,000원)",영업시간 매일 11:00 ~ 22:00
카페&펍 연무장,카페,3.5,284,"서울 성동구 연무장길 36 8층
(지번) 성수동2가 310-63",37.5428890034999,127.053314378125,,"에스프레소 (5,500원), 아메리카노 (5,500원), 라떼 (6,000원), 카바레라떼 (6,500원), 카바레크림 (7,000원), 콜드브루 (6,000원), 콜드브루라떼 (6,500원), 루이보스아몬드밀크티 (6,500원), 모리한말차라떼 (7,000원), 발로나초콜릿라떼 (7,000원)",영업시간 매일 11:00 ~ 23:00
치카 성수,디저트카페,4.5,389,"서울 성동구 뚝섬로1가길 14 1층
(지번) 성수동1가 656-1002",37.542331284711,127.047173592134,02-498-3478,"구름마카롱 (3,000원), 수제 레터링케이크 (42,000원), 미니 레터링케이크 (30,000원), 아메리카노 (4,500원), 카페라떼 (6,000원)","월,화요일"
미테이블 성수본점,양식,4.7,884,"서울 성동구 왕십리로8길 5 1층
(지번) 성수동1가 656-385",37.5465384293714,127.045284549478,02-461-0089,"랍스타 바질올리오 (23,900원), 채끝 스테이크(250g) (39,900원)",영업시간 월~금 11:30 ~ 21:00
고공 성수본점,"육류,고기",3.6,91,"서울 성동구 왕십리로8길 10
(지번) 성수동1가 656-1940",37.546284764392,127.045839103881,02-6368-5050,"치마육회(120g) (22,000원), 된장찌개 (6,000원), 김치찌개 (6,000원), 씨앗주먹밥 (6,000원), 쫄냉면 (7,000원)",영업시간 월~금 16:00 ~ 23:00
전봇대집,"육류,고기",3.0,169,"서울 성동구 살곶이길 18 성동안심상가 마장청계점 3층 302호
(지번) 마장동 525-1",37.5713825413725,127.040519485291,02-2294-0875,"치마살 (300g) (40,000원), 꽃등심 (300g) (50,000원), 살치살 (300g) (60,000원), 갈비살 (300g) (50,000원), 토시살 (500g) (70,000원), 제비추리 (500g) (70,000원), 안창살 (500g) (80,000원), 모듬 (700g) (110,000원)",영업시간 매일 11:00 ~ 22:30
왕십리조개창고,조개,3.1,289,"서울 성동구 왕십리로 331 경진빌딩 지하1층
(지번) 하왕십리동 966-12",37.5626363584856,127.032801922038,010-4596-0449,"조개구이 무한리필(성인)(1인 (34,900원), 조개구이 무한리필(초등학생)(1인) (17,900원), 조개구이 무한리필(미취학아동)(1인) (12,900원)",영업시간 매일 12:00 ~ 23:30
갱생,한식,4.2,353,"서울 성동구 마조로7길 5 지하1층
(지번) 행당동 3-14",37.5606914568637,127.040654945066,0507-1403-3454,"수비드양념우대갈비(특) (53,800원), 트러플치즈감자전(대) (19,800원), 매콤토마토파스탕 (15,900원), 명란크림파스탕 (15,900원), 불제육숙주볶음 (21,800원), 점심특선 양많아 김치찌개 (2인) (15,800원), 트러플치즈감자전(중) (16,500원), 항정수육전골 (25,800원), 수비드양념우대갈비 (32,800원), 갱생하늘샤브 (21,000원)",영업시간 매일 17:00 ~ 04:00
성수동간판없는집,닭요리,4.3,247,"서울 성동구 성수일로 59-1 1층
(지번) 성수동1가 14-70",37.5459362020692,127.049974398107,010-559-2634,숙주국물닭발 단품 (0원),영업시간 월~목 17:00 ~ 23:00
강남면옥 성수점,냉면,3.0,269,"서울 성동구 성수일로 77 1층 110,111호
(지번) 성수동1가 13-171",37.5474049437892,127.050343491959,02-6968-0800,"홍어회 (40,000원), 갈비찜 (대) (82,000원), 갈비찜 (소) (52,000원), 갈비찜 (중) (67,000원), 갈비탕 (16,000원), 갈비탕(특) (19,000원), 만두국 (11,000원), 물냉면 (12,000원), 비빔냉면 (12,000원), 수육 (40,000원), 찐만두(반접시) (6,000원), 찐만두(한접시) (10,000원), 회냉면 (13,000원), 섞어냉면 (13,000원)",영업시간 매일 11:00 ~ 21:30
마하차이,태국음식,3.9,155,"서울 성동구 뚝섬로 399 2층
(지번) 성수동2가 339-22",37.5389508213063,127.055086193668,02-468-5678,"오물렛팟타이 (12,500원), 소고기쌀국수 (10,500원), 똠얌꿍 (+면포함) (12,000원), 푸팟퐁커리덮밥 (15,000원), 카오팟 꿍 (11,500원), 팟 카파오 무쌉 (11,500원), 갈비쌀국수 (16,000원), 매운쌀국수 (13,000원), 모닝글로리 볶음 (9,500원), 쏨탐 (9,500원), 팟씨유(새우) (13,000원), 얌운센 (8,500원), 스프링롤 (6,000원), 카이텃(2조각) (7,000원)",영업시간 월~금 11:00 ~ 21:00
장어구이,장어,4.3,185,"서울 성동구 마조로 19-10 1층
(지번) 행당동 19-49",37.5597852954493,127.040476760242,02-2294-8999,"장어구이 (2인분) (30,000원), 돼지김치찌개 (소) (12,000원), 참치김치찌개 (소) (12,000원), 제육볶음 (10,000원), 고등어구이 (12,000원), 새우구이 (12,000원)",매일 09:00 ~ 23:59
RSG,카페,3.9,82,"서울 성동구 연무장15길 11 에스팩토리 C동 1층 109,110호
(지번) 성수동2가 273-13",37.5428217449251,127.058905961003,,"아메리카노(HOT) (4,000원), 라떼(HOT) (5,000원), 바닐라라떼(HOT) (5,500원), R 라떼 (6,500원), 팥빙스무디 (6,000원), 딸빙스무디 (6,000원), 꿀미숫가루 (5,500원), 초코라떼(HOT) (5,000원), 녹차라떼(HOT) (5,000원), 트로피컬에이드 (5,500원), 핑크레몬에이드 (5,500원), 유자에이드 (5,500원), 유자차 (5,000원), 카모마일(HOT) (4,000원), 히비스커스(HOT) (4,500원)",영업시간 매일 11:00 ~ 02:00
왕십리 육감식당,삼겹살,4.3,275,"서울 성동구 무학봉28길 1 1층
(지번) 하왕십리동 966-20",37.5625318686893,127.032382076511,02-2291-6092,"삼겹살 (16,000원), 이베리코흑돼지목살 (16,000원), 목살 (16,000원), 통가브리살 (15,000원), 항정살 (16,000원)",영업시간 매일 12:00 ~ 23:00
일품백송칼국수&설렁탕,칼국수,3.7,360,"서울 성동구 고산자로12길 1-1 1층
(지번) 행당동 264",37.5603090692348,127.035048444214,02-466-2090,"설렁탕 (12,000원), 도가니탕 (17,000원), 특）설렁탕 (15,000원), 손만두 (10,000원), 특）도가니탕 (22,000원), 깍두기 500g (9,000원), 김치 500g (9,000원), 공기밥 (1,000원), 소면사리 2개 (1,000원), 콜라 500mL (2,000원), 사이다 500mL (2,000원), 아메리카노 (4,500원), 카페라떼 (5,000원)",영업시간 매일 11:00 ~ 21:00 · 휴게시간 매일 15:00 ~ 16:00
천상가옥,디저트카페,3.6,585,"서울 성동구 성수이로14길 14 3층
(지번) 성수동2가 322-4",37.5414076146252,127.056908279292,,"딸기라떼 (7,000원), 망고라떼 (7,000원), 바나나브레인 (7,000원), 콤부차 (6,600원), 매실에이드 (6,500원), 유자에이드 (6,500원), 시트론 폼 밀크 (6,500원), 글로우 카모마일 (6,000원), 유자차 (6,000원), 선사인블랜드 (6,000원), 찌치먼비 (6,000원), 그리너리 머스켓 (6,000원)",영업시간 매일 11:00 ~ 22:00
푸줏간생고기점,"육류,고기",4.4,123,"서울 성동구 행당로17길 24
(지번) 행당동 292-54",37.5604218763954,127.033169015402,02-2297-7361,"푸줏간스페셜 (1kg) (160,000원), 푸줏간스페셜반 (500g) (85,000원), 한우모둠 (600g) (110,000원), 한우등심 (1인분) (44,000원), 한우살치살 (1인분) (47,000원), 생삼겹살 (1인분) (19,000원), 생목살 (1인분) (19,000원), 항정살 (1인분) (19,000원), 가브리살 (1인분) (19,000원), 갈매기살 (1인분) (19,000원), 한우차돌 (1인분) (32,000원), 한우부채 (1인분) (44,000원), 차돌박이 (1인분) (21,000원), 한우육회한접시 (30,000원)",영업시간 월~토 14:00 ~ 24:00
블루보틀 성수 카페,커피전문점,3.2,567,"서울 성동구 아차산로 7
(지번) 성수동1가 656-302",37.5481060299191,127.045641393072,1533-6906,"아메리카노 (5,600원)",매일 08:00 ~ 20:30
파르코,피자,3.9,336,"서울 성동구 서울숲2길 44 1층
(지번) 성수동1가 668-134",37.546307317732,127.043379029493,02-467-8588,"루꼴라 감베로니 (19,800원), 봉골레 (18,700원), 알리오올리오 (16,500원), 피칸테로제 (18,700원), 볼로네제 (19,800원), 감베로니크레마 (19,800원), 카르보나라 (19,800원), 라자냐 (21,900원), 버섯치즈리조또 (19,800원), 해산물리조또 (19,800원), 리코타샐러드 (18,000원), 풍기샐러드 (18,000원), 뽈로샐러드 (18,000원), 포르치니 (19,800원)",영업시간 매일 11:30 ~ 21:30 · 휴게시간 매일 15:00 ~ 17:00
야마타니우동,"돈까스,우동",4.5,52,"서울 성동구 왕십리로21길 11 1층
(지번) 행당동 286-43",37.5613348419307,127.033220578514,02-2292-4677,"가께 우동 (기본우동) (7,000원), 와카메 우동 (미역우동) (8,000원), 츠키미 우동 (계란우동) (8,000원), 앙카케 타마고토지우동 (9,000원), 붓가께 우동 (8,000원), 자루 우동 (8,000원), 쇼유 우동 (8,000원), 가마타마우동 (8,000원), 카레우동 (8,000원), 냉우동 (7,000원), 온천계란 (1,000원), 감자(해쉬브라운) (1,000원), 치쿠와(어묵튀김) (1,000원), 고구마 (튀김) (1,000원), 새우 (튀김) (2,000원)",영업시간 월~토 11:40 ~ 20:00 · 휴게시간 월~토 15:00 ~ 17:00
벱,베트남음식,4.2,446,"서울 성동구 성수일로4가길 2 1층
(지번) 성수동2가 321-21",37.5420814943666,127.053982764473,070-7644-4502,"양지 쌀국수 (9,500원), 차돌박이 쌀국수 (10,000원), 양지&차돌박이 쌀국수 (11,000원), 해산물 쌀국수 (13,000원), 매운 차돌박이 쌀국수 (12,000원), 매운 해산물 쌀국수 (13,000원), 소고기 볶음면 (13,000원), 해산물 볶음면 (13,000원), 분보싸오 (13,000원), 야채 볶음밥 (9,000원), 돼지고기 볶음밥 (10,000원), 해산물 볶음밥 (13,000원), 파인애플 볶음밥 (12,000원), 스프링롤 (5,000원), 짜조 (5,000원), 버팔로윙 (6,000원)",영업시간 매일 11:00 ~ 21:00 · 휴게시간 매일 15:00 ~ 17:00
어니언 성수,카페,3.5,716,"서울 성동구 아차산로9길 8 1-2층
(지번) 성수동2가 277-135",,,070-4353-3238,"에스프레소(Espresso) (5,000원), 아메리카노(Americano) (5,500원), 카페라떼(Cafe latte) (6,000원), 카푸치노(Cappuccino) (6,000원), 플랫화이트(Flatwhite) (6,000원), 바닐라라떼(Vanilla latte) (7,000원), 그린라이트 (상추 스무디) (8,500원), 이 초콜릿 라떼는 최고라고 자부한다. (7,000원), 히비스커스 앤 로지스 티 (7,000원), 네 종류의 베리가 들어간 소다 (8,000원), 시그니처 밀크 티 (8,000원), 유자 허니 블랙 티 (7,000원)",월~금 08:00 ~ 22:00
연평도목포산꽃게,"게,대게",3.2,506,"서울 성동구 마장로 323 1층
(지번) 마장동 767-36",37.5677070768129,127.044849687717,02-2294-6565,"꽃게백숙 특 (160,000원), 꽃게양념찜 특 (160,000원), 꽃게탕 특 (160,000원), 꽃게랑아구찜/탕 특 (130,000원), 간장게장 특 (150,000원), 아구찜/탕 특 (85,000원), 해물찜/탕 대 (110,000원), 전복회/찜 1kg (70,000원), 연포탕 대 (80,000원), 산낙지 (변동가격)",매일 10:00 ~ 22:00
서산 식당,한식뷔페,4.6,17,"서울 성동구 아차산로13길 6 2층
(지번) 성수동2가 277-60",37.5436734059558,127.060789652467,02-463-3638,"점심 한식 뷔페 (카드) (6,000원), 점심 한식 뷔페 (현금) (5,000원)",영업시간 월~토 11:30 ~ 16:00
카멜 성수점,카페,3.4,214,"서울 성동구 성덕정19길 6 1층
(지번) 성수동2가 570-1",37.5372437584684,127.055912373351,,"Latte (5,500원), 크림컵 (4,500원), 애플파이선셋티 (6,500원), 레드빈라떼 (6,500원), 밀크티 (6,500원), 카멜 클래식 크림 (5,000원), Camel COFFEE (5,500원), AMERICANO (5,000원), VANILLA (6,000원), flat white (5,000원), Cappuccino (5,500원), SEONGSU COFFEE (4,000원), ESPRESSO (3,500원)",매일 10:00 ~ 18:00
호호식당 성수동점,일식,3.2,141,"서울 성동구 서울숲4길 25
(지번) 성수동1가 668-22",37.5471761523693,127.043863069253,02-498-2384,"생선가스정식 (15,000원), 사케동 (18,000원), 우니파스타 (22,000원), 왕새우튀김우동 (13,000원)",영업시간 매일 11:00 ~ 21:50 · 휴게시간 매일 14:40 ~ 17:00
피치스 도원,카페,3.2,410,"서울 성동구 연무장3길 9 1층
(지번) 성수동2가 301-16",37.5446661109867,127.051334263767,02-468-7719,"아메리카노 (4,500원)",월요일
마를리,카페,3.4,773,"서울 성동구 연무장길 47 홍원빌딩 1층
(지번) 성수동2가 315-55",37.5427988846981,127.05473417315,02-467-0303,"아메리카노 (5,000원), 카페라떼 (6,000원), 카푸치노 (6,000원), 아인슈페너 (6,000원), 바닐라빈라떼 (6,500원), 카페모카 (6,500원), 아보카도사과주스 (7,500원), 레몬차 (7,000원), 페퍼민트 (7,000원), 캐모마일 (7,000원)",매일 09:00 ~ 23:00
한우마을,"육류,고기",4.3,333,"서울 성동구 고산자로24길 11 2층
(지번) 마장동 509-11",37.5700149735634,127.038751764378,02-2291-0292,"안창살 (29,900원), 꽃등심 (19,900원), 살치살 (25,900원), 생갈비 (25,900원), 토시살 (27,900원)",매일 10:30 ~ 22:00
까사아지오,이탈리안,3.4,188,"서울 성동구 연무장5가길 20 지하1층,1층
(지번) 성수동2가 315-30",37.5433700060048,127.054782115815,0507-1428-9194,"스텔라 피자 (13,900원), 새우 로제 파스타 (14,900원), 버섯아란치니 (3,500원), 카르토치오 (9,900원), 라구소스리가토니 (7,900원)",월요일
훔볼트,디저트카페,3.7,109,"서울 성동구 성수이로 58 P타워 지하 1층, 1, 2층
(지번) 성수동2가 325-19",37.5400995344191,127.055602663956,,"에스프레소 (HOT) (4,000원), 롱블랙 (4,000원), 카페라떼 (4,600원), 바닐라라떼 (5,200원), 스위트돌체 라떼 (5,500원)",매일 10:00 ~ 22:00
제일곱창 본점,"곱창,막창",3.9,227,"서울 성동구 고산자로 281 1층
(지번) 홍익동 131-1",37.5648218822196,127.03597450819,010-8690-9792,"양깃머리(180g) (28,000원), 모둠구이(580g) (63,000원), 한우대창(250g) (29,000원), 막창구이(250g) (28,000원), 한우곱창(250g) (29,000원), 육회 (15,000원)",영업시간 월~토 12:00 ~ 22:00
왕십리 수상한막창,"곱창,막창",4.5,231,"서울 성동구 무학봉28길 20 1층
(지번) 행당동 286-21",37.5614544661258,127.033953035197,02-2282-3177,"소금구이 (16,000원), 양념구이 (16,000원), 된장밥 (5,000원), 된장찌개 (5,000원), 주먹밥 (3,000원)",영업시간 월~금 16:00 ~ 23:30
오레노카츠 성수본점,"돈까스,우동",3.7,311,"서울 성동구 성수일로 47 1층 102호
(지번) 성수동1가 16-8",37.5447366238279,127.049518252952,02-499-0323,"오레노 정식 A (17,500원), 오레노 정식 B (14,500원), 체다크림치즈돈카츠 (13,000원), 매콤돈카츠 (13,000원), 카레돈카츠 (12,500원), 에비카츠우동 (9,500원), 부산어묵 우동 (9,000원), 에비카츠(왕새우 2ea) (6,500원), 감자고로케(3ea) (5,000원), 미니 냉소바 (5,000원), 미니비빔소바 (5,000원), 미니어묵우동 (5,000원), 생돈카츠 (10,500원)",영업시간 매일 11:30 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:00
슈퍼말차 성수,카페,3.8,241,"서울 성동구 서울숲6길 19 1층
(지번) 성수동1가 668-9",37.5475169632195,127.04371989351,070-4632-3882,"슈퍼말차 라떼 (5,800원), 코코넛 말차 라떼 (5,800원), 말차 에스프레소 라떼 (6,300원), 슈퍼말차 라떼 보틀 (6,800원), 플랫 화이트 (5,800원), 슈퍼보리라떼 (5,800원), 아메리카노 (5,800원), 카페라떼 (5,800원), 슈퍼말차워터 (5,300원), 슈퍼말차 플랫화이트 (5,800원), 슈퍼말차 크러쉬 (6,300원), 슈퍼보리 크러쉬 (6,300원), 코코넛 말차 크러쉬 (6,300원), 슈퍼말차 블랙 롤 (피스) (6,000원), 슈퍼말차 블랙 롤 (홀) (22,900원)",영업시간 매일 11:00 ~ 21:00
파머스카페,카페,4.0,973,"서울 성동구 왕십리로6길 11 1층
(지번) 성수동1가 656-1083",37.5460064390659,127.046087883422,02-464-4222,"아메리카노 (4,500원), 벨지안 초콜릿 우유 57% (6,500원), 바닐라 라떼 (5,500원), 카푸치노 (6,000원), 캐모마일 (4,500원)",영업시간 월~금 11:00 ~ 24:00
빠오즈푸 서울숲점,중식,4.0,147,"서울 성동구 왕십리로6길 13 1층
(지번) 성수동1가 656-1082",37.5459622451959,127.046202825767,02-499-9256,"고기빠오즈 (8,000원), 훈둔면 (8,000원), 삼선빠오즈 (9,500원), 새우지짐 (9,000원), 부추지짐 (8,000원), 매운훈둔면 (8,500원), 쓰촨딴딴면 (8,000원)",영업시간 매일 11:30 ~ 21:30 · 휴게시간 월~금 15:00 ~ 17:00
할머니의레시피,한식,3.6,406,"서울 성동구 서울숲2길 44-12
(지번) 성수동1가 668-108",37.5461743475135,127.043085869776,02-467-5101,"숨뼈국 (11,000원), 버섯부추비빕밥 (10,000원), 강경젓갈쌈밥 (12,000원), 간장 돌게장 (16,000원), 쌈밥정식 (15,000원)",영업시간 매일 11:30 ~ 21:00 · 휴게시간 매일 15:00 ~ 17:00
로우커피스탠드,카페,4.5,193,"서울 성동구 왕십리로4길 28-2 1층
(지번) 성수동1가 8-16",37.5471177960535,127.04661114401,010-4334-2387,"AMERICANO (2,200원), CAFE LATTE (2,800원), CAPPUCCINO (HOT) (2,500원), VANILLA LATTE (3,300원), JASMIN TEA (3,500원)",월~금 08:00 ~ 17:00
