이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간
해로커피,커피전문점,4.5,243,"서울 성북구 성북로 19-3 1층
(지번) 성북동1가 66",37.5896195876384,127.00422352198,02-6012-9871,"아메리카노 (5,000원), 카페라떼 (5,500원), 콜드브루 (5,500원), 아인슈페너 (6,000원), 크림초코 (6,000원), 크림말차 (6,000원), 플랫화이트 (5,500원), 카푸치노 (5,500원), 롤드브루 (5,500원), 하우스밀크티 (6,000원), 피넛버터크럼블 (6,500원), 셔벗에이드 (7,000원), 에이드(체리+복숭아) (6,500원), 드립커피 (변동가격)",매일 11:00 ~ 22:00
공푸,중국요리,4.3,192,"서울 성북구 삼선교로24길 29 1층
(지번) 삼선동5가 299-10",37.588812265683,127.016109830176,070-7566-4683,"차돌박이짬뽕밥 (12,000원), 유린기미니 (12,000원), 차돌박이짬뽕 (11,000원), 짜장면/밥 (7,000원), 유린기소 (22,000원), 탕수육미니 (10,000원), 탕수육소 (18,000원)",월~토 11:30 ~ 20:00 · 휴게시간 월~토 14:30 ~ 17:00
고른햇살,분식,4.3,261,"서울 성북구 개운사길 14 1층
(지번) 안암동5가 101-28",37.5870051810057,127.029458323825,02-953-3394,"토종순대 (6,000원), 참치마요김밥 (5,500원), 원조김밥 (4,200원), 치즈라볶이 (8,000원), 쫄면 (8,000원), 매콤제육김밥 (5,500원), 야채 김밥 (5,000원), 쌀떡볶이 (5,000원), 치즈떡볶이 (6,000원), 라볶이 (7,000원), 매콤달달 순살 양념치킨 (10,800원), 바삭바삭 순살 후라이드 (9,800원), 고~세트(떡+토+김2+야2+서비스어묵탕) (15,800원), 른~세트(참+라+김2+야2) (17,000원), 햇~세트(참+토+라+김2) (20,700원), 살~세트(참+토+쫄+야2) (21,200원), 든든 한끼세트A (라+치+콜) (15,300원), 든든 한끼세트B (떡+치+순+콜) (19,200원), 든든 한끼세트C (참+양+콜) (14,300원), 체다치즈 김밥 (5,500원), 김치김밥 (5,500원), 찹쌀순대 (5,000원), 찹쌀반 토종반 (6,000원), 짜계치 (5,500원), 짜장라볶이 (7,400원), 우볶이 (7,000원), 치즈우볶이 (8,000원), 물냉면 (8,000원), 비빔냉면 (8,000원), 어묵우동 (7,000원)",매일 06:30 ~ 23:30
보문골한옥집,한식,3.5,16,"서울 성북구 고려대로2길 77
(지번) 보문동4가 62",37.5822371761876,127.021745899346,02-922-1538,"가마솥 흑염소탕(1인) (18,000원), 흑염소 수육(1인) (38,000원), 소고기우거지국밥 (12,000원), 흑염소 전골 (35,000원), 해신탕 大 (150,000원), 해신탕 中 (130,000원), 삼계탕,갈비탕 (18,000원), 전복삼계탕, 갈비탕 (25,000원), 낙지전복삼계탕,갈비탕 (35,000원), 낙지초무침,낙지볶음 (40,000원), 낙지전골 中 (45,000원)",매일 11:00 ~ 22:00
돈암돈집,삼겹살,4.0,223,"서울 성북구 동소문로20다길 15 1층
(지번) 동선동1가 3-4",37.5918951739591,127.017495506034,02-6013-9924,"333숙성삼겹살 (11,000원), 항정살 (12,000원), 우삼겹 (11,000원), 계란찜 (5,000원), 등갈비 김치찌개 (7,000원), 된장찌개 (5,000원), 된장술밥 (7,000원), 물냉면 (6,000원), 비빔냉면 (6,000원)",영업시간 매일 16:00 ~ 24:00
옛날중국집,중국요리,3.4,265,"서울 성북구 성북로8길 8
(지번) 성북동 184-2",37.5908227672503,127.004375540476,02-764-0094,"짜장면 (6,500원), 짬뽕 (9,000원), 볶음밥 (9,500원), 쟁반짜장1인분 (11,000원), 간짜장 (9,000원), 삼선짬뽕 (12,000원), 삼선짜장 (11,000원), 탕수육중 (23,000원), 양장피중 (40,000원)",월요일
국시집,국수,3.1,60,"서울 성북구 창경궁로43길 9
(지번) 성북동1가 9",37.5884277518402,127.004304069607,02-762-1924,"국시 (보통) (11,000원), 국시 (곱빼기) (13,000원), 수육 (대) (40,000원), 수육 (소) (22,000원), 전 (대) (28,000원), 전 (소) (17,000원), 문어 (대) (35,000원), 문어 (소) (20,000원)",월요일
광명수산,회,3.9,125,"서울 성북구 동소문로 125 1층
(지번) 동선동4가 111-1",37.5941562838985,127.01821856847,02-929-8945,"광어+우럭 (40,000원), 산오징어 (변동가격), 광어 (40,000원), 우럭 (40,000원), 생연어+광어 (40,000원), 생연어+우럭 (40,000원), 광어+우럭+연어 (40,000원), 해산물세트 (60,000원), 멍게 (20,000원), 개불 (30,000원), 해삼 (25,000원), 산낙지 (25,000원), 산오징어통찜 (변동가격), 산오징어무침 (변동가격), 전어회 (30,000원), 막회물회 (40,000원), 해물모듬물회 (40,000원), 서더리탕 (8,000원), 생우럭매운탕 (30,000원), 도미 (60,000원)",매일 11:30 ~ 02:00
삼청각 일화당,한식,3.0,88,"서울 성북구 대사관로 3
(지번) 성북동 330-115",37.5972821698538,126.983526326222,02-765-3700,"에스프레소 (가격정보 없음), 아메리카노 (가격정보 없음), 카페모카 (가격정보 없음), 바닐라라떼 (가격정보 없음), 카푸치노 (가격정보 없음), 카페라떼 (가격정보 없음), 매실차 (가격정보 없음), 대추차 (가격정보 없음), 청포도에이드 (가격정보 없음), 초코라떼 (가격정보 없음), 고구마라떼 (가격정보 없음), 녹차라떼 (가격정보 없음), 팥빙수 (가격정보 없음), 라테 (가격정보 없음), 복숭아아이스티 (가격정보 없음), 아이스크림 (가격정보 없음)",매일 12:00 ~ 21:00 · 휴게시간 매일 15:00 ~ 18:00
카페루틴,카페,4.2,122,"서울 성북구 보문로34가길 6 1층
(지번) 동선동3가 230",37.5917100512356,127.02012677392,02-6489-4589,"아메리카노 (4,500원), 카페라떼 (5,000원), 바닐라라떼 (5,500원), 아인슈페너 (6,000원), 아이스티 (5,000원)",매일 11:00 ~ 22:00
장위동유성집 본점,"육류,고기",3.0,70,"서울 성북구 화랑로 118 2,3층
(지번) 하월곡동 13-26",,,02-915-4021,"별미국수 (4,000원), 한우등심360g(2인) (98,000원), 미니국수 (3,000원), 등심사시미150g (49,000원), 비빔국수 (6,000원), 주먹밥 (6,000원)",매일 11:30 ~ 23:00
우토,일식,4.1,143,"서울 성북구 보문로30길 33 1층
(지번) 동선동2가 54-1",37.5892110547974,127.019067112601,02-929-7145,"사시미 모리이와세 (32,000원), 연어 사시미 (29,000원), 해물 요세나베 (19,000원), 크림짬뽕 우동 (19,000원), 온센타마고 맨츠카츠고 (8,000원)",영업시간 매일 17:00 ~ 02:00
제순식당 본점,한식,4.3,73,"서울 성북구 동소문로20다길 30-9
(지번) 동선동1가 85-59",37.5918257346199,127.018499259739,02-927-2007,"제육볶음(1인가능) (9,000원), 간장불고기(2인이상) (9,000원), 오제볶음(2인이상) (9,500원), 간장오불(2인이상) (9,500원), 쭈제볶음(2인이상) (9,500원), 오징어볶음(2인이상) (10,000원), 쭈꾸미볶음(2인이상) (10,000원), 된장찌개 (8,000원), 순두부찌개 (8,000원)",매일 11:00 ~ 21:30 · 휴게시간 매일 14:30 ~ 16:30
밀양손칼국수집,칼국수,3.3,63,"서울 성북구 동소문로26길 13 1층
(지번) 동선동3가 139",37.5939936849695,127.019713527052,02-924-7107,"반+반 (30,000원), 수육 (30,000원), 전 (22,000원), 칼국수 (보통) (8,000원), 칼국수 (곱) (9,000원), 수육 (반) (16,000원), 생선전 (반) (14,000원)",월~토 14:00 ~ 17:00
버거파크 성신여대점,햄버거,3.7,124,"서울 성북구 동소문로22길 56 1층
(지번) 동선동2가 10",37.5906379690112,127.018420273244,,"[레귤러] 치즈버거 (9,700원), [레귤러] 베이컨치즈버거 (11,000원), [레귤러] 해쉬베이컨치즈버거 (11,000원), [레귤러] 머쉬룸치즈버거 (11,000원), [레귤러] 쉬림프치즈버거 (12,000원), 치킨버거 세트 (12,900원), [레귤러] 치즈버거 세트 (14,000원), [리틀] 치즈버거 세트 (12,300원), [레귤러] 베이컨치즈버거 세트 (15,000원), [레귤러] 머쉬룸치즈버거 세트 (15,000원), [리틀] 해쉬베이컨치즈버거 세트 (13,000원), [레귤러] 쉬림프치즈버거 세트 (16,500원), [리틀] 베이컨치즈버거 세트 (13,000원), [리틀] 머쉬룸치즈버거 세트 (13,000원), [레귤러] 해쉬베이컨치즈버거 세트 (15,000원), [리틀] 쉬림프치즈버거 세트 (14,200원), [레귤러] 고추장버거 세트 (15,000원), [리틀] 고추장버거 세트 (13,000원), 치킨버거 (8,500원), [리틀] 치즈버거 (8,000원), [리틀] 베이컨치즈버거 (9,200원), [리틀] 머쉬룸치즈버거 (9,200원), [리틀] 해쉬베이컨치즈버거 (9,200원), [리틀] 쉬림프치즈버거 (10,500원), [레귤러] 고추장버거 (11,000원), [리틀] 고추장버거 (9,200원), 크링클컷 (리틀) 약70g (3,000원), 크링클컷 (레귤러) 약110g (3,500원), 어니언링 5P (4,000원), 케찹 추가 (1,000원)","월,화,수,목,금,일 11:30 ~ 22:00"
산골춘천닭갈비쭈꾸미전문점,닭요리,4.7,56,"서울 성북구 한천로78길 59 2층
(지번) 석관동 133-55",37.6130780019159,127.064785081467,02-923-5225,"닭갈비(180g) (13,000원), 닭내장(300g) (13,000원), 쭈꾸미(300g) (14,000원)",매일 11:00 ~ 24:00
미스터국밥,국밥,4.2,40,"서울 성북구 고려대로 102 2층
(지번) 안암동5가 94-2",37.5861506714034,127.030553049203,02-928-9938,"얼큰해장국밥 (12,000원), 뼈해장국 (13,000원), 보쌈정식 (13,000원), 고기국밥 (11,000원), 순대국밥 (12,000원), 소고기국밥 (13,000원), 소곱창국밥 (15,000원), 선지해장국밥 (12,000원), 사골만두국밥 (12,000원), 감자탕 (29,000원), 삼계탕 (17,000원), 삼총사 (3,500원), 공기밥 (1,000원), 보쌈 (24,000원), 술국 (21,000원), 소곱창전골 (29,000원), 갈비만두 (7,000원), 편육（머리고기） (8,000원), 코카콜라500ml (2,000원), 코카콜라제로500ml (2,000원), 칠성사이다500ml (2,000원), 칠성사이다제로500ml (2,000원)",월 00:00 ~ 20:00
불타는소금구이,"육류,고기",4.4,90,"서울 성북구 보문로30길 43-3
(지번) 동선동2가 57-1",37.5893931016381,127.019335954565,,"통가브리살 (160g) (11,000원), 목살 (160g) (11,000원), 삼겹살 (160g) (12,000원), 항정살 (160g) (13,000원), 갈비살 (160g) (12,000원)",영업시간 매일 16:00 ~ 01:00
문화식당,이탈리안,4.3,419,"서울 성북구 혜화로 88 2층3층 루프탑
(지번) 성북동 122-7",37.5927509576099,126.998194890127,02-763-4644,"삼합 (22,000원), 황제갈비살프로방스 (25,000원), 오므라이스 (17,000원), 오일파스타 (19,000원), 라자냐 (22,000원), 비스큐파스타 (20,000원), 김치볶음밥 (17,000원), 뇨끼 (21,000원), 토마토파스타 (19,000원), 살치살 스테이크 (45,000원), 까르보나라 (19,000원), 리코타치즈샐러드 (14,000원)",매일 11:30 ~ 22:00 · 휴게시간 매일 16:00 ~ 17:00
가부 본점,중국요리,3.9,296,"서울 성북구 보문로 182 1층
(지번) 삼선동4가 351-3",37.5903762338525,127.015239004686,02-929-2182,"광동밥 (14,000원), 유산슬밥 (14,000원), 잡채밥 (9,500원), 새우볶음밥 (9,000원), 차돌짬뽕 (밥) (11,000원), 삼선짬뽕 (밥) (11,000원), 해물백짬뽕 (밥) (11,000원), 해물볶음짜장 (10,000원), 우동 (밥) (8,500원), 짬뽕 (밥) (8,500원), 짜장면 (7,000원), 중화냉면 (11,000원), 굴탕면 (밥) (11,000원), 해물양장피 (26,000원), 오향장육 (26,000원), 철판해물누룽지탕 (39,000원), 고추팔보채 (35,000원), 게살유산슬 (37,000원), 칠리큰새우 (32,000원), 크림큰새우 (32,000원), 깐풍큰새우 (32,000원), 멘보샤 (10,000원), 유린기 (24,000원), 깐풍기 (24,000원), 사천탕수육 (22,000원), 유린탕수육 (22,000원), 깐풍육 (22,000원), 탕수육 (19,000원), 고추잡채+꽃빵(4개) (28,000원)",월요일
온달왕돈까스,"돈까스,우동",4.1,93,"서울 성북구 동소문로20가길 38
(지번) 동선동1가 92-8",37.5930223660865,127.018345336364,02-923-6557,메뉴 없음,월~토 11:00 ~ 23:00
장수식당,"찌개,전골",4.3,33,"서울 성북구 정릉로26길 55 1층
(지번) 정릉동 150-51",37.6029216485031,127.012874398175,02-942-9131,"고기청국장 (8,000원), 멸치청국장 (8,000원), 제육볶음 (8,000원)",월~토 11:00 ~ 16:00
안동반점,중국요리,4.1,233,"서울 성북구 고려대로1길 35-1
(지번) 보문동1가 53",37.5870507663948,127.018932734098,02-923-4448,"짜장면 (6,000원), 짬뽕 (7,000원), 볶음밥 (7,000원), 군만두 (5,000원), 물만두 (5,000원), 삼선우동 (13,000원), 삼선짬뽕 (13,000원), 잡채밥 (9,000원), 탕수육(소) (15,000원), 고기튀김(소) (15,000원), 잡채(소) (14,000원), 양장피(소) (22,000원), 깐풍기(소) (22,000원), 팔보채(소) (25,000원)","월,화,수요일"
서울왕돈까스 성북동본점,"돈까스,우동",3.6,136,"서울 성북구 창경궁로35다길 140 1,2층
(지번) 성북동 131-85",,,02-766-9370,"왕돈까스 (13,000원), 생선까스 (14,000원), 불돈까스 (14,000원), 서울정식（왕돈까스＋생선까스+함박스테이크） (16,000원), 치즈돈까스 (15,000원), 새우까스 (15,000원), 반반（돈까스＋생선까스) (14,000원), 냉모밀 (9,000원), 어묵우동 (9,000원), 비후까스 (16,000원), 왕돈정식（왕돈까스＋함박1개） (16,000원), 생선정식（생선까스＋함박1개） (16,000원), 바베큐돈까스 (14,000원), 함박스테이크 (15,000원), 육개장 (12,000원), 크림스프 (1,000원), 돈까스소스 (1,000원), 생선까스소스 (2,000원), 불소스（매운맛） (1,000원), 바베큐소스 (1,000원), 공기밥 (1,000원), 부산어묵 2개 (4,000원), 치즈스틱 5개 (4,000원), 고구마 치즈스틱 5개 (4,000원), 풋고추 (1,000원), 청양고추 (1,000원), 코카콜라 355mL (2,000원), 칠성사이다 355mL (2,000원), 웰치스포도 355mL (2,000원), 웰치스청포도 355mL (2,000원)",매일 09:00 ~ 22:00
와라와라양꼬치앤훠궈,양꼬치,4.0,88,"서울 성북구 동소문로20나길 32 2층
(지번) 동선동1가 85-77",37.5923972536989,127.018372244716,02-928-9896,"양꼬치 무한리필 (24,900원), 양꼬치 무한리필(초등) (15,900원), 양꼬치 무한리필(어린이) (9,900원), 훠궈 무한리필 (19,900원), 훠궈 무한리필(초등) (13,900원), 훠궈 무한리필(어린이) (7,900원)",매일 11:00 ~ 23:00
태조감자국,감자탕,3.9,333,"서울 성북구 보문로34길 43 세학빌딩 1층
(지번) 동선동1가 49",37.5908139536716,127.017694871938,02-921-7667,"좋~다 (23,000원), 최고다 (28,000원), 무진장 (33,000원), 혹시나 (38,000원)",매일 10:10 ~ 23:00 · 휴게시간 매일 15:00 ~ 16:30
영순관,중국요리,4.0,34,"서울 성북구 지봉로24길 19
(지번) 보문동2가 122",37.5843087873652,127.019407551204,02-926-5479,"짜장 (6,000원), 짬뽕 (7,000원), 짬뽕밥 (7,500원), 볶음밥 (7,500원), 잡채밥 (8,000원), 쟁반짜장 (8,500원), 볶음짬 (8,500원), 탕수육 (1인) (10,000원), 깐풍육 (1인) (11,000원), 유산슬 (1인) (13,000원), 잡채 (1인) (9,000원), 팔보채 (1인) (13,000원), 깐쇼새우 (1인) (13,000원), 깐풍새우 (1인) (13,000원), 김치볶음밥 (8,500원), 누룽지탕 (13,000원), 육개장 (7,500원), 간짜장 (7,500원), 우동 (7,500원)",매일 11:00 ~ 21:00
봉화묵집,한식,4.3,66,"서울 성북구 아리랑로19길 46-2
(지번) 정릉동 488-1",37.6027138226589,127.010747622706,02-918-1668,"건진국수 (11,000원), 메밀묵 (8,000원), 배추부침 (7,000원), 손만두 (8,000원), 손칼국수 (8,000원), 조밥 (1,000원), 동동주 (6,000원), 동동주반되 (3,000원), 문어 (25,000원), 수육1근 (35,000원)",월요일
조비스그릴 성북점,아시아음식,4.2,117,"서울 성북구 성북로 110
(지번) 성북동 97-30",37.5932669265568,126.996817087639,02-763-3096,"푸싯(1마리) (16,000원), 리엠뽀(250g) (15,000원), 마녹(5조각) (15,000원), 한싯 칸톤(새우or돼지고기) (15,000원), 씨즐링 씨식 (15,000원), 카레-카레 (17,000원), 비콜 익스프레스 (16,000원), 감바스 (16,000원)",월요일
홍춘천치즈닭갈비 길음뉴타운점,닭요리,4.4,21,"서울 성북구 길음로7길 6 2층
(지번) 길음동 1286-10",37.6043692874401,127.02240090837,02-909-0688,"치즈닭갈비 (11,000원), 홍춘천닭갈비 (7,900원), 국물닭갈비 (10,500원), 새우치즈닭갈비(2~3인분) (29,000원), 해물국물닭갈비(2~3인분) (38,000원)",매일 11:00 ~ 22:00
바람난오리궁뎅이,오리,4.6,117,"서울 성북구 보국문로29길 15
(지번) 정릉동 767-4",37.6159628722637,127.003009451414,02-918-5999,"강황오리로스(대) (56,000원), 강황오리로스(중) (46,000원), 강황오리주물럭(대) (56,000원), 강황오리주물럭(중) (46,000원), 강황오리훈제(대) (56,000원), 강황오리훈제(중) (46,000원), 한방오리백숙 (70,000원), 궁뎅이탕 (50,000원)","월,화,목,금,토,일 11:00 ~ 21:30"
창신동매운족발 본점1호점,"족발,보쌈",3.9,32,"서울 성북구 한천로78길 57 1층
(지번) 석관동 133-57",37.6129807247062,127.064731198354,02-966-9923,"매운 (2인분) (25,000원), 매운순살앞족 (28,000원), 영양순살앞족 (26,000원), 매운미니족 (2인분) (18,000원)",매일 14:00 ~ 23:30
이름없는파스타 성신여대점,이탈리안,3.5,307,"서울 성북구 동소문로20다길 33 1층
(지번) 동선동1가 85-152",37.5922665066766,127.01845611533,070-8860-9171,"멘타이코 알리오올리오 세트 (13,400원), 멘타이코 까르보나라 세트 (14,800원), 나고야풍 테판나폴리탄 세트 (16,400원), 스테이키 까르보나라 골드라벨 세트 (18,400원), 블랙 날치알 쉬림프 로제 세트 (17,400원), 버터명란마요 알리오 세트 (15,000원), 또리쁘루 치즈 리조또 세트 (16,400원), 멘타이코 알리오올리오 (10,400원), 멘타이코 까르보나라 (11,800원), 버터명란마요 알리오 (12,000원), 알리오올리오 (9,400원), 아라비아따 (10,400원), 까르보나라 (10,700원), 올려드린 토핑 소스와 한번 섞어서 식사하세요 :D (9,999원), [월간] 올리브 듬뿍 쉬림프토마토 세트 (16,900원), [월간] 올리브 듬뿍 쉬림프토마토 (13,900원), 레드핫포크™ 토마토파스타 세트 (15,200원), 레드핫포크™ 토마토파스타 (12,200원), 레드핫포크™ 토마토리조또 세트 (16,700원), 레드핫포크™ 토마토리조또 (13,700원), 스테이키 로제 골드라벨 세트 (18,400원), 리코타 치즈 뽀모도로 세트 (16,400원), 알리오올리오 세트 (12,400원), 아라비아따 세트 (13,400원), 까르보나라 세트 (13,700원), 멘타이코 까르보나라 리조또 세트 (15,400원), 페퍼스테키 리조또 골드라벨 세트 (18,400원), 나고야풍 테판나폴리탄 (13,400원), 스테이키 까르보나라 골드라벨 (15,400원), 블랙 날치알 쉬림프 로제 (14,400원)",매일 11:00 ~ 22:00
르한스,양식,3.0,466,"서울 성북구 정릉로10길 127
(지번) 정릉동 918",37.6041320110277,126.998523144915,02-941-1142,"연어직화볼샐러드 (23,000원), 방풍나물리조또 (25,000원), 대추우대갈비 (73,000원), 크림파스타 (27,000원), 한우타르타르 (28,000원)",매일 11:00 ~ 21:00 · 휴게시간 매일 15:00 ~ 17:00
성북동집,국수,4.0,79,"서울 성북구 성북로24길 4 1층
(지번) 성북동 91",37.5944501626994,126.995674409097,02-747-6234,"칼국수 (12,000원), 칼만둣국 (13,000원), 고기만두 (14,000원), 김치만두 (14,000원), 만둣국 (14,000원), 수육(한우) (48,000원)",월요일
두메산골 쌈밥,쌈밥,4.6,16,"서울 성북구 화랑로 119-9 1층
(지번) 하월곡동 10-12",37.6048249281356,127.044349209909,02-942-4629,"두메쌈밥 (12,000원), 청국장 (8,000원), 간장게장 (15,000원), 생삼겹살 (200g) (15,000원), 고등어조림 (12,000원), 갈치조림 (11,000원), 골뱅이무침 (18,000원), 오징어볶음 (18,000원), 김치찌개 (20,000원)",매일 11:00 ~ 22:00
채화정,한정식,4.2,103,"서울 성북구 오패산로3길 9 채화정 건물
(지번) 하월곡동 90-2062",37.6039842075461,127.036475110853,02-912-8333,"누룽지백숙 (소,1마리+죽) (53,000원), 누룽지백숙 (대,2마리+죽) (87,000원), 도토리한상 (20,000원), 도토리정식 (17,000원)",매일 11:00 ~ 22:00
장원산꽃게아구찜해물탕 월곡동본점,"게,대게",3.9,13,"서울 성북구 오패산로 13
(지번) 하월곡동 67-11",37.6034702633832,127.037115153165,02-941-8718,"아구찜(대) (65,000원), 아구찜(중) (50,000원), 아구탕(대) (65,000원), 아구탕(중) (50,000원), 해물탕(대) (73,000원), 해물탕(중) (55,000원), 꽃게백숙(특) (110,000원), 꽃게백숙(대) (90,000원), 꽃게백숙(중) (70,000원), 꽃게양념찜(특) (110,000원), 꽃게양념찜(대) (90,000원), 꽃게양념찜(중) (70,000원), 꽃게탕(특) (110,000원), 꽃게탕(대) (90,000원), 꽃게탕(중) (70,000원), 간장게장1KG (90,000원), 해물모둠찜(대) (73,000원), 해물모둠찜(중) (55,000원)",매일 11:00 ~ 21:50
선화슈퍼가맥,술집,4.3,157,"서울 성북구 보문로30라길 16
(지번) 동선동2가 25",37.5898953159922,127.018770409904,02-925-4627,"오징어구이 (12,000원), 먹태구이 (10,000원), 양념돼지껍데기 (10,000원), 스팸구이 (소) (7,000원), 비엔나쏘세지 (7,000원)",
서민스시,"초밥,롤",4.3,198,"서울 성북구 화랑로25길 20 1층
(지번) 장위동 66-323",37.6095372515092,127.052142950337,02-912-0912,"특별한서시 (12p) (20,000원), 오늘의서시 (10p) (16,000원), 서시카세 (12p) (30,000원)","월,화,목,금,토,일 14:00 ~ 17:00"
선동보리밥,한식,3.0,70,"서울 성북구 성북로 134-4
(지번) 성북동 88",37.5946944009873,126.995145937623,02-743-2096,"보리밥 (10,000원), 낙지볶음 (18,000원), 파전 (18,000원), 감자전 (16,000원), 김치빈대떡 (16,000원), 선동 한우불고기 (22,000원), 영양돌솥밥 (17,000원)",월요일
부부셰프,이탈리안,4.4,53,"서울 성북구 성북로2길 21 1층
(지번) 동소문동1가 48",37.5895031357978,127.007028888864,02-763-4931,"남편피자（약간매움） (20,900원), 아내피자 (18,500원), 꽈뜨로포르마지 피자 (19,500원), 해산물토마토 파스타 (15,800원), 새우로제 파스타 (15,800원), 버섯 크림 리조또 (13,500원), 풍기피자 (19,500원), 마르게리따피자 (16,900원), 페퍼로니피자 (18,500원), 봉골레 파스타 (14,300원), 새우 알리오 파스타 (14,800원), 뽀모도로 파스타 (12,300원), 해산물 크림 리조또 (16,300원), 디아볼라피자（약간매움） (18,500원), 알리오 올리오 파스타 (11,900원), 버섯크림 파스타 (13,500원), 새우크림 파스타 (15,300원), 까르보나라 파스타 (13,500원), 해산물 토마토 리조또 (16,300원), 해산물 로제 리조또 (16,300원), 새우 로제 리조또 (15,800원), 그린 샐러드 발사믹 (8,900원), 그린 샐러드 랜치 (8,900원), 구운버섯 샐러드 (11,900원), 리코타치즈 샐러드 (11,900원), 핫소스 (100원), 수제피클 (500원), 갈릭꿀 (900원), 에피타이저 (500원), 코카콜라 355mL (2,000원)",월요일
모블러,카페,4.5,100,"서울 성북구 동소문로26다길 26
(지번) 동선동3가 28",37.595038795225,127.020478014225,,"아메리카노 (3,500원), 카페라떼 (4,000원), 로얄밀크티 (5,000원), 오가닉 릴렉스 티 (5,500원), 플레인 휘낭시에 (2,500원)",매일 11:00 ~ 21:00
