이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간
노량진횟집,회,4.2,40,"서울 은평구 은평로8길 3 1층
(지번) 응암동 109-9",37.5997519923811,126.921131327918,02-383-6533,"런치정식(2인이상) (24,000원), 모듬회 소 (2인) (88,000원), 모듬회 중 (3인) (115,000원), 모듬회 대 (4인) (139,000원), 모듬회 특 (5인/스끼다시 1상) (159,000원), 모듬회 특대 (5인/스끼다시 2상) (189,000원), 저녁 특 정식 (2인이상) (34,000원)",영업시간 월~토 11:30 ~ 22:00 · 휴게시간 월~금 15:00 ~ 17:00
아리산채,중식,4.2,111,"서울 은평구 수색로 217-1 1층
(지번) 증산동 223-28",37.5786200225853,126.899533764375,02-307-1687,"삼선짬뽕 (10,000원), 짜장면 (7,000원), 소고기덮밥 (13,000원), 송이버섯덮밥 (10,000원), 해물잡탕밥 (16,000원), 탕수육(중) (22,000원), 라조육(중) (30,000원), 소고기탕수육(중) (35,000원), 난자완스(중) (35,000원), 소고기튀김(중) (40,000원), 돼지고기튀김(중) (30,000원), 동파육(중) (40,000원), 고추잡채(중) (35,000원), 사천탕수육(중) (35,000원), 유산슬(중) (40,000원), 양장피(중) (35,000원), 팔보채(중) (40,000원), 누룽지탕(중) (40,000원), 마파두부(중) (20,000원), 깐풍전복 (100,000원), 새우튀김(중) (35,000원), 칠리작은새우(10마리) (35,000원), 깐풍중새우(10마리) (35,000원), 깐풍작은새우(중) (35,000원), 멘보샤(8개) (30,000원), 자연송이전복 (100,000원), 전복해삼 (100,000원), 해상송이 (100,000원), 해삼삼겹살 (100,000원), 삼선간짜장면 (110,000원), 삼선우동면 (10,000원), 쟁반짜장면 (18,000원), 삼선볶음밥 (11,000원), 마파두부덮밥 (10,000원), 볶음밥 (9,000원)",월요일
산들애 건강밥상,한식,4.0,149,"서울 은평구 대서문길 43-16 1층
(지번) 진관동 278-30",37.6561351230062,126.949238788923,02-385-9693,"도토리묵 (8,000원), 불맛쭈꾸미볶음 (17,000원), 불맛제육볶음 (17,000원), 코다리구이 (17,000원), 감자전 (18,000원)","월,화요일"
차이몬스터,중국요리,3.8,452,"서울 은평구 불광천길 334 1층
(지번) 응암동 591-18",37.5889743536353,126.914063366415,02-305-7843,"탕수육 (17,000원), 고추잡채 (17,000원), 양장피 (20,000원), 짬뽕탕 (15,000원), 마늘새우 (23,000원)",영업시간 매일 11:30 ~ 22:00 · 휴게시간 매일 15:00 ~ 16:55
골목집갈비살 연신내직영점,갈비,4.2,38,"서울 은평구 연서로27길 12-9 1층
(지번) 갈현동 454-15",37.6184233604233,126.918462820575,02-6398-4586,"소갈비살 (150g) (19,900원), 양념소갈비살150g (19,900원), 소부채살 (150g) (18,900원), 돼지왕양념구이 (250g) (15,900원), 물,비빔냉면 (6,900원), 골목된장찌개 (5,900원), 골목국수 (6,900원), 묵사발 (4,900원), 양념소부채살150g (18,900원)","월,화,목,금,토,일 17:00 ~ 24:00"
가이오국수 본점,분식,4.0,204,"서울 은평구 연서로 132 1층
(지번) 역촌동 1-45",37.6105380816317,126.917285065415,02-388-0621,"잔치국수 (7,000원), 비빔국수 (7,500원), 김치국수 (7,500원), 얼큰부추국수 (8,000원), 하와이안비빔쫄면 (7,500원), 가이오콩국수(여름메뉴) (9,000원), 다용도 육수 (3,500원), 어린이잔치국수 (4,000원)",영업시간 월~토 11:30 ~ 21:00 · 휴게시간 월~토 15:00 ~ 15:30
YM커피프로젝트,커피전문점,4.6,13,"서울 은평구 연서로29길 21-8 1층
(지번) 갈현동 452-26",37.6191336121159,126.917559511221,070-7767-0829,"과테말라 산 로렌조 (변동가격), 비엔나 (변동가격), 뱅쇼 (변동가격), 모카비엔나 (변동가격), 하우스주스 (변동가격)","월,수,목,금,토,일 11:30 ~ 23:00"
옥탑방,삼겹살,4.4,"2,365","서울 은평구 서오릉로 115 1층
(지번) 역촌동 2-136",37.6097793703695,126.919253268804,010-9127-6400,"청도 미나리 삼겹 (17,000원), 청도 미나리 빠삭전 (12,000원), 청도 미나리 셀프볶음밥 (6,000원), 플루마(200g) (21,000원), 흑돼지플루마(200g) (21,000원), 흑돼지황제살(150g) (10,500원), 흑돼지통갈비살(150g) (15,000원), 흑돼지치마살(150g) (14,000원), 돼지눈꽃목살(200g) (14,000원), 돼지꽃삼겹(200g) (14,000원), 작살삼겹(200g) (14,000원), 통갈매기살(150g) (15,000원)","영업시간 월,수,목,금,토,일 12:00 ~ 22:00"
옥토끼제면소,일본식라면,4.4,158,"서울 은평구 불광천길 536 1층
(지번) 응암동 113-35",37.5979126004398,126.916390991297,02-6104-6353,"백탕면 (8,000원), 청탕면 (8,000원), 미니차슈덮밥 (3,000원)",월요일
넷길이콩나물국밥,국밥,4.4,128,"서울 은평구 진흥로 139 2층
(지번) 대조동 38-12",37.6083547551732,126.925317379288,02-6406-7808,"콩나물국밥 (9,000원), 황태콩나물국밥 (11,000원), 오징어콩나물국밥 (11,000원), 얼큰콩나물국밥 (9,500원), 비빔밥 (9,500원), 어린이국밥 (4,500원), 손두부 (5,000원), 해물파전 (17,000원), 오징어숙회 (13,000원), 편육 (10,000원), 수란추가 (1,000원), 공기밥추가 (1,000원), 두부 (식사주문시 3개) (2,000원), 편육 (식사주문시 5개) (3,000원), 돼지불고기 (식사주문시) (3,500원)",매일 00:00 ~ 24:00 · 휴게시간 매일 15:00 ~ 16:00 · 휴게시간 매일 03:00 ~ 04:00
싱싱연신내횟집,회,3.2,70,"서울 은평구 연서로27길 17 1층
(지번) 갈현동 483-1",37.6181215671023,126.91747998166,02-353-3857,"봄 도다리 회 (39,000원), 봄도다리+우럭 (39,000원), 광어+우럭 (27,000원), 광어+보리숭어 (27,000원), 광어+보리숭어+연어 (39,000원), 우럭+보리숭어+연어 (39,000원), 낙지+멍게 (기름장+초장+고추마늘쌈장) (30,000원), 물회냉면 (12,000원), 모듬회 (39,000원), 봄도다리+광어 (39,000원), 봄도다리+보리숭어 (39,000원), 봄도다리+연어 (39,000원), 봄도다리세꼬시 (39,000원), 봄도다리 반반 (39,000원), 활 고등어 회 (소) (37,000원), 활 고등어 회(중) (72,000원), 활고등어+활어(선택1) (65,000원), 광어 (27,000원), 우럭 (27,000원), 보리숭어 (27,000원), 연어 (27,000원), 우럭+보리숭어 (27,000원), 광어+연어 (27,000원), 보리숭어+연어 (27,000원), 우럭+연어 (27,000원), 광어+우럭+연어 (39,000원), 참돔+광어 (43,000원), 참돔+우럭 (43,000원), 참돔+보리숭어 (43,000원), 참돔+연어 (43,000원)",매일 11:30 ~ 02:00
서부감자국,감자탕,2.9,305,"서울 은평구 서오릉로 8
(지번) 녹번동 181",37.602260750611,126.926933124828,02-356-4555,"서부감자국(소) (27,000원), 우거지감자국(소) (30,000원)",매일 11:00 ~ 23:00
유라쿠,"초밥,롤",3.2,110,"서울 은평구 연서로 214
(지번) 대조동 198-27",37.6174450963706,126.919952107029,02-384-9696,"미니우동 (3,500원), 바삭모둠튀김 (13,000원), 새우튀김 (12,000원), 연어회덮밥 (13,000원), 유라쿠냉모밀 (6,000원), 모둠초밥 10pcs (15,000원), 유라쿠스페셜 12pcs (22,000원), 프리미엄와규 10pcs (21,000원), 특선모둠초밥 10pcs (19,000원), 베스트모둠초밥 10pcs (18,000원), 신선한광어 10pcs (20,000원), 연어초밥 10pcs (16,000원), 초새우초밥 10pcs (15,000원), 생새우초밥 10pcs (15,000원), 공주님스시 6pcs+우동(소) (10,000원), 왕자님스시 6pcs+우동(대) (15,000원), 날치알롤 8pcs (10,000원), 연어롤 8pcs (13,000원), 새우롤 8pcs (12,000원), 장어롤 8pcs (15,000원), 회덮밥 (10,000원), 광어회덮밥 (18,000원), 참치회덮밥 (13,000원), 장어덮밥 (20,000원), 유라쿠우동 (6,000원), 새우튀김우동 (9,000원), 유라쿠사시미 25pcs (35,000원), 광어사시미 24pcs+묵은지포함 (39,000원), 연어사시미 20pcs (30,000원), 왕새우튀김 (13,000원), 모둠고로케 (9,000원), 새우장 (8마리) (13,000원), 새우튀김우동 (9,000원)",월요일
역촌왕돈까스 역촌본점,"돈까스,우동",2.8,142,"서울 은평구 진흥로 121-1
(지번) 대조동 43-7",37.6076327020943,126.923627696578,02-355-2777,"역촌정식 (14,000원), 돈까스 (13,000원), 생선까스 (13,000원)",영업시간 월~토 10:30 ~ 21:30 · 휴게시간 월~토 15:00 ~ 16:30
연서의정원,카페,4.2,834,"서울 은평구 연서로 253-7 1층
(지번) 불광동 310-22",37.6203040862131,126.922754438834,,"에스프레소 (4,000원), 정원 아메리카노 (4,000원), 정원 라떼 (5,000원), 정원 바닐라빈 라떼 (5,500원), 크렘브륄레 라떼 (6,000원), 크렘브륄레 아인슈페너 (6,000원), 콜드브루 (4,500원), 콜드브루라떼 (5,500원), 초오오코라떼 (6,000원), 제주말차라떼 (6,000원), 딸기라떼 (6,000원), 얼그레이밀크티 (5,500원), 밤의정원 (6,000원), 피치아이스티 (4,500원), 자몽티 (5,500원), 캐모마일 (4,500원), 페퍼민트 (4,500원), 얼그레이 (4,500원), 루이보스 (4,500원), 메론소다 (6,000원), 샤인몽에이드 (5,500원), 흙레몬에이드 (5,500원), 자몽에이드 (5,500원), 아이스크림크룽지 (6,500원), 누텔라크룽지 (6,500원), 바나나 털실뭉치슈 (6,000원), 초코 털실뭉치슈 (6,000원), 바니바니 당근당근 (6,000원), 초코무스케익 (6,000원), 딸기치즈찰떡 (3,500원), 블루베리치즈찰떡 (3,500원)",영업시간 매일 11:00 ~ 22:00
목노집,"족발,보쌈",3.8,152,"서울 은평구 연서로28길 10 1층
(지번) 대조동 197-2",37.6177797860508,126.920981012189,02-355-1652,"돼지보쌈 (1인분) (16,000원), 한우곱창 (1인분) (24,000원), 염통 (1인분) (16,000원), 콩팥 (1인분) (16,000원), 양깃머리 (1인분) (33,000원), 간.천엽 (1접시) (20,000원), 한우육회 (1접시) (35,000원)",매일 11:30 ~ 23:00
백년가게 만포면옥 본점,한식,,30,"서울 은평구 연서로 171 1-2층
(지번) 갈현동 463-1",,,02-389-3917,"평양물냉면 (15,000원), 어복쟁반(소) (58,000원), 비빔냉면 (15,000원), 평양만두 (2개) (4,000원), 갈비탕 (16,000원), 녹두지짐(지름12cm 1장) (8,000원), 눈꽃만두 (2개) (4,000원), 옛날불고기 (24,000원), 만두전골(소) (43,000원), 수육 (35,000원), 떡만둣국 (11,000원)",영업시간 매일 11:00 ~ 21:00 · 휴게시간 월~금 16:00 ~ 17:00
미각,샤브샤브,4.7,37,"서울 은평구 연서로29길 11-6 2층
(지번) 갈현동 454-10",37.6188056220264,126.91855347164,010-9954-8375,"모듬샤브 (9,000원), 양고기전골 (9,000원), 해물샤브 (8,000원), 양고기샤브 (8,000원), 소고기샤브 (8,000원)",월~수 15:00 ~ 24:00
얼큰버섯만두전골,"찌개,전골",4.4,10,"서울 은평구 연서로26길 5 1층
(지번) 대조동 197-13",37.6172345455779,126.920233121431,02-356-7756,"얼큰만두전골 (10,000원), 소불고기만두전골 (17,000원), 부대만두전골 (14,000원)",영업시간 매일 10:00 ~ 22:00
이름없는 파스타 연신내점,이탈리안,4.4,51,"서울 은평구 연서로29길 30-3 1층
(지번) 갈현동 430-11",37.6199863790107,126.917148075184,070-8808-9171,"멘타이코 알리오올리오 (8,900원), 멘타이코 까르보나라 (10,300원), 나고야풍 테판 나폴리탄 (11,900원), 버터명란마요 알리오 (10,500원), 베이컨 알리오올리오 (8,500원), 감베로니 알리오올리오 (8,900원), 까르보나라 (9,200원), 베이컨 아라비아따 (8,900원), 해산물 아라비아따 (9,400원), 리코타 치즈 뽀모도로 (11,900원), 스테이키 까르보나라 골드라벨 (13,900원), 블랙 날치알 쉬림프 로제 (12,900원), 스테이키 로제 골드라벨 (13,900원), 멘타이코 까르보나라 리조또 (10,900원), 또리쁘루 치즈 리조또 (11,900원), 페퍼 스테이키 리조또 골드라벨 (13,900원)",영업시간 매일 11:00 ~ 21:00
보들이쭈꾸미,"해물,생선",4.4,212,"서울 은평구 은평로 46
(지번) 신사동 21-20",37.5983041339208,126.913096566963,02-376-3588,"쭈.삼볶음 (16,000원), 쭈.새볶음 (17,000원), 쭈삼정식 (12,000원), 쭈꾸미정식 (12,000원), 쭈꾸미볶음 (15,000원), 함박스테이크 (9,000원), 만두 (7,000원), 감자전 (12,000원)",영업시간 매일 11:00 ~ 22:30 · 휴게시간 매일 15:30 ~ 16:30
장충당 역촌점,"족발,보쌈",4.1,620,"서울 은평구 진흥로 33 1층
(지번) 역촌동 42-62",37.6006453025675,126.91910211177,02-389-7771,"족발 특(앞발) (47,000원), 족발 대(앞/뒤) (43,000원), 족발 중(뒷발) (39,000원), 족발 소(뒷발) (35,000원), 프리미엄 족발 보쌈 세트(대) (79,000원), 반반족발(매운맛,오리지널) (45,000원), 반반족발셋트 (53,000원), 불족발 (46,000원), 보쌈 (43,000원), 장충당 쟁반막국수(대) (15,000원), 장충당 쟁반막국수(소) (10,000원), 스페셜 세트(대) (77,000원), 스페셜 세트(중) (69,000원), 프리미엄 족발 보쌈 세트(중) (59,000원), 장충당 잔치국수 (6,000원), 열무 살얼음 막국수(하계) (10,000원), 장충당 묵사발(하계) (5,000원), 장충당 얼큰술국(동계) (14,000원), 주전자 어묵탕(동계) (6,000원), 매콤 무뼈닭발 (21,000원)",영업시간 월~토 15:00 ~ 22:30
오늘은보글부대,"찌개,전골",3.7,175,"서울 은평구 불광천길 430 1층
(지번) 응암동 580-19",37.5931965296391,126.915111554866,02-376-7907,"오리지널 부대찌개 (2인분) (20,000원), 삼겹부대찌개(2인분) (26,000원), 얼큰 부대찌개 (2인분) (20,000원), 얼큰 부대찌개 (3인분) (30,000원), 피자주는 부대찌개 (2인분) (25,000원), 피자주는 부대찌개 (3인분) (35,000원)",월요일
명륜진사갈비 응암점,갈비,2.9,140,"서울 은평구 응암로 235 대성빌딩 1층
(지번) 응암동 578-16",37.5930153082521,126.917609392344,02-304-9229,"숯불돼지갈비 (가격정보 없음), 후려페퍼 스테이크 (가격정보 없음), 통삼겹살 (가격정보 없음), 생등갈비(프렌치렉) (가격정보 없음), 목살 (가격정보 없음), 숯불닭갈비 (가격정보 없음), 벌집껍데기 (가격정보 없음), 소갈비살 (가격정보 없음), 물냉면 (가격정보 없음), 비빔냉면 (가격정보 없음), 계란찜 (가격정보 없음), 된장찌개 (가격정보 없음), 김치찌개 (가격정보 없음)",영업시간 매일 11:30 ~ 22:30
소담촌 구산직영점,샤브샤브,3.6,172,"서울 은평구 서오릉로 145 상원빌딩 3층
(지번) 구산동 1-24",37.611286414672,126.916477274153,02-356-8668,"월남쌈 샤브 (14,500원), 월남쌈 버섯 샤브 (18,900원), 와규 샤브 (17,800원), 우삼겹 구이 & 샤브 (16,000원), 돈삼겹 구이 & 샤브 (16,000원)",영업시간 매일 11:00 ~ 21:00
삼오순대국 불광역점,순대,3.3,83,"서울 은평구 불광로1길 2 1층
(지번) 대조동 9-17",37.6102664817519,126.928085944562,02-387-2605,"특 순대국(1인) (13,000원), 모둠 순대국 (10,000원), 순대만 순대국 (10,000원), 살코기 순대국 (11,000원), 내장 순대국 (11,000원), 수육 (소) (13,000원), 순대 (10,000원), 술국 (15,000원)","영업시간 월,화,수,금 10:00 ~ 21:00"
연신내회수산,회,4.1,30,"서울 은평구 통일로83길 6-5 삼양빌딩 1층
(지번) 갈현동 404-5",37.6212342178056,126.918922584191,,"광어 (소) (28,000원), 우럭 (중) (35,000원), 참돔 (중) (50,000원), 농어 (중) (60,000원), 줄돔 (60,000원), 놀래미(자연산) (50,000원), 능성어 (변동가격), 감성돔 (변동가격), 생연어회 (중) (40,000원), 광어+우럭 (중) (42,000원), 우럭+연어 (중) (40,000원), 우럭+놀래미 (중) (40,000원), 숭어+우럭 (중) (45,000원), 자방+우럭 (중) (40,000원), 자방+광어 (중) (40,000원), 광어+연어 (중) (40,000원), 모듬회 (중) (50,000원), 우럭 세꼬시 (30,000원), 도다리 세꼬시 (중) (35,000원), 줄돔 세꼬시 (45,000원), 자연산 방어 (소) (35,000원), 참숭어 (중) (40,000원), 보리숭어 (중) (35,000원), 전어 (중) (25,000원), 석화 (찜) (중) (20,000원), 왕새우구이 (중) (25,000원), 활어회무침 (중) (25,000원), 산낙지 (20,000원), 멍게 (15,000원), 개불 (20,000원), 해상 (20,000원), 전복 (25,000원), 해물모듬 (40,000원), 활어회덮밥 (10,000원), 회덮밥 (12,000원), 생연어회덮밥 (10,000원), 멍게회덮밥 (8,000원), 활어초밥 (15,000원), 생우럭탕 (중) (28,000원), 활어물회+소면 (30,000원), 해삼물회+소면 (35,000원), 전복물회+소면 (35,000원), 모듬불회+소면 (45,000원), 봄 도다리회 (중) (50,000원), 새우구이 (45,000원), 전어 회 (25,000원), 전어 구이 (30,000원), 전어 무침 (30,000원)","월,수,목,금,토,일 10:00 ~ 24:00"
장구통,치킨,4.9,40,"서울 은평구 진흥로 61
(지번) 역촌동 40-52",37.6026026150776,126.92069674297,02-389-6692,"누룽지통닭 (16,000원), 누룽지콘치즈닭 (19,000원)",월~토 17:00 ~ 23:00
스타벅스 더북한산점,커피전문점,3.9,"2,093","서울 은평구 대서문길 24-11
(지번) 진관동 277-11",37.6554576593266,126.947556374345,1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)",영업시간 월~금 08:00 ~ 21:00
깡통그릴,"육류,고기",4.9,97,"서울 은평구 응암로9길 19-1 1층
(지번) 응암동 593-37",37.5876008160815,126.91409811961,,"껍딱살 (180g) (17,000원), 배꼽살 (180g) (17,000원), 목살양념 (220g) (14,000원), 목살 (180g) (15,000원), 오겹살 (180g) (15,000원), 삼겹살 (180g) (15,000원)","월,수,목,금 17:00 ~ 24:00"
원마산아구찜,아구,4.7,24,"서울 은평구 통일로83길 11 1층
(지번) 갈현동 403-6",37.6207968936088,126.918551979004,02-6403-7788,"아구찜세트（코다리구이or더덕구이or도토리묵or메밀부추전or계란찜 中 택2） (41,000원), 해물찜세트（코다리구이or더덕구이or도토리묵or메밀부추전or계란찜 中 택2） (52,000원), 아구찜（단품） (27,000원), 해물찜（단품） (45,000원), 코다리구이 (7,000원), 도토리묵 (7,000원), 메밀부추전 (7,000원), 계란찜 (4,000원), 공기밥 (1,000원), 콜라 355mL (2,000원), 사이다 355mL (2,000원), 환타 355mL (2,000원)","월,화,목,금,토,일 11:30 ~ 23:00 · 휴게시간 월,화,목,금 16:00 ~ 17:00"
신간짬뽕,중국요리,4.4,18,"서울 은평구 통일로85길 7-1 2층
(지번) 갈현동 406-2",37.621952320407,126.918814420503,02-352-6767,"간짬뽕 (9,000원), SET 1 (24,000원), SET 3 (30,000원), 국물 SET2 (28,000원), 국물SET3 (29,000원), 국물짬뽕 (8,000원), 간짬뽕밥 (10,000원), 짜장면 (6,000원), 탕수육 (16,000원), 1인 SET 2 (20,000원), 1인 SET 3 (21,000원), SET 2 (27,000원), 국물 SET1 (26,000원), 군만두 (5,000원), 꽃빵튀김 (4,000원), 1인 SET 1 (18,000원), 공기밥 (1,000원), 환타파인（335mL） (2,000원), 콜라（335mL） (2,000원), 사이다（335mL） (2,000원)","영업시간 월,목,금,토,일 11:00 ~ 20:00 · 휴게시간 월,목,금 15:00 ~ 17:00"
일석삼조버섯매운탕,한식,4.2,27,"서울 은평구 증산로 383 1층
(지번) 신사동 337-9",37.5905360334485,126.913188028868,02-309-7762,"소고기샤브버섯매운탕 (13,000원)",영업시간 매일 10:30 ~ 21:20 · 휴게시간 매일 15:00 ~ 16:30
은하식당,한식,4.1,43,"서울 은평구 진흥로15길 26 1층
(지번) 불광동 603-5",37.6115878635872,126.931867614563,02-355-3980,"민어탕(소) (40,000원), 간재미탕(소) (35,000원), 병어회(중) (45,000원), 간재미찜(소) (35,000원), 갑오징어회무침 (40,000원), 간재미회무침(중) (35,000원), 서대회무침(중) (35,000원), 낙지볶음(소) (35,000원), 꼼장어볶음(소) (35,000원), 꼼잠어볶음 (40,000원), 소머리곰탕(1인분) (11,000원), 소머리수육(2인분) (40,000원), 소머리전골(2인분) (40,000원), 삼겹살(1인분) (15,000원), 삼겹제육(2인분) (30,000원), 김치찌개(1인분) (9,000원)",월요일
갈현동할머니떡볶이,떡볶이,3.5,100,"서울 은평구 통일로87길 8-1
(지번) 갈현동 412-5",37.6234840551845,126.918765858296,02-354-8399,"떡볶이 (4,000원), 순대 (4,000원), 닭의 알, 야끼만두, 김말이, 고기만두 중 3개에 (2,000원), 음료수 (1,500원)",월요일
충무칼국수보쌈,칼국수,3.8,240,"서울 은평구 은평로 193 2층
(지번) 녹번동 206",37.601799895141,126.929001628625,02-3142-3198,"굴 보쌈 (35,000원), 꼬막보쌈 (35,000원), 낙지보쌈 (35,000원), 고기 추가 (20,000원), 굴김치 추가 (20,000원), 낙지김치 추가 (20,000원), 꼬막김치 추가 (20,000원), 왕 만두（6EA） (9,000원), 참이슬 후레쉬 (5,000원), 처음처럼 (5,000원), 카스 (5,000원), 테라 (5,000원)",영업시간 매일 11:00 ~ 21:30
쿠우쿠우 연신내점,해산물뷔페,3.7,"1,833","서울 은평구 통일로 856 메트로타워 6층
(지번) 불광동 311-13",37.6196226675938,126.921522873651,02-388-3690,"평일런치 (22,900원), 평일디너 (27,900원), 주말 및 공휴일 (29,900원), 초등학생 (13,900원), 주말초등학생 (14,900원), 어린이 (만 36개월 이상)이 (8,000원)",영업시간 매일 11:00 ~ 22:00
