이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간
쵸이닷,양식,3.4,397,"서울 강남구 도산대로 457 앙스돔빌딩 3층
(지번) 청담동 98-7",37.5244485547435,127.046552125487,02-518-0318,"포트 와인 소스를 곁들인 립아이 스테이크 (10,000원), 샤프론 리조또를 곁들인 송아지 정강이 찜 (가격정보 없음), 포도 소스를 곁들인 양갈비 스테이크 (가격정보 없음), 유자 크림 소스와 송어알을 곁들인 구운 연어 (가격정보 없음), 샤프론 리조또를 곁들인 왕새우 스튜 (가격정보 없음)",매일 15:00 ~ 18:00
뉴만두집,한식,4.0,514,"서울 강남구 압구정로 338 1층
(지번) 신사동 661-1",37.5279245130015,127.038877956425,02-544-3710,"만두전골 (75,000원), 만두국 (15,000원), 빈대떡 (24,000원), 고추전 (24,000원), 비지 (12,000원)",일요일
까사생갈비,갈비,4.4,680,"서울 강남구 봉은사로2길 23 2층
(지번) 역삼동 810-7",37.5031524839888,127.026163252743,02-561-5705,"소 꽃갈비(150g) (32,000원), 생갈비(170g) (18,000원), 이베리코 베요타 갈빗살(150g) (19,000원), 이베리코 베요타 목살(150g) (19,000원), 삼겹살(150g) (18,000원), 2인세트 (59,000원), 3~4인 돼지모듬세트 (89,000원), 3~4인 갈비세트 (100,000원), 까사모듬세트 (138,000원), 돈키호테 샐러드 (6,000원), 감바스 알 아히요 (6,000원), 메종 델 챔피온(6개) (6,000원)",일 11:30 ~ 22:00
스시소라 대치점,"초밥,롤",4.2,291,"서울 강남구 삼성로85길 33 현대썬앤빌 2층 203호
(지번) 대치동 894",37.5042894547839,127.054833280473,02-567-8200,"스시 오마카세 (Counter) (점심) (50,000원), 스시 오마카세 (Counter) (저녁) (100,000원), 스시코스 (Room) (저녁) (55,000원), 스시 오마카세 (Room) (저녁) (70,000원), 사시미 오마카세 (Room) (저녁) (120,000원)",매일 11:30 ~ 22:00
호신각,중국요리,3.8,181,"서울 강남구 테헤란로81길 16 화성빌딩 2층
(지번) 삼성동 157-23",37.5082026884603,127.057138785958,02-553-2888,"짜장면 (8,000원), 간짜장 (9,000원), 고추쟁반짜장 (10,000원), 짬뽕 (밥) (9,000원), 고추짬뽕 (밥) (10,000원), 해물우동 (밥) (11,000원), 기스면 (11,000원), 차돌박이짬뽕 (11,000원), 특삼선짬뽕 (13,000원), 볶음밥 (9,000원), 게살볶음밥 (10,000원), 마파두부밥 (10,000원), 잡채밥 (11,000원), 고추덮밥 (12,000원), 자연송이덮밥 (15,000원), 잡탕밥 (18,000원), 굴짬뽕 (12,000원), 중국식냉면 (12,000원), 냉짬뽕 (12,000원), 탕수육 (소) (22,000원), 양장피 (소) (30,000원), 깐풍기 (소) (26,000원), 팔보채 (소) (35,000원), 깐쇼중새우 (소) (35,000원), 유산슬밥 (18,000원)",일요일
정돈 신사점,"돈까스,우동",4.0,250,"서울 강남구 강남대로160길 28 1층
(지번) 신사동 519-4",37.5197517192215,127.021043153918,02-549-0924,"치킨카츠 (17,000원), 생선카츠 (17,000원), 스폐셜등심돈카츠 (21,000원), 등심돈카츠 (16,000원), 안심돈카츠 (17,000원), 등심&안심돈카츠 (21,000원), 새우등심돈카츠 (27,000원), 새우안심돈카츠 (28,000원)",매일 11:30 ~ 21:30 · 휴게시간 매일 15:30 ~ 17:00
강남진해장,"찌개,전골",3.3,578,"서울 강남구 테헤란로5길 11 유빌딩 1층
(지번) 역삼동 819-4",37.4994948439229,127.029264003855,02-557-2662,"양선지해장국 (11,000원), 내장탕 (14,000원), 진얼큰탕 (13,000원), 곱창전골 (중) (62,000원), 갈비곱창전골 (중) (65,000원), 양지곰탕 (11,000원), 사골곰탕 (11,000원), 모듬전골(중) (75,000원), 수육(중) (40,000원)",일 00:00 ~ 21:30
도수향,"떡,한과",3.5,205,"서울 강남구 선릉로161길 21-4 1층
(지번) 신사동 662-7",37.5272045654367,127.038471443675,02-540-2939,"도수향 인절미 (소) (24,000원)",일요일
마켓오 압구정점,양식,3.9,134,"서울 강남구 도산대로 310 2층
(지번) 논현동 91-6",37.5215381083611,127.035475775373,02-515-0105,"루꼴라 모짜렐라 플랫 브레드 (24,000원), 통 전복 오일 파스타 (26,000원), O'스테이크 (72,000원), 채끝 등심 리조토 (25,000원), O'봉골레 (25,000원)",매일 11:30 ~ 22:00
통영집,회,3.8,43,"서울 강남구 선릉로 527 1층
(지번) 역삼동 696-31",37.5064966201215,127.047400192043,02-562-9277,"모듬회세꼬시(1人) (60,000원), 특모듬회(1人) (70,000원), 도다리세꼬시(1人) (78,000원), 생홍어회 (100,000원), (여름보양별미)민어회(1人) (78,000원), (여름보양별미)민어전 (7,000원)",일요일
압구정하루,"돈까스,우동",4.1,390,"서울 강남구 언주로172길 56 1층
(지번) 신사동 663-9",37.526775834828,127.038298473956,02-514-5557,"냉모밀 (11,000원), 판모밀 (11,000원), 냉우동 (11,000원), 비빔모밀 (11,000원), 비빔우동 (11,000원), 온모밀 (11,000원), 유부우동 (9,000원), 돈가스 (12,000원), 우동돈가스 (14,000원), 카레돈가스 (14,000원), 카레라이스 (9,000원), 유부초밥 (5,000원), 뚝배기김치우동 (13,000원), 김치돈가스 (14,000원)",매일 11:30 ~ 21:20 · 휴게시간 매일 15:30 ~ 17:00
파크루안 역삼점,중식,3.6,126,"서울 강남구 논현로 430 아세아빌딩 지하1층
(지번) 역삼동 726",37.499001193592,127.038355416717,02-562-5565,"칠리 중새우 BEST!! (43,000원), 크림 중새우 (43,000원), 생과일 쇠고기 안심탕수육 (51,000원), 해물 양장피 BEST!! (39,000원), 오향장육 (46,000원), 깐풍기 (36,000원), 기스면 (11,000원), 항주새우 (43,000원), 마늘 중새우 (43,000원), 궁보매운 중새우 (43,000원), 피망 쇠고기 볶음 (43,000원), 어향쇠고기 안심 청경채 (54,000원), 몽골리안비프 (54,000원), 파크루안 특냉채 (66,000원), 전복 해파리냉채 (61,000원), 찹쌀 탕수육 BEST!! (33,000원), 일반 탕수육 (33,000원), 광동식 탕수육 (33,000원), 유린기 (36,000원), 닭고기 레몬소스 (36,000원), 튀긴마늘과 매운 닭고기 (39,000원), 사천라조기 캐슈넛 (36,000원), 표고버섯 속박이／류양동고 (47,000원), 푸른채소와 팔경 (36,000원), 어향가지 속박이 (45,000원), 성두식 진 마파두부 (36,000원), 인삼전가복 BEST!! (86,000원), 팔보라조（팔보채） (59,000원), 게살류산슬 (56,000원), 팔진덮밥 (21,000원)",매일 11:30 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:30
원조원주추어탕 강남본점,추어,3.5,139,"서울 강남구 강남대로110길 6
(지번) 역삼동 809-1",37.5040392297245,127.025447892521,02-557-8647,"갈아서추어탕 (13,000원), 통마리추어탕 (14,000원), 전복추어탕 (19,000원), 전복구이 (35,000원), 미꾸라지튀김 (13,000원), 메기매운탕 (소) (40,000원), 메기불고기 (소) (60,000원)",일요일
다운타우너 청담,햄버거,4.2,446,"서울 강남구 도산대로53길 14 1층
(지번) 신사동 666-25",37.524064899915,127.038573907268,070-8833-3696,"다운타우너 버거 (10,300원), 아보카도 버거 (12,600원), 스파이시 풀드포크 버거 (12,400원), 베이코닉 버거 (13,800원), 트러플 포테이토 버거 (12,400원), 슈림프 디럭스 버거 (11,800원), 크리스피 치킨 버거 (10,900원), 클래식 치즈 버거 (7,700원), 칠리 토마토 쉐이커 (5,800원), 트러플 쉐이커 (5,800원), 파마산 치즈 쉐이커 (5,800원), 오리지널 치킨텐더 (7,800원), 제너럴쏘 치킨텐더 (7,800원), 생 바질 모짜렐라 버거 (12,400원), 오리지널 프라이즈 (5,800원), 치즈버거 프라이즈 (8,800원), 갈릭버터 프라이즈 (6,800원), 고구마 프라이즈 (6,800원), 치즈 프라이즈 (5,800원), 점보 모짜스틱 1조각 (3,800원)",매일 11:30 ~ 21:30
안남,베트남음식,3.8,286,"서울 강남구 언주로 118 1층 133호
(지번) 도곡동 467-24",37.4869159664401,127.051855548139,02-571-9412,"안남 쌀국수 (26,000원), 하노이 쌀국수 (16,000원), 매운한우쌀국수 (21,000원), 1인 세트 A(롤) (22,000원), 1인 세트 C(튀김) (22,000원), 안남플래터 (27,000원), 분짜 (35,000원), 사천식 돼지고기 튀김（소） (25,000원), 사천식 돼지고기 튀김（大） (29,000원), 돔양 쌀국수 (19,000원), 아보카도 새우볶음밥 (19,000원), 1인 세트 B(롤) (22,000원), 1인 세트 D(튀김) (22,000원), 새우 얌운센 샐러드 (14,000원), 아보카도롤 (13,000원), 새우롤 (15,000원), 소프트쉘 크랩롤 (17,000원), 넴（짜조） (13,000원), 텃만꿍 (16,000원), 프렌치 프라이 (12,000원), 공심채 (19,000원), 우삼겹공심채 (24,000원), 2인 월남쌈 (40,000원), 오렌지 치킨(대) (29,000원), 오렌지치킨(소) (25,000원), 푸팟퐁커리 (33,000원), 하프 분짜 (19,000원), 매운 쌀국수 (19,000원), 한우 쌀국수 (21,000원), 소프트쉘 크랩 볶음밥 (19,000원)",매일 11:00 ~ 21:30 · 휴게시간 매일 15:00 ~ 17:30
이대성의진면목,한식,3.9,423,"서울 강남구 삼성로100길 23-3 1층
(지번) 삼성동 153-64",37.5102268857967,127.057137953712,02-569-7577,"닭도리탕 (30,000원), 아귀꽃찜 (30,000원), 등심칼국수 (10,000원), 복칼국수 (11,000원), 평양식만두 (6,000원), 한우등심샤브샤브 (15,000원), 오늘보쌈 (30,000원), 한우생불고기 (16,000원)",매일 10:30 ~ 22:00
루위,중식,3.6,"1,811","서울 강남구 도산대로 211 1층
(지번) 신사동 587-14",37.5205955456524,127.029681739673,02-3445-0003,"사천식닭날개 (45,000원), 자파이구 (45,000원), 게살 소룡포 (4p) (9,000원), 유니짜장면 (저녁) (8,000원), 기스면 (저녁) (10,000원)",매일 11:30 ~ 22:00
수담한정식,한정식,3.5,184,"서울 강남구 봉은사로 418 조양빌딩 지하1층
(지번) 삼성동 113",37.5105107977587,127.045978619395,02-558-4900,"진연상 (62,000원), 수라상 (82,000원), 보리굴비정식 (점심) (30,000원), 보리굴비정식 (저녁) (40,000원), 선비상 (40,000원), 대감상 (50,000원), 용왕상 (120,000원), 담정식(평일점심특선) (29,000원)",매일 11:30 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:30
삼육가 논현직영점,"육류,고기",3.9,123,"서울 강남구 강남대로114길 8 지하1층,1층
(지번) 논현동 198",37.5056918554336,127.025018227907,02-541-8055,"꽃삼겹 (19,000원), 빠다꽃등심 (150g) (33,000원), 꽃삼겹 세트 (45,000원), 꽃삼목 세트 (64,000원), 한우 시골 된장찌개 (9,000원), 꽃목살 (19,000원), 안창살 (150g) (31,000원), 묵은지 김치찌개 (9,000원), 한우육회비빔밥(점심특선) (11,000원), 육쌈냉면(점심특선/여름) (10,000원), 1인 부대찌개 (10,000원), 삼겹 보쌈 정식 (12,000원), 얼큰이 돼지전골 (소) (20,000원), 한우육회 (200g) (25,000원), 사골 떡 만둣국(점심특선/겨울) (10,000원)","매일 11:30 ~ 22:00 · 휴게시간 월,수,목,금,토,일 15:00 ~ 17:00"
한우리 본점,"육류,고기",3.1,101,"서울 강남구 도산대로 304
(지번) 논현동 91-18",37.5211495474917,127.034729328677,02-545-3334,"한우생갈비(200g) (94,000원), 한우토시살(130g) (94,000원), 한우안창살(130g) (94,000원), 한우꽃등심(150g) (76,000원), 한우양념갈비(200g) (72,000원), 한우불고기(180g) (63,000원), 한우등심(150g) (63,000원), 한우차돌박이(130g) (60,000원), 양념갈비(200g) (62,000원), 한우샤브샤브 (62,000원), 한우스끼야끼 (85,000원), 한우곱창전골 (52,000원), 한우버섯국수전골 (35,000원)",
길목,"육류,고기",4.2,540,"서울 강남구 영동대로129길 10 1층
(지번) 삼성동 58-6",37.5190226574899,127.056403395592,02-518-9710,"투뿔목살(200g) (18,000원), 특오겹살(200g) (18,000원), 껍살(250g) (20,000원), 표고버섯 (6,000원), 오크라구이 (6,000원)",일요일
참치공방 강남점,참치회,3.9,217,"서울 강남구 강남대로78길 18 2층
(지번) 역삼동 831-27",37.4950282343852,127.030876168962,02-538-0220,"스페셜참치 무한리필코스 (42,000원), 점심스페셜코스 (35,000원), 맛참치 무한리필코스 (33,000원), 특참치 무한리필코스 (36,000원), 주방장특선 무한리필코스 (60,000원), 혼마구로 무한리필코스 (80,000원), 참다랑어 배꼽살 (20,000원), 참다랑어 뱃살 (20,000원), 새우튀김 (20,000원), 희레까스 (15,000원), 알탕 (15,000원), 초밥 A (30,000원), 초밥 B (20,000원), 점심 A 코스 (30,000원), 점심 B 코스 (25,000원), 회덮밥 (12,000원), 희레까스 (12,000원), 알탕 (12,000원), 알밥 (12,000원)",일 11:00 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:00
유정식당,한식,3.6,94,"서울 강남구 도산대로28길 14
(지번) 논현동 8-8",37.5183664982068,127.02806735115,02-511-4592,"유정 쌈밥 (2인분 이상 주문) (12,000원), 흑돼지 김치전골 (10,000원), 흑돼지 돌솥 비빔밥 (10,000원), 산채 돌솥 비빔밥 (10,000원), 산채 비빔밥 (10,000원), 유정 부대찌개 (10,000원), 유정 청국장 (10,000원), 초당 순두부 (10,000원), 생고기 흑돼지 오겹살 (17,000원), 흑돼지 고추장 오겹살 (19,000원), 흑돼지 제육볶음 (17,000원), 유정 두부김치 (15,000원), 도토리묵 무침 (15,000원), 삼계탕 (15,000원)","토,일 10:00 ~ 20:00"
뽕나무쟁이 선릉본점,"족발,보쌈",4.2,684,"서울 강남구 역삼로65길 31 1층
(지번) 대치동 896-5",37.5031995277517,127.052001164203,02-558-9279,"모둠족발 (중) (42,000원), 모둠족발 (대) (47,000원), 모둠족발 (특대) (65,000원), 뽕족발 (중) (40,000원), 뽕족발 (대) (45,000원), 뽕족발 (특대) (63,000원), 양념족발 (중) (40,000원), 양념족발 (대) (45,000원), 양념족발 (특대) (63,000원), 쟁반막국수 (13,000원), 참치김치찌개 (10,000원)",매일 12:00 ~ 22:50
미에뜨 도곡점,이탈리안,3.7,167,"서울 강남구 양재천로 195 나노빌딩 1층
(지번) 도곡동 454-9",37.4828713969164,127.04675312364,02-571-7200,"닭더페퍼(닭다리살구이) (21,000원), 트러플오일 감자튀김 (12,800원), 새우양송이 타파스 (17,800원), 해머포크 (35,000원), 채끝살 (59,000원), 티본 (89,000원), 트러플 프로슈토 피자 (23,000원), 페페로니 피자 (21,000원), 단호박 시금치 피자 (23,000원), 문어와감자퓨레 (19,800원), 봉골레 파스타 (19,800원), 먹물리조또 (22,800원), 관자그린바질 크림파스타 (23,800원), 비프라구 파스타 (22,600원), 해장 파스타 (23,800원), 항정살 파스타 (23,800원), 왕새우 파스타 (22,600원), 부라타 샐러드 (18,800원), 단호박 양송이 파스타 (23,800원), 해산물 파스타 (23,800원)",매일 11:00 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:00
테라로사 포스코센터점,카페,3.9,642,"서울 강남구 테헤란로 440 포스코센터 1,2층
(지번) 대치동 892",37.5058149679709,127.056130956028,033-648-2760,메뉴 없음,"토,일 08:30 ~ 21:00"
로마옥 도곡,양식,3.8,409,"서울 강남구 강남대로48길 11 1층
(지번) 도곡동 948-13",37.4869990199787,127.034068788108,02-577-2396,"잣 카프레제 샐러드 (12,000원), 프로슈토 멜론 샐러드 (12,000원), 다시마 숙성 광어 카르파치오 (16,000원), 크리스피 먹물관자와 감자퓨레 (20,000원), 전복 게우 파스타 (23,000원), 봉골레 파스타 (23,000원), 블랙타이거 비스크 파스타 (24,000원), 트러플 크림 파스타 (25,000원), 오소부코 라구 파스타 (28,000원), 매생이 관자 리조또 (22,000원), 갑오징어 먹물 리조또 (24,000원), 피리피리 치킨 (29,000원), 발사믹 글레이즈 연어 스테이크 (35,000원), 마살라 소스와 수비드한 항정살 (37,000원), 안심 스테이크 (64,000원), 한우 채끝 스테이크 (64,000원), 크리스피 먹물관자와 감자퓨레(3pcs) (14,000원), 티라미쑥 (10,000원), 베리넛 세미 프레도 (10,000원)",매일 11:30 ~ 22:00 · 휴게시간 매일 15:00 ~ 17:00
박서방순대국밥 삼성본점,순대,3.3,155,"서울 강남구 삼성로 520 1층
(지번) 삼성동 156-5",37.5087063025885,127.055920148494,02-568-9205,"순대국밥 (11,000원), 모듬순대 (소) (27,000원), 머리고기(1인분) (21,000원), 술국 (13,000원), 오소리감투 (13,000원), 순대정식(2인분) (14,000원), 모듬순대(중) (32,000원), 모듬순대(대) (37,000원), 새끼보 (13,000원), 순대(1인분) (9,000원)",일요일
