이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간
크치치킨 회기점,치킨,4.1,56,"서울 동대문구 회기로 125 1층
(지번) 회기동 60-93",37.5916217520723,127.05053472482,02-963-9285,"깻잎치킨 후라이드 콤보 (21,000원), 매콤크림파스타 (12,000원), 크림어니언치킨 콤보 (21,000원)",영업시간 월~토 15:00 ~ 24:00
원조홍릉각,중국요리,3.0,159,"서울 동대문구 약령시로 90 1층
(지번) 제기동 838",37.58286058803,127.039960536943,02-969-7787,"육미짜장 (7,700원), 짜장밥 (9,900원), 양장피 (35,000원), 탕수육 (25,000원), 고기튀김 (23,000원), 육미간짜장 (8,800원), 굴짬뽕 (8,800원), 잡채 (23,000원), 삼선간짜장 (15,000원), 깐풍육 (25,000원), 삼선짬뽕 (20,000원), 라조육 (25,000원), 깐풍기 (25,000원), 잡채밥 (9,900원), 굴짬뽕밥 (9,900원), 깐쇼새우 (35,000원), 깐풍새우 (35,000원), 팔보채 (50,000원), 특면 (10,000원), 전가복 (150,000원), 잡탕밥 (20,000원)","월,화요일"
40년전통할머니추어탕,추어,4.2,20,"서울 동대문구 장한로 39 1층
(지번) 장안동 430-18",37.5648350170019,127.066529832403,02-3394-8122,"추어탕+돌솥밥 (12,000원), 통추어탕+돌솥밥 (14,000원), 추어튀김(소) (8,000원), 추어튀김(대) (15,000원), 물만두 (7,000원)",영업시간 매일 10:00 ~ 21:00
성천막국수 답십리점,국수,4.2,418,"서울 동대문구 답십리로48나길 2 1층
(지번) 답십리동 33-28",37.5698941948354,127.057809585953,02-2244-5529,"제육 반접시 (80g) (6,500원), 물막국수 (9,000원), 비빔막국수 (9,000원), 물막국수+제육 (40g) (11,000원), 비빔막국수+제육 (40g) (11,000원), 제육(160g 1~2인) (13,000원)",영업시간 월~토 11:30 ~ 21:00 · 휴게시간 월~금 15:00 ~ 17:00
늘봄해물찜손칼국수 답십리본점,"해물,생선",3.1,133,"서울 동대문구 전농로 39
(지번) 답십리동 267-8",37.5685603968442,127.056808153765,02-2215-5051,"해물찜 (55,000원), 낙지볶음 (24,000원), 해물낙지칼국수 (12,000원), 들깨칼국수 (9,000원), 아구찜 (42,000원), 전복찜 (100,000원), 바지락칼국수 (9,000원), 해물전복칼국수 (15,000원), 왕만두 (8,000원), 면사리 (3,000원), 공기밥 (2,000원), 물김치 (3,000원), 삶은낙지 한마리 (18,000원), 와사비 간장 (500원), 양배추 샐러드 (500원), 양파장아찌 (500원), 찜 낙지 추가 (18,000원), 전복추가 (5,000원), 삶은 낙지 (18,000원)",영업시간 매일 11:00 ~ 22:00
홍능족발,"족발,보쌈",3.3,181,"서울 동대문구 홍릉로 20 1층
(지번) 청량리동 311",37.5820709616218,127.044958497105,02-957-6000,"튀김족발 (39,000원), 족발 (34,000원), 보쌈 (34,000원), 반반메뉴 (49,000원), 매운미니족 (22,000원), 매운족발 (35,000원), 쟁반국수 (7,000원), 주먹밥 (3,000원), 공기밥 (1,000원), 미니족 (17,000원), 콜라 (2,000원), 사이다 (2,000원)",월요일
용두동복집,복어,4.3,68,"서울 동대문구 왕산로16길 9 1층
(지번) 용두동 112-10",37.5774468649801,127.031348052175,02-921-5936,"복매운탕 (27,000원), 복지리 (27,000원), 복불고기 (29,000원), 복튀김(소) (25,000원), 복죽 (2,000원), 볶음밥 (2,000원)",영업시간 월~토 11:30 ~ 21:00
일미간장게장,"게,대게",3.0,103,"서울 동대문구 장한로24길 7 1층
(지번) 장안동 367-3",37.5708963505639,127.071502974477,02-2242-4338,"간장게장 (75,000원), 꽃게양념무침（양념게장） (75,000원), 꽃게조림 (75,000원), 꽃게 양념찜 (65,000원), 꽃게탕 (65,000원), 한방간장보리굴비 (25,000원), 게장2＋굴비 1 (75,000원), 해물양념찜 (65,000원), 해물탕 (65,000원), 아구찜 (55,000원), 철판낙지 (45,000원), 낙지전골 (55,000원), 산낙지 (40,000원), 알밥 1인분 (3,000원), 콜라 355mL (2,000원), 사이다 355mL (2,000원), 환타（파인애플） 355mL (2,000원)",매일 00:00 ~ 24:00
육전식당 3호점,"육류,고기",3.9,112,"서울 동대문구 천호대로 38 1층
(지번) 신설동 93-3",37.5736874321418,127.027505001963,02-2234-6373,"제육백반 (10,000원), 육전 떡갈비 정식 (11,000원), 육전 국밥 (10,000원), 뚝배기불고기 (9,000원), 김치/된장찌개 (8,000원), 통목살 (17,000원), 통삼겹살 (17,000원), 항정살 (18,000원), 제주오겹살 (20,000원), 양념껍데기 (14,000원), 들기름막국수 (9,000원), 비빔막국수 (9,000원), 물막국수 (9,000원)",영업시간 매일 11:00 ~ 23:00
킹수제만두,분식,4.0,335,"서울 동대문구 한빛로 3 1층
(지번) 신설동 80-4",37.5765246825914,127.024124604777,02-926-0288,"마파두부 (26,000원), 고기새우찐만두 (14,000원), 고기새우군만두 (15,000원), 마파두부덮밥 (14,000원), 목이버섯계란덮밥 (14,000원), 궈바로우（탕수육） (32,000원), 고기새우물만두 (14,000원), 매운오징어 (31,000원), 공깃밥 (1,000원), 차파이（복숭아） 500ml (4,000원), 빙홍차 500ml (4,000원), 빙탕쉐리 500ml (4,000원), 왕노지 310ml (4,000원)",월요일
감초식당,한식,3.3,128,"서울 동대문구 약령서길 28 1층
(지번) 제기동 892-12",37.5795666696962,127.036256927579,02-962-4570,"청국장 (0원), 순두부찌개 (0원), 김치찌개 (0원), 된장찌개 (0원), 돼지불갈비정식(300g) (0원), 고등어구이 (0원), 삼치구이 (0원), 육개장 (0원), 돼지불갈비(300g) (0원), 닭발 (가격정보 없음), 후라이드 (가격정보 없음), 양념치킨 (가격정보 없음), 닭똥집 (가격정보 없음)","첫째,셋째 월요일"
장군집,"육류,고기",3.4,117,"서울 동대문구 회기로25길 23-5
(지번) 회기동 54-39",37.5911207901172,127.05537757246,010-2705-3099,"갈매기+뽈살 (반근) (15,000원), 모듬스페셜 (350g) (16,500원), 갈매기살 (300g) (15,000원), 뽈살 (300g) (15,000원), 낙엽살(소금구이) (300g) (15,000원), 막창 (300g) (15,000원), 껍데기 (300g) (10,000원), 항정살(소금구이)(150g) (13,000원)",영업시간 매일 17:00 ~ 01:00
할머니냉면,냉면,3.5,287,"서울 동대문구 왕산로37길 51
(지번) 제기동 470",37.5822715535487,127.043676583037,02-963-5362,"냉면 (7,000원), 냉면곱배기 (9,000원), 면사리 (3,000원)",영업시간 매일 10:00 ~ 21:00
다이닝원 청량리점,뷔페,4.1,266,"서울 동대문구 고산자로32길 78 아트포레스트 청량리 2층
(지번) 용두동 39-1",37.5775880431542,127.042841437254,02-960-5985,"런치 (평일 오후5시 이전) (26,900원), 디너 (평일 오후5시 이후) (31,900원), 초등학생 (평일) (16,900원), 런치/디너 (주말 및 공휴일) (34,900원), 초등학생 (주말 및 공휴일) (17,900원), 미취학아동 (만36개월이상)(평일,주말 동일) (9,900원)",영업시간 매일 11:00 ~ 21:30
장어세상,장어,4.7,13,"서울 동대문구 장한로 9 1층
(지번) 장안동 432-3",37.5624474297754,127.064815123197,02-2243-3355,"민물장어 (1kg) (59,000원), 산꼼장어 (1인분) (25,000원), 소갈비살(190g) (18,000원), 장어탕 (7,000원)",영업시간 매일 11:00 ~ 22:00
신화쭈꾸미 회기점,"해물,생선",4.3,153,"서울 동대문구 경희대로4길 74 1층
(지번) 회기동 346-15",37.5911616801736,127.056360982756,02-963-8886,"[동대문구 쭈꾸미 재주문율1위]신화쭈꾸미 SET (28,000원), [동대문구 쭈꾸미 재주문율1위]쭈꾸미 삼겹살 SET (30,000원), [동대문구 쭈꾸미 재주문율1위]바다 쭈꾸미 SET (30,000원), [동대문구 쭈꾸미 재주문율1위]쭈꾸미 모듬 SET (31,000원), 날치알 주먹밥 (3,000원), 날치알 볶음밥 (3,000원), 공깃밥 (1,000원), 콜라 355mL (1,500원), 사이다 355mL (1,500원)",영업시간 매일 15:00 ~ 23:00
이모네왕파전,"호프,요리주점",3.2,214,"서울 동대문구 회기로28길 12-3
(지번) 휘경동 335-20",37.5891758798869,127.056010640964,,"해물파전 (12,000원), 김치전 (12,000원), 김치치즈파전 (16,000원), 고추전 (12,000원), 깻잎전 (12,000원), 감자전 (13,000원), 오삼불고기 (16,000원), 치즈계란말이 (13,000원), 메밀전방 (9,000원), 골뱅이무집 (15,000원), 해물라면전골 (13,000원), A set 파전+생선+닭도리탕+옥수수콘+떡볶이+음료 (43,000원), B set 파전+메일전영+고추전+옥수수콘+떡볶이+음료 (34,000원), C set 파전+해물팡뽕+옥수수콘+떡볶이+음료 (26,000원), D set 파전+곱창전골+옥수수촌+떡M이+지핑막걸리 (26,000원), E set 파전+도토리묵+옥수수콘+떡볶이+음료 (21,000원), F set 파진+닭발+옥수수콘+떡볶이+음료 (25,000원), H set 파전+꼬치오뎅탕+옥수수콘+떡볶이+음료 (25,000원), I set 파전+강치치즈파전+옥수수콘+떡볶이+음료 (29,000원), J set 파전+홍합낙자탕+옥수수콘+떡볶이+음료 (28,000원), G set 파전+치즈계란말이+옥수수븐+떡튀이+음료 (가격정보 없음)",매일 00:00 ~ 24:00
갈비명가이상 답십리점,갈비,2.8,87,"서울 동대문구 천호대로 327
(지번) 답십리동 530-27",37.5645437637165,127.056419248727,02-2243-8200,"한우 특선모둠 500g (265,000원), 이상 궁중갈비(300g/2대) (51,000원), 궁중갈비정식 (53,000원), 한우 눈꽃등심 150g (79,000원), 이상 궁중생갈비 (250g/2대) (57,000원), 이동갈비 (300g/4대) (42,000원), 한우육회 (29,000원), 설렁탕 (12,000원)",영업시간 매일 11:00 ~ 22:00
청량리남원통닭,치킨,3.4,375,"서울 동대문구 홍릉로1길 39 1층
(지번) 제기동 635-4",37.5804162833524,127.042785999351,02-968-9841,"반반（알바생 최애） (22,000원), 후라이드치킨（대）（사장님강추） (20,000원), 양념치킨（대） (22,000원), 닭똥집（알바생 강추／최애） (14,000원), 후라이드치킨 （소） (18,000원), 양념치킨（소） (20,000원), 닭똥집（양념） (16,000원), 콜라 500mL (2,000원), 사이다 500mL (2,000원)",영업시간 매일 11:00 ~ 21:30
일번지정육식당 장한평점,"육류,고기",3.6,147,"서울 동대문구 장한로 18 1층
(지번) 장안동 433-19",37.5627764259216,127.065878096788,02-2212-9926,"큰소 한마리(1.2kg) (73,000원), 작은소 한마리(900g) (58,000원), 소살치살 (180g) (17,000원), 소꽃등심 (180g) (16,000원), 한우꽃등심 (180g) (40,000원)",영업시간 매일 11:00 ~ 22:00
경동시장 평양냉면,냉면,4.4,123,"서울 동대문구 왕산로29길 4 2층
(지번) 제기동 1013",37.5789595127417,127.040087057329,02-965-8258,"물냉면 (11,000원), 비빔냉면 (11,000원), 회냉면 (12,000원), 온면 (11,000원), 평양만두 (10,000원), 돼지수육 (14,000원), 돼지수육 반 (7,000원), 홍어무침 (14,000원), 떡만둣국 (11,000원), 곱빼기 추가 (5,000원), 사리 추가 (6,000원)",영업시간 월~토 11:00 ~ 20:30 · 휴게시간 월~토 15:00 ~ 17:00
춘천냉면,냉면,4.0,98,"서울 동대문구 왕산로37길 50
(지번) 청량리동 733",37.5821757691531,127.043943032361,02-966-8194,"냉면 (7,000원), 매운냉면 (7,000원), 곱빼기 (9,000원), 김치만두 (5,000원), 떡만두국 (겨울메뉴) (8,000원), 고기만두 (5,000원)",영업시간 매일 08:30 ~ 21:30
허파식당,"찌개,전골",4.0,91,"서울 동대문구 왕산로26가길 17 1층
(지번) 용두동 52-12",37.5771916402658,127.037440366213,02-924-4119,"소허파전골 (대) (35,000원), 소허파전골 (중) (25,000원), 소허파전골 (소) (20,000원)",영업시간 매일 11:00 ~ 21:30
홍곱창 회기본점,"곱창,막창",4.3,124,"서울 동대문구 회기로25길 60 1층
(지번) 이문동 341-39",37.5923507232446,127.056916023175,02-3295-1187,"야채곱창 (13,000원), 불곱창 (11,000원), 순대곱창 (12,000원), 소금구이 막창 (13,000원), 알곱창 (14,000원)",영업시간 월~금 14:00 ~ 22:30
힘찬풍천장어,장어,4.0,120,"서울 동대문구 난계로 252 1층
(지번) 신설동 117-5",37.5741009194382,127.02366773372,02-2231-9743,"활장어 (55,000원), 서울식 불고기 (15,000원), 소갈비살 (15,000원), 우럭추어탕 (11,000원), 통추어탕 (11,000원), 장추어탕 (9,000원)",영업시간 매일 11:00 ~ 22:00
레알라면,분식,4.4,182,"서울 동대문구 회기로25길 23-5 1층
(지번) 회기동 54-39",37.5911207901172,127.05537757246,0507-1311-4208,"오렌지 (6,500원), 라면 사리 (1,000원), 레드 (6,500원), 옐로우 (6,500원), 쿨피스 (500원), 계란1개추가 (500원)","영업시간 월,화,목,금,토,일 11:00 ~ 21:00 · 휴게시간 월,화,목,금,토,일 15:00 ~ 17:00"
라무진 장안1점,갈비,2.8,38,"서울 동대문구 장한로 68 JB타워 1층 102호
(지번) 장안동 362-1",37.5668325399007,127.068551041724,02-2244-3446,"징기스칸 프렌치랙 (180~200g) (31,000원), 징기스칸 양갈비 (250g) (30,000원), 징기스칸 양고기 (200g) (29,000원), 오뎅탕 (15,000원)",영업시간 매일 17:00 ~ 24:00
은하곱창,"곱창,막창",3.7,469,"서울 동대문구 전농로15길 22 1층
(지번) 전농동 295-48",37.5780403599325,127.056314751482,02-2247-0254,"돼지곱창전골 (소) (30,000원), 돼지곱창전골 (중) (35,000원), 돼지곱창전골 (대) (40,000원), 오징어볶음(2인) (30,000원), 잔치국수 (5,000원), 비빔국수 (5,000원), 모밀국수 (5,000원), 열무국수 (5,000원)",영업시간 월~금 11:00 ~ 21:30 · 휴게시간 월~금 13:30 ~ 14:30
독도게찜 장안직영점,"게,대게",4.6,161,"서울 동대문구 천호대로85길 98 1층
(지번) 장안동 360-4",37.5658938870105,127.068698232957,02-2249-3337,"대게(2마리) (60,000원), 랍스타 버터치즈구이 세트 2마리(1.2kg) (99,000원), 러시아 대게 1마리 세트 (150,000원), 광어(중) (35,000원), 광어+연어(중) (35,000원), 문어숙회 (30,000원), 문어무침 (30,000원), 멍게 (15,000원), 열기튀김 (10,000원), 전복찜 (25,000원), 소라찜 (20,000원), 왕새우튀김 (20,000원), 간장새우 (20,000원), 게다리튀김 (15,000원)",영업시간 매일 11:30 ~ 22:30
국수집,국수,4.7,46,"서울 동대문구 한천로14길 63 1층
(지번) 장안동 397-10",37.5667057312107,127.066251349972,,"닭볶음탕(소) (24,000원), 고기국수 (9,000원), 어묵국수 (8,000원), 비빔국수 (7,000원), 멸치국수 (7,000원), 닭볶음탕(대) (34,000원), 명태회 무침 (23,000원), 소고기 수육 (25,000원), 닭발 (15,000원), 어묵탕 (18,000원), 두부부침 (13,000원), 제육볶음 (18,000원), 오징어볶음 (20,000원), 골뱅이무침 (18,000원), 콩국수(여름메뉴) (8,000원), 열무국수(여름메뉴) (8,000원)",영업시간 월~금 11:00 ~ 21:00 · 휴게시간 월~금 15:00 ~ 18:00
다미옥함흥냉면,냉면,3.9,48,"서울 동대문구 경동시장로12길 52-1 1층
(지번) 제기동 478",37.5821329830008,127.043670501756,,"비빔냉면 (7,000원), 물냉면 (7,000원), 매운냉면 (7,000원), 왕만두 (6,000원), 회냉면연 (9,000원), 갈비탕 (14,000원), 소머리국밥 (9,000원), 생등심 (20,000원), 삼겹살 (16,000원), 한우불고기 (20,000원), 도가니수육 (30,000원), 홍어무침 (25,000원)",영업시간 매일 10:00 ~ 22:00
육전식당 본점,"육류,고기",4.1,79,"서울 동대문구 난계로30길 16 1층
(지번) 신설동 104-3",37.5742829714908,127.024303080144,02-2253-6373,"냉면 (7,000원), 떡국 (7,000원), 떡만두국 (7,000원), 통목살 (150g) (15,000원), 통삼겹살 (150g) (15,000원), 항정살 (150g) (18,000원), 한우등심 (200g) (42,000원), 된장찌개 (4,000원), 김치찌개 (4,000원), 마무리 물냉면 (4,000원), 마무리 비빔냉면 (4,000원), 마무리볶음밥 (4,000원), 곤드레솥밥 (5,000원), 된장밥 (5,000원), 계란찜 (5,000원), 김치찜 (9,000원), 생고기제육백반 (8,000원), 한우된장찌개 (7,000원), 새싹비빔밥 (6,000원), 왕만두 (7,000원)",영업시간 매일 11:00 ~ 22:00 · 휴게시간 매일 15:00 ~ 16:00
촨커,양꼬치,4.0,152,"서울 동대문구 이문로9길 105
(지번) 이문동 349-11",37.5967926669813,127.056613442884,02-963-3688,"마라샹궈 (21,000원), 새우튀김 (19,000원), 꿔바로우 (19,000원), 돼지갈비볶음 (17,000원), 쯔란양고기볶음 (18,000원), 쯔란소고기볶음 (18,000원), 쯔란혈관볶음 (15,000원), 경장육사 (18,000원), 향라육사 (17,000원), 어향육사 (16,000원), 삼겹살볶음 (16,000원), 닭윙볶음 (16,000원), 소천엽볶음 (16,000원), 돼지고기계란볶음 (15,000원), 계란토마토볶음 (13,000원), 지삼선 (15,000원), 가지탕수육 (15,000원), 건두부볶음 (13,000원), 마파두부 (12,000원), 감자채볶음 (13,000원), 백김치당면볶음 (13,000원), 소고기덮밥 (10,000원), 양고기덮밥 (10,000원), 돼지고기덮밥 (9,000원), 가지덮밥 (9,000원), 계란토마토덮밥 (9,000원), 마파두부덮밥 (9,000원), 닭고기덮밥 (9,000원), 소고기볶음밥 (9,000원), 양고기볶음밥 (9,000원), 새우볶음밥 (9,000원), 김치볶음밥 (9,000원), 계란볶음밥 (9,000원), 마라면 (9,000원), 볶음면 (9,000원), 온면 (9,000원), 물만두 (8,000원), 건두부무침 (11,000원), 돼지귀무침 (11,000원), 오이무침 (10,000원), 양꼬치(10개) (13,000원), 새우꼬치(10개) (15,000원)",영업시간 월~토 11:30 ~ 21:30 · 휴게시간 월~토 15:30 ~ 16:30
와가리피순대 본점,순대,4.1,78,"서울 동대문구 왕산로9길 22
(지번) 용두동 233-20",37.5781309417002,127.027952674644,02-927-5477,"오소리순대국 (작은) (9,000원), 한우소머리국 (작은) (10,000원), 도가니탕 (15,000원), 순대술국 (17,000원), 소머리술국 (19,000원), 순대모듬 (작은) (23,000원), 순대전골(작은) (30,000원), 돼지머리수육 (23,000원), 한우소머리수육 (40,000원), 도가니수육 (40,000원), 낙지볶음 (30,000원)",영업시간 월~토 09:30 ~ 22:30
남도보쌈파전,"족발,보쌈",4.2,253,"서울 동대문구 장한로27가길 28 장평빌딩 1층
(지번) 장안동 305-5",37.5743253947157,127.071291169328,02-2213-3236,"보쌈(소) (38,000원), 보쌈(중) (55,000원), 보쌈(대) (65,000원), 생굴회 (23,000원), 생굴회무침 (23,000원), 홍어회(대) (59,000원), 해물파전 (20,000원), 홍어전 (25,000원), 굴전 (23,000원)",영업시간 월~토 12:20 ~ 22:30
평양냉면,냉면,3.6,61,"서울 동대문구 홍릉로 14-3 1층
(지번) 청량리동 299",37.5816598669564,127.045119465234,02-965-8254,"물냉면 (14,000원), 비빔냉면 (14,000원), 홍어회무침 (14,000원), 돼지수육 (14,000원), 평양만두 (14,000원), 녹두지짐 (14,000원), 물냉면곱배기 (19,000원), 소수육 (19,000원), 소고기육개장 (14,000원), 만두국 (14,000원), 회냉면 (16,000원), 면사리 (8,000원), 비빔냉면곱배기 (19,000원), 회냉면곱배기 (21,000원), 육수추가 500mL (8,000원), 육수추가 900mL (12,000원)",영업시간 매일 10:00 ~ 21:00
춘하추우동,"돈까스,우동",4.2,90,"서울 동대문구 망우로 67 효자워너빌 103호
(지번) 휘경동 264-2",37.5899007986358,127.060610064015,,"가라아게 (소) (5,500원), 튀김우동 (7,000원), 치즈카츠카레 (10,000원), 카츠동 (9,000원), 믹스통 (9,500원), 김치카츠동 (9,500원), 오매우동 (7,000원), 새우튀김우등 (7,000원), 카레우동 (8,000원), 치킨카츠카레 (9,500원), 카츠카레 (9,000원), 카레라이스 (8,000원), 카츠카게 (9,000원), 카페라이스 (8,000원), 판모밀 (9,000원), 모밀세트 (11,000원), 에비모밀 (10,000원)","영업시간 월,화,수,금 11:00 ~ 20:30 · 휴게시간 월,화,수,금 15:00 ~ 17:00"
흥부골숯불돼지왕갈비 본점,갈비,3.4,69,"서울 동대문구 장한로24길 46 2층
(지번) 장안동 338-2",37.5699029959844,127.073278284,02-2245-2006,"돼지왕갈비 (300g) (21,000원), 스테이크돼지고기 (250g) (18,000원), 갈비탕+돌솥밥 (점심특선) (11,000원), 영양돌솥밥 (점심특선) (8,000원), 해물순두부 (11,000원), 청국장순두부 (11,000원), 함흥냉면 (8,000원)",영업시간 매일 11:40 ~ 23:00
브레드칸 청량리점,"제과,베이커리",4.2,121,"서울 동대문구 왕산로 268-1
(지번) 전농동 602-15",37.5845254938927,127.050839463683,02-960-5746,"초코머핀 (2,000원), 미니케이크 (12,000원), 케이크 1호 (16,000원)",영업시간 매일 06:30 ~ 24:00
여기가좋겠네,닭요리,3.4,186,"서울 동대문구 회기로21길 25 1층
(지번) 회기동 16-10",37.5926272807712,127.053152028162,02-968-9112,"닭도리탕 (대) (27,000원), 닭도리탕 (중) (20,000원), 닭도리탕 (소) (13,000원), 고기 떡볶이 (7,000원), 뼈없는찜닭(대) (32,000원), 뼈없는찜닭(중) (25,000원), 뼈없는찜닭(소) (18,000원), 뼈없는닭발 (7,000원), 닭목살볶음 (7,000원)",영업시간 월~토 10:30 ~ 24:00
용두동쭈꾸미 본점,"해물,생선",3.5,30,"서울 동대문구 무학로36길 10
(지번) 용두동 119-3",37.5772002478324,127.031064027464,02-925-3127,"용두동 쭈꾸미(오리지널) (15,000원), 삼겹살 (9,000원), 계란찜 (6,000원), 누룽지탕 (7,000원)",영업시간 매일 10:30 ~ 22:30
커피나인 본점,커피전문점,4.2,68,"서울 동대문구 전농로3길 12 1층
(지번) 답십리동 268-8",37.5685469699562,127.056624883839,02-6396-9992,"에스프레소 (3,500원), 아메리카노 (3,500원), 카페라떼 (4,500원), 카푸치노 (4,500원), 돌체라떼 (4,500원), 나인슈페너 (5,500원), 나인라떼 (6,500원), 명동 크림프레소 (4,500원), 크림프레소 (4,500원), 벚꽃로즈프레소 (4,500원), 블랙 모카 라떼 (4,500원), 카라멜 라떼 (4,500원), 바닐라 라떼 (4,500원), 헤이즐넛 라떼 (4,500원), 더치커피 (4,500원), 더치라떼 (5,500원), 슈레디드 코코넛 라떼 (4,500원), 뉴기니 바나나 라떼 (4,500원), 프레즈 딸기 라떼 (4,500원)",영업시간 매일 08:30 ~ 22:00
경동한우정육식당,"육류,고기",3.8,29,"서울 동대문구 고산자로 421 1층
(지번) 용두동 45-1",37.5773865518063,127.037921931259,02-962-0962,"소갈비(330~350g) (38,000원), 돼지왕갈비(380g) (18,000원), 갈비탕 (14,000원), 육회비빔밥 (9,000원), 물냉면 (7,000원)",영업시간 월~금 10:50 ~ 22:00
