이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간
갓잇 송리단길점,양식,4.2,"1,187","서울 송파구 오금로16길 20 1,2층
(지번) 송파동 37-6",37.5099512873462,127.107920578637,070-8824-9451,"A세트 - 갓보울 (37,000원), B세트 - 파히타 (39,000원), C세트 - 엔칠라다 (39,000원), 타코세트 (52,000원), 패밀리세트 (72,000원), 갓보울 (18,000원), 갓파히타 (23,000원), 갓엔칠라다 (23,000원), 단품메뉴 (5,000원), 애플모히토 (6,000원), 하와이안펀치 (7,000원), 데킬라 하이볼 (8,000원), 데킬라 썬라이즈 (8,000원), 코로나 리타 (15,000원)",월~금 15:00 ~ 16:30
뉴질랜드스토리,카페,4.4,258,"서울 송파구 석촌호수로 268 경남레이크파크 1층
(지번) 송파동 32-1",37.5097092982799,127.10570564968,070-7523-6265,"소다 (7,000원), 아메리카노 (4,000원), 카페라떼 (5,000원), 유자에이드 (6,000원), 코코넛스무디 (7,000원), 코코넛커피 (7,500원), 플랫화이트 (4,500원), 생레몬착즙에이드 (6,000원), 로얄얼그레이 밀크티 (7,000원)","월,목,금,토,일 10:00 ~ 17:00"
피제리아라고,피자,3.9,418,"서울 송파구 백제고분로41길 39
(지번) 송파동 9-9",37.5089654397773,127.105894953242,02-422-8588,"버섯 치즈 리조또 (19,800원), 고르곤졸라 치즈 리조토 (19,800원), 해산물 리조또 (19,800원), 풍기 샐러드 (18,000원), 리코타 샐러드 (18,000원), 부팔라 카프레제 (18,000원), 루꼴라 감베로니 (19,800원), 바질 감베로니 (19,800원), 봉골레 (19,800원), 감베로니 크레마 (19,800원), 바질 감베로니 크레마 (19,800원), 포르치니 (19,800원), 카르보나라 (19,800원), 볼로네제 (20,800원), 아마트리치아나 (19,800원), 마레 (19,800원), 피칸테로제 (19,800원), 로제 리가토니 볼로네제 (20,800원), 로제 감베로니 (19,800원), 햄 플래터 (25,000원)",매일 15:00 ~ 17:00
송리단취향,양식,2.6,"1,329","서울 송파구 백제고분로45길 20 1층
(지번) 송파동 53-10",37.509982006836,127.109492211647,010-7574-9244,"항정매콤크림파스타 (17,900원), 바다향봉골레파스타 (16,500원), 통삼겹로제파스타 (18,900원), 치킨커리리조또 (14,500원), 회오리오므라이스 (15,500원)",매일 12:00 ~ 21:00
산들해 송파점,한정식,3.3,168,"서울 송파구 위례성대로 6 현대토픽스 2층
(지번) 방이동 44-7",37.5168418632122,127.113151435777,02-448-3457,"낙지볶음 (18,000원), 홍어회무침 (15,000원), 한돈돼지불고기 (20,000원), 해물파전 (20,000원), 한정식 (21,000원), 한우소불고기 (27,000원), 황태구이 (18,000원)",매일 15:00 ~ 17:00
몽중헌 방이점,중국요리,4.0,313,"서울 송파구 위례성대로 10 S타워 20,21층
(지번) 방이동 44-5",37.5167060932649,127.113515347222,02-2202-8004,"LUNCH (1인) (70,000원), DINNER (1인) (90,000원), 하교 (12,000원), 구채교 (12,000원), 상하이소롱포 (15,000원), 마라소롱포 (15,000원), 청채교 (12,000원), 소매 (12,000원), 백채교 (12,000원), 근채교 (12,000원), 사희교 (12,000원), 봉성선육교 (12,000원), XO소스의 소포 (12,000원), 상소분과 (12,000원), 특선냉채 (소) (55,000원), 삼품냉채 (소) (45,000원), 오향장육 (소) (45,000원), 통전복냉채 (19,000원), 고법불도장 (140,000원), 전복청채스프 (25,000원), 삼선짬뽕 (18,000원), 홍콩식볶음국수 (18,000원), 한우일품자장면 (14,000원), 새우탕면 (18,000원), 팔진탕면 (18,000원), 사천탕면 (18,000원)",월~금 15:00 ~ 18:00
함경도찹쌀순대,순대,3.5,761,"서울 송파구 송파대로28길 32 올림피아 오피스텔 1층
(지번) 가락동 79-7",37.4947357321517,127.121302132414,02-403-8822,"순대국 (11,000원), 순대국 (순대만 넣어 주세요) (11,000원), 순대국 (순대 빼고 고기만 주세요) (11,000원), 공기밥 (1,000원), 찹쌀순대 (13,000원), 수육 (20,000원), 모듬 (20,000원)",매일 00:00 ~ 24:00
늘푸른목장 잠실본점,"육류,고기",3.5,343,"서울 송파구 백제고분로9길 34 1층
(지번) 잠실동 203-7",37.5095878444787,127.082650010654,02-3431-4520,"경주갈비살 (100g) (20,000원), 육회 (35,000원)",매일 12:00 ~ 24:00
중화일상,중국요리,4.1,74,"서울 송파구 백제고분로 401 골재회관 1층
(지번) 송파동 20-6",37.5072978726151,127.10953771615,02-422-5566,"짜장면 (8,000원), 삼선유니간짜장 (10,000원), 매운해물짜장 (10,000원), 해물짬뽕 (10,000원), 하얀짬뽕 (10,000원), 차돌박이짬뽕 (11,000원), 군만두 (7,000원), 해물볶음밥 (10,000원), X.O게살볶음밥 (11,000원), 고추잡채밥 (12,000원), 유산슬밥 (15,000원), 잡탕밥 (16,000원), 중화비취냉면 (계절메뉴) (13,000원), 사천굴탕면 (계절메뉴) (13,000원), 고기튀김 (26,000원), 사천가지새우 (25,000원), 깐풍육 (26,000원), 멘보샤 (19,000원), 어향동고 (27,000원), 마파두부 (15,000원), 고추잡채와꽃빵 (26,000원), 짬뽕탕 (22,000원)",매일 11:30 ~ 21:30
마싯내,"돈까스,우동",4.3,182,"서울 송파구 석촌호수로18길 7 수정빌딩 1층 102호
(지번) 석촌동 157-4",37.5063702471446,127.101200159498,02-2202-3979,"등심돈가스 (11,000원), 치즈돈가스（No Cut） (13,000원), 매콤철판돈가스 (13,000원), 카레돈가스 (11,500원), 새우튀김우동 (10,000원), 야채튀김우동 (11,000원), 카레우동 (12,000원), 새우튀김 2p (4,500원), 치킨가라아게 6p (5,000원), 공기밥추가 (1,000원), 소스추가（부어먹는） (500원), 소스추가（겨자소스） (500원), 카레추가 (2,500원), 콜라 500ml (2,500원), 사이다 500ml (2,500원)",월~금 15:00 ~ 17:00
별미곱창 방이2호점,"곱창,막창",2.9,122,"서울 송파구 올림픽로32길 22 1층
(지번) 방이동 63-14",37.5140592887335,127.109330990196,02-414-4545,"소곱창 (25,000원), 모듬곱창 (25,000원), 특양 (28,000원), 대창 (25,000원), 막창 (27,000원)",매일 11:00 ~ 06:00
청와옥 본점,순대,3.4,"1,236","서울 송파구 위례성대로 48 반도빌딩 1층 102호
(지번) 방이동 177-3",37.5153144419563,127.11752964387,02-416-3456,"찹쌀순대 (23,000원), [청와옥]순대국밥（끓여서） (10,000원), 수육 (26,000원), [청와옥]순대국밥（비조리） (10,000원), [얼큰]순대국밥（비조리） (11,000원), 술국 (17,000원), [얼큰]순대국밥（끓여서） (11,000원), [고기만]순대국밥（끓여서） (10,000원), [순대만]순대국밥（끓여서） (10,000원), [다데기 뺀]순대국밥（끓여서） (10,000원), 동해안 오징어 숯불구이 (10,900원), [고기만]순대국밥（비조리） (10,000원), [순대만]순대국밥（비조리） (10,000원), [들깨 뺀]순대국밥（끓여서） (10,000원), [파 뺀]순대국밥（끓여서） (10,000원), [얼큰][고기만]순대국밥（끓여서） (11,000원), [얼큰][순대만]순대국밥（끓여서） (11,000원), [얼큰][들깨 뺀]순대국밥（끓여서） (11,000원), [얼큰][파 뺀]순대국밥（끓여서） (11,000원), [얼큰][고기만]순대국밥（비조리） (11,000원), [얼큰][순대만]순대국밥（비조리） (11,000원), 모둠순대＋수육 (26,000원), 전통식혜 (3,500원), 호박식혜 (3,500원), 공기밥 (1,000원), 직접담근 수제무생채（200g） (2,000원), 직접담근 수제깍두기（200g） (2,000원)",매일 08:00 ~ 22:00
비와별닭갈비 잠실점,닭요리,4.0,204,"서울 송파구 삼학사로 100 2층
(지번) 석촌동 1",37.5061702651501,127.097509133661,02-2202-5552,"원조 전통닭갈비 (14,900원), 매운 닭갈비 (15,500원), 모짜렐라치즈 닭갈비 (19,000원), 리치골드 닭갈비 (20,000원), 월남쌈 닭갈비 (20,500원), 낙지 닭갈비 (22,000원), 신세계 닭갈비 (20,500원), 쟁반막국수 (15,000원), 막국수 (물/비빔) (9,000원)",매일 11:00 ~ 23:00
벨라스가든,양식,3.5,6,"서울 송파구 백제고분로41길 42-19 1층
(지번) 송파동 32-2",37.5100817898343,127.106289795622,02-424-4243,"꽃게로제파스타 (23,000원), 아보카도트리오 (24,000원), 망고&자몽 에이드 (6,500원), 청포도 에이드 (6,500원), 비프 리코타 치즈 버섯 샐러드 (18,000원), 치킨 아보카도 파니니 (18,000원)",매일 10:00 ~ 24:00
쭈꾸미도사 잠실새내점,"해물,생선",4.0,"1,793","서울 송파구 백제고분로7길 30 1층
(지번) 잠실동 189",37.5106826078794,127.08220083084,02-419-0523,"낙곱새 말고 쭈곱새 (34,000원), [배달No.1픽] 비조리 대창쭈꾸미 (38,000원), [배달인기] 비조리 삼겹쭈꾸미 (34,000원), 비조리 오리지널 쭈꾸미 (32,000원), [쭈도No.1픽] 대창 쭈꾸미 (19,000원), [인기메뉴] 삼겹 쭈꾸미 (17,000원), 오리지날 쭈꾸미 (16,000원), 대창 (14,000원), 차돌박이 (7,000원), 삼겹살 (8,000원), 새우 150g (8,000원), 치즈사리 (2,000원), 납작당면 (2,000원), 밀떡 (2,000원), 날치알 주먹밥 (4,000원), 날치알 볶음밥재료 (4,000원), 공기밥 (1,500원), 쿨피스 (2,000원), 콜라 355mL (2,000원), 사이다 355mL (2,000원)",월~토 11:00 ~ 01:00
호석촌,한식,3.2,951,"서울 송파구 백제고분로39길 36 1층
(지번) 석촌동 182-5",37.5073210700263,127.103393559212,02-417-2459,"순대국 (10,000원), 호석촌정식 (13,000원), 순대국특 (12,000원), 수육한접시 (13,000원), 술국 (18,000원), 수육큰접시 (20,000원)",매일 00:00 ~ 24:00
뷰클런즈,카페,4.0,852,"서울 송파구 백제고분로43길 10 1층
(지번) 송파동 45-18",37.5083601991062,127.109589372688,070-4065-4860,"아메리카노 (5,800원), 카페라떼 (6,500원), 스웨덴 스윗라떼 (7,200원), 스웨덴 밀크티 (6,800원), 스웨덴 드립커피 (6,500원), 뷰클런즈 블랜드 (6,500원), 피스타치오 프라푸치노 (7,200원), 스웨덴 콜드브루 (6,500원), 헤세라떼 (7,500원), 망고에이드 (7,200원), 자두에이드 (6,800원), 블루베리 레몬에이드 (6,800원), 미드나잇 레몬에이드 (7,200원), 쇼콜라떼 (6,800원), 어드벤트 블렌드 (6,500원), 루이보스 레몬그라스 (6,500원), 루이보스 진저레몬 (6,500원), 루이보스 오렌지 (6,500원), 피치 아웃 (6,500원)",매일 12:00 ~ 22:00
부일갈매기,"육류,고기",3.8,233,"서울 송파구 삼전로13길 4
(지번) 잠실동 242-22",37.5072878742908,127.089895412511,02-412-1462,"제비추리 (48,000원), 소꼬리 (29,000원), 특양 (27,000원), 닭안창살 (19,000원), 염통줄기 (18,000원), 한우우설 (33,000원), 갈비살타레 (30,000원)",영업시간 월~토 17:00 ~ 22:00
풍년뼈다귀해장국,해장국,3.1,221,"서울 송파구 가락로 94 1층
(지번) 석촌동 273-6",37.5007506928673,127.106711740392,02-415-0631,"뼈해장국 (10,000원), 우거지탕 (10,000원), 안주 (대) (45,000원), 안주 (소) (40,000원)","첫째,셋째 월요일"
수원집,갈비,3.7,164,"서울 송파구 송파대로 108 1층
(지번) 문정동 73-10",37.4804783707232,127.125782153062,02-407-1005,"돼지갈비 (600g) (2인분) (30,000원), 돼지껍데기 (250g) (10,000원), 소고기국밥 (10,000원), 냉면 (물/비) (8,000원)",매일 11:00 ~ 23:00
엘리스리틀이태리,이탈리안,4.2,366,"서울 송파구 백제고분로41길 43-21 1층
(지번) 송파동 8",37.5086386035155,127.104830874665,,"파스타1 (19,000원), 리조또 (20,000원), 샐러드 (17,000원), 나폴리피자1 (19,000원), 메인 (38,000원)",매일 15:00 ~ 17:30
수작나베 석촌호수직영점,퓨전일식,4.4,366,"서울 송파구 석촌호수로 234 라품미빌딩 1층
(지번) 석촌동 158-7",37.5076453754084,127.102735192556,02-423-3767,"한우투뿔스키야키(관서식) (19,900원), 호주청정우스키야키(관서식) (169,000원), 밀푀유나베 中 2인 (32,000원), 밀푀유나베 大 3인 (44,000원), 스키야키 中 2인 (35,000원), 스키야키 大 3인 (48,000원), 창코나베 中 2인 (41,000원), 창코나베 大 3인 (54,000원), 토마토해물나베 中 2인 (37,000원), 토마토해물나베 大 3인 (50,000원), 스지나베 中 2인 (43,000원), 스지나베 大 3인 (56,000원), 모츠나베 中 2인 (38,000원), 모츠나베 大 3인 (51,000원), 밀푀유나베세트 2인 (39,000원), 밀푀유나베세트 3인 (56,000원), 밀푀유나베세트 4인 (71,000원), 생맥주세트 2인 (50,000원), 생맥주세트 3인 (70,000원), 생맥주세트 4인 (91,000원)",2025년 3월 17일 휴무
부부횟집 서울점,회,3.3,54,"서울 송파구 오금로18길 4
(지번) 송파동 59-13",37.5104765188185,127.110704971144,02-415-8881,"가진항물회 (52,000원), 회덮밥 (27,000원), 소면추가 (2,000원), 공기밥 (1,000원)",매일 14:30 ~ 16:30
코이라멘 방이점,일본식라면,4.2,143,"서울 송파구 올림픽로34길 16 1층
(지번) 방이동 58-22",37.5150853891267,127.110933365825,02-418-1469,"오리지날라멘 (10,500원), 차슈덮밥 (10,500원), 매운라멘 (10,500원), 마제소바 (11,500원), 매운마제소바 (12,500원), 중화소바 (12,000원)",매일 11:00 ~ 21:30
쥬뗑뷔뜨,"제과,베이커리",4.7,355,"서울 송파구 백제고분로40길 16 1층
(지번) 석촌동 282-2",37.5031649713041,127.106573808495,02-6403-0098,"Baguette Sandwich (9,500원), 바게트 (5,500원), 앙버터 (6,700원), 크림치즈무화과 (6,700원), 공주밤식빵 (7,500원), 버터브레첼 (4,600원), 아몬드 크루아상 (5,400원), 치즈 올리브 (5,100원), 화이트 치아바타 (4,400원), 브라운 치아바타 (4,500원), 단호박깜빠뉴 (7,500원)","월,화,목,금 11:00 ~ 19:00"
박복순쭈꾸미,"해물,생선",4.1,314,"서울 송파구 백제고분로41길 36-6 1층
(지번) 송파동 28-15",37.5089388613623,127.106494927402,070-7576-3526,"모둠튀김 (6,000원), 쭈꾸미 우삼겹 (16,500원), 쭈꾸미삼겹살 (16,500원), 매콤무뼈닭발(소) (19,000원), 대왕치즈계란말이 (15,000원), 맑은백합탕 (19,000원), 왕 돈까스 (13,000원), 쥐포와땅콩 (10,000원), 폭탄계란찜 (5,500원), 매콤오징어튀김 (5,500원), 쭈꾸미 새우 (16,500원), 치즈볶음밥 (4,000원), 모듬어묵탕 (15,500원), 먹태 (15,000원), 치즈떡볶이 (17,000원), 쭈꾸미오리지널 (15,000원)",영업시간 월~목 16:00 ~ 00:50
툇마루밥상,한식,3.0,167,"서울 송파구 송파대로 111 파크하비오타워 2층 205동 211,212호
(지번) 문정동 618",37.4796870553794,127.124979804141,02-409-6979,"툇마루밥상 (25,000원)",월요일
아라리,한정식,3.3,32,"서울 송파구 올림픽로 448 올림픽파크텔 지하1층
(지번) 방이동 88-8",37.5222820905768,127.116515110951,02-410-2111,"불고기 (30,000원), 보리굴비 (28,000원), 황태구이 (25,000원), 해물파전 (28,000원), 석갈비구이 (30,000원), 떡갈비 (35,000원), 갈비찜 (45,000원), 낙지볶음 (35,000원), 우럭탕수 (25,000원), 영양돌솥밥 (4,000원)",매일 15:00 ~ 17:00
토닭토닭,닭요리,3.3,197,"서울 송파구 백제고분로45길 38
(지번) 송파동 57",37.5109164436053,127.107722449185,02-6925-0206,"기운내 토닭토닭（2인분） (28,000원), 치즈하고 웃어봐（2인분） (32,000원), 화끈하게 안아줄게（2인분） (32,000원), 꾸미 이뤄질거야 (40,000원), 체다&모짜렐라치즈 (3,500원), 떡모듬 (3,000원), 고구마 (3,000원), 버섯모듬 (3,000원), 면（라면／쫄면／우동） (2,000원), 동글동글 알찬 주먹밥 (3,000원), 콜라 (2,500원), 사이다 (2,500원)",월~금 14:20 ~ 17:00
청화초밥,"초밥,롤",4.2,140,"서울 송파구 오금로13길 14 1층 청화초밥
(지번) 방이동 69-9",37.513373537285,127.109328406328,02-420-3686,"계란초밥 (2ps) (2,500원), 유부초밥 (2ps) (2,500원), 마끼초밥 (2ps) (2,500원), 초새우초밥 (2ps) (3,500원), 갑오징어초밥 (2ps) (3,500원), 생새우초밥 (2ps) (3,000원), 타코와사비초밥 (2ps) (3,500원), 소라초밥 (2ps) (4,000원)",2025년 3월 17일 휴무
산골논두렁황소곱창,"곱창,막창",4.1,211,"서울 송파구 오금로11길 50 1, 2층
(지번) 방이동 55",,,02-2203-9492,"소곱창 (25,000원), 소대창 (24,000원), 소막창 (24,000원), 곱창전골2인분 (32,000원), 곱창모듬 (2~3인분) (72,000원), 마늘황소곱창 (1인분) (25,000원), 소막창 (1인분) (24,000원), 소대창 (1인분) (24,000원), (특)양구이 (1인분) (26,000원), 곱창전골 (1인분) (16,000원), 삼겹살 (18,000원)",매일 11:00 ~ 24:00
사사노하,일본식주점,4.1,467,"서울 송파구 백제고분로42길 4-13 1층 101호
(지번) 송파동 85-12",37.5055082291902,127.108831293223,070-4101-4451,메뉴 없음,영업시간 월~금 17:00 ~ 24:00
남경막국수 가족1,국수,3.6,225,"서울 송파구 석촌호수로 74 잠실엘타워아파트 B동 1층 102호
(지번) 잠실동 208-4",37.5097918378467,127.085427739362,02-417-0060,"물막국수 (12,000원), 비빔막국수 (12,000원), 곤약막국수 (12,000원), 면빨막국수 (10,000원), 쟁반막국수 (23,000원), 수육 (소) (20,000원), 메밀들깨온면 (13,000원), 메밀떡만두국 (13,000원), 감자전 (9,000원), 메밀손만두 (9,000원), 오징어순대 (17,000원), 군두부 (12,000원), 도토리묵 (12,000원), 막국수2(선택) + 맛보기수육 세트 (40,000원)",월요일
잠실황소곱창,"곱창,막창",4.5,295,"서울 송파구 삼학사로19길 5 1층
(지번) 삼전동 128-2",37.5057215317162,127.096451873452,02-423-8817,"스페셜 황소곱창구이 세트(750g) (69,000원), 모듬구이2인(500g) (49,000원), 황소곱창구이 (26,000원), 왕대창구이 (24,000원), 황소막창 (24,000원), 특양깃머리 (27,000원)",영업시간 매일 16:00 ~ 24:00
복면옥 잠실점,냉면,4.5,"1,247","서울 송파구 송파대로 471 지산빌딩 2층
(지번) 석촌동 183-3",37.5080394023993,127.104053141156,0507-1353-4970,"부각메밀냉면 (11,000원), 문어들기름비빔냉면 (14,000원), 잠실한우육회비빔냉면 (15,000원), 차돌박이 청양소스 비빔냉면 (15,000원), 수육온반 (14,000원), 잠실평양냉면 (12,000원)",월요일
벽제갈비 방이점,갈비,2.9,36,"서울 송파구 양재대로71길 1-4
(지번) 방이동 205-8",37.5100103788551,127.126208782469,02-415-5522,"암소뼈갈비(100g당) (62,000원), 설화생갈비(200g) (160,000원), 설화꽃등심(100g당) (95,000원), 설화안심(100g당) (90,000원), 설화한우 양념갈비(200g) (73,000원), 한우육사시미(100g) (45,000원), 설화새우살(100g) (95,000원), 설화한우갈비탕 (42,000원), 평양냉면 (16,000원), 한우육회(100g) (39,000원), 설화특채끝(100g) (75,000원), 설화채끝(100g) (56,000원), 한우안창(100g) (90,000원), 한우토시살(100g) (85,000원), 한우치마살(100g) (85,000원), 한우제비추리(100g) (85,000원), 한우우설(100g) (55,000원), 설화한우꼬리탕 (45,000원), 갈비양곰탕 (37,000원), 한우도가니탕 (30,000원)",매일 11:30 ~ 22:00
연탄부락 잠실새내점,삼겹살,4.3,295,"서울 송파구 백제고분로9길 22 1층
(지번) 잠실동 201",37.509474820796,127.081537509339,0503-7150-4971,"생삼겹살 (15,000원), 생오겹살 (15,000원), 생가브리살 (16,000원), 간장껍데기 (8,000원), 갈비살 (17,000원)",매일 15:00 ~ 24:00
야끼소바 니주마루,일식,4.2,387,"서울 송파구 백제고분로41길 21 1층
(지번) 송파동 13-18",37.5079037754641,127.10710612772,070-7819-0012,"야끼소바（소금） (11,000원), 야끼소바（소스） (11,000원), 콜라 355mL (2,000원), 스프라이트 355mL (2,000원)",월요일
본가설렁탕,설렁탕,2.9,192,"서울 송파구 석촌호수로 204
(지번) 석촌동 24-8",37.5063084315756,127.099938003292,02-414-5945,"설렁탕 (13,000원), 본가탕 (15,000원), 해장국 (13,000원), 모듬수육 (59,000원), 도가니수육 (64,000원)",월~토 08:00 ~ 22:00
할머니포장마차멸치국수,실내포장마차,3.5,483,"서울 송파구 오금로11길 59 1층
(지번) 방이동 49-5",37.5152841564781,127.11358151346,02-416-6698,"오돌뼈 (15,000원), 천엽 (15,000원), 가리비 (15,000원), 멍게 (15,000원), 꼼장어 (20,000원), 석화 (15,000원), 꼬막 (20,000원), 해삼 (23,000원), 닭발 (15,000원), 곱창 (15,000원), 산낙지 (23,000원), 새우 (15,000원), 오징어 (15,000원), 계란말이 (15,000원), 소라무침 (23,000원), 잔치국수 (6,000원), 돼지양념구이 (15,000원), 조기 (15,000원), 메추리 (13,000원), 계란찜 (13,000원), 도루묵 (15,000원), 쭈꾸미무침 (20,000원), 쭈꾸미볶음 (20,000원)",영업시간 매일 17:00 ~ 04:00
원조포차,"해물,생선",3.6,107,"서울 송파구 송파대로30길 3
(지번) 가락동 96-18",37.4943499119006,127.117929771132,02-443-5459,"먹태구이 (13,000원), 원조바싹불고기 (19,000원), 국물두루치기 (19,000원), 닭모래집볶음 (19,000원), 오돌뼈볶음 (19,000원), 무뼈닭발볶음 (21,000원), 골뱅이무침 (25,000원), 낙지볶음 (25,000원), 해물꼬치오뎅탕 (25,000원), 돼지고추장찌개 (24,000원), 닭매운탕 (28,000원), 해물알탕 (26,000원), 해물낙지전골 (27,000원), 땡초전 (16,000원), 오징어해물파전 (17,000원), 감자전 (15,000원), 계란말이 (15,000원), 베이컨김치전 (16,000원)",영업시간 월~토 17:00 ~ 01:00
바이킹스워프 롯데월드몰점,해산물뷔페,3.4,875,"서울 송파구 올림픽로 300 4층
(지번) 신천동 29",37.5137129859207,127.104301829165,1644-3210,"성인1인 (변동가격), 아동1인(36개월-만12세) (변동가격)",월~목 15:00 ~ 18:00
