이름,서브카테고리,평점,리뷰수,주소,위도,경도,전화번호,메뉴,영업시간
동대문털보네,삼겹살,4.5,87,"서울 금천구 디지털로9길 99 스타밸리 1층
(지번) 가산동 60-11",37.4816775163738,126.884814375735,02-2649-0449,"칼집삼겹살 (15,000원), 소갈비살 (19,000원), 칼집목살 (15,000원), 칼집항정살 (17,000원), 양념갈매기살 (15,000원), 소막창 (18,000원)",영업시간 월~금 16:00 ~ 22:00
춘천옥,"족발,보쌈",2.8,122,"서울 금천구 디지털로12길 19 1, 2층
(지번) 가산동 140-38",,,02-868-9937,"김치가 맛있는 건강한 보쌈 (36,000원), 메밀 막국수 （수제면） (10,000원), 선지국밥 (10,000원)",영업시간 매일 11:30 ~ 21:50 · 휴게시간 매일 15:00 ~ 16:30
진영면옥,냉면,4.6,631,"서울 금천구 가산로 22-5 1층
(지번) 독산동 162-10",37.4715699238483,126.90039992595,02-864-2383,"물냉면 (11,000원), 비빔냉면 (11,000원), 양지곰탕 (11,000원), 녹차돼지수육 반접시(100g) (8,000원), 녹차돼지수육 한접시(200g) (15,000원), 양지수육 (20,000원), 녹두전 (8,000원)",영업시간 월~토 11:00 ~ 21:00 · 휴게시간 월~토 15:00 ~ 17:00
니하우,양꼬치,4.4,66,"서울 금천구 벚꽃로38길 32-43 1층
(지번) 가산동 83-1",37.4825453799806,126.885197345453,02-858-4033,"니하우양꼬치 10ea (14,000원), 양갈비살꼬치 10ea (15,000원), 양알등심꼬치 10ea (15,000원), 닭날개꼬치 10ea (13,000원), 고급 양갈비 2대 (230g) (25,000원), 와인늑간살 (180g) (24,000원), 양갈비살 주물럭 (180g) (22,000원)",영업시간 월~금 16:30 ~ 24:00
여신족발,"족발,보쌈",3.7,108,"서울 금천구 벚꽃로38길 21 1층
(지번) 가산동 44-1",37.4822401871755,126.884252042172,02-865-9244,"족발 中 (37,000원), 족발 小 (32,000원), 족발 大 (42,000원)",영업시간 월~토 16:00 ~ 23:00
가산물갈비&즉석소불고기,"불고기,두루치기",,682,"서울 금천구 가산디지털1로 128 STXV타워 1층 110호
(지번) 가산동 371-37",37.4772365189989,126.883695161966,010-9581-8981,"전체메뉴 (38,000원), 세트메뉴 (95,000원)",영업시간 매일 11:00 ~ 21:00 · 휴게시간 월~금 15:00 ~ 16:30
텐마루 가산점,일본식주점,4.2,54,"서울 금천구 디지털로12길 21 2층
(지번) 가산동 143-44",37.4777408798821,126.889876396125,02-857-0199,"창코나베 (28,000원), 숙성사시미 (25,000원), 새우텐푸라 (25,000원)",영업시간 월~토 18:00 ~ 02:00
동남집,갈비,4.1,11,"서울 금천구 디지털로9길 99 스타밸리 1층 105,106호
(지번) 가산동 60-11",37.4816775163738,126.884814375735,02-2027-0010,"매운갈비찜 (45,000원), 수육 (45,000원), 양지곰탕 (9,000원), 왕갈비탕 (15,000원), 도가니탕 (16,000원)",영업시간 월~금 11:00 ~ 22:00
문정곱창,"곱창,막창",4.3,"2,357","서울 금천구 디지털로12길 37 1층
(지번) 가산동 143-20",37.477245116591,126.890330588284,02-6014-7290,"모듬곱창(1인분) (24,000원), 순곱창(1인분) (26,000원), 마늘곱창(1인분) (28,000원), 대창(1인분) (24,000원), 막창(1인분) (24,000원), 소갈비살(1인분) (20,000원), 곱창전골 (중) (45,000원), 염통(1인분) (17,000원)",영업시간 매일 15:00 ~ 24:00
은행골 시흥분점,참치회,3.7,41,"서울 금천구 시흥대로 198 지하1층
(지번) 시흥동 890-10",37.451607766189,126.902156346609,02-809-4988,"특진초밥 （12pcs） (25,000원), 특선초밥 （12pcs） (20,000원), 특미초밥 （12pcs） (16,000원), 연어초밥 （12pcs） (20,000원), 도로SET （12pcs） (32,000원), 활어초밥 （12pcs） (22,000원), 간장새우 15미 （초밥아님） (17,000원), 도로＋활어 （12pcs） (27,000원), 활어＋연어 （12pcs） (21,000원), 풀코스 3~인용 (195,000원), 익힌초밥 12pcs (14,000원), 연어뱃살초밥 (12pcs) (25,000원), 가마도로초밥 12p (40,000원), 오도로초밥 12p (38,000원), 도로＋연어 （12pcs） (26,000원), 가마도로+오도로초밥 (12pcs) (40,000원), 가마도로（목살부분） (40,000원), 오도로（대뱃살） (38,000원), 쥬도로（중뱃살） (36,000원), 배꼽살（대뱃살） (40,000원), 반코스 2인 (135,000원), 광어회＋연어회 (35,000원), 통민물장어구이 (45,000원), 계란초밥 낱개 1p (1,500원), 유부낱개초밥 1p (1,000원), 묵은지초밥 낱개 1p (1,500원), 장새우초밥 낱개 1p (3,000원), 소고기살치살낱개초밥 1p (3,000원), 가마도로낱개초밥 1p (3,600원), 오도로 낱개 1p (3,400원)","영업시간 월,수,목,금,토,일 10:30 ~ 22:00"
아로가 실비순대국,순대,4.2,33,"서울 금천구 범안로 1207
(지번) 독산동 293-19",37.4666782475743,126.895802209581,02-804-8856,"머리고기 (16,000원), 술국 (15,000원), 순대스테이크 (14,000원), 소내장탕 (11,000원), 순대국 (9,000원)",영업시간 매일 11:00 ~ 19:30
남도상차림,"해물,생선",4.1,12,"서울 금천구 시흥대로92길 4 1층
(지번) 독산동 1060-25",37.4614709888131,126.898967536455,02-802-8286,"남도상차림 (13,000원), 보리굴비 정식 (20,000원), 영광굴비 정식 (12,000원), 홍어사시미 (중) (50,000원), 홍어무침 (중) (50,000원)",영업시간 매일 11:00 ~ 22:00
온초점,카페,4.3,154,"서울 금천구 남부순환로124길 17 로하스타워 1층 101호
(지번) 독산동 959",37.478816831984,126.902996852496,010-8576-3111,"아메리카노 (3,500원), 카페라떼 (4,200원)",영업시간 매일 10:00 ~ 22:00
왕래성,중국요리,4.2,29,"서울 금천구 가산로 8 1층
(지번) 독산동 163-2",37.471083905255,126.902217446127,02-6404-5557,"짜장면 (2,000원), 짬뽕 (4,000원), 우동 (3,500원), 볶음밥 (4,000원), 짬뽕밥 (4,000원), 잡채밥 (4,500원), 오징어덮밥 (6,000원), 제육덮밥 (6,000원), 마파두부밥 (5,000원), 해물덮밥 (10,000원), 해물짬뽕 (8,000원), 간짜장 (5,000원), 쟁반짜장 (4,500원), 사천탕면 (4,500원), 탕수육 (8,000원), 잡채 (12,000원), 깐풍기 (18,000원), 양장피 (18,000원), 군만두 (4,000원)",영업시간 매일 10:00 ~ 19:00
은행나무갈매기 본점,"육류,고기",3.1,27,"서울 금천구 금하로 678
(지번) 시흥동 895-6",37.4523358741933,126.905589556471,02-894-8999,"생소갈비살(2인) (38,000원), 갈비살 (13,900원), 양념돼지갈비 (13,900원)",영업시간 매일 12:00 ~ 22:00
지리산삼계탕,삼계탕,4.7,110,"서울 금천구 가산로 88 1층
(지번) 독산동 148-32",37.4740359568855,126.894751027608,02-869-2009,"삼계탕 (16,000원), 들깨삼계탕 (17,000원), 녹두삼계탕 (17,000원), 전복삼계탕 (20,000원), 갈비탕 (15,000원), 전복갈비탕 (18,000원), 흑염소탕 (18,000원), 흑염소전골(1인) (33,000원), 흑염소수육(1인) (35,000원), 보신탕 (17,000원), 보신전골(1인) (33,000원), 보신무침(1인) (33,000원), 보신수육(1인) (33,000원), 닭볶음탕 (중) (45,000원), 생오리전골 (예약시) (70,000원), 생오리백숙 (예약시) (70,000원), 토종닭백숙 (예약시) (70,000원)",영업시간 월~토 11:00 ~ 22:00 · 휴게시간 월~토 15:30 ~ 16:30
만두라,한식,4.2,72,"서울 금천구 시흥대로 97 BB53호
(지번) 시흥동 984",37.4446821230267,126.901072369386,02-809-8338,"사골칼국수 (9,000원), 만두국 (9,000원), 통만두 (6,000원), 김치만두 (6,000원), 김치만두국 (9,000원), 떡만두국 (9,000원)",영업시간 월~금 11:00 ~ 19:30 · 휴게시간 월~금 16:00 ~ 17:00
스시초이,"초밥,롤",3.1,133,"서울 금천구 가산디지털1로 171 SK V1센터 2층
(지번) 가산동 371-41",37.4808318534376,126.880662051163,02-861-5519,"회덮밥세트 (9,000원), 알밥세트 (8,000원), 모둠튀김 (17,000원), 초밥 (11,000원), 알탕 (8,000원), 곤이알탕 (8,000원), 알밥 (7,000원), 회덮밥 (8,000원), 새우튀김(10미) (15,000원), 런치초밥 (11,000원), 모둠초밥 (16,000원), 특초밥 (19,000원), 도미,연어,머리구이 (18,000원), 시샤모구이 (18,000원), 메로구이 (29,000원), 삼겹숙주볶음 (18,000원), 해물야끼우동 (18,000원)",영업시간 월~금 11:30 ~ 21:30 · 휴게시간 월~금 14:30 ~ 17:30
산들애밥상,한식,3.5,102,"서울 금천구 독산로 178-1 1,2층
(지번) 독산동 378-449",37.4632481622409,126.903960126555,02-802-4535,"산들애 정식 (15,000원), 코다리 정식 (15,000원), 궁 정식 (20,000원), 명인 옥돔정식 (25,000원), 명인 궁전정식 (40,000원), 능이오리백숙 (80,000원), 쭈꾸미 정식 (15,000원), 지리산 흑돼지제육정식 (15,000원), 명인 간장게장정식 (27,000원), 약선 삼계탕 (17,000원), 채 감자전 (17,000원)",영업시간 매일 10:40 ~ 22:00
상아탑분식,분식,4.0,66,"서울 금천구 금하로29길 3 1층
(지번) 시흥동 263-15",37.4503491106752,126.912335872314,02-804-1517,"떡볶이 (5,000원), 볶음밥 (2,000원), 쫄면 (8,000원), 떡국 (8,000원), 튀김만두 (8,000원), 만두라면 (6,000원), 떡만두라면 (7,000원), 냉면 (7,000원), 열무냉면 (8,000원), 물냉면 (8,000원), 만두국 (8,000원), 떡만두국 (8,000원), 칼국수 (8,000원), 찐만두 (8,000원), 어묵탕 (8,000원), 라면 (5,000원), 떡라면 (6,000원)",월요일
태영생막창 독산점,"곱창,막창",4.5,53,"서울 금천구 벚꽃로6길 3 금천이랜드해가든아파트 상가 1층
(지번) 독산동 1143",37.460610009066,126.892463579375,02-806-3737,"돼지 생막창 (180g) (14,000원), 소생막창 (180g) (19,000원), 생삼겹 (180g) (14,000원), 항정살 (180g) (17,000원), 생목살 (180g) (14,000원), 가브리살 (180g) (15,000원), 벌집껍데기 (250g) (10,000원), 꼬들살 (200g) (14,000원), 차돌박이 (180g) (14,000원), 생고기 김치찌개 (15,000원), 물냉면 (6,000원), 비빔냉면 (6,000원), 해물라면 (6,000원), 냄비라면 (3,000원)",영업시간 매일 14:30 ~ 23:30
스시쥬베이,일식,4.5,88,"서울 금천구 가산로 147
(지번) 가산동 140-9",37.4783754559067,126.890452959941,02-851-2477,"참치사시미 (50,000원), 생연어회 (28,000원), 메로소금구이 (20,000원), 도미머리구이 (25,000원), 연어머리구이 (22,000원)",영업시간 월~토 11:30 ~ 23:00
북촌삼대갈비 가산본점,갈비,4.2,564,"서울 금천구 가산로 149 1층
(지번) 가산동 140-8",37.4785253965237,126.890369530966,02-830-0003,"무한리필 숙성통뼈삼겹+목살+양념갈비 (17,500원), 무한리필 숙성생등심 (29,900원), 무한통뼈삼겹+목살+양념갈비 7세이하 (8,000원), 무한리필 숙성생등심 7세이하 (11,000원), 단품 숙성양념갈비 200g (13,000원), 단품 숙성목살 200g (13,000원), 단품 숙성통뼈삼겹살 200g (13,000원), 단품 숙성생등심 200g (18,000원), 부추수육 점심 (10,000원), 불고기정식 점심 (10,000원), 제육볶음 점심 (10,000원), 육개장 점심 (9,000원), 갈비탕 점심 (13,000원)",영업시간 매일 11:30 ~ 23:00
김사부샤브샤브,샤브샤브,4.1,321,"서울 금천구 가산로 132 1층
(지번) 가산동 145-24",37.4772648934552,126.892042442728,010-5811-0412,"무한리필샤브(대인) (25,000원), 무한리필샤브(어린이) (7,000원), 홍소명태 (15,000원), 홍소가자미 (15,000원), 갈치튀김 (15,000원)",영업시간 매일 11:00 ~ 23:00
스시천,"초밥,롤",3.9,132,"서울 금천구 벚꽃로 298 대륭포스트타워 6차 1층 115호
(지번) 가산동 50-3",37.4814401689835,126.883871693415,02-868-5188,"도미머리 일본식조림 (25,000원), 모둠튀김 (22,000원), 모둠생선회 (70,000원), 특생선회 (95,000원), 오마카세 요리 (1인) (70,000원), 점심특선(9ps) (15,000원), 생선초밥A(10ps) (17,000원), 생선초밥B(12ps) (19,000원), 연어초밥(10ps) (18,000원), 우동정식(3ps) (12,000원), 장어덮밥 (16,000원), 천정식(2인이상)(점심) (22,000원), 모둠초밥세트A(12ps) (19,000원), 모둠초밥세트B(14ps) (24,000원), 모둠초밥세트C(16ps) (28,000원), 스페셜초밥정식 (45,000원), 연어초밥 (23,000원), 천정식(2인이상)(저녁) (25,000원), 생선회정식(1인) (40,000원), 연어사시미 (45,000원)",영업시간 매일 11:30 ~ 22:00 · 휴게시간 매일 15:30 ~ 17:00
KFC 독산동점,패스트푸드,2.9,3,"서울 금천구 독산로 197 1층
(지번) 독산동 1043",37.4644656100633,126.902640456103,02-802-6232,"징거더블다운통다리세트 (11,400원), 징거더블다운통다리박스 (13,500원), 칠리모짜징거통다리박스 (13,200원), 징거BLT박스 (11,600원), 징거타워박스 (11,400원), 클래식징거통다리박스 (10,900원), 징거박스 (10,500원), 징거타워세트 (9,300원), 징거세트 (8,400원), 에그타르트 (2,300원), 텐더4조각 (5,900원), 텐더2조각 (3,200원), 치즈징거통다리박스 (11,600원), 칠리징거통다리박스 (11,200원), 칠리모짜징거통다리세트 (11,100원), 갓양념치킨 3조각 (10,500원), 꿀조합파티팩 (36,500원), 켄치밥징거타워팩 (25,900원), 갓양념켄치밥징거팩 (19,900원), 데리야끼켄치밥징거팩 (19,900원), 갓양념켄치밥세트 (7,400원), 데리야끼켄치밥세트 (7,400원), 갓양념켄치밥콤보 (6,400원), 데리야끼켄치밥콤보 (6,400원), 갓양념켄치밥 (5,200원), 데리야끼켄치밥 (5,200원), 갓양념통다리3조각세트 (13,000원), 핫크리스피통다리3조각세트 (12,100원), 갓양념통다리8조각 (27,000원), 갓양념통다리5조각 (17,700원)",영업시간 매일 10:30 ~ 23:30
말뚝곱창 6호점,"곱창,막창",3.3,52,"서울 금천구 벚꽃로 316 씨엔에스타워 1층 103호
(지번) 가산동 777",37.4827244457815,126.882846933196,010-8538-1458,"소곱창 (250g) (20,000원), 소대창 (250g) (20,000원), 소막창 (250g) (20,000원), 모듬곱창 (250g) (21,000원), 염통 (10,000원), 우삼겹 추가 (10,000원), 육회 (12,000원), 떡 추가 (2,000원), 볶음밥 (3,000원), 치즈사리 (2,000원), 순두부추가 (5,000원)",영업시간 월~목 15:00 ~ 24:00
술까락 가산직영점,"호프,요리주점",3.9,69,"서울 금천구 벚꽃로 278 에스제이테크노빌 지하1층 B135호
(지번) 가산동 60-19",37.4794931161957,126.884634912937,02-3397-0007,"모든 안주 무한리필 (1인) (18,900원), 치즈불닭 (18,000원), 오징어불꽃볶음 (18,000원), 연기품은오리 (18,000원), 납짝햄가득부대전골 (18,000원), 칼칼제육불고기 (18,000원), 고기반김치전골 (18,000원), 오뎅탕 (18,000원), 국물떡복이 (18,000원), 팟투어엉 (18,000원), 숙성삼겹상 (18,000원)",영업시간 월~금 10:30 ~ 22:00
마벨리에 시흥점,뷔페,3.7,181,"서울 금천구 시흥대로 201 홈플러스 7층
(지번) 시흥동 992-47",37.4519790161758,126.90079038873,1899-9991,"생연어 덮밥 (13,500원), 간장새우덮밥 (11,900원), 치킨마요덮밥 (11,900원), 제육&쌈밥 도시락 (12,500원), 스테이크 도시락 (17,900원), 일품스시 도시락 (11,900원), 프리미엄 도시락 (30,900원), 평일런치 (37,900원), 평일디너 (49,900원), 주말 (54,900원)",월요일
우시장3호집,"육류,고기",3.3,27,"서울 금천구 시흥대로 364 1층
(지번) 독산동 1031-5",37.4660766385044,126.898070256828,02-808-0756,"모듬 (200g) (22,000원), 안창살 (200g) (28,000원), 토시살 (200g) (28,000원), 육사시미 (300g) (44,000원), 육회 (300g) (44,000원)",영업시간 매일 11:00 ~ 22:00
인생파곱창,"곱창,막창",3.7,409,"서울 금천구 시흥대로52길 42 1층
(지번) 시흥동 888-5",37.4532228279149,126.902151304348,02-895-7778,"수제숙성 청정진도대파 모듬한우곱창 (57,900원), 수제숙성 청정진도대파 한우곱창 (27,900원), 수제숙성 청정진도대파 한우대창 (24,900원), 호암산 볶음밥 한판 (5,900원), 치즈 달걀찜 (4,900원)",월요일
풍년갈비,갈비,3.1,84,"서울 금천구 디지털로12길 33
(지번) 가산동 143-28",37.4774978834519,126.890076069807,02-864-5416,"소갈비(1인) (27,000원), 돼지갈비(1인) (14,000원), 삼겹살(1인) (15,000원), 물/비빔냉면 (7,000원), 갈비탕 (9,000원)",영업시간 매일 11:00 ~ 22:30
순남시래기 가산역점,한식,4.3,69,"서울 금천구 가산디지털1로 186 지하 1층
(지번) 가산동 459-11",37.4819130872905,126.881581110867,02-866-4555,"3대 시래기국 (8,500원), 얼큰시래기국 (8,500원), 씨앗된장시래기밥 (9,500원), 시레기 꼬막정식 (12,000원), 도마수육정식 (12,000원), 도마수육도시락 (12,000원), 시래기곱창뚝배기 (11,500원), 시레기 불고기 전골(점심) 1인 (13,000원)",영업시간 월~금 11:00 ~ 22:00 · 휴게시간 월~금 15:00 ~ 17:00
대포국수집,국수,4.6,39,"서울 금천구 가산로 124 1층
(지번) 가산동 151-51",37.4766248371384,126.892559343437,,"멸치국수 (보통) (4,000원), 비빔국수 (보통) (4,000원), 열무국수 (5,000원), 닭도리탕 (25,000원), 보쌈 (보통) (22,000원)",영업시간 월~토 17:00 ~ 02:00
와사비,회,5.0,15,"서울 금천구 시흥대로2길 16 금천에이스빌 1층 101호
(지번) 시흥동 977",37.4346755464564,126.904141388681,02-896-3038,"곤드레쭈꾸미 정식 (15,000원), 식사물회 (15,000원), 생대구탕 (15,000원), 모듬초밥 (13,000원), 활어회덮밥 (13,000원), 고등어구이+된장찌게 (12,000원), 대구탕 (10,000원), 아구탕 (10,000원), 매콤 쭈꾸미 볶음 (10,000원), 돈까스 (8,000원), 탱탱 알밥 (7,000원), 대구전골정식 (점심특선) (2인이상) (9,000원), 쭈꾸미+계란찜 (점심특선) (2인이상) (12,000원)",영업시간 월~토 11:00 ~ 21:30 · 휴게시간 월~토 15:00 ~ 16:00
명가네삼겹살,삼겹살,3.7,32,"서울 금천구 가산디지털1로 186 제이플라츠 지하1층 B122~B122-1호
(지번) 가산동 459-11",37.4819130872905,126.881581110867,02-2028-5588,"돼지한마리 (600g) (39,000원), 생 삼겹살 (200g) (13,000원), 생 오겹살 (200g) (13,000원), 소 한마리 (600g) (58,000원), 등심 (200g) (28,000원)",영업시간 월~금 10:00 ~ 22:00
스미다,카페,4.0,79,"서울 금천구 벚꽃로 298 대륭포스트6차 b143호
(지번) 가산동 50-3",37.4814401689835,126.883871693415,010-5940-2560,"아메리카노 (4,300원), 플랫 화이트 (4,900원), 카페라떼 (4,900원), 크림모카 (6,300원), 리얼바닐라빈라떼 (6,300원)",영업시간 월~금 11:30 ~ 23:00
동산미,"육류,고기",3.3,"1,019","서울 금천구 가산디지털2로 138-1 1층
(지번) 가산동 458-31",37.4803003131705,126.879120533873,02-862-1944,"동산미스페셜 (36,000원), 삼겹살 (15,000원), 목살 (15,000원), 돼지왕갈비 (16,000원), 갑오징어토핑 (16,000원), 키조개관자토핑 (20,000원), 안주용순두부 (15,000원), 동산미냉면 (6,000원), 동산미잔치국수 (5,000원), 해물철판볶음밥 (9,000원), 양송이철판볶음밥 (9,000원), 햄철판볶음밥 (9,000원), 카레철판볶음밥 (9,000원), 얼큰뚝배기제육 (8,000원), 순두부 (7,000원), 굴순두부 (8,000원), 해물순두부 (9,000원), 동산미 칡냉면 (7,000원)",영업시간 월~금 11:30 ~ 22:00 · 휴게시간 월~금 15:00 ~ 17:00
강촌식당 독산점,"육류,고기",3.8,192,"서울 금천구 두산로 70 현대지식산업센터 107호
(지번) 독산동 291-1",37.4689627800606,126.895620657193,02-2169-2830,"묵은지삼겹철판 (1인) (13,500원), 갈비맛닭갈비 (1인) (12,000원), 삼겹닭갈비 (1인) (13,000원), 묵은지찌개 (8,000원), 철판닭갈비/치즈닭갈비(1인) (9,900원), 쭈꾸미닭갈비(1인) (14,500원)",영업시간 매일 11:00 ~ 23:00
스타벅스 금천구청역점,커피전문점,4.2,35,"서울 금천구 시흥대로73길 67 엠타워 1층 112~115호
(지번) 시흥동 1031",,,1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)",영업시간 월~금 07:00 ~ 21:00
미스터찜 본점,"해물,생선",4.2,27,"서울 금천구 가산디지털1로 168 우림라이온스밸리 A동 2층 217호
(지번) 가산동 371-28",37.479966429878,126.88263620024,02-2026-0234,메뉴 없음,영업시간 월~금 11:00 ~ 22:00 · 휴게시간 월~금 15:00 ~ 17:00
