이름,평점,리뷰수,주소,전화번호,메뉴
싸리골,4.1,32,"서울 은평구 서오릉로 160 1층
(지번) 갈현동 468-3",02-355-3086,"생삼겹살 (16,000원), 국물돼지갈비 (16,000원), 김치찌개 (8,000원), 물냉면 (6,000원), 비빔냉면 (6,000원), 묵사발 (6,000원)"
가야밀냉면해물칼국수,4.4,662,"서울 은평구 대서문길 36 북한산성상가 A동 106호
(지번) 진관동 277-17",02-356-5546,"물밀면 (10,000원), 해물파전 (16,000원), 비빔밀면 (10,000원), 콩밀면 (10,000원), 해물손칼국수 (10,000원), 편육 (14,000원), 감자전 (15,000원), 부추전 (15,000원), 왕만두 (7,000원)"
산들애 건강밥상,4.0,148,"서울 은평구 대서문길 43-16 1층
(지번) 진관동 278-30",02-385-9693,"도토리묵 (8,000원), 불맛쭈꾸미볶음 (17,000원), 불맛제육볶음 (17,000원), 코다리구이 (17,000원), 감자전 (18,000원)"
YM커피프로젝트,4.6,13,"서울 은평구 연서로29길 21-8 1층
(지번) 갈현동 452-26",070-7767-0829,"과테말라 산 로렌조 (5,000원), 비엔나 (6,000원), 뱅쇼 (9,000원), 모카비엔나 (6,500원), 하우스주스 (6,000원)"
역촌왕돈까스 역촌본점,2.8,142,"서울 은평구 진흥로 121-1
(지번) 대조동 43-7",02-355-2777,"역촌정식 (14,000원), 돈까스 (13,000원), 생선까스 (13,000원)"
마르,3.8,125,"서울 은평구 연서로27길 16-13 1층
(지번) 갈현동 453-24",02-358-8953,"통삼겹(180g) (8,500원), 통목살(180g) (9,000원), 돼지갈비(200g) (9,000원), 불삼겹(180g) (9,000원), 불갈비(200g) (9,500원)"
초램양고기 갈현점,4.5,79,"서울 은평구 통일로85길 8 1층
(지번) 갈현동 408-5",02-385-9989,"삼각갈비 (240g) (27,000원), 양티본(200g) (20,000원), 알등심 (180g) (20,000원), 갈비살 (180g) (18,000원), 양념갈비 (200g) (16,500원), 매운양념갈비 (200g) (17,500원), 육사시미(150g) (20,000원), 육회(180g) (25,000원)"
훈연가,4.9,"1,278","서울 은평구 연서로29길 17-6 1층
(지번) 갈현동 453-7",0507-1364-9848,"통항정살 (변동가격), 수비드오겹살 (변동가격), 가브리살 (변동가격), 숙성목심 (변동가격), 오겹살 (변동가격), 수비드삼겹살 (변동가격), 생목심 (변동가격), 우대갈비 (변동가격), 수비드우대갈비 (변동가격), 양념차돌 (변동가격), 해물누룽지탕 (변동가격), 상하이파스타 (변동가격)"
송추가마골 은평2호점,3.1,79,"서울 은평구 북한산로 228-1 2층
(지번) 진관동 327-24",02-356-9779,"가마골갈비정식 (1인분) (24,000원), 소왕갈비 (1인분) (41,000원), 가마골갈비 (1인분) (39,000원), 한우채끝등심 (1인분) (40,000원), 한우육회 (180g) (24,000원)"
한판승부,4.5,104,"서울 은평구 통일로83길 11-6 지층
(지번) 갈현동 403-38",,"메로목살 간장조림(250g) (23,000원), 올해첫 기름만땅 일산방어 사시미 (39,000원), 물좋은 생물한치 통찜과 묵은지 (20,000원), 소주/카스/테라 (4,000원), 한라산/청주 (5,000원)"
아로이타이,4.3,71,"서울 은평구 은평로 108 메트로럭스 2층 201호
(지번) 응암동 110-9",02-359-6409,"아로이 쌀국수 (12,000원), 스파이스 쌀국수 (13,000원), 오리지널 팟타이 (13,000원), 팟씨유 (15,000원), 아로이볶음밥 (12,000원), 파인애플볶음밥 (13,000원), 뿌님（게） 팟퐁커리 (28,000원), 얌운센 (14,000원), 똠양꿍 (16,000원), 똠양누들（쌀국수면） (16,000원), 아로이 운센국수 (12,000원), 꾸어띠여우 쿠어 까이 (12,000원), 삑까이텃 (9,000원), 치킨&넛 (9,000원), 쉐프 추천 메뉴 (53,000원), 베스트 메뉴 (53,000원), 스파이스 운센국수 (13,000원), 팟운센 꿍（새우） (15,000원), 팟운센 무우（돼지고기） (15,000원), 까오라우 (13,000원), 그린커리볶음밥 (13,000원), 카오팟남쁘릭파오 (13,000원), 카오팟 룻파이 (13,000원), 쁘라묵（오징어） 팟퐁커리 (20,000원), 쁘라묵&꿍（오징어&새우） 팟퐁커리 (26,000원), 꿍（새우） 팟퐁커리 (15,000원), 그린커리 (15,000원), 레드커리 (15,000원), 쏨담 (13,000원), 쏨땀 빨라 (15,000원)"
안동유진찜닭 연신내점,4.7,52,"서울 은평구 연서로29길 7-23 1층
(지번) 갈현동 456-17",02-355-7200,"안동유진찜닭 한 마리 (28,000원), 뼈 없는 찜닭 한 마리 (30,000원), 뼈 없는 찜닭 한 마리 반 (44,000원), 안동유진찜닭 한 마리 반 (41,000원), 공기밥 (1,000원)"
착한낙지 연신내점,2.8,26,"서울 은평구 연서로 322
(지번) 불광동 105-123",02-353-8113,"낙지볶음 (12,000원), 산낙지볶음(소) (33,000원), 코다리조림 (11,000원), 연포탕(소) (35,000원), 낙지전골(소) (35,000원)"
차이몬스터,3.8,448,"서울 은평구 불광천길 334 1층
(지번) 응암동 591-18",02-305-7843,"탕수육 (17,000원), 고추잡채 (17,000원), 양장피 (20,000원), 짬뽕탕 (15,000원), 마늘새우 (23,000원)"
뉴욕스트립,3.0,114,"서울 은평구 수색로 190
(지번) 증산동 222-5",02-304-2287,"프라임 큐브살치(130g) (29,000원), 프라임 우대갈비(300g) (36,000원), 뉴욕스트립(500g) (99,000원), 토마호크(800g) (159,000원), 안심(130g) (59,000원), 채끝(130g) (56,000원), 꽃등심(130g) (58,000원), 안심추리(100g) (15,000원)"
일로,4.5,157,"서울 은평구 연서로29길 21-3 1층
(지번) 갈현동 453-20",0507-1316-6284,"사시미 모리아와세 (2인) (40,000원), 카니미소(게 내장) 파스타 (17,500원), 와규 타다끼 (28,000원), 메로구이 (29,000원), 모츠 나베(된장/소금) (27,000원), 소갈비 오뎅 나베 (27,000원), 후토마끼(반줄) (16,500원)"
벙구갈비 불광점,4.1,32,"서울 은평구 녹번로 71 1층
(지번) 녹번동 117-54",02-353-9295,"수제숙성소갈비(300g) (34,000원), 수제갈비(250g) (17,000원), 수제갈비그린포크(250g) (17,000원), 수제생갈비(300g) (19,000원)"
제주도그릴 특상 은평본점,3.8,197,"서울 은평구 응암로 373 역촌빌딩 1층
(지번) 녹번동 161-5",02-3157-2571,"특상 흑목살 (180g) (18,000원), 특상 흑오겹살 (180g) (19,000원), 특상 목살 (180g) (17,000원), 특상 삼겹살 (180g) (17,000원), 가브리살 (150g) (17,000원), 항정살 (150g) (17,000원), 갈매기살 (150g) (17,000원), 대게장볶음밥(2인분) (10,000원), 찌개말이밥 (8,000원), 투뿔 한우 된장찌개 (6,000원), 전라도 묵은지 김치찌개 (8,000원), 제주도밀면(물/비빔) (7,000원), 껍데기 (8,000원), 수제소시지 (10,000원)"
삼냉이골,3.2,100,"서울 은평구 통일로65길 10-8 1층
(지번) 대조동 15-10",010-5442-6549,"LA갈비 (26,000원), 이동갈비 (21,000원), 돼지왕갈비 (18,000원), 생갈매기살 (17,000원), 묵은지생삼겹살 (16,000원), 칡냉면 (9,000원), 껍데기 (8,000원)"
북한산손칼국수,3.7,103,"서울 은평구 대서문길 36 B동 1층 113,114호
(지번) 진관동 277-17",02-388-4413,"손칼국수 (6,000원), 손수제비 (6,500원), 얼큰칼국수 (7,000원), 얼큰수제비 (7,500원), 콩나물국밥 (6,000원), 얼큰이국밥 (7,000원), 수육 (16,000원), 들깨칼국수 (7,500원), 들깨수제비 (8,000원), 잔치국수 (5,500원), 비빔국수 (7,500원), 열무말이국수 (7,500원), 국산콩국수 (8,500원), 물냉면 (7,500원), 비빔냉면 (7,500원), 묵사발 (7,500원), 콩나물비밤밥 (7,000원), 한우육개장 (8,500원), 떡만두 (7,500원), 육칼국수 + 밥 (8,500원), 육만두 + 밥 (8,500원), 오징어무침 (13,000원), 파전 (8,000원), 도토리묵 (9,000원)"
우리소황소곱창,4.5,109,"서울 은평구 연서로27길 15 1층
(지번) 갈현동 483-2",02-388-7787,"모듬구이(2~3인) (46,900원), 한우곱창전골(소) (28,000원), 뚝배기내장탕 (12,000원), 소곱창구이(1인) (18,900원), 대창구이(1인) (18,900원), 막창구이(1인) (21,900원), 양깃머리(1인) (21,900원), 벌집양구이(1인) (18,900원), 염통구이(1인) (10,900원), 우삼겹(200g) (10,900원)"
아웃닭 연신내점,4.4,21,"서울 은평구 연서로29길 20-7 1층
(지번) 갈현동 401-2",02-6338-4469,"오리지날 프린스톤 후라이드 치킨 (18,900원), 오리지날 레드핀 양념치킨 (19,900원), 린드필드 후라이드 순살치킨 (19,800원), 순살 양념치킨 (20,800원), 순살 매운양념치킨 (20,800원)"
진김밥,3.5,87,"서울 은평구 연서로 130-1
(지번) 역촌동 1-46",02-354-7776,"진김밥 (2,500원), 치즈김밥 (3,000원), 소고기김치볶음김밥 (4,000원), 매운고추김밥 (3,000원), 참치김밥 (4,000원), 참치주먹밥 (2,500원), 소고기김치주먹밥 (2,500원), 혼합주먹밥 (3,000원), 모듬김밥 (5,000원), 치즈+매운고추김밥 (4,000원), 치즈+소고기김치김밥 (4,500원), 참치+치즈김밥 (4,500원), 참치+매운고추김밥 (4,500원), 참치+소고기김치김밥 (4,500원)"
마쯔,4.0,64,"서울 은평구 갈현로 10-8 1층
(지번) 신사동 20-18",02-6015-8241,"숙성된 광어,도미 사시미와 묵은김치 쌈 (2인기준) (30,000원), 멘치카츠 (18,000원), 모쯔나베 (24,000원), 백 명란젖갈구이와 마요네즈 (9,000원), 뽈락 소금구이 (18,000원)"
연서의정원,4.2,833,"서울 은평구 연서로 253-7 1층
(지번) 불광동 310-22",,"에스프레소 (4,000원), 정원 아메리카노 (4,000원), 정원 라떼 (5,000원), 정원 바닐라빈 라떼 (5,500원), 크렘브륄레 라떼 (6,000원), 크렘브륄레 아인슈페너 (6,000원), 콜드브루 (4,500원), 콜드브루라떼 (5,500원), 초오오코라떼 (6,000원), 제주말차라떼 (6,000원), 딸기라떼 (6,000원), 얼그레이밀크티 (5,500원), 밤의정원 (6,000원), 피치아이스티 (4,500원), 자몽티 (5,500원), 캐모마일 (4,500원), 페퍼민트 (4,500원), 얼그레이 (4,500원), 루이보스 (4,500원), 메론소다 (6,000원), 샤인몽에이드 (5,500원), 흙레몬에이드 (5,500원), 자몽에이드 (5,500원), 아이스크림크룽지 (6,500원), 누텔라크룽지 (6,500원), 바나나 털실뭉치슈 (6,000원), 초코 털실뭉치슈 (6,000원), 바니바니 당근당근 (6,000원), 초코무스케익 (6,000원), 딸기치즈찰떡 (3,500원), 블루베리치즈찰떡 (3,500원)"
송도회집,3.0,20,"서울 은평구 응암로 324 1층
(지번) 응암동 103-35",02-384-7232,"알탕 (7,000원), 내장탕 (7,000원), 삼치구이 (8,000원), 생태탕 (8,000원), 생대구지리 (9,000원), 모듬회 (가격정보 없음)"
얼큰버섯만두전골,4.4,10,"서울 은평구 연서로26길 5 1층
(지번) 대조동 197-13",02-356-7756,"얼큰만두전골 (10,000원), 소불고기만두전골 (17,000원), 부대만두전골 (14,000원)"
노브랜드버거 연신내역점,2.6,23,"서울 은평구 통일로 827-1 1층
(지번) 대조동 186-5",02-351-4548,"통마늘 베이컨 버거세트 (8,700원), 멕시칸 칠리 치즈팩 (13,800원), 멕시칸 칠리 치즈 버거 (6,800원), 치킨 시저 샐러드 콤보 (7,600원), 허브순살치킨런（M） (10,600원), 시그니처 1인팩 (13,300원), 미트마니아 버거세트 (9,400원), NBB어메이징 버거세트 (9,000원), NBB시그니처 버거세트 (7,900원), 그릴드불고기 버거세트 (6,200원), NBB어메이징 버거 (6,600원), 메가바이트 버거 (5,800원), 메가바이트 레드 버거 (5,800원), NBB시그니처 버거 (5,600원), 오리지널 새우 (5,500원), 멕시칸 칠리 치즈 1인팩 (11,500원), 미트마니아 1인팩 (12,000원), 칠리 시그니처팩 (17,100원), 시그니처 투게더팩 (16,600원), 시그니처 파티팩 (21,200원), 트리플 베이컨 버거세트 (9,400원), 멕시칸 칠리 치즈 버거세트 (9,200원), 더블치즈 베이컨 시그니처 버거세트 (8,700원), 메가바이트 버거세트 (8,200원), 메가바이트 레드 버거세트 (8,200원), 코울슬로치킨 버거세트 (8,100원), 더블 그릴드 불고기 버거세트 (7,700원), 치폴레 핫치킨 버거세트 (7,200원), NBB오리지널 버거세트 (7,100원), 갈릭앤갈릭 버거세트 (7,000원)"
오레노라멘 은평점,4.4,325,"서울 은평구 불광천길 366 1층
(지번) 응암동 587-39",02-305-3539,"토리 빠이탄 라멘 (12,000원), 카라 빠이탄 라멘 (12,000원)"
시골순대국,4.2,75,"서울 은평구 통일로 929-5 1층
(지번) 갈현동 391-3",02-387-4484,"오소리 (11,000원), 순대국 (10,000원), 청국장 (8,000원), 순두부 (8,000원), 된장찌개 (8,000원), 김치찌개 (8,000원), 머리고기 (소) (25,000원), 술국 (20,000원), 순대 (7,000원)"
와사비,4.3,29,"서울 은평구 연서로27길 8-5 1층
(지번) 갈현동 455-8",02-356-5332,"연어사시미 (소) (20,000원), 연어* 돌문어숙호 (35,000원), 돌문어숙회 (소) (30,000원), 모듬회 (소) (30,000원)"
불광우동,4.5,109,"서울 은평구 진흥로 150 1층
(지번) 녹번동 131-154",02-389-2519,"어묵우동 (7,000원), 즉석우동 (6,000원), 모듬어묵(1인분) (6,000원), 비빔우동 (7,000원)"
냉삼집,4.0,7,"서울 은평구 응암로21길 5 1층
(지번) 응암동 578-91",02-303-2633,"백련프리미엄세트 (36,900원), 백련급냉삼겹살(180g) (12,900원), 생삼겹살(180g) (12,900원), 제주흑돼지급냉삼겹살 (180g) (15,900원), 생소갈비살(180g) (15,900원), 된장찌개 (2,900원), 김치찌개 (4,900원), 생목살(180g) (12,900원), 생항정살(180g) (15,900원), 낸동대패삼겹살(180g) (10,900원)"
멸치국수,4.2,37,"서울 은평구 은평로 119 2층
(지번) 응암동 89-46",02-359-8988,"멸치국수 (6,500원)"
연천왕소갈비,4.4,34,"서울 은평구 서오릉로15길 5-5
(지번) 구산동 202-28",02-354-9109,"왕소갈비 (230g) (21,000원), 돼지목살양념구이 (230g) (15,000원), 물냉면 (6,000원), 비빔냉면 (6,000원), 열무냉면 (6,000원), 묵사발 소 (3,000원), 묵사발 대 (5,000원)"
진원조닭한마리 연신내점,3.5,16,"서울 은평구 연서로29길 20-23 1층
(지번) 갈현동 402-28",02-355-4295,"닭한마리(2인분) (28,000원), 닭도리탕(중) (30,000원)"
술집타디스,4.7,18,"서울 은평구 불광로 44-2 지하1층, 1층
(지번) 불광동 281-73",010-8576-1979,"감바스 (22,000원), 모짜렐라 토마토 샐러드 (15,000원), 모듬소세지 (18,000원), 아보카도샐러드 (14,000원), 피자 (24,000원), 구운먹태 (12,000원)"
들꽃,4.7,14,"서울 은평구 대서문길 13
(지번) 진관동 279-80",02-388-1377,"쭈꾸미정식 (16,000원), 코다리구이정식 (17,000원), 곤드레정식 (16,000원), 들깨순두부찌개 (14,000원), 얼큰순두부찌개 (9,000원), 얼큰해물순두부전골 (52,000원), 해물파전 (20,000원), 후라이드치킨 (25,000원), 오징어볶음 (27,000원), 쭈꾸미볶음 (30,000원), 오징어덮밥 (가격정보 없음)"
하기당,4.1,67,"서울 은평구 통일로83길 5-8 2층
(지번) 갈현동 403-10",02-351-3626,"모듬사시미 (1인) (24,000원), 모듬사시미 (2인) (38,000원), 모듬사시미 (3인) (54,000원), 나고야식 미소니코미우동 (22,000원), 관서식 한우스키야끼(2인) (42,000원), 관서식 한우스키야끼(3인) (54,000원), 나스하사미아게 (20,000원), 멘타이코다시마끼 (18,000원), 마구로슈토아에 (19,000원), 메로유안야끼 (24,000원), 치킨카라아게 (17,000원), 치킨남반수제타르타르 (18,000원), 새우덴푸라 (18,000원), 후구카라아게 (22,000원), 카츠산도 (10,000원), 토리카와교자(10개) (16,000원), 가지미소동 (13,000원), 미즈타키나베 (32,000원), 후토마끼 한줄 (26,000원), 후토마끼 반줄 (16,000원), 오뎅나베 (23,000원), 한뺀바타야끼 (8,000원), 카츠동 (13,000원), 오야코동 (13,000원)"
맹구네드럼통숯불구이,4.0,34,"서울 은평구 연서로 174
(지번) 대조동 220-34",,"맹구와인통삼겹살(180g) (8,800원), 왕건와인통삼겹살(180g) (12,000원), 돼지양념구이(250g) (12,000원), 생갈비살한판(300g) (22,000원), 마당쇠껍데기 (6,000원)"
네모횟집,4.3,6,"서울 은평구 진관1로 21-39 메이플카운티 1층 101호
(지번) 진관동 90-30",02-388-5777,"모둠회小 (37,000원), 모둠회中 (52,000원), 모둠회大 (67,000원), 광어 小 (28,000원), 연어 小 (26,000원), 회만회 (27,000원), 광어 中 (43,000원), 연어 中 (41,000원), 회덮밥 (8,000원), 왕새우튀김（6미） (14,000원), 멍게 (10,000원), 가리비찜 1접시 (10,000원), 대게장 비빔밥 (7,000원), 콜라 500mL (2,000원), 사이다 500mL (2,000원)"
암사쪽갈비 불광점,4.9,73,"서울 은평구 진흥로15길 24 1층
(지번) 불광동 603-8",02-3157-8243,"쪽갈비(1인분) (17,000원), 매운쪽갈비(1인분) (17,000원), 돼지껍데기(1인분) (7,000원), 매운어묵라면 (5,000원), 누룽지 (6,000원), 날치알주먹밥 (4,000원), 김치짜글이 (7,000원)"
손수메밀우동손만두,4.6,49,"서울 은평구 연서로 5-2 1층
(지번) 역촌동 85-28",02-387-9755,"판메밀 (8,000원), 냉메밀 (8,000원), 우동 (7,000원), 돌솥우동 (9,000원), 만두전골 (중) (28,000원), 만두국 (8,000원), 얼큰우동 (9,000원), 육개장칼국수 (9,000원), 돌솥비빔밥 (8,000원), 김치만두 (6,000원)"
스타벅스 새절역점,4.2,82,"서울 은평구 증산로 371
(지번) 신사동 338-4",1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
두메골돌솥쌈밥,3.9,32,"서울 은평구 진흥로 162 1층
(지번) 녹번동 131-75",02-382-1515,"생삼겹 쌈밥 (14,000원), 오리구이 쌈밥 (15,000원), 직화구이 쌈밥 (13,000원), 쭈꾸미 쌈밥 (16,000원), 차돌박이 쌈밥 (17,000원), 물냉면 (8,000원), 비빔냉면 (8,000원), 생삼겹 (14,000원), 오리고기 (15,000원), 직화구이 (13,000원), 차돌박이 (18,000원), 쭈꾸미볶음 (17,000원)"
다슬기요리전문점,3.2,51,"서울 은평구 연서로29길 8-11
(지번) 갈현동 399-21",,"토장탕 (9,000원), 다슬기수제비 (8,000원), 다슬기칼국수 (8,000원), 다슬기삼계탕 (14,000원), 다슬기죽 (9,000원)"
중국소흘,4.2,12,"서울 은평구 통일로80길 10 지하1층
(지번) 불광동 311-12",070-7314-2333,"건두부무침 (15,000원), 마라탕 (15,000원), 훈둔 (13,000원), 고추소고기 (19,000원), 가지튀김 (17,000원), 향라지콸 (19,000원)"
휴식,,108,"서울 은평구 연서로26길 14 2층
(지번) 대조동 201-19",02-386-0437,"휴식파스타 (14,000원), 간장 크림 떡볶이 (18,000원), 해물볶음밥 (11,000원), 우삼겹덮밥 (11,000원), 치즈오므함박 (16,000원), 제육덮밥 (11,000원), 치킨카레 (11,000원), 베이컨토마토파스타 (15,000원), 새우브로콜리파스타 (15,000원), 매콤커리파스타 (13,000원), 할라피뇨베이컨파스타 (15,000원), 고추가루떡볶이 (15,000원), 차돌박이샐러드 (16,000원), 갈릭버터감자튀김 (6,500원), 통베이컨감자튀김 (7,500원), 페퍼로니피자 (23,000원)"
팥동동,4.6,41,"서울 은평구 연서로48길 31 1층
(지번) 진관동 167-1",02-359-2223,"팥죽 (13,000원), 팥칼국수 (11,000원), 보리밥 비빔밥 (10,000원), 서리태콩국수 (10,000원), 쌍화차 (7,000원), 대추차 (7,000원), 커피 (3,000원), 눈꽃 팥빙수(2인) (15,000원), 보리밥(미니) (1,000원), 공기밥 (1,000원), 곱배기 (2,000원)"
77년생 곱도리전골식당,4.8,250,"서울 은평구 통일로66길 10-9 1층 101호
(지번) 불광동 281-121",02-2135-3369,"（3가지UP）곱도리탕 （한우대창） (25,000원), （3가지UP）묵은지닭도리탕 (23,000원), （3가지UP）닭도리탕 (20,000원), （3가지UP）우도리탕 (24,000원), []신메뉴[] 낙곱새（비조리） (24,000원), 곱도리탕＋무뼈닭발 세트＋메추리알（10알） (36,500원), 곱도리탕＋무뼈닭발＋우동사리＋주먹밥 (42,500원), 곱도리탕＋우동사리＋주먹밥＋음료수1.25L (33,500원), 스팸마요주먹밥 (4,000원), 참치마요주먹밥 (4,000원), 김마요주먹밥 (3,000원), 매콤무뼈닭발（250g） (13,000원), 볶음밥재료1인분（밥포함） (2,000원), 공기밥 (1,000원), 계란찜 (3,000원), 팹시콜라 500mL (2,000원), 팹시콜라 1.25L (3,000원), 칠성사이다 500mL (2,000원), 칠성사이다 1.25L (3,000원), 팹시콜라500ml（제로） (2,000원), 참이슬 후레쉬 360mL (3,000원), 처음처럼 (3,000원), 진로이즈백 (3,000원), 청하 (4,000원), 참이슬 오리지널 (3,000원), 새로 (3,000원), 별빛청하 (5,000원), 테라 (4,000원), 켈리500ml (4,000원), 카스 (4,000원)"
