이름,평점,리뷰수,주소,전화번호,메뉴
락희안 가좌본점,3.9,784,"서울 서대문구 가재울로4길 53 1-2층
(지번) 남가좌동 336-20",0507-1375-7581,"대파꿔바로우 (28,000원), 전복돌판누룽지탕 (43,000원), 평일점심특선(11:30~02:00) (17,900원), 평일저녁정식 (17:00~20:30) (15,000원), 전가복 (27,000원), 대게살유산슬小 (38,000원), 팔보채小 (38,000원), 오향장육小 (17,900원), 연근깐풍기小 (29,000원), 마파두부 (20,000원), 옛날짜장 (8,000원), 이가짬뽕 (11,000원), 이가탕면 (11,000원), 수제 이가찐교자 (9,000원), 소고기찐교자 6P (10,000원), 매운새우교자 7P (10,000원), 깐쇼새우小 (36,000원), 크림새우小 (36,000원), 팔색양장피 (42,000원), 흑미새우볶음밥 (10,000원)"
명륜진사갈비 서울연희점,4.0,95,"서울 서대문구 성산로 325 동신빌딩 1층
(지번) 연희동 421-33",02-332-9252,"숯불돼지갈비 (가격정보 없음), 후려페퍼 스테이크 (가격정보 없음), 통삼겹살 (가격정보 없음), 생등갈비(프렌치렉) (가격정보 없음), 목살 (가격정보 없음), 숯불닭갈비 (가격정보 없음), 벌집껍데기 (가격정보 없음), 소갈비살 (가격정보 없음), 물냉면 (가격정보 없음), 비빔냉면 (가격정보 없음), 계란찜 (가격정보 없음), 된장찌개 (가격정보 없음), 김치찌개 (가격정보 없음)"
라이라이,3.6,123,"서울 서대문구 연희로15길 27
(지번) 연희동 132-27",02-338-3203,"동파육 (36,000원), 칠리가지 (25,000원), 유린기 (31,000원), 깐풍기 (31,000원), （추천메뉴）사천탕수육 (33,000원), 크림새우 (36,000원), 유니짜장 (9,000원), 간짜장 (11,000원), 쟁반짜장 (13,000원), 짬뽕 (11,000원), 삼선짬뽕 (14,000원), 물만두 (9,000원), 군만두 (9,000원), 오향장육（소고기） (36,000원), 해파리냉채 (17,000원), 볶음밥 (11,000원), 잡채밥 (13,000원), 고추덮밥 (14,000원), 짬뽕밥 (12,000원), 삼선짬뽕밥 (15,000원), 라조기밥 (15,000원), 유산슬밥 (17,000원), 잡탕밥 (18,000원), 싼라탕 (21,000원), 옥수수계란스프 (17,000원), 해물누룽지탕 (43,000원), 탕수육 (27,000원), 잡채 (27,000원), 고추잡채 (33,000원), 꽃빵 (8,000원)"
연대포,3.7,43,"서울 서대문구 연세로7길 26 1층
(지번) 창천동 52-71",02-3141-3131,"치즈감자전 (17,000원), 부대찌개 (17,000원), 오징어땅콩 (17,000원), 철판제육두부 (17,000원), 철판두부김치 (17,000원)"
1987피자,4.4,43,"서울 서대문구 연세로11길 26 지하1층
(지번) 창천동 52-12",02-6447-2001,"페퍼로니 피자 (22,000원), 치즈 피자 (22,000원), 할라피뇨 피자 (22,000원), 감자튀김 피자 (22,000원), 버터갈릭감자튀김 (7,000원)"
쿳사 연희,4.3,353,"서울 서대문구 증가로 48 대로변 (주차정보는 꼭 네이버에서 확인 부탁드립니다)
(지번) 연희동 100-2",0507-1310-1977,"쿳사베네딕트 (15,300원), 크랩&새우 토스타다 (18,500원), 그린 바질페스토 & 샐러드 파스타 볼 (16,300원), 아시안 포크밸리 라이스 (17,600원), 화이트라구 파스타 w 치미추리 (17,600원), 블랙 콘 프리터 & 칠리 꼰 카르네 (17,600원), 치킨콩피 & 보리 버섯 필라프 (15,800원)"
삭,4.1,119,"서울 서대문구 이화여대3길 12 1층
(지번) 대현동 56-33",02-363-0709,"고구마튀김 (1,400원), 새우튀김 (1,400원), 오징어튀김 (1,500원), 김말이튀김 (1,500원), 닭가슴살튀김 (2,700원), 왕새우튀김 (2,700원), 모둠튀김 (18,000원), 삭 떡볶이 (4,000원), 찹쌀순대（순대＋내장） (4,500원), 찹쌀순대（순대만） (4,500원), 오징어치즈완자 (1,500원), 국물오뎅 (3,000원), 치즈스틱 (1,000원), 고기만두튀김 (1,200원), 바나나튀김 (1,400원), 해쉬브라운 (1,400원), 고추튀김 (1,500원), 허브참치완자 (1,500원), 쿨피스（팩）450mL (1,200원), 사이다（캔）245mL (1,200원), 콜라（캔）245mL (1,200원), 펩시제로（355ml） (2,000원)"
맥도날드 연세대점,2.9,60,"서울 서대문구 연세로 33
(지번) 창천동 33-12",02-6010-5800,"한입초코츄러스3조각 (가격정보 없음), 맥스파이시 상하이 투움바 (가격정보 없음), 슈비 투움바 (가격정보 없음), 더블 쿼터파운더 치즈 (가격정보 없음), 맥스파이시 상하이 버거 (가격정보 없음), 토마토 치즈 비프 버거 (가격정보 없음), 빅맥 (가격정보 없음), 트리플 치즈버거 (가격정보 없음), 1955 버거 (가격정보 없음), 더블 불고기 버거 (가격정보 없음), 불고기 버거 (가격정보 없음), 슈슈 버거 (가격정보 없음), 슈비 버거 (가격정보 없음), 베이컨 토마토 디럭스 (가격정보 없음), 치즈버거 (가격정보 없음), 더블 치즈버거 (가격정보 없음), 햄버거 (가격정보 없음), 드립 커피 (가격정보 없음), 해쉬 브라운 (가격정보 없음), 후렌치 후라이 (가격정보 없음), 맥너겟 (가격정보 없음), 아메리카노 (가격정보 없음)"
소신이쏘,3.7,121,"서울 서대문구 연세로5가길 19 1층
(지번) 창천동 57-39",02-324-3245,"평일점심 매운소갈비찜 (1인분)(점심메뉴) (10,000원), 매운소갈비찜 (1인분) (16,000원), 크림소갈비찜 (1인분) (16,500원)"
정육면체,3.7,656,"서울 서대문구 연세로5다길 22-8 1층
(지번) 창천동 62-18",070-4179-3819,"홍탄 (11,000원), 깨부수면 (13,000원), 백탄 (11,000원), 깨매운면 (13,500원), 마라새우면 (13,000원), 항정살비빔면 (13,500원), 초유린기(小) (4,500원), 초유린기(大) (8,500원), 제로펩시라임(355ml) (2,500원), 콜라(355ml) (2,500원), 스프라이트(355ml) (2,500원), 카스(500ml) (5,000원), 클라우드(500ml) (5,000원), 홍탕우육면 (12,000원), 백탕우육면 (12,000원), 청계탕면(시즌메뉴) (13,000원)"
라구식당,4.0,"1,336","서울 서대문구 연세로 42-24 1층
(지번) 창천동 2-44",02-364-2224,"라구파스타 (16,000원), 라자냐 (17,000원), 볼 샐러드 (3,000원), 바게트빵 (3,000원)"
독수리다방,4.1,147,"서울 서대문구 연세로 36 독수리빌딩 8층
(지번) 창천동 31-4",02-363-1222,"블랙커피 (6,200원), 밀크커피 (7,000원), 비엔나커피 (7,800원), 더치커피 (7,300원), 모카라떼 (7,500원), 마끼야또 (7,000원), 카푸치노 (7,000원), 마끼아또 (7,500원), 다방커피 (7,800원), 발로나초콜렛 (8,300원), 칼리바우트초콜렛 (8,300원), 홍차 (7,500원), 로열밀크티 (8,300원), 녹차라떼 (7,500원), 허브차 (7,500원), 다방차 (7,500원), 에이드 (7,800원), 쉐이크 (8,500원)"
가화만사성,2.7,226,"서울 서대문구 연세로5가길 1 2층
(지번) 창천동 57-8",02-3142-6171,"찹쌀탕수육 小 (24,000원), 찹쌀탕짬면 (11,500원), 싱글셋트（찹쌀탕수육＋짜장1or짬뽕1） (22,500원), 스페셜셋트1（찹쌀탕수육＋짜장2or짬뽕2） (28,500원), 짜장면 (7,500원), 간짜장 (8,500원), 짬뽕 (8,500원), 차돌박이짬뽕 (13,000원), 찹쌀탕짜면 (11,500원), 찹쌀탕볶밥 (12,000원), 제로코카콜라 500 (2,500원), 삼선쟁반짜장 2人 (21,000원), 삼선간짜장 (10,500원), 삼선볶음짬뽕 (10,500원), 삼선짬뽕 (11,500원), 삼선매운짬뽕 (11,500원), 울면 (9,500원), 우동 (9,500원), 삼선우동 (11,500원), 공부가주 大（Kung-Fu Jia Ju） (50,000원), 공부가주 中（Kung-Fu Jia Ju） (25,000원), 공부가주 小（Kung-Fu Jia Ju） (15,000원), 연태고량주 大（Yan Tai Kal Liang Ju） (45,000원), 연태고량주 中（Yan Tai Kal Liang Ju） (25,000원), 연태고량주 小（Yan Tai Kal Liang Ju） (15,000원), 고량주（Kal Liang Ju） (7,000원), 이과두주（Ekwa Doo Ju） (5,000원), 칭타오맥주 大（Tsing Tao） (7,000원), 맥주（Beer） (5,500원), 소주（Soju） (5,500원)"
설레임삼겹살1989,4.1,435,"서울 서대문구 연세로5가길 31 1층
(지번) 창천동 57-40",02-3144-1727,"설레임삼겹살 (8,900원), 파이팅목살 (8,900원), 파워양념갈비 (10,000원), 신촌껍데기 (7,000원), 우삼겹 (10,000원)"
아웃백스테이크하우스 신촌점,3.9,167,"서울 서대문구 연세로12길 33
(지번) 창천동 2-6",02-3147-1871,"갈릭 립아이 (49,900원), 투움바 파스타 (25,900원), 오지치즈 후라이즈（미듐） (10,900원), 홈파티 4인 세트 2 (153,900원), 아웃백 x 코카-콜라 2인 세트 (61,900원), 짐붐바 스테이크 (34,900원), 알리오올리오 (25,900원), 베이비 백립 (49,900원), 골드코스트 코코넛쉬림프 (20,900원), 짐붐바 스테이크 3인 세트 (85,900원), 갈릭립아이 스테이크 2인 세트 (73,900원), 카카두 김치 그릴러 2인 세트 (55,900원), 스파이시 투움바 파스타 (25,900원), 씨푸드 아라비아따 (25,900원), 카카두 김치 그릴러 (25,900원), 치킨텐더 샐러드 (20,900원), 오지칩（감자튀김） (7,900원), 베이크드 스위트 포테이토 (7,900원), 프라이드 라이스 (7,900원), 양송이 스프 (4,500원), 부쉬맨 브레드（빵） (2,000원), 허니머스타드 (500원), 블루치즈드레싱 (500원), 초콜렛소스 (500원), 산펠레그리노 오렌지 (3,000원), 산펠레그리노 자몽 (3,000원), 코카콜라（355ml） (2,000원), 코카콜라 제로 (2,000원), 스프라이트 (2,000원), 스프라이트 제로 (2,000원)"
카츠미 신촌점,3.4,43,"서울 서대문구 연세로7안길 2 2층
(지번) 창천동 33-47",02-336-3521,"SETS 1 (26,000원), SETS 2 (30,000원), SETS 3 (35,000원), 규카츠 표준사이즈 (160g) (13,000원), 스테키동 (11,000원)"
스타벅스 신촌점,4.1,53,"서울 서대문구 연세로 10-1 즐거운빌딩 1~3층
(지번) 창천동 18-55",1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
JMD.coffee,3.8,57,"서울 서대문구 통일로17길 16
(지번) 현저동 1-87",02-363-0011,"아메리카노 (5,000원), 인왕산라떼 (7,000원), 카페라떼 (5,500원), 카모마일 (6,500원), 샤인머스캣 카모마일 에이드 (7,000원)"
폴앤폴리나 연희동점,4.5,54,"서울 서대문구 연희로11길 56 1층
(지번) 연희동 125-7",02-333-0185,"아메리카노 (4,500원), 라떼 (5,000원), 카푸치노 (5,000원), 플랫 화이트 (5,000원), 버터 토스트 (4,500원)"
막걸리싸롱 신촌점,3.9,7,"서울 서대문구 연세로11길 10 지하
(지번) 창천동 52-8",02-324-0998,"치즈김치전 (17,000원), 삼겹김치전 (17,000원), 수민언니네감자전 (14,000원), 치즈해물떡볶이 (17,000원), 골뱅이무침 (17,000원), 빠져보쌈 (18,000원), 해물짬뽕탕 (13,000원)"
대성집 별관,3.7,26,"서울 서대문구 영천시장길 54 영천시장 1층
(지번) 옥천동 70",02-392-8998,"도가니탕 (13,000원), 수육 (30,000원), 해장국 (7,000원), 도가니탕 특 (17,000원)"
인왕골,4.0,38,"서울 서대문구 인왕시장길 42 1층
(지번) 홍제동 295-22",02-391-6787,"생소갈비살한판 800g (63,000원), 양념소갈비살 (반판400g) (39,000원), 삼겹살 (200g) (14,000원), 육회 (200g) (15,000원), 인왕골곰탕 (6,000원)"
구이마당 북가좌직영점,3.0,197,"서울 서대문구 거북골로23길 2 1층
(지번) 북가좌동 348-1",02-303-3568,"옛날삼겹 (200g) (9,000원), 생통삼겹살 (200g) (13,000원), 생통목살 (200g) (12,000원), 생통막창 (200g) (13,000원), 차돌박이 (200g) (15,000원), 냉동오겹(200g) (10,000원)"
고기싸롱 증산역점,4.0,55,"서울 서대문구 증가로 246 1층
(지번) 북가좌동 333-8",02-303-6154,"주먹고기 (가격정보 없음), 수제 돼지 양념구이 (가격정보 없음), 닭갈비 (가격정보 없음), 껍데기 (가격정보 없음), 삼겹살 (가격정보 없음), 떡볶이 (가격정보 없음), 닭강정 (가격정보 없음), 쫄면 (가격정보 없음), 된장찌개 (가격정보 없음)"
로덴드론 연희3호점,4.9,26,"서울 서대문구 연희로11라길 7
(지번) 연희동 125-11",,"에스프레소 (4,500원), 아메리카노 (5,000원), 카페라떼 (6,000원), 카푸치노 (6,000원), 플랫화이트 (6,000원), 바닐라라떼 (6,500원), 카페모카 (6,500원), 카라멜마끼아또 (6,500원), 콜드브루 (5,500원), 콜드브루돌체라떼 (6,500원), 모카블랑 (6,500원), 시나몬블랑 (6,500원), 아인슈페너(ICE) (6,500원), 크림말차라떼(ICE) (6,500원), 에디오피아 (6,500원), 과테말라 (6,500원), 브라질 (6,500원), 콜롬비아 (6,000원), 엡살바도르 (6,000원), 카모마일 (6,000원), 페퍼민트 (6,000원), 루이보스 (6,000원), 얼그레이 (6,000원), 밀크티클래식 (6,500원), 밀크티얼그레이 (6,500원), 레몬티(HOT) (6,000원), 자몽티(HOT) (6,000원), 뱅쇼(HOT) (6,500원), 카이막 (7,500원), 청포도주스(ICE) (7,000원), 생자몽주스(ICE) (7,000원), 골든키위주스(ICE) (7,000원), 꿀토마토주스(ICE) (7,000원), 꿀토마토블루베리주스(ICE) (7,000원), 레몬에이드(ICE) (6,000원), 자몽에이드(ICE) (6,000원), 말차라떼 (6,500원), 초콜렛라떼 (6,500원), 딸기라떼(ICE) (6,500원), 망고스무디(ICE) (6,500원), 블루베리요거트스무디(ICE) (6,500원)"
아민 이화,4.4,952,"서울 서대문구 이화여대길 52-31 1층
(지번) 대현동 34-23",02-363-0113,"잘룩 (26,700원), 츨브르 (24,500원), 살라타 (27,000원), 샥슈카 (24,000원)"
용씨네 누룽지통닭구이,3.7,74,"서울 서대문구 통일로39가길 10-3
(지번) 홍제동 330-78",02-379-7343,"누룽지 마늘 통닭 (21,000원), 누룽지 양념 통닭 (18,000원), 누룽지 통닭 (14,000원), 누룽지 콘치즈 통닭 (19,000원), 누룽지 매운양념 통닭 (18,000원)"
래핑폭스,4.1,135,"서울 서대문구 연희로11나길 5 1층
(지번) 연희동 128-25",02-6401-2999,"토마토 바질 스프 (5,300원), 브로콜리 파마산 스프 (6,000원), 트러플오일버섯스프 (6,800원), 클램차우더 (7,300원), 토마토 비프 스튜 (7,500원), 크로와상 까망베르 샌드위치 (9,400원), 흑임자크림라떼 ICE (6,500원), 폭스피치 ICE (6,500원), 자몽빙수 (14,000원), 크로플 (9,000원), 뉴욕초코칩쿠키 (3,000원), 피넛버터쿠키 (3,000원), 소 불고기 파니니 (8,900원), 마르게리치아바따 (7,500원), 아메리카노 (4,500원), 카페라떼 (5,000원), 카푸치노 (5,000원), 바닐라라떼 (5,500원), 아인슈페너 (6,000원), 자몽주스 ICE (6,500원), 자몽에이드 ICE (6,000원), 레몬에이드 ICE (6,000원), 오렌지에이드 ICE (6,000원), 딸기라떼 ICE (6,000원), 미숫가루라떼 (6,000원), 오레오쉐이크 ICE (6,500원), 수박주스 （season） (6,500원), 얼그레이티 (4,500원), 페퍼민트티 (4,500원), 자몽티（HOT） (5,500원)"
카라멘야,,689,"서울 서대문구 연세로7안길 34-1 1층
(지번) 창천동 53-97",0507-1320-6221,"카라멘 (9,000원), 마제소바 (10,000원), 멘치까스 (4,500원), 본라멘 (8,500원)"
지오짱조개구이,4.6,79,"서울 서대문구 연세로5가길 15 1층
(지번) 창천동 57-19",02-333-2236,"모둠조개전골 (60,000원), 가리비회 (30,000원), 가리비통찜 (30,000원), 소라통찜 (30,000원), 통백합찜 (30,000원), 새우소금구이 (30,000원), 새우버터치즈구이 (30,000원), 통백합탕 (30,000원), 모둠조개찜 (60,000원), 치즈추가 (모짜렐라와 체다의 만남) (3,000원)"
와플잇업 이대2호점,4.5,5,"서울 서대문구 이화여대3길 42-19
(지번) 대현동 27-17",070-4410-2829,"생크림 와플 (1인용) (7,000원), 젤라또 와플 (1인용) (7,300원), 생크림 더블 젤라또 와플 (2인용) (10,200원), 핑거 와플 (14,000원), 위드 커피 와플 (13,500원), 와플잇업 (16,900원), 더블 젤라또 와플 (10,700원), 후르츠 젤라또 와플 (14,000원), 그랑 플라스 와플 (13,000원), 아메리카노 (4,000원)"
바플라이(Barfly 별밤),2.9,1,"서울 서대문구 연세로9길 10-1
(지번) 창천동 52-22",02-333-0973,메뉴 없음
현대수산,3.9,69,"서울 서대문구 서소문로 45 SK리쳄블 1층
(지번) 합동 116",010-3613-1999,"특생선회 (1인) (46,000원), 오후8시이후 생선회 (2인) (50,000원), 오후8시이후 생선회 (3인) (60,000원), 오후8시이후 생선회 (4인) (70,000원), 대하찜 (40,000원), 전복찜 (40,000원), 전복회 (40,000원), 새우튀김 (20,000원), 생선회2인(포장) (50,000원), 멍게 (30,000원), 산낙지 (30,000원), 생선회 (30,000원), 초밥 (30,000원), 도미머리구이 (30,000원), 시샤모구이 (30,000원), 해물라면 (20,000원), 성게알마끼 (8,000원), 추천메뉴 (변동가격), 감자튀김 (20,000원), 날치알마끼 (4,000원)"
스타벅스 신촌명물거리점,4.4,18,"서울 서대문구 명물길 24 1~5층
(지번) 창천동 13-19",1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
연희동오븐,4.5,74,"서울 서대문구 연희로11나길 7-5 지하1층
(지번) 연희동 128-26",,"이니셜케이크 1글자 (35,000원), 이니셜케이크 2글자 (58,000원), 하트타르트 1호 (45,000원), 하트타르트 2호 (58,000원), 하트리스타르트 (55,000원)"
영삼이네우정소갈비 홍제역점,3.5,23,"서울 서대문구 세무서8길 30 해링턴플레이스 상가동 지하2층 17호
(지번) 홍제동 270-1",02-391-7707,"우갈비 (14,900원), 정갈비 (16,900원)"
피망과토마토,4.6,24,"서울 서대문구 명물길 27-21 2층
(지번) 창천동 46-3",070-8884-9031,수입맥주 (변동가격)
투썸플레이스 신촌연세로점,4.0,44,"서울 서대문구 연세로 28 1~4층
(지번) 창천동 31-27",02-6959-0262,"스초생® (37,000원), 화이트 스초생 (38,000원), 아메리카노（R） (4,500원), 파베초콜릿케이크(쁘띠) (8,800원), 떠먹는 화이트 스초생 (7,200원), 떠먹는티라미수 (6,500원), 피넛 헤이즐넛 라떼(R) (6,500원), 피넛 헤이즐넛 라떼(L) (7,000원), 바나나 샷 라떼(R) (5,500원), 바나나 샷 라떼(L) (6,000원), 바나나 샷 아메리카노(L) (5,800원), [MAX SIZE] 복숭아 아샷추 (5,500원), [MAX SIZE] 레몬 아샷추 (5,500원), 올-타임콜드브루（R） (6,000원), 올-타임콜드브루（L） (6,500원), 아메리카노（L） (5,000원), 아인슈페너2023（R） (6,100원), 아인슈페너2023（L） (6,600원), （1호점）신촌커피（R） (6,100원), （1호점）신촌커피（L） (6,600원), 카페라떼（R） (5,000원), 카페라떼（L） (5,500원), 바닐라라떼（R） (5,500원), 바닐라라떼（L） (6,000원), 카페모카（R） (5,500원), 카페모카（L） (6,000원), 카라멜마끼아또（R） (5,900원), 카라멜마끼아또（L） (6,400원), 스페니쉬연유라떼（R） (5,800원), 스페니쉬연유라떼（L） (6,300원)"
소문난집,3.5,44,"서울 서대문구 연세로7길 38 1층
(지번) 창천동 53-15",02-336-1922,"국내산칼삼겹살 (200g) (10,000원), 막창구이 (150g) (9,000원), 돼지갈비 (0원), 삼겹살 (0원), 갈비살 (0원), 소금구이 (0원), 갈매기살 (0원), 차돌박이 (0원)"
연남서식당,3.4,70,"서울 서대문구 연희맛로 15
(지번) 연희동 189-7",02-716-2520,"양념소갈비(150g) (18,000원)"
카우떡볶이,3.7,199,"서울 서대문구 이화여대길 88-21 1층
(지번) 대현동 34-40",02-313-9999,"떡국 (9,000원), 쫄라당 (9,000원), 꾸덕 로제떡볶이 (9,500원), 특 어묵탕 (8,000원), 버터갈릭감자튀김 (6,500원), 로제치킨(카우의야심작) 기존의 로제치킨은 잊어주세요 (12,900원), 매운비건까르보나라떡볶이 (떡+버섯+양파+브로콜리+마늘) (18,000원), 비건 갈릭감자튀김 (8,500원), 떡만두국 (10,000원), 블랙 카우떡볶이 (6,500원), 치즈쫄라당 (11,500원), 바지락 생칼국수(2인분) 비조리 (20,000원), 산더미 쫄라당 (차돌120g) (17,000원), 짜졸라당 (짜장과고추장의중간) (11,000원), 옛날떡볶이 (4,500원), 마라떡볶이 (강력추천) (16,000원), 불맛가득짜장떡볶이 (8,000원), 튀김 A (김말이+고구마+단호박+야끼만두) (4,500원), 김말이튀김 (1,200원), 새송이버섯튀김 (전국에서카우만판매합니다 오징어식감나요) (1,500원), 단호박튀김 (냉동안씁니다) (1,200원), 생야끼만두 (냉동만두아닙니다) (1,000원), 튀오뎅6개 (2,000원), 고구마튀김 (냉동안씁니다) (1,200원), 순살한마리+양배추샐러드 (9,000원), 순살양념치킨+양배추샐러드 (9,000원), 참치김밥마요주먹밥(히트신메뉴) (7,000원), 들기름시래기주먹밥(히트메뉴입니다) (5,000원), 참치마요주먹밥 (5,000원), 감자마요주먹밥 (5,000원)"
금옥당 연희점,3.7,172,"서울 서대문구 연희로11라길 2 1층
(지번) 연희동 132-38",02-322-3378,"쌍화차 (6,000원), 금옥팥죽 (9,000원), 서울빙수 (10,000원), 팥양갱 (2,800원), 딸기빙수 (13,000원), 통팥양갱 (2,800원), 단호박양갱 (3,800원), 해남고구마양갱 (4,300원), 견과양갱 (3,800원), 호두양갱 (3,800원), 공주밤양갱 (4,300원), 보성말차양갱 (3,500원), 제주녹차양갱 (3,500원), 라즈베리양갱 (3,800원), 경산대추양갱 (4,300원), 상주곶감양갱 (4,300원), 흑임자양갱 (3,800원), 생강빙수 (12,000원), 수정과 (7,000원), 오미자 (5,000원)"
