이름,평점,리뷰수,주소,전화번호,메뉴
몽탄,,"2,797","서울 용산구 백범로99길 50
(지번) 한강로1가 251-1",02-794-8592,"우대갈비 (32,000원), 짚불항정살 (17,000원), 양파볶음밥 (5,000원), 된장찌개 (8,000원), 순두부황태찌개 (8,000원), 몽탄냉면 (8,000원), 몽탄비빔냉면 (8,000원), 몽탄온밥(계절메뉴) (10,000원)"
오츠커피,4.4,367,"서울 용산구 원효로89길 13-12
(지번) 원효로1가 48-8",,"아메리카노 (4,000원), 더치 (4,000원), 더치라떼 (4,500원), 플랫화이트 (4,500원), 카페라떼 (4,500원), 아인슈페너 (5,000원)"
라플랑끄,4.0,24,"서울 용산구 이태원로26길 26
(지번) 이태원동 129-9",070-7719-3010,"오리고기 파르망티예 (25,000원), 소고기 타르타르 (2명) (10,000원), 오리고기 스테이크 (25,000원), 샐러드 (10,000원), 오리고기 리예뜨 (10,000원), 훈제 연어 (10,000원), 석화 (10,000원), Mixed plate (charcuterie/cheese) (25,000원), 소고기 부르기뇽 (25,000원), 등심 스테이크 (25,000원), 오늘의 생선 (25,000원), 감자 그라탕 (10,000원), 카넬로니 (10,000원), 감자 튀김 (10,000원), 크림 뷔릴레 (7,500원), 초콜릿 무스 (7,500원), 과일과 머링 (7,500원)"
해방식당,4.0,391,"서울 용산구 신흥로22길 5 1층
(지번) 용산동2가 1-555",070-4042-7050,"회를 비벼먹는 바질페스토 파스타 (22,000원), 해방식당 라구파스타 (19,000원), 미나리 돌솥밥 (12,000원), 감태와 생연어롤 (18,000원), 고등어 돌솥밥 (18,000원), 고등어 커리 (18,000원), 매콤가지 (9,500원), 브루세타 피자 (24,000원), 버터커리치킨 (16,000원), 면두부와 치킨쏨땀샐러드 (20,000원), 매콤가지튀김 돌솥덮밥 (16,000원), 칼라마리 (16,000원), 크림라구파스타 (22,000원), 클래식 토마토파스타 (16,000원), 클래식 바질페스토파스타 (18,000원), 해방식당 라자냐 (26,000원), 고등어 오일파스타 (20,000원)"
한담곱창,4.5,67,"서울 용산구 새창로 209 1층
(지번) 한강로2가 2-194",02-794-0636,"육회 (10,000원), 염통 (10,000원), 김치말이국수 (6,000원), 비빔국수 (6,000원), 볶음밥 (3,000원), 소곱창 (250g) (23,000원), 소대창 (250g) (22,000원), 소막창 (250g) (22,000원), 곱창모듬 (250g) (22,000원)"
롸카두들 이태원점,4.3,54,"서울 용산구 녹사평대로40나길 9 1층
(지번) 이태원동 449-1",02-798-3456,"the Classic (11,800원)"
손문 대구막창 갈매기살,4.3,139,"서울 용산구 새창로 213-9 1층
(지번) 한강로2가 2-194",02-793-3189,"갈매기살(180g) (16,000원), 대구막창(130g) (13,000원), 소막창(130g) (16,000원), 껍데기(180g) (9,500원), 열탄닭갈비(200g) (12,000원), 불닭발(190g) (12,000원)"
서울앵무새 용산점,3.1,"2,623","서울 용산구 한강대로62길 55 평복빌딩 1~3층
(지번) 한강로1가 216-18",02-797-0515,"투게더 크림커피 (7,500원), 캔디 에이드 (8,000원), 에스프레소 (5,000원), 에스프레소(디카페인)} (5,500원), 아메리카노(ICE) (5,500원), 아메리카노-디카페인(ICE) (6,000원), 아메리카노(HOT) (5,500원), 아메리카노-디카페인(HOT) (6,000원), 카페라떼(ICE) (6,000원), 카페라떼-디카페인(ICE) (6,500원), 카페라떼(HOT) (6,000원), 카페라떼-디카페인(HOT) (6,500원), 믹스커피 (5,500원), 헤이즐넛커피(ICE) (6,000원), 헤이즐넛커피(HOT) (6,000원), 헤이즐넛 라떼(ICE) (6,500원), 헤이즐넛 라떼(HOT) (6,500원), 말차 크림커피 (7,500원), 흑임자 크림커피 (7,500원), 체리콕 (8,000원)"
현선이네 용산본점,3.9,898,"서울 용산구 한강대로39길 2-13 1,2층
(지번) 한강로2가 305-1",010-4750-8886,"현선이 콤보 세트 (24,000원), 써니세트 (17,000원), 현선이세트 (21,000원), 베이비세트 (13,000원), 떡볶이 (5,500원), 순대 (6,000원), 모듬튀김(5EA) (6,000원), 꼬마김밥(4EA) (5,000원), 부산오뎅(4EA) (4,000원)"
산마루돌구이,4.0,28,"서울 용산구 한강대로62다길 12 1층
(지번) 한강로1가 211-1",02-3785-0991,"산낙지돌구이 (중) (70,000원), 연포탕 (중) (70,000원), 산낙지회 (35,000원), 탕탕이 (15,000원), 낙.삼 (1인기준) (28,000원), 산낙지볶음 (1인기준) (15,000원), 전복회 (55,000원)"
소와나,2.7,460,"서울 용산구 이태원로54길 68 1층
(지번) 한남동 684-16",,"등심구이와성게알 (15,900원), 채끝등심 (11,900원), 옆구리살 (11,900원), 꼬리 (10,900원), 아스파라거스 (4,900원), 갈비우동 (6,500원)"
마라,3.4,22,"서울 용산구 이태원로 243 4층
(지번) 한남동 738-23",02-794-5559,"마라샹궈 (39,000원), 꿔바로우 (25,000원), 라즈지 (22,000원), 꿍바오지딩 (22,000원), 샹라따샤 (28,000원), 훠궈 1인분 (28,000원), 마라탕 （비조리） (30,000원), 찰가합 (22,000원), 띠샨시엔 (18,000원), 마파두우푸 (15,000원), 비단두우푸 (10,000원), 오이양장피 (15,000원), 해삼전가복 (46,000원), 새우청경채볶음 (22,000원), 시홍슬 챠우 지단 (15,000원), 삼품냉채 (28,000원), 위샹로스 (20,000원), 크림새우（8p） (35,000원), 깐쇼새우（8p） (35,000원), 청경채볶음 (18,000원), 친차이무얼（셀러리와목이버섯볶음） (16,000원), 바이차이무얼（배추와목이버섯볶음） (16,000원), 옥수수튀김（스위츠콘튀김） (16,000원), 탕추위단（동태포를바삭하게튀겨서새콤달콤한소스로맛을낸요리） (22,000원), 마라쉐위（동태를 튀겨서 마라소스로 만든 얼얼한요리） (18,000원), 칭죠뤄딴（삼겹살을튀겨서파프리카에 볶은요리） (28,000원), 충보양뤄（대파와 샤브양고기로 볶은요리） (28,000원), 썽초뉴뤄우（양파와 차돌로 볶은요리） (28,000원), 쏸차이펀（고구마 당면과 중국식백김치를 곁으러볶은요리） (16,000원), 건두부 볶음（건두부와 삼겹살을 곁드러볶은요리） (16,000원)"
파브리키친,4.1,371,"서울 용산구 한강대로15길 23-6 1층
(지번) 한강로3가 40-174",070-7576-4830,"PPP파스타 (17,000원), 필레뜨 디 마얄레 알레 에르베 (23,000원), 스페차티노 디 만조 (23,000원), 포모도로 파스타 (16,000원), 파스타 리모네 에 감베리 (18,000원), 리조또 아이풍기 (17,000원), 리조또 알라 페스카토라 (18,000원), 파타테 에 프로볼라 (11,000원), 판자넬라 디 뽈포 (12,000원), 콥파 쵸고라또 에 푸루따 (8,000원), 판나코타 (8,000원), 파브리키친 샐러 (11,000원), 살시챠 까르보나 (18,000원), 라구파스타 (18,000원), 폴로 알라 핏짜이올라 (23,000원), 치즈플래터 (14,000원), 뽈뻬떼 (13,000원), 닷테리케이크 (8,000원)"
스타벅스 서울역사점,3.8,28,"서울 중구 한강대로 405 101호
(지번) 봉래동2가 122-11",1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
오근내2닭갈비,3.1,731,"서울 용산구 한강대로11길 13 1층
(지번) 한강로3가 40-9",02-798-0131,"닭갈비 (15,000원), 메밀비빔막국수 (9,000원), 메밀물막국수 (9,000원)"
차이옌,3.9,52,"서울 용산구 이촌로88길 8
(지번) 이촌동 300-16",02-792-0872,"점심특선 (30,000원), A코스 (45,000원), B코스 (60,000원), C코스 (85,000원), D코스 (120,000원)"
상향선,4.4,751,"서울 용산구 청파로85길 33 1층
(지번) 서계동 33-89",02-707-1688,"B.I.C (8,000원), 아메리카노 (4,000원), 라떼 (4,500원), 플랫화이트 (4,500원), 바닐라라떼 (5,000원), 카페모카 (5,000원), 돌체라떼 (5,500원), 아포가토 (6,000원), 얼그레이 (4,500원), 캐모마일 (4,500원), 페퍼민트 (4,500원), 허니그린티 (4,500원), 레몬유자차 (5,000원), 밀크쉐이크 (8,000원), 초코 (5,000원), 패션후르츠에이드 (6,000원), 크림라떼 (6,000원), 런던포그 (7,000원), 더블아몬드 (7,000원), 시그니처아이스티 (6,000원)"
오준이네감자탕 신용산점,2.6,980,"서울 용산구 한강대로 120 1층
(지번) 한강로2가 140",02-345-2458,"감자탕 (29,000원), 숯불뼈찜 (36,000원), 우거지감자뼈국(공기밥포함) (11,000원), 셀프주먹밥 (3,000원), 아삭시원 석박지 (2,000원), 공기밥 (1,000원), 들깨크림소스 (1,000원), 겨자소스 (300원), 들깨가루 (300원), 펩시 355mL (2,000원), 사이다 355mL (2,000원), 제로펩시 355mL (2,000원), 쿨피스 복숭아 500mL (2,000원), 토닉워터 1개 (2,000원)"
풍년옥,4.0,37,"서울 용산구 후암로 107
(지번) 동자동 12",02-779-0372,"설렁탕 (10,000원), 도가니탕 (13,000원), 수육(중) (33,000원), 도가니수육(중) (40,000원), 설렁탕 특 (12,000원), 도가니탕특 (15,000원), 수육(대) (38,000원), 도가니수육(대) (45,000원)"
원인어밀리언,3.0,137,"서울 용산구 이태원로54길 31 지하1층
(지번) 한남동 684-62",02-794-2414,"아메리카노 (5,500원), 라떼 (6,000원), 홀리데이 (7,000원), 아인슈페너 (7,000원), 베이비라떼 (7,500원), 너티카라멜 (7,000원), 스카치라떼 (7,500원)"
명화원,3.0,240,"서울 용산구 한강대로 202
(지번) 한강로1가 14-28",02-792-2969,"짜장면 (6,000원), 짬뽕 (7,000원), 군만두 (8,000원), 물만두 (8,000원), 탕수육(중) (18,000원)"
엔다이브한남,3.1,242,"서울 용산구 이태원로54길 52-2 1층
(지번) 한남동 683-86",02-794-3334,"피치아일랜드 (7,000원), 에티오피아 보타바 위시드 필터커피 (6,500원), 콜롬비아 라미레즈 허니스위트 필터커피 (7,500원), 마루 모카 콜드브루 (7,000원), 바닐라콜드브루 (6,500원), 콜드브루 라떼 (6,000원), 새벽3시 (7,000원), 밀크티 (7,500원), 말차라떼 (7,500원)"
아경면선 이촌점,3.2,138,"서울 용산구 이촌로 248 한강맨션상가 21동 1층 102-A호
(지번) 이촌동 300-26",02-793-6888,"곱창국수 (큰컵) (9,000원), 곱창국수 (중간컵) (7,000원), 차돌국수 (중간컵) (8,000원), 오징어국수 (중간컵) (7,000원), 루로우판 (8,500원)"
종점숯불갈비,2.9,30,"서울 용산구 장문로 112 1층
(지번) 보광동 70-19",02-749-6887,"삼겹살 (200g) (17,000원), 매운돼지갈비찜 (16,000원), 돼지갈비 (200g) (17,000원), 제육볶음 (대) (35,000원), 오삼불고기(대) (35,000원), 차돌박이 (20,000원), 차돌된장 (12,000원), 뚝배기불고기 (13,000원), 불고기전골 (15,000원), 김치찌개 (10,000원), 청국장 (10,000원), 오징어볶음 (10,000원), 된장찌개 (10,000원), 냉면 (8,000원)"
화양연가,4.5,45,"서울 용산구 한강대로 262-1
(지번) 남영동 88-5",02-795-9049,"양갈비 (200g) (21,000원), 양전골 (200g) (20,000원), 쌀국수 (3,000원), 열무국수 (3,000원)"
할랄가이즈 이태원점,3.8,31,"서울 용산구 이태원로 187 2층
(지번) 이태원동 123-32",02-794-8308,"콤보 플래터 (12,900원), 치킨 플래터 (12,900원), 자이로 플래터 (12,900원), 콤보 샌드위치 (14,900원), 치킨 샌드위치 (14,900원), 팔라펠 샌드위치 (14,900원), 시크릿 프라이즈 (10,900원), 감자튀김 (6,000원), 허머스 와 피타브래드 (9,000원), 팔라펠 플래터 (12,900원), 자이로 샌드위치 (14,900원), 팔라펠 （3조각） (5,500원), 물 (2,000원), 코카콜라 355ml（뚱캔） (3,000원), 스프라이트 355ml（뚱캔） (3,000원), 코카콜라 제로（뚱캔） (3,000원), 스내플 티 & 주스 473ml (4,000원), 미닛메이드 주스 350ml (4,000원), 몬스터 에너지 355ml (4,000원), 비타민 워터 (4,000원), 바클라바 (4,500원)"
상록수,3.8,548,"서울 용산구 청파로51길 4 1층
(지번) 청파동2가 99-2",02-704-8892,"황지살(150g) (19,000원), 오도독갈비(160g) (13,000원), 양념꼼장어 (12,000원), 후추뽈살(160g) (13,000원), 뽕삼겹(160g) (15,000원), 주사위목살(180g) (14,000원), 김치찌개(1~2인분) (7,000원), 오이지냉국수 (5,000원), 비빔수제비 (5,000원), 포차무뼈닭발 (12,000원)"
잠수교집 본점,,170,"서울 용산구 장문로 81 1층
(지번) 보광동 217-13",02-749-0434,"급랭삼겹살 (15,000원), 생삼겹살 (17,000원), 명란오징어내장탕 (9,000원), 시골청국장 (9,000원), 깻잎국물떡볶이 (9,000원)"
초원,,686,"서울 용산구 한강대로80길 7
(지번) 남영동 80-4",02-749-5949,"한우 등심 주물럭1++ (150g) (38,000원), 눈꽃 살치 주물럭1++ (130g) (48,000원), 특상우설(130g) (36,000원), 특양(150g) (28,000원), 대창(200g) (24,000원), 내장탕 (9,000원), 냉이 된장찌개 (9,000원), 양무침 (9,000원), 무생채 비빔면 (67,000원), 초원 볶음밥 (10,000원), 마늘국수 (7,000원), 모듬채소 (9,000원), 한우 부챗살 주물럭1++ (130g) (38,000원)"
강가네맷돌빈대떡,3.6,123,"서울 용산구 대사관로24길 27 1층
(지번) 한남동 641-9",02-792-1967,"강가네녹두빈대떡 (17,000원), 김치냉국수 (7,000원), 모듬전 (32,000원), 왕새우전 (20,000원), 한우육전 (25,000원), 감자전 (17,000원), 김치전 (15,000원), 해물파전 (23,000원), 고추장찌개 (25,000원), 목살김치찌개 (25,000원), 두부김치 (23,000원), 오삼볶음 (30,000원), 목살두루치기 (25,000원), 오돌뼈 (17,000원), 청어알두부쌈 (20,000원), 머릿고기(편육) (20,000원), 도토리묵 (15,000원), 강가네양푼밥 (6,000원), 어리굴젓 (7,000원), 고기 빈대떡 (20,000원), 오징어볶음 (25,000원), 골뱅이소면 (25,000원), 묵사발 (17,000원)"
태향,3.4,387,"서울 용산구 후암로57길 3-10 1-2층
(지번) 동자동 9-4",02-777-5558,"탕수육 (소) (15,000원), 태향특밥 (8,000원), 태향특면 (8,000원), 삼선짬뽕 (8,000원), 삼선우동 (8,000원), 삼선울면 (8,000원), 삼선초면 (8,000원), 기스면 (8,000원), 사천탕면 (8,000원), 굴짬뽕 (8,000원), 삼선볶음짬뽕 (8,000원), 쟁반짜장면 (14,000원), 간짜장 (6,000원), 군만두 (5,000원), 물만두 (5,000원), 유산슬밥 (14,000원), 잡탕밥 (14,000원), 송이밥 (8,000원)"
폴바셋 한남커피스테이션로스트웍스,3.6,62,"서울 용산구 한남대로 48 1~4층
(지번) 한남동 257-13",02-792-8310,"제주 레몬 에이드 (가격정보 없음), 루이보스 밀크티 (가격정보 없음), VENTI 콜드브루 라떼 (가격정보 없음), VENTI 콜드브루 (가격정보 없음), 카페 모카 (가격정보 없음), 커피칩 라떼 프라페 (가격정보 없음), 룽고 (가격정보 없음), 리스트레토 (가격정보 없음), 망고 파인애플 프라페 (가격정보 없음), 아포가토 (가격정보 없음), 밀크 아이스크림 (가격정보 없음), 시나몬 에스프레소 콘 파나 (가격정보 없음), 아메리카노 (가격정보 없음), 에스프레소 (0원), 에스프레소 마키아토 (가격정보 없음), 제주 말차 라떼 (가격정보 없음), 초콜릿 에스프레소 콘 파나 (가격정보 없음), 카페라떼 (가격정보 없음), 카푸치노 (0원), 플랫 화이트 (가격정보 없음)"
춘추 한남점,3.5,47,"서울 용산구 대사관로 52 두성빌딩 2층
(지번) 한남동 653-1",02-798-5856,"도가니탕 (26,000원), 춘추 설렁탕 (12,000원), 꼬막비빔밥 (13,000원), 단홍능이삼계탕 (21,000원), 단홍삼계탕 (18,000원), 춘추 능이왕갈비탕 (18,000원), 춘추 왕갈비탕 (15,000원), 얼큰 우거지왕갈비탕 (16,000원), 춘추설렁탕 (12,000원), 꼬막비빔밥 (13,000원), 삼계죽 (11,000원), 삼계능이죽 (14,000원), 닭볶음탕. （대）4인 ／맛선택／매운맛／중간맛／순한맛 (48,000원), 춘추찜닭 （대） 4인 (48,000원), 인기많은 춘추찜닭. 한마리 2인이상 (36,000원), 얼큰한닭볶음탕. 한마리 (36,000원), 공기밥 (2,000원), 콜라 355mL (2,000원), 사이다 355mL (2,000원), 춘추도가니탕 (26,000원), 닭볶음탕. 1인. 맛선택／매운맛／중간맛／순한맛 (18,000원), 참이슬 후레쉬 (5,000원), 처음처럼 (5,000원), 진로이즈백 (5,000원), 새로 (5,000원), 테라 (5,000원), 카스 (5,000원)"
제주식당 한남점,2.7,22,"서울 용산구 대사관로 48 1층
(지번) 한남동 653-3",02-790-9962,"활 고등어회 (70,000원), 반반회 (70,000원), 세꼬시 (광어) (100,000원), 멍게 (25,000원), 산낙지 (35,000원)"
넘버원양꼬치 한남점,3.6,98,"서울 용산구 대사관로 76 2층
(지번) 한남동 79-3",02-797-6518,"새우 (6개) (8,000원), 쭈꾸미 (7,000원), 갑오징어 (7,000원), 양갈비 (1인분) (19,000원), 양꼬치 (1인분) (15,000원)"
피자오,4.1,122,"서울 용산구 신흥로 15-1
(지번) 용산동2가 5-76",02-796-9990,"[모어페페]페페로니 피자. (27,800원), （카디）크림치즈와 파인애플의 만남 KADI (27,800원), Pizza O'SET B (75,000원), （피터）멕시칸불고기와 할라페뇨의 매콤함 (27,800원), （레오）크림치즈＋비프＋피망의 이색적인 피자 (27,800원), （화이트에제키엘）단짠단짠이 완벽한 피자 (27,800원), PIZZA O 14인치 (29,800원), （에제키엘）베이컨과 갈릭의 조화 (27,800원), （와이키키）웨지감자피자 (27,800원), （콰트로피자）4가지맛을 한번에 (29,800원), 이탈리안 시카고 피자 (29,800원), 1／2 14인치 모어페페 (17,800원), （초아비）포테이토와 갈릭 (27,800원), Pizza O'SET A (55,000원), 스타고피자 (29,800원), 1／2 14인치 카디 (17,800원), 1／2 14인치 에제키엘 (17,800원), 1／2 14인치 피터 (17,800원), 1／2 14인치 레오 (17,800원), 1／2 14인치 화이트에제키엘 (17,800원), 1／2 14인치 초아비 (17,800원), 포르나이오립 (46,800원), 하와이안 치킨오 (26,800원), 버팔로 핫윙과 포테이토 (22,000원), 쉬림프샐러드 (18,000원), 치즈솔솔포테이토 (16,000원), 버팔로핫윙 (7,000원), 버팔로핫봉 (7,000원), 버팔로핫윙&핫봉 (7,000원), 포테이토 (5,000원)"
