이름,평점,리뷰수,주소,전화번호,메뉴
영일만,4.0,127,"서울 동작구 남부순환로271길 27 1층
(지번) 사당동 1040-32",02-522-4080,"막회(중) (35,000원), 오징어숙회 (21,000원), 과메기 (21,000원)"
초와밥,4.1,417,"서울 동작구 동작대로5길 8 2층
(지번) 사당동 1031-13",02-523-5937,"모듬초밥 (12P) (13,000원), 특선초밥 (12P) (17,000원), 도로초밥 (12P) (28,000원), 연어초밥 (10P) (16,000원), 활어초밥 (10P) (18,000원), 스폐셜초밥 (20,000원), 도+연+활(12P) (22,000원), 활어+연어(12P) (19,000원), 활어초밥(10P) (18,000원), 연어초밥(10P) (16,000원), 참다랑어(24P) (100,000원), 참다랑어 대뱃살 맛보기(8P) (25,000원), 연어회(소) (20,000원), 활어회(소) (30,000원), 연어+활어(소) (35,000원), 숙성도미회 (35,000원), 특모듬 (40,000원), 스페셜모듬 (60,000원), 연어덮밥 (13,000원), 활어덮밥 (15,000원), 성게알덮밥 (23,000원), 성게알셋트 (50,000원)"
시간을들이다 본점,4.2,91,"서울 동작구 보라매로 80 1층
(지번) 신대방동 342-23",02-812-2158,"앙버터페스츄리 (4,800원), 초코크림 크로와상 (5,700원), 슈크림 크로와상 (4,800원), 밤 페스츄리 (4,500원), 팥우유크림 크로와상 (4,800원)"
기꾸참치,4.7,175,"서울 동작구 남부순환로271길 14 2층
(지번) 사당동 1041-11",02-3486-3737,"기꾸참치 선 (1인) (43,000원), 기꾸참치 진 (1인) (55,000원), 기꾸참치 스페셜 (1인) (75,000원), 실장스폐셜 (1인) (110,000원)"
해물한소반 사당직영점,3.4,115,"서울 동작구 동작대로1길 18 1층
(지번) 사당동 1041-18",02-597-0717,"해물파전 (19,000원), 낙지지리탕 (13,000원), 대구머리해장국 (8,000원), 수제비동태탕지 (8,000원), 아구찜(소) (45,000원), 갑오징어낙지찜 (48,000원), 왕해물찜(소) (59,000원), 왕해물탕(소) (52,000원), 뽈데기지리탕(소) (35,000원)"
할머니가마솥추어탕 상도점,2.9,24,"서울 동작구 상도로 133 두덕빌딩 1층
(지번) 상도동 356",02-3280-1022,"추어탕+돌솥밥 (8,500원), 통추어탕+돌솥밥 (10,000원), 추어튀김 (소) (7,000원), 추어튀김 (대) (14,000원)"
모스키친,4.5,43,"서울 동작구 보라매로 91 1층
(지번) 신대방동 344-15",02-6497-3529,"등심카츠 (12,500원), 안심카츠 (14,000원), 특등심카츠 (15,000원), 모듬카츠 (15,000원), 치즈카츠 (13,000원), 가쯔네우동 (7,000원), 냉모밀 (8,000원)"
리틀크레이지피자 이수점,4.4,69,"서울 동작구 동작대로27길 9 2층
(지번) 사당동 139-66",02-591-0282,"베이비 피자 （1인용） (5,500원), 로마풍스파게티（인기메뉴） (8,500원), 페퍼로니피자 (16,900원), 바베큐치킨피자 (17,900원), 포테이토피자 (17,900원), 하와이언피자 (16,900원), 갈릭스페셜피자 (17,900원), 수퍼슈프림피자 (17,900원), 치즈피자 (16,900원), 슈프림피자 (16,900원), 치즈브레드（시그니처메뉴） (6,500원), 치즈오븐스파게티 (8,500원), 핫 윙 (5,500원), 고구마피자 (17,900원), 밋짜피자 (17,900원), 야채피자 (16,900원), 새우크림스파게티 (9,500원), 크림스파게티 (8,500원), 크레이지브레드 (4,000원), 치킨텐더 (5,500원), 콘샐러드 (2,000원), 크레이지소스 (1,000원), 코카콜라 500mL (2,000원), 코카콜라 1.25L (2,500원), 스프라이트 500mL (2,000원), 스프라이트 1.5L (3,000원), 피클 (500원), 핫소스 (100원), 갈릭소스 (500원)"
친구네정육식당 보라매점,4.4,31,"서울 동작구 여의대방로26길 22 1층
(지번) 대방동 416-13",02-3280-8880,"소한마리 (1kg) (49,000원), 등심 (1인분,300g) (18,000원), 토시살 (1인분,300g) (18,000원), 돼지한마리 (1kg) (38,000원), 생삼겹 국내산(1인분,300g) (15,000원), 차돌박이 (1인분,300g) (19,000원), 갈비살 (1인분,300g) (21,000원), 꽃살 (1인분,300g) (25,000원), 진꽃살 (1인분,300g) (34,000원), 생삼겹 캐나다 (1인분,300g) (13,000원), 항정살 (1인분,300g) (14,000원), 우삼겹 (1인분,300g) (12,000원), 뚝배기불고기 (7,000원), 김치찌개 (7,000원), 냉면 (6,000원), 우삼겹정식 (8,000원), 차돌된장찌개 (7,000원), 소고기국밥 (7,000원), 삼겹정식 (8,000원)"
희래등,3.3,26,"서울 동작구 등용로 123
(지번) 대방동 39-2",02-827-0722,"유니짜장 (8,000원), 짬뽕 (11,000원), 게살새우볶음밥 (12,000원), 잡탕밥 (17,000원), 간소새우(소) (36,000원), 탕수육(소) (28,000원), 간소새우 (소) (36,000원), 팔보채 (소) (44,000원), 간짜장 (11,000원), 쟁반짜장(2인) (22,000원)"
참숯옛맛서울불고기,4.1,4,"서울 동작구 노량진로 204 1층
(지번) 노량진동 196-3",02-825-2371,"숯불 소불고기(1인분) (18,500원)"
남해안활어,3.7,300,"서울 동작구 사당로30길 157 1층
(지번) 사당동 1042-3",02-522-2069,"남해안스페셜(3~4인) (100,000원), 모듬회(소) (45,000원), 광어회(소) (45,000원), 우럭회(소) (50,000원), 도미(중) (65,000원)"
정동진,3.5,84,"서울 동작구 만양로 85
(지번) 노량진동 120-2",02-815-2559,"생갈비김치찌개 (9,000원), 은이버섯한방삼계탕 (16,000원), 닭볶음탕 (중) (30,000원), 해물파전 (16,000원), 한방왕갈비탕 (13,000원), 해물된장찌개 (9,000원), 뚝배기불고기 (11,000원), 햇매생이굴국밥 (9,000원)"
방배김밥,3.6,84,"서울 동작구 동작대로27길 59-16 1층
(지번) 사당동 127-27",02-599-0566,"우엉김밥 (4,000원), 방배김밥 (4,000원), 참치김밥 (5,000원), 치즈김밥 (5,000원), 김치김밥 (5,000원), 소고기김밥 (5,000원), 고추김밥 (5,000원), 방배꼬마김밥 (2,500원), 우엉꼬마김밥 (2,500원), 참치꼬마김밥 (3,000원), 치즈꼬마김밥 (3,000원), 김치꼬마김밥 (3,000원), 소고기꼬마김밥 (3,000원)"
서일순대국 본관,3.7,119,"서울 동작구 여의대방로22길 20 1층
(지번) 신대방동 367-33",02-821-3468,"순대국 (10,000원), 야채순대 (10,000원), 오소리감투 (17,000원), 머리고기 (17,000원), 모듬 (20,000원), 술국 (중) (29,000원)"
약초마을,3.3,84,"서울 동작구 노량진로 26 1층 102호
(지번) 대방동 339-1",02-824-5215,"죽염삼계탕 (17,000원), 죽염 황기오리 (75,000원), 죽염 옻삼계탕 (18,000원), 죽염 황기백숙 (65,000원), 죽염 옻닭 (65,000원), 죽염 옻오리 (75,000원), 죽염 유황오리 (95,000원)"
수연숯불갈비,3.7,37,"서울 동작구 동작대로27다길 5 1층
(지번) 사당동 139-51",02-537-6212,"LA갈비(1인) (35,000원), 차돌배기(1인) (35,000원), 돼지갈비(1인) (18,000원), 생삼겹살(1인) (19,000원)"
닭발집,3.9,169,"서울 동작구 장승배기로 123-1 2층
(지번) 노량진동 307-159",010-2866-6637,"닭발 (14,000원), 똥집 (14,000원), 오돌뼈 (14,000원), 제육 (14,000원), 꼼장어 (14,000원), 굴비 (14,000원), 촉촉오징어 (12,000원), 아귀포구이 (12,000원), 황도 (7,000원), 계란말이 (9,000원), 계란탕 (7,000원), 번데기탕 (7,000원), 콘치즈 (7,000원)"
72420 사당본점,4.3,261,"서울 동작구 동작대로1길 50 중동빌딩 1층
(지번) 사당동 1039-16",02-588-2420,"새우볶음밥 (M) (9,000원), 소고기볶음밥 (M) (9,500원), 소고기분짜 (14,000원), 월남쌈 (39,000원), 닭고기볶음밥 (M) (9,000원), 날치알 칠리새우 볶음밥 (M) (10,000원)"
고가네숯불구이통닭,4.1,169,"서울 동작구 상도로 136 일신빌딩 1층
(지번) 상도동 190-3",02-825-0095,"숯불통닭 (22,000원), 숯불통닭 (포장) (21,000원), 고가네세트 (25,000원), 고가네세트 (포장) (23,000원), 닭꼬치 개당 (포장) (3,000원), 닭꼬치A세트 (18,500원), 닭꼬치A세트 (포장) (15,000원), 닭꼬치B세트 (21,000원), 닭꼬치B세트 (포장) (18,500원), 오뎅탕 (오뎅4개 포장) (3,500원), 주먹밥 (포장) (3,500원)"
가야 상도본점,3.6,24,"서울 동작구 양녕로 286-1
(지번) 상도1동 642-1",02-823-6637,"로스트보쌈 (소) (26,000원), 훈제족발 (소) (26,000원), 로스트 폭립 (소) (26,000원), 삼치구이 (18,000원), 해물파전 (13,000원)"
스타벅스 노량진역점,3.6,77,"서울 동작구 노량진로 134 1,2층
(지번) 노량진동 62-8",1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
고기싸롱 이수역점,4.2,274,"서울 동작구 동작대로27가길 6 2층
(지번) 사당동 139-1",02-532-0407,"주먹고기 (가격정보 없음), 수제 돼지 양념구이 (가격정보 없음), 닭갈비 (가격정보 없음), 껍데기 (가격정보 없음), 삼겹살 (가격정보 없음), 떡볶이 (가격정보 없음), 닭강정 (가격정보 없음), 쫄면 (가격정보 없음), 된장찌개 (가격정보 없음)"
흥부왕족발 부흥보쌈,3.1,49,"서울 동작구 상도로15길 143 창건빌딩 1층
(지번) 상도동 363-142",02-813-0373,"족발 (38,000원), 보쌈 (38,000원), 모듬보쌈,족발 (60,000원), 양념족발 (35,000원), 콜라 355mL (3,000원)"
도쿄빙수 이수지점,3.9,132,"서울 동작구 동작대로27길 38 1층 103,104호
(지번) 사당동 129-11",02-3482-0503,"토마토빙수（도쿄빙수 시그니처） (12,700원), 딸기 마스카포네 치즈 빙수 (13,700원), 후지산말차빙수 (13,700원), 콩팥콩팥빙수（전통팥빙수） (13,700원), 애플망고빙수 (13,700원), 시크한오레오빙수 (13,500원), 미타라시 당고 간장맛 (7,300원), 바나나 주스 (5,000원), Ice 카라멜마끼아또 (4,800원), 비엔나커피빙수 (13,500원), 짱구도 먹는 키리모찌（떡구이） (7,800원), Ice 페퍼커피（아인슈패너） (5,000원), Ice 아메리카노 (3,800원), Hot 아메리카노 (3,800원), Ice 루이보스 슈가플럼 (3,000원), Hot 루이보스 슈가플럼 (3,000원), Ice 녹차 (3,000원), Ice 잉글리쉬블랙퍼스트 (3,000원), Hot 잉글리쉬블랙퍼스트 (3,000원), 팥 추가 (3,000원), 떡 추가 (2,000원), Ice 카페라떼 (4,300원), Hot 카페라떼 (4,300원), Ice 카푸치노 (4,300원), Hot 카푸치노 (4,300원), Ice 바닐라라떼 (4,800원), Hot 바닐라라떼 (4,800원), Hot 카라멜마끼아또 (4,800원), Ice 말차라떼 (5,300원), Hot 말차라떼 (5,300원)"
스타벅스 숭실대점,4.2,30,"서울 동작구 사당로 4
(지번) 상도동 501-9",1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
이고집주꾸미,4.0,46,"서울 동작구 여의대방로22길 80 1층
(지번) 신대방동 361-57",02-823-3217,"이고집 쭈꾸미 (1인분) (14,000원), 삼겹 쭈꾸미 (1인분) (13,000원), 새우 쭈꾸미 (1인분) (13,000원), 치즈퐁듀 (5,000원), 치즈쭈꾸미 (13,000원)"
이든돈카츠,4.3,65,"서울 동작구 만양로14다길 3 1층
(지번) 노량진동 211-70",02-812-6698,"치킨까스 (8,000원), 등심돈까스 (9,000원), 안심돈까스 (11,000원), 코돈브르 (13,000원)"
상도면옥,3.6,56,"서울 동작구 성대로1길 3
(지번) 상도동 346-11",,"물냉면 (12,000원), 회냉면 (13,000원), 갈비탕 (17,000원), 고기만두 (9,000원), 버섯 생불고기 (17,000원), 소갈비찜 (55,000원), 비빔냉면 (12,000원), 한우 소머리국밥 (14,000원), 사골 떡만두국 (12,000원), 수육 아롱사태 (25,000원), 갈비탕 (17,000원), 간재미 회무침 (25,000원), 도가니 수육 (50,000원), 한우 소머리국밥 (14,000원), 고기만두 (9,000원), 사골 떡만두국 (12,000원), 버섯 생불고기 (17,000원), 소갈비찜 (55,000원), 도가니 수육 (50,000원), 공기밥 (1,000원), 제로코카콜라 500mL (2,000원), 스프라이트 500mL (2,000원), 물냉면육수1L (5,000원), 갈비탕육수1L (5,000원), 사골육수1L (5,000원), 불고기육수1L (5,000원), 카스 (4,000원), 테라 (4,000원), 참이슬 (4,000원), 처음처럼 (4,000원)"
마포최대포숯불갈매기,4.3,68,"서울 동작구 서달로14길 11
(지번) 흑석동 6-21",02-817-0738,"갈매기살 (180g) (12,000원), 돼지갈비 (200g) (12,000원), 가브리살(180g) (12,000원)"
이수커피,4.4,13,"서울 동작구 동작대로23길 13 1층
(지번) 사당동 1007-1",010-7572-8374,"아메리카노 (변동가격), 카페라떼 (4,500원), 바닐라라떼 (5,000원), 아인슈페너 (5,800원), 아이스크림 라떼 (5,800원)"
김삿갓파전,4.5,64,"서울 동작구 사당로30길 97 1층
(지번) 사당동 1030-1",02-588-9006,"모듬전 (29,000원), 삼색전 (28,000원), 소고기육전 (26,000원), 홍어전 (26,000원), 통통새우전 (26,000원), 해물파전 (26,000원), 해물부추전 (20,000원), 해물빈대떡 (20,000원), 김치해물전 (20,000원), 동그랑땡 (20,000원), 동태전 (20,000원), 고추전 (20,000원), 녹두빈대떡 (19,000원), 깻잎전 (19,000원), 호박전 (19,000원), 감자전 (19,000원), 꼬치전 (18,000원), 부추전 (17,000원), 배추전 (17,000원), 수수부꾸미 (20,000원), 굴파전 (26,000원), 굴전 (25,000원), 김치해물전+오징어데침 (30,000원), 소고기육전+통통새우전 (27,000원), 소고기육전+김치해물전 (26,000원), 소고기육전+동그랑땡 (26,000원), 통통새우전+감자전 (26,000원), 통통새우전+김치해물전 (26,000원), 통통새우전+깻잎전 (26,000원), 동그랑땡+꼬치전 (22,000원), 김치해물전+감자전 (22,000원), 김치해물전+깻잎전 (22,000원), 고추전+동태전 (22,000원), 깻잎전+꼬치전 (20,000원), 홍어회 (25,000원), 쭈꾸미볶음 (23,000원), 골뱅이사리 (23,000원), 두루치기 (23,000원), 오삼불고기 (23,000원), 오징어볶음 (23,000원), 오징어데침 (20,000원), 두부김치 (20,000원), 도토리묵 (20,000원), 닭볶음탕 (30,000원), 민물새우탕 (23,000원), 김치찌개 (20,000원), 부대찌개 (20,000원), 조개탕 (20,000원), 오뎅탕 (20,000원), 닭볶음탕+모듬전 (57,000원), 닭볶음탕+해물파전 (54,000원), 닭볶음탕+통통새우전 (43,000원), 김치찌개+모듬전 (46,000원), 김치찌개+통통새우전 (43,000원), 김치찌개+소고기육전 (43,000원), 쭈꾸미+모듬전 (50,000원), 쭈꾸미+통통새우전 (47,000원), 쭈꾸미+소고기육전 (47,000원), 두부김치+모듬전 (46,000원), 두부김치+김치해물전 (38,000원), 두부김치+감자전 (37,000원), 굴전+동그랑땡 (겨울) (26,000원), 굴전+고추전 (겨울) (26,000원), 굴전+깻잎전 (겨울) (26,000원), 생굴 (겨울) (25,000원), 꼬막데침 (겨울) (25,000원), 과메기 (겨울) (25,000원)"
숯불에닭 서울상도점,4.0,89,"서울 동작구 양녕로 268-1 1층
(지번) 상도1동 665-2",02-3280-3392,"숯불양념닭갈비(350g)(1인분)(2인이상) (14,000원), 숯불소금닭갈비(350g)(1인분)(2인이상) (14,000원), 오돌갈비(300g)(1인분)(2인이상) (12,000원), 숯닭목살(250g)(1인분)(2인이상) (13,000원), 숯불닭발(250g)(1인분)(2인이상) (14,000원), 닭무릎연골(300g)(1인분)(2인이상) (11,000원), 숯불똥집(200g)(1인분)(2인이상) (11,000원), 숯불염통(200g)(1인분)(2인이상) (11,000원), 국물닭발(700g)(1인분)(2인이상) (18,000원), 닭어깨살(300g)(1인분)(2인이상) (11,000원)"
알렉스플레이스 상도점,4.7,3,"서울 동작구 상도로37길 31 1층
(지번) 상도1동 366-4",02-831-9760,"치즈 (7,500원), 하와이안 (8,500원), 감자튀김 (4,500원), 치즈감자 (6,500원), 칠리치즈감자 (9,500원), 더블치즈 (10,900원), 베이컨 잼 (8,500원), 칠리 (8,500원), 베이컨 치즈 (9,800원), 칠리감자 (7,500원), 불고기 잼 (8,500원), 스파이시 페퍼잭 (8,900원), 치즈 앤 에그 (8,500원), 베이컨 에그 (10,800원), 더블베이컨에그 (14,100원), 해쉬브라운 1p (1,000원), 새우링 5개 (4,900원), 치킨텐더 3조각 (4,300원), 코카콜라 355mL (2,500원), 제로콜라 355mL (2,500원), 스프라이트 355mL (2,500원), 마운틴듀 355mL (2,500원), 웰치스포도 355mL (2,500원), 트레비 레몬 (2,500원), 펩시 콜라 (2,500원), 펩시제로 (2,500원)"
황제소갈비살,4.3,12,"서울 동작구 동작대로27가길 21
(지번) 사당동 137-18",,"소갈비살 500g (29,900원), 부채살 500g (29,900원), 안창살 300g (31,900원), 살치살 300g (31,900원), 진꽃살 300g (34,900원), 형님세트 (62,900원), 커플 A세트 (35,900원), 커플 B세트 (37,900원), 아우님세트 (48,900원), 된장찌개 (3,000원), 차돌된장찌개 (5,000원), 물/비빔냉면 (5,000원), 멸치국수 (5,000원), 비빔국수 (5,000원), 라면 (4,000원)"
케이크무드,4.5,12,"서울 동작구 상도로15길 45 1층
(지번) 상도동 356-12",010-3774-3524,"아메리카노 (3,000원), 카페라떼 (4,000원), 요거트스무디 (5,000원), 밀크티케이크 (6,000원), 진한초코케이크 (6,000원), 딸기생크림케이크 (6,700원)"
오누이,4.4,45,"서울 동작구 시흥대로 676 혜석빌딩 지하1층
(지번) 신대방동 586-2",02-833-6046,"아메리카노 (4,200원), 카페라떼 (4,800원), 플레인 슬러쉬 (5,700원), 자몽에이드 (6,500원), 녹차라떼 (4,800원)"
정원조닭한마리 본점,3.2,36,"서울 동작구 동작대로27다길 11 1층
(지번) 사당동 139-61",02-3478-2480,"닭한마리 (25,000원)"
톰스키친,4.4,104,"서울 동작구 만양로3길 20 신동아리버파크빌 D동 2층 202호
(지번) 노량진동 325-4",010-2481-5969,"아메리카노 (To Go) (2,500원), 카페라떼 (To Go) (3,000원), 플랫화이트 (To Go) (3,000원), 카푸치노 (To Go) (3,000원), 아인슈페너 (롱블랙+크림) (To Go) (3,700원), 아인슈페너 (카페라떼+크림) (To Go) (3,700원), 카페모카 (To Go) (3,800원), 바닐라 라떼 (To Go) (3,800원), 카라멜 마키아또 (To Go) (3,800원), 오렌지 커피 (To Go) (4,500원), 오렌지 커피 비앙코 (To Go) (4,500원), 아포가토 (To Go) (4,500원), 복숭아 아이스티 (To Go) (2,000원), 오리지널 블랙티 (To Go) (2,000원), 캐모마일 (To Go) (2,000원), 루이보스 (To Go) (2,000원), 히비스커스 (To Go) (2,000원), 페퍼민트 (To Go) (2,000원), 자몽차 (To Go) (3,200원), 레몬차 (To Go) (3,200원), 유자차 (To Go) (3,200원), 라임차 (To Go) (3,200원), 자몽에이드 (To Go) (3,200원), 레몬에이드 (To Go) (3,200원), 라임에이드 (To Go) (3,200원), 민트에이드 (To Go) (3,200원), 유자에이드 (To Go) (3,200원), 바닐라 아이스크림 (To Go) (3,500원), 에스프레소 마티니 (8,000원), 아이리시 커피 (8,500원), 커피밤 (9,000원)"
은주식당,4.5,8,"서울 동작구 신대방2길 2-5 1층
(지번) 신대방동 644-4",,"소머리국밥 (10,000원)"
더머커피,4.9,266,"서울 동작구 보라매로 91 1층
(지번) 신대방동 344-15",02-3280-1203,"말차우유 (4,500원), 에스프레소 (3,000원), 카페라떼 (4,000원), 자몽우유 (4,500원), 레몬에이드 (4,500원)"
남도에서,3.6,7,"서울 동작구 신대방1가길 38 동작상떼빌상가 106동 1층 125호
(지번) 신대방동 719",02-6111-9614,"연평도 암꽃게 간장게장 정식（대） (33,900원), 연평도 암꽃게 간장게장 정식（소） (22,900원), 연평도 암꽃게 간장게장 정식（중） (27,900원), 연평도 숫꽃게 간장게장 정식（소） (14,900원), 연평도 숫꽃게 간장게장 정식（중） (16,900원), 연평도 반반게장 정식 (32,900원), 명품암게장 (65,000원), 남도암게장 (48,000원), 남도숫게장 (27,000원), 양념게장 (27,000원), 암게 비빔밥 (17,000원), 전복 꽃게탕 소 (37,000원), 전복 꽃게탕 중 (47,000원), 전복 꽃게탕 대 (57,000원), 새우장 정식 (11,000원), 전복장 정식 (13,900원), 꽃게탕 밀키트（숫꽃게 400g내외） (25,900원), 반숙 계란후라이1개＋김가루＋참기름 (1,000원), 공기밥 (1,000원), 라면사리 (1,000원), 반찬 (2,000원), 사이다 500mL (1,500원), 코카콜라 500mL (1,500원)"
소라노호시,4.1,54,"서울 동작구 동작대로27길 16-5 1층
(지번) 사당동 132-20",02-537-4777,"단새우와 성게알 (44,000원), 시메사바 (20,000원), 모둠사시미 (48,000원), 단새우 (24,000원), 안키모폰즈 (24,000원), 성게알 (38,000원), 후토마끼(추가) (24,000원), 고등어봉초밥(추가) (24,000원), 모둠초밥12 (추가) (25,000원)"
사과나무왕돈까스,4.0,34,"서울 동작구 흑석로9길 7 1층
(지번) 흑석동 190-35",02-825-1831,"왕돈까스 (8,500원), 제육덮밥 (8,500원), 냉우동 (7,500원), 우동 (7,500원)"
클라소피,4.1,79,"서울 동작구 여의대방로22길 94 1층 101호
(지번) 신대방동 358-15",0507-1406-0987,"클라소피 블랙 (5,900원), 클라소피 화이트 (6,200원), 까눌레 (3,100원), 아메리카노 (4,500원), 블렌딩 티(tea) (5,800원), 데본 스콘 (4,700원)"
동화장,4.4,19,"서울 동작구 여의대방로24길 137 2층
(지번) 대방동 407-39",02-821-3322,"짜장면 (7,000원), 우동 (8,500원), 짬뽕 (8,000원), 울면 (8,500원), 기스면 (11,000원), 볶음밥 (8,500원), 잡채밥 (9,500원), 간짜장 (8,000원), 사천짜장 (11,000원), 삼선간짜장 (12,000원), 삼선짬뽕 (12,000원), 짜장밥 (8,500원), 고기덮밥 (10,000원), 깐풍새우 (35,000원), 깐쇼새우 (35,000원), 라조기 (35,000원), 라조육 (35,000원), 잡채 (23,000원), 고추잡채 (35,000원), 난자완스 (33,000원)"
