이름,평점,리뷰수,주소,전화번호,메뉴
화포식당 노원점,4.2,113,"서울 노원구 상계로 72 1층
(지번) 상계동 598-1",02-936-6699,"숙성 통 삼겹살 (1인분) (18,000원), 숙성 통 목살 스테이크 (1인분) (18,000원), 명품 한우 꽃등심 (1인분) (38,000원), 명품 한우 차돌 (1인분) (20,000원), 한우 육회 (1인분) (25,000원)"
수락이오냉면 본점,4.3,211,"서울 노원구 동일로237다길 7 1층
(지번) 상계동 1048-10",02-935-2515,"8시간 제주무의 채수BASE 물냉면 (9,000원), 720시간 숙성 먹골배 비빔냉면 (9,000원), 속초 아야진 명태회냉면 (13,000원), 30mm 한돈 통등심 돈까스 (9,000원), 45cm REAL 치즈돈까스 (10,000원), 이청용선수가 애증한 왕만두(6알) (9,000원), 이광수도 먹고 울고간 튀김왕만두(6알) (9,000원), 예산숙주 사골 만두탕 (10,000원), 100%국내산 지평면 들깨만두탕 (13,000원), 지평면 엘라스틴 들기름냉면 (13,000원), 혼밥가즈아 [슈퍼리치25셋트] /냉면 + 간소돈 + 만두류(3알) (20,000원), 혼밥가즈아!!!! [개꿀조합 셋트메뉴] (14,000원), 물냉면키트세트[대기업 H사에서 콜라보 제의한 그 제품] (12,900원), 비빔냉면키트세트[대기업H사 에서 콜라보 제의한 그 제품] (12,900원), [인생식탁 콜라보] 황제갈비탕 (11,900원), 해발637m 수락산 주봉냉면(여름전용) (25,000원), 190도 얼큰 '환장만두탕' (13,000원), 1등급 한우육회냉면(겨울한정) (16,000원), 혼밥가즈아!!!! [냉소돈 셋트메뉴] (15,000원)"
삼덕식당,3.8,238,"서울 노원구 상계로5길 9 1층
(지번) 상계동 354-6",02-932-1013,"숙성 통삼겹 (180g) (17,000원), 숙성 통목살 (180g) (17,000원), 숙성 항정살 (150g) (18,000원), 항정 껍데기 (150g) (16,000원), 임실치즈구이 (10,000원), 삼덕부대찌개 (9,000원), 양푼이김치찌개 (9,000원), 차돌 된장찌개 (9,000원), 생고기두루치기 (9,000원), 차돌볶음밥 (6,000원), 된장술밥 (6,000원), 눈꽃치즈계란찜 (6,000원), 물냉면 (7,000원), 비빔냉면 (7,000원)"
노원한우,4.3,18,"서울 노원구 동일로218길 35
(지번) 상계동 725-3",02-935-9448,"장흥 등심 삼합(3인) (120,000원), 장흥 토시 삼합(3인) (130,000원), 토시살(160g) (46,000원), 살치살(160g) (46,000원), 양념물갈비(2인) (45,000원)"
우리집곱창,4.2,142,"서울 노원구 덕릉로123길 11
(지번) 상계동 1398-4",02-936-6091,"돼지곱창 (11,000원), 닭갈비 (11,000원), 오징어볶음 (11,000원), 닭발볶음 (11,000원), 닭내장 (11,000원)"
기찻길풍경야채곱창,3.2,72,"서울 노원구 공릉로39길 21 1층 105호
(지번) 공릉동 351-1",02-978-8596,"불맛나는 야채곱창 2인분 (24,000원), 불맛나는 치즈곱창 2인분 (30,000원), 불맛나는 야채곱창（1인분） ＋ 알곱창（1인분） 섞어서 (26,000원), 불맛나는 알곱창 2인분 (28,000원), 소금막창 2인분 (30,000원), 불맛나는 야채곱창 1인분 (12,000원), 불맛나는 알곱창 1인분 (14,000원), 불맛나는 치즈곱창 1인분 (15,000원), 소금막창 1인분 (15,000원), 주먹밥 (3,000원), 상추 (1,000원), 부추무침 (1,000원), 마늘 (500원), 초장 (500원), 코카콜라 355mL (2,000원), 칠성사이다 355mL (2,000원)"
동선식당,4.6,80,"서울 노원구 노해로85길 10-17 1층
(지번) 상계동 323-1",02-932-7778,"돼지매운갈비찜 (32,000원), 소매운갈비찜 (42,000원), 로제갈비찜 (34,000원), 동선쭈꾸미 (30,000원), 커플세트（2~3인） (41,000원), 친구세트（2~3인） (42,000원), 패밀리세트（3~4인） (65,000원), 정선 곤드레밥 (6,500원), 참치마요주먹밥 (5,500원), 봉평 메밀전 (3,000원), 공기밥 (1,000원), 쿨피스 복숭아맛 450mL (2,000원), 칠성사이다（PET） 500mL (2,000원), 코카콜라（PET） 500mL (2,000원), 제로펩시（PET） 500mL (2,000원)"
원조공릉곱창,3.4,43,"서울 노원구 동일로 1062
(지번) 공릉동 499-1",02-972-7151,"곱창구이 (1인분) (22,000원), 양구이 (1인분) (24,000원), 간+천엽 (한접시) (10,000원), 김치볶음밥 (1인분) (2,000원)"
네코정,3.7,26,"서울 노원구 동일로192길 77 동신아파트 104동 상가 2층
(지번) 공릉동 745",070-4110-5224,"텐동 (11,000원), 사케동 (9,500원), 규동 (7,500원), 연어미니 사시미 (4,500원), 스테이크동 (9,500원)"
멍텅구리즉석떡볶이 공릉점,2.8,137,"서울 노원구 공릉로51길 14-2
(지번) 공릉동 439-2",02-978-4645,"MT 스페셜 (2~3인분) (18,000원), MT 기본 떡볶이(2인분) (12,000원)"
위플랜트위커피,3.6,146,"서울 노원구 동일로178길 59-39 2층
(지번) 공릉동 587-1",,"플랜트라떼 (6,000원), 말차크림라떼 (6,000원), 리얼딸기라떼 (6,000원), 후레쉬 자몽주스 (6,000원), 아이스크림 크로플 (8,500원), 플레인스콘 (3,800원), 아메리카노 (4,000원), 카페라떼 (4,500원), 바닐라라떼 (5,000원), 아인슈페너 (5,500원), 히비스커스 레몬에이드 (6,000원), 망고에이드 (6,000원), 아쌈밀크티 (6,000원), 피치블로썸티 (6,000원), 히비스커스 (5,500원), 플레인크로와상와플 (3,500원), 바질크림치즈 크로플 (4,800원), 콘치즈트러플（크로플） (4,500원), 바스크치즈케이크 (6,500원), 더블초코스모어쿠키 (3,800원), 쑥떡베리쿠키 (3,800원), 펌킨파이 (6,000원)"
비손샤브칼국수 수락산점,4.4,103,"서울 노원구 동일로 1660 2층 202호
(지번) 상계동 1132-35",02-938-4949,"샤브칼국수（비조리） (30,000원), 전각 추가 (6,000원), 우삼겹 추가 (6,000원), 목심 추가 (6,000원), 야채 추가 (4,000원), 월남쌈 야채 (4,000원), 라이스 페이퍼 (2,000원), 어묵 추가 (3,000원), 버섯 추가 (4,500원), 고명 세트 (5,000원), 모듬 떡 추가 (3,000원), 만두 추가 (2,000원), 칼국수 추가 (2,000원), 칠리 소스 추가 (2,000원), 스윗 칠리 소스 (2,000원), 고마다래 (2,000원), 폰즈 소스 추가 (2,000원), 육수 추가 (3,000원), 육수 추가（2.5L） (5,000원), 핫 칠리 소스（1kg） (12,000원), 스윗 칠리 소스（1kg） (12,000원), 폰즈 소스（1kg） (12,000원), 고마다래（1kg） (12,000원), 고급 어묵 (15,000원)"
신가네칼국수 노원본점,,"1,475","서울 노원구 공릉로59나길 78-14 1층
(지번) 하계동 115-1",02-948-9956,"오곡 자가제면 들깨칼국수 (7,000원), 바지락칼국수 (7,000원), 매생이굴떡국 (8,000원), 해물파전 (15,000원), 보리밥 (5,000원), 수육한접시 (13,000원), 소라한접시 (13,000원)"
브로이하우스바네하임,3.7,45,"서울 노원구 공릉로32길 54 고려빌딩 1-2층
(지번) 공릉동 240-19",02-948-8003,"로스트 치킨 (24,000원), 프레아 에일 (5,300원), 노트 에일 (5,300원), 란드 에일 (5,500원), 도담도담 (5,500원), 넘버원 (7,700원), 쥬시홉밤IPA (6,500원), 벚꽃 라거 (6,900원), 장미 에일 (6,900원), 코튼캔디IPA (7,900원), 유자퀸 에일 (6,300원), 다복이 (10,000원), 맥주샘플러 4종 (12,000원), 고르곤졸라 씬피자 (22,000원), 떡갈비플래터 (32,000원), 모둠소시지 (27,500원), 고추 마늘 통닭 (26,000원), 누룽지 해산물 토마토 스튜 (24,500원), 골뱅이무침과 구포쫄깃국수 (20,000원), 더티 후라이즈 (19,000원)"
바다세상,4.7,16,"서울 노원구 한글비석로1길 61 1층
(지번) 하계동 213-9",02-939-4989,"회정식 (점심메뉴) (23,000원), 회덮밥 (점심메뉴) (13,000원), 초밥 (점심메뉴) (18,000원), 알탕 (점심메뉴) (13,000원), 대구탕 (점심메뉴) (13,000원), 조기탕 (점심메뉴) (13,000원), 계절모듬A (2인) (68,000원), 계절모듬B (3~4인) (98,000원), 계절모듬C (5인) (128,000원), 특사시미A (2인) (98,000원), 특사시미B (3~4인) (128,000원), VIP사시미 (4~5인) (180,000원), 혼마구로 (1인) (85,000원)"
하나샤브샤브 본점,3.6,50,"서울 노원구 동일로203가길 29 브라운스톤상가 1층 101호
(지번) 중계동 506",02-972-2656,"1인 샤브 양지＋등심 (21,900원), 1인 샤브 등심 (24,900원), 샤브 A세트 (29,800원), 샤브 B세트 (51,800원), 밀푀유 (20,000원), 밀푀유 세트 (25,000원), 양지 （100g） 추가 (11,000원), 규동 (8,000원), 멘타이쥬 (8,000원), 대하장 (14,000원), 등심（100g） 추가 (18,000원), 육수（1200cc） 추가 (3,000원), 야채 추가 (11,000원), 가마보꼬（피쉬볼6알） 추가 (3,000원), 우동사리 추가 (3,000원), 칠리소스 추가 (500원), 참깨소스 추가 (500원), 유자폰즈소스 추가 (500원), 초코 푸딩 (2,000원), 콜라 500mL (3,000원), 사이다 500mL (3,000원)"
운천숯불구이,4.7,33,"서울 노원구 상계로3길 38-4
(지번) 상계동 592-2",02-932-9933,"오돌갈비(200g) (14,000원), 삼겹살(200g) (14,000원), 돼지막창(160g) (10,000원), 닭발(350g) (10,000원), 물냉면 (5,000원)"
응순가재골수제비,2.8,363,"서울 노원구 동일로242길 100 1층
(지번) 상계동 996-8",02-939-6778,"수제비 (9,000원), 칼국수 (9,000원), 들깨수제비 (10,000원), 도토리묵 (10,000원), 물만두 (6,000원), 감자전 (11,000원), 김치전 (10,000원), 매콤오징어부추전 (13,000원), 홍어회무침 (15,000원), 김치만두 (8,000원), 칼제비 (10,000원), 감자수제비 (10,000원), 뜰깨감자수제비 (12,000원), 개떡(5개) (2,000원), 오징어파전 (13,000원)"
오피셜커피,3.8,63,"서울 노원구 동일로184길 69-7 1층 101호
(지번) 공릉동 506-34",,"아메리카노 (4,800원), Ice빅보틀아메리카노 2~3人 (9,000원), Ice빅보틀연유라떼 2~3人 (11,000원), 초콜릿라떼ice (6,000원), 당근케이크 (6,500원), 카페라떼 (5,500원), 바닐라라떼 (6,000원), 연유라떼 (5,500원), Ice빅보틀카페라떼 2~3人 (10,000원), Ice빅보틀바닐라라떼 2~3人 (11,000원), Ice빅보틀 얼음없는 아메리카노 2~3人 (11,000원), Ice빅보틀 얼음없는 카페라떼 2~3人 (13,000원), Ice빅보틀 얼음없는 바닐라라떼 2~3人 (14,000원), Ice빅보틀 얼음없는 연유라떼 2~3人 (14,000원), 초콜릿라떼hot (5,000원), 밀크티 (5,500원), 딸기라떼 (7,000원), 레몬에이드 (6,500원), 자몽에이드 (6,500원), 유자애플에이드 (6,000원), 레몬티 (6,000원), 자몽티 (6,000원), 유자애플티 (6,000원), 얼그레이티 (4,500원), 얼그레이 복숭아 아이스티 (6,000원), 빅보틀 얼그레이 복숭아 아이스티 2~3人 (9,000원), 빅보틀 얼음없는 얼그레이복숭아 아이스티 2~3人 (12,000원), ice자몽티 (6,000원), ice레몬티 (6,000원), iec유자애플티 (6,000원)"
본가왕뼈감자탕 노원역점,3.7,55,"서울 노원구 상계로3길 28 영빈빌딩 1층
(지번) 상계동 358-31",02-932-6312,"감자탕小（반조리 상태로 배달） (30,000원), 감자탕中（반조리 상태로 배달） (38,000원), 감자탕大（반조리 상태로 배달） (46,000원), 간장양념뼈찜（조리 후 배달） (41,000원), 해물뼈찜（조리 후 배달） (49,000원), 뼈다귀해장국（반조리 상태로 배달） (10,000원), 특 뼈다귀해장국 （반조리 상태로 배달） (14,000원), 선지해장국（반조리 상태로 배달） (10,000원), 매콤한콩나물뼈찜（조리 후 배달） (41,000원), 양평해장국（반조리 상태로 배달） (10,000원), 우거지해장국（반조리 상태로 배달） (9,000원), 공기밥 (1,000원), 날치알주먹밥 (4,000원), 볶음밥 (4,000원), 당면사리 (3,000원), 감자 추가 (3,000원), 수제비사리 (2,000원), 우거지 추가 (3,000원), 떡사리 (2,000원), 라면사리 추가 (2,000원), 콜라 500mL (2,000원), 사이다 500mL (2,000원), 처음처럼 (5,000원), 참이슬 후레쉬 (5,000원), 진로이즈백 (5,000원), 참이슬 오리지널 (5,000원), 새로 (5,000원), 카스 (5,000원), 테라 (5,000원), 캘리 (5,000원)"
카페민,4.7,10,"서울 노원구 동일로184길 6 1층
(지번) 공릉동 517-30",02-977-7695,"아메리카노 (3,000원), 카페민 1인 도시락 (닭강정) (10,000원), 참치김밥 (5,300원), 옛날 떡볶이(조금매운맛) (9,000원), 카페민 1인 도시락 (새우강정) (11,000원), 피크닉 도시락 (야채김밥1줄+닭강정) (9,800원), 크리스피 강정 (9,500원), 부산어묵 볶이 (14,000원), 매운(고추장) 참치김밥 (5,500원), 수제 돈까스김밥 (6,000원), 매콤한 치킨강정 김밥 (6,200원), 다)앙버터 (4,000원), 다)솔티카라멜 (3,800원), 다)라즈베리 (3,800원), 다)다크쵸코 (3,800원), 호두강정40g (3,000원), 호두강정80g (5,500원), 수제청 3종 1L (25,000원), 강정 제육덮밥도시락 (11,000원), 떡볶이세트(조금매운맛) (22,800원), 카페민김밥세트 (23,000원), 제육덮밥 (7,500원), 야채김밥 반&햄 토스트반 (4,500원), 허니치즈뿌림강정 (9,500원), 칠리치즈뿌림강정 (9,500원), 마늘(갈릭)강정 (11,000원), 사천짜장떡볶이(매운맛) (9,000원), 참이슬후레쉬 (4,000원), 처음처럼 (4,000원), 카스 (4,000원)"
메트로폴리스,3.7,597,"서울 노원구 동일로178길 11-9 1층
(지번) 공릉동 577-13",,"Einspanner 아인슈페너 (5,000원), Malcha latte 말차라떼 (4,500원), Blue Lemonade 블루레몬 에이드 (6,500원), grapefruit ade 자몽에이드 (6,000원), Croffle 크로플 (9,000원), Americano 아메리카노 (4,000원), Cafe latte 카페라떼 (4,500원), Dolce latte 돌체라떼 (5,000원), Vanilla bean latte 바닐라빈 라떼 (5,000원), Ice tea 아이스티 (4,000원), chocolat latte 쇼콜라 라떼 (4,500원), Lemonade 레몬 에이드 (6,000원), Kiwi pine ade 키위 파인 에이드 (6,000원)"
이오냉면 노원점,4.0,20,"서울 노원구 상계로1길 38-11 1층
(지번) 상계동 591-2",02-938-3385,"주먹밥 (한가지선택) (3,000원), 매운 물냉면 (6,000원), 매운 비빔냉면 (6,000원), 모둠주먹밥 (여섯가지모두) (9,000원), 찐만두 (6개) (3,000원), 알밥 (6,000원), 도토리묵사발 (6,000원)"
활어의전설 본점,2.6,85,"서울 노원구 노해로81길 12-33 1층
(지번) 상계동 332-4",02-932-9612,"산낙지 (25,000원), 전복 (25,000원), 광어＋연어 (32,000원), 광어＋우럭 (32,000원), 광어＋대방어 (55,000원), 상큼세트 (42,000원), 제철세트 (50,000원), 광어 (40,000원), 활어초밥 (15,000원), 활어회덮밥 (10,000원), 1인 대방어 (40,000원), 1인 광어 (32,000원), 1인 연어 (32,000원), 1인 우럭 (32,000원), 우럭＋대방어 (55,000원), 연어＋대방어 (55,000원), 연어세트 (52,000원), 실속세트 (58,000원), 대광어세트 (90,000원), 대광어세트＋스페셜 참치（24p） (120,000원), 광어 세꼬시 (40,000원), 우럭 (48,000원), 연어 (38,000원), 모듬회 (38,000원), 광어 ＋ 도다리회 세트 (52,000원), 대방어. (50,000원), 도미 (69,000원), 농어 (69,000원), 도다리 (69,000원), 도다리세꼬시 (69,000원)"
이춘복참치 노원직영점,,24,"서울 노원구 노해로85길 10-7 1-2층
(지번) 상계동 324-5",02-951-4558,"실장추천참치 (44,000원), 참치 스페셜 (36,000원), 일품참치 (57,000원), 혼마구로 (85,000원), 혼마구로 플러스 (110,000원)"
상계동 원조닭갈비,3.8,127,"서울 노원구 한글비석로36길 65 1층
(지번) 상계동 140-138",02-952-4956,"국물닭갈비 1인분(기본2분) (9,000원), 도토리전 (8,000원), 닭내장 1인분 (9,000원), 소 허파볶음 (11,000원), 쫄면사리 (2,000원), 볶음밥 (2,000원), 깻잎사리 (2,000원)"
산들바다,2.1,25,"서울 노원구 화랑로 443 디벨리움 2층
(지번) 공릉동 670-7",02-977-7100,"곤드레 솥밥 보쌈정식 (1인)특선 (23,000원), 간장게장 정식 (1인) (25,000원), 보리굴비정식 (1인)특선 (33,000원), 소갈비찜 (소) (30,000원), 갈비살 카프레제 (20,000원)"
맥도날드 상계DT점,3.5,58,"서울 노원구 동일로 1612 1~2층
(지번) 상계동 1022",02-6221-6500,"한입초코츄러스3조각 (가격정보 없음), 맥스파이시 상하이 투움바 (가격정보 없음), 슈비 투움바 (가격정보 없음), 더블 쿼터파운더 치즈 (가격정보 없음), 맥스파이시 상하이 버거 (가격정보 없음), 토마토 치즈 비프 버거 (가격정보 없음), 빅맥 (가격정보 없음), 트리플 치즈버거 (가격정보 없음), 1955 버거 (가격정보 없음), 더블 불고기 버거 (가격정보 없음), 불고기 버거 (가격정보 없음), 슈슈 버거 (가격정보 없음), 슈비 버거 (가격정보 없음), 베이컨 토마토 디럭스 (가격정보 없음), 치즈버거 (가격정보 없음), 더블 치즈버거 (가격정보 없음), 햄버거 (가격정보 없음), 드립 커피 (가격정보 없음), 해쉬 브라운 (가격정보 없음), 후렌치 후라이 (가격정보 없음), 맥너겟 (가격정보 없음), 아메리카노 (가격정보 없음)"
장군숯불족발,5.0,1,서울 노원구 월계동 51-6 1층,02-941-5882,"숯불족발(대) (40,000원), 매운숯불족발(대) (40,000원), 반반족발(숯불+매운)(대) (41,000원), 원조냉족발(대) (39,000원), 숯불족발+보쌈+막국수 (대) (59,000원), 보쌈(대) (40,000원), 쟁반막국수(대) (9,000원), 수제무김치 (3,000원), 셀프주먹밥 (3,000원), 숯불족발(중) (37,000원), 매운숯불족발(중) (37,000원), 원조냉족발(중) (36,000원), 숯불족발+보쌈+막국수 (중) (46,000원), 보쌈(중) (37,000원), 쟁반막국수(소) (5,000원), 보쌈고기추가 (16,000원), 5찬반찬 추가 (3,000원), 수제보쌈김치 (5,000원), 온족발+보쌈+막국수(중) (45,000원), 냉족발+보쌈+막국수(중) (45,000원)"
광성반점,3.6,67,"서울 노원구 동일로173가길 5
(지번) 공릉동 609-17",02-976-0396,"짜장면 (5,000원), 간짜장 (6,000원), 짬뽕 (6,000원), 삼선짬뽕 (8,000원), 탕수육 (19,000원)"
엄마마늘보쌈,4.1,135,"서울 노원구 석계로 16
(지번) 월계동 64-10",02-913-9222,"보쌈 (중) (32,000원), 마늘보쌈 (중) (35,000원), 홍어보쌈 (중) (44,000원), 굴보쌈 (중) (44,000원)"
반층야,4.3,6,"서울 노원구 화랑로51길 20 지하1층
(지번) 공릉동 120-4",070-8887-5224,"옛날냉동삼겹 (9,000원), 생삽겹살 (12,000원), 김치찌개 백반(1인) (7,000원), 가츠동 (7,500원), 연어덮밥 (9,500원)"
태릉풍천장어,3.4,92,"서울 노원구 화랑로 457
(지번) 공릉동 661-7",02-975-0602,"세트메뉴 (중) (64,000원), 장어 (대) (64,000원), 장어 (중) (54,000원), 장어정식 (1마리) (점심특선) (28,000원), 장삼탕(점심) (13,000원), 장삼탕(포장) (15,000원), 계란탕 (5,000원), 양념구이(한팩당) (4,000원)"
DNJ레스토랑,3.2,8,"서울 노원구 노원로 244 1층
(지번) 하계동 256-11",02-939-6700,"해물냉면 (16,000원), 잡탕밥 (18,000원), 송이특밥 (12,000원), 고추잡채밥 (13,000원), 마파두부밥 (12,000원), 새우볶음밥 (13,000원), 짜장면 (11,000원), 삼선짬뽕 (14,000원), 군만두 (9,000원), 돼지고기탕수육 (regular) (35,000원), 돼지고기탕수육 (small) (27,000원)"
나우키친 중계점,4.3,46,"서울 노원구 한글비석로 254
(지번) 중계동 364-22",02-3392-0006,"팬스테이크（부채） 170g ＋ 밥 (16,500원), 팬 사천 라이스 (11,000원), 팬 스테이크（등심） 170g ＋ 밥 (19,900원), 등심스테이크 고기추가（80g） (8,500원), 부채스테이크 고기추가（80g） (7,000원), 찹 스테이크 200g ＋ 볶음밥 ＋ 식전빵 (17,500원), 찹 스테이크 고기추가（100g） (7,500원), 팬 스테이크（안심） 170g ＋ 밥 (20,900원), 안심스테이크 고기추가（80g） (9,000원), 백립 550g ＋ 감자튀김 (26,000원), 까르보나라 (14,000원), 명란크림파스타 (14,000원), 크림비프파스타 (14,000원), 매운크림파스타 (14,000원), 감베리 로제 파스타 (14,000원), 알리오올리오 파스타 (12,500원), 갈릭 오일 파스타 (12,500원), 해산물 사천 오일 파스타 (14,000원), 해산물 오일 파스타 (14,000원), 해산물 토마토 파스타 (14,000원), 볼로네제 토마토 파스타 (14,000원), 치즈 토마토 파스타 (14,000원), 뚝배기 파스타 (14,000원), 불고기 라이스 (11,000원), 팬 나우 라이스 (11,000원), 팬 갈릭 라이스 (11,000원), 감자튀김 (7,000원), 모닝빵（2개） (1,000원), 버팔로윙（4개） (4,000원), 버팔로스틱（4개） (4,000원)"
친친,3.7,0,"서울 노원구 석계로18길 10-9 2층
(지번) 월계동 379-2",02-6229-4143,"찹쌀탕수육(소) (16,000원), 깐풍기(소) (21,000원), 라조기(소) (21,000원), 레몬크림새우(소) (29,000원), 깐풍중새우(소) (29,000원)"
시작이밤이다,4.4,51,"서울 노원구 동일로190길 33 현대빌라 101호
(지번) 공릉동 393-10",010-7148-3119,"크림새우닭 (20,000원), 한우육회 (25,000원)"
도미노피자 공릉점,2.9,9,"서울 노원구 화랑로 465 엘네스트빌오피스텔 101,102호
(지번) 공릉동 653-5",02-948-3082,"블랙타이거 슈림프 L 콜라 세트 (39,200원), 와와웨 스테이크 L 콜라 세트 (36,200원), [스프라이트] 포테이토 L 세트 (29,600원), 블록버스터4 L 제로 콜라 세트 (39,200원), K-Rib&치즈 L (33,900원), 와일드 와일드 웨스트 스테이크 L (33,900원), 베스트 콰트로 L (36,900원), 블랙타이거 슈림프 L (36,900원), 포테이토 L (27,900원), 리얼불고기 L (29,900원), 슈퍼디럭스 L (28,900원), 슈퍼슈프림 L (27,900원), 우리 고구마 L (30,900원), 리얼불고기 더블치즈엣지 L (34,900원), K-쌈장 채끝 스테이크 L (33,900원), K-쌈장 채끝 스테이크 M (28,000원), K-Rib&치즈 M (28,000원), 와일드 와일드 웨스트 스테이크 M (28,000원), 베스트 콰트로 M (29,500원), 블랙타이거 슈림프 M (30,000원), 블록버스터 4 L (36,900원), 블록버스터 4 M (29,500원), K-쌈장 채끝 스테이크+블랙타이거 슈림프 L (35,400원), K-쌈장 채끝스테이크+K-Rib&치즈 L (33,900원), K-쌈장 채끝스테이크+포테이토 L (30,900원), 뉴욕 오리진 L (29,900원), 베이컨체더치즈 L (27,900원), 와와웨 스테이크 L 웨스턴핫윙 세트 (46,000원), 블랙타이거 슈림프 L 웨스턴핫윙 세트 (49,000원), 포테이토 L 웨스턴핫윙 세트 (40,000원)"
