이름,평점,리뷰수,주소,전화번호,메뉴
진대감 강남역교보타워점,4.0,"1,276","서울 서초구 서초대로73길 54 디오빌강남오피스텔 1층 101호
(지번) 서초동 1309-1",02-596-0715,"한우차돌삼합 (29,000원), 한우투뿔모듬(No.9) (99,000원), 한우파김치전골대표 (55,000원), 한우차돌박이 (28,000원), 한우꽃게된장찌개 (12,000원), 키조개관자장비빔밥 (10,000원), 한우차돌짬뽕라면 (10,000원), 갓김치물냉면 (10,000원), 갓김치비빔냉면 (10,000원), 구수한누룽지 (8,000원), 날치알볶음밥 (6,000원), 점심)한우꽃게된장찌개밥상 (12,000원), 점심)한돈파김치전골밥상 (11,000원), 점심)키조개관자장비빔밥상 (10,000원), 점심)한우차돌짬뽕라면밥상 (10,000원), 점심)갓김치물냉면 (10,000원), 점심)갓김치비빔냉면 (10,000원), 콩나물찜 (6,000원)"
강남복칼국수,4.2,244,"서울 서초구 서초대로74길 23 서초타운트라팰리스 2층 204호
(지번) 서초동 1327",02-3486-0252,"복칼국수 (2인이상) (13,000원), 김치복칼국수 (2인이상) (13,000원), 복국 (15,000원), 복튀김 (소) (25,000원), 복찜 (중) (45,000원)"
요멘야고에몬 강남점,3.4,491,"서울 서초구 서초대로77길 7 서초빌딩 1층
(지번) 서초동 1317-13",02-534-8036,"런치세트 A (13,500원), 런치세트 B (15,500원), 런치세트 C (14,500원), 런치세트 D (16,500원), 레귤러 세트 (15,900원), 라지 세트 (16,900원), 디저트 세트 (18,900원), 수플레오믈렛 멘타이꼬 리조또 (14,000원), 요쿠바리 간장버터 (13,000원), 연어 이쿠라 토마토크림 (14,000원), 연어 이쿠라 크림소스 (14,000원), 연어 이쿠라 간장커리 (14,000원), 스키아키 스파게티 (13,000원), 치킨 카라아게 미소소스 (13,000원), 까르보나라 칠리토마토 (12,900원), 슈림프 모짜렐라 치즈 (12,900원), 매콤 새우 버섯 토마토소스 (12,900원), 매운해물페페론치노 (13,000원), 슈림프 아보카도 바질페스토 (13,900원), 포르치니 버섯 크림소스 (13,900원)"
진대감 강남역 삼성타운점,4.3,"1,980","서울 서초구 서초대로78길 50 우영빌딩 2층
(지번) 서초동 1330-13",02-587-0073,"한우차돌삼합 (29,000원), 한우투뿔모듬 (119,000원), 한우파김치전골 (55,000원), 한우차돌박이 (29,000원), 한우꽃게된장찌개 (12,000원), 한우차돌짬뽕라면 (10,000원), 구수한누룽지 (8,000원), 날치알볶음밥 (6,000원), 누룽지계란찜 (6,000원), 벌교꼬막비빔밥 (11,000원), 점심)한우꽃게된장찌개밥상 (12,000원), 점심)한돈파김치전골밥상 (11,000원), 점심)벌교꼬막비빔밥상 (11,000원), 점심)한우차돌짬뽕라면밥상 (10,000원), 점심)갓김치물냉면반상 (10,000원), 점심)갓김치비빔냉면반상 (10,000원), 생관자 (15,000원), 차돌초밥용 밥 (5,000원)"
됐소 강남점,4.1,135,"서울 서초구 서초대로78길 36 지하층 1호
(지번) 서초동 1327-13",02-586-8588,"삼겹살(150g) (18,000원), 한우투뿔등심 (150g) (48,000원), 됐소모듬(600g) (105,000원), 한돈모듬(600g) (72,000원), 한우안심 (150g) (54,000원), 한우갈비살 (150g) (45,000원), 한우 모듬(600g) (145,000원), 한우양념구이 (150g) (38,000원)"
연어로만 서초점,3.6,34,"서울 서초구 반포대로9길 3
(지번) 서초동 1461-2",02-525-0153,"두꺼어사시미 (보통) (22,900원), 생연어사시미 (보통) (22,900원), 생연어샐러드 (보통) (14,900원), 연어구이크림파스타 (12,900원), 생연어야채롤말이 (8pcs) (10,800원)"
초선과여포 본점,4.0,205,"서울 서초구 서초대로78길 44 2층
(지번) 서초동 1330-16",02-525-9890,"짜장면 (8,000원), 삼선볶음밥 (9,500원), 레몬꿔바로우(소) (31,000원), 생등심 찹쌀등심탕수육(소) (27,000원), 생등심 찹쌀등심탕수육(중) (32,000원), 소고기 탕수육(소) (41,000원), 사천탕수육 (36,000원), 어항동구 (48,000원), 전가복 (78,000원), 칠리중새우 (45,000원)"
옛날농장 매헌점,4.0,58,"서울 서초구 강남대로16길 4 1층
(지번) 양재동 316",02-572-5576,"명품소생갈비 (33,000원), 명품소양념갈비 (33,000원), 설화갈비꽃살 (35,000원), 차돌박이 (20,000원), 소갈빗살 (20,000원), 한우육회 (25,000원), 낙곱새뚝배기 (11,000원), 삼계진곰탕 (10,000원), 생고기김치찌개 (9,000원), 차돌부대찌개 (9,000원), 벌교꼬막비빔밥 (11,000원), 불고기비빔밥 (11,000원), 육회비빔밥 (11,000원), 고등어조림 (10,000원), 해물순두부 (9,000원), 간장게장정식 (15,000원), 간장게장 한접시 (25,000원), 양념꽃게장 한접시 (20,000원), 물냉면/비빔냉면 (8,000원), 삼겹살/목살 (16,000원), 항정살 (18,000원), 돼지갈비 (19,000원), 선지명품소고기해장국 (10,000원), 뚝배기 불고기 (9,000원), 차돌된장 (9,000원), 고추장돼지불백(2인이상) (11,000원), 벌교꼬막무침 (25,000원)"
캐틀앤비 양재천점,2.7,123,"서울 서초구 양재천로 131
(지번) 양재동 90-4",02-578-2737,"아메리카노 (5,800원), 카페라떼 (6,800원), 플랫화이트 (6,500원), 크림카푸치노 (6,800원), 바닐라빈라떼 (7,000원), 아인슈페너 (7,000원), 디카페인콜드브루 (7,000원), 얼그레이밀크티 (7,000원), 자몽주스 (7,800원), 오렌지주스 (7,800원), 청포도주스 (7,800원), 페퍼민트 (7,000원), 카모마일메들리 (7,000원), 얼그레이 (7,000원), 블루베리히비스커스 (7,000원), 투메릭진저 (7,000원), 레몬라임티 (7,800원), 자두베리티or에이드 (7,800원), 자몽오렌지티or에이드 (7,800원), 청포도모히토티or에이드 (7,800원)"
영주축협한우프라자 청계산역점,3.1,10,"서울 서초구 청계산로 197 4-5층
(지번) 신원동 270-10",02-579-9292,"등심(1인) (49,000원), 안심(1인) (55,000원), 꽃갈비살(1인) (60,000원), 생갈비(1인) (29,000원), 양념갈비(1인) (29,000원), 안창살(1인) (65,000원), 살치살(1인) (61,000원), 영주한우스페셜 (295,000원), 영주한우프리미엄 (60,000원)"
육밀도 사당점,3.6,16,"서울 서초구 방배천로2길 12 1층 101호
(지번) 방배동 446-2",0507-1301-8817,"누룩숙성삼겹살(180g) (17,500원), 한우채끝등심1++(150g) (49,000원), 특목살1++(150g) (17,500원), 통가브리살(150g) (19,500원), 명품오겹살(150g) (18,500원), 항정살1++(150g) (19,500원)"
주,4.0,177,"서울 서초구 동광로19길 16 1층
(지번) 방배동 795-5",02-3482-3374,"삼선짜장면 (10,000원), 삼선짬뽕 (12,000원), 삼선우동 (12,000원), 삼선울면 (12,000원), 기스면 (8,000원), 삼선볶음밥 (12,000원), 새우볶음밥 (11,000원), 게살볶음밥 (13,000원), 잡채밥 (13,000원), 마파두부밥 (13,000원), 해물덮밥 (18,000원), 양장피잡채 (48,000원), 마파두부 (30,000원), 전가복 (140,000원), 해삼전복 (170,000원), 마라전복 (90,000원), 팔보채 (45,000원), 류산슬 (45,000원), 칠리중새우 (48,000원), 깐풍중새우 (48,000원)"
일공공키친 서래본점,4.3,16,"서울 서초구 사평대로26길 38 무주빌딩 2층
(지번) 반포동 91-2",02-3476-1008,"한우 차돌박이 편백찜(1+) (21,000원), 호주 청정 부채살 샤브 (18,000원), 해물 핫팟 (13,000원), 불고기 덮밥 (11,000원), 한우 채끝 등심 편백찜(1+) (26,000원)"
신사고집,4.3,29,"서울 서초구 나루터로 70 영서빌딩 1층 101호
(지번) 잠원동 19-5",02-3443-8292,"삼겹살 (200g) (18,000원), 목살 (200g) (18,000원), 가브리살 (150g) (18,000원), 항정살 (150g) (19,000원), 갈매기살 (150g) (18,000원), A set (56,000원), B set (62,000원), 해물된장찌개 (8,000원), 열무냉면 (7,000원), 고집쫄면 (6,000원), 날치알 철판볶음밥 2人 (11,000원), 치즈사리 추가 (1,000원)"
티엔미미 강남점,3.5,415,"서울 서초구 사임당로 143 Cross143 1층 104-1호
(지번) 서초동 1332-4",010-8874-1040,"딤섬셋트 (40,000원), 티엔/미미 셋트 (50,000원), 여명/만옥 셋트 (100,000원), 냉채 (31,000원), 식사류 (15,000원), 딤섬 (10,000원), 딤섬 (12,000원)"
채미가,2.8,580,"서울 서초구 법원로2길 15
(지번) 서초동 1713-6",02-591-7892,"점심메뉴A (35,000원), 상견례A (55,000원), 저녁메뉴A (77,000원), 단체특선A (45,000원)"
고메램 강남점,4.0,590,"서울 서초구 강남대로 359 대우도씨에빛2차 지하1층
(지번) 서초동 1328-11",02-588-7805,"모둠양갈비(1인) (33,000원), 생 양고기 살치(약 140g) (26,000원), 생 숄더랙(약 210g) (28,000원), 생 와규 등심(약 140g) (32,000원), 연어 사시미(12피스) (16,000원)"
시래향 1호점,4.1,125,"서울 서초구 사임당로 66 J.C.M빌딩 101호
(지번) 서초동 1627-2",02-521-8350,"한우옛날불고기+시래기밥(특선) (20,000원), 낙지볶음+시래기밥정식 (19,000원), A코스(1인) (79,000원), B코스(1인) (59,000원), C코스(1인) (49,000원), D코스(1인) (39,000원), 시래기밥 정식 (15,000원), 한우샤브전골+시래기밥(특선) (20,000원), 해물파전 (20,000원), 한돈 보쌈(중) (27,000원), 한돈 보쌈(대) (52,000원), 황태구이 (17,000원), 김치전 (9,000원), 고등어무조림+시래기밥 정식 (19,000원), 한돈생고기보쌈+시래기 정식 (20,000원), 황태구이+시래기밥 정식 (19,000원), 낙지볶음 +소면(중) (34,000원), 간장게장(1인분) (42,000원), 낙지볶음+소면(대) (49,000원), 한우 시래기 들깨샤브샤브전골 정식 (27,000원)"
브루클린더버거조인트 서래마을점,3.8,158,"서울 서초구 서래로2길 27 1층
(지번) 반포동 78-12",02-533-7180,"프렌치프라이즈 (8,800원), 칠리치즈프라이즈 (14,700원), 치즈프라이즈 (10,500원), 바닐라클래식 (7,800원), 코울슬로와콘샐러드 (7,800원), 코울슬로 (7,500원), 더 치즈버거 (9,800원), 브루클린 웍스 (12,500원), 크.림. (12,200원), 죠지크럼 (12,200원), 치즈 스커트 (12,800원), 뉴 멕시코 (12,000원), 리얼 맥코이 (12,000원), 냅킨 플리즈 (13,200원), 버르게리타 (13,700원), 판타스틱 4 (15,600원), 빅 피쉬 (11,200원), 램버거 (14,300원), 필리 치즈스테이크 (14,200원), 캔음료 (3,500원)"
파이브가이즈 강남,3.2,"4,188","서울 서초구 강남대로 435 주류성빌딩 1-2층
(지번) 서초동 1305-5",070-8834-7900,"햄버거 (13,400원), 치즈 버거 (14,900원), 베이컨 버거 (15,900원), 베이컨 치즈 버거 (17,400원), 비프 핫도그 (8,900원), 치즈 핫도그 (10,400원), 베이컨 핫도그 (11,400원), 베이컨 치즈 핫도그 (12,900원), 리틀 햄버거 (9,900원), 리틀 치즈 버거 (11,400원), 리틀 베이컨 버거 (12,400원), 리틀 베이컨 치즈 버거 (13,900원), 베지 샌드위치 (9,900원), 치즈 베지 샌드위치 (11,400원), 그릴드 치즈 샌드위치 (8,400원), BLT 샌드위치 (10,900원), 프라이즈 (리틀) (6,900원), 프라이즈 (레귤러) (8,900원), 프라이즈 (라지) (10,900원), 파이브 가이즈 쉐이크 (8,900원), 생수 (2,000원), 탄산 음료 (3,900원), 버드 와이저 (6,000원), 스텔라 아르투라 (7,000원), 구스 아일랜드 IPA (9,000원)"
성민양꼬치,3.9,149,"서울 서초구 방배천로2길 27
(지번) 방배동 449-4",02-583-8859,"마파두부 (12,000원), 지삼선 (15,000원), 가지볶음 (15,000원), 건두부볶음 (13,000원), 건두부무침 (13,000원), 경장육슬 (18,000원), 어향육슬 (18,000원), 깐풍기 (18,000원), 통파육 (20,000원), 호남닭고기 (18,000원), 호남중새우 (25,000원), 깐풍새우 (20,000원), 양꼬치 (15,000원), 양갈비 (18,000원), 고급양갈비 (22,000원), 매운소고기 (15,000원), 양갈비살꼬치 (18,000원), 계란토마토 (13,000원), 동파육 (20,000원)"
도쿄하나 사당점,2.8,62,"서울 서초구 방배천로 11 파스텔 시티 3층
(지번) 방배동 444-3",02-585-2020,"도쿄하나 오마카세 참치 (120,000원), 도쿄하나 오마카세 (100,000원), 도쿄하나 스페셜 (78,000원), 도쿄하나 정식 (58,000원), 주말 가족 A코스 (60,000원), 주말 가족 B코스 (50,000원), 주말 가족 C코스 (38,000원), 도쿄하나 점심 A코스 (55,000원), 도쿄하나 점심 B코스 (45,000원), 도쿄하나 점심 C코스 (35,000원), 사모님 점심특선(여성 전용 메뉴) (29,000원), 통우럭양념구이 (15,000원), 특모둠초밥 (30,000원), 생대구탕 (18,000원), 도쿄하나 자연산 (0원)"
미우야,3.3,370,"서울 서초구 강남대로23길 90 기정빌딩 1층
(지번) 양재동 116-5",02-577-6348,"고사리간장 소바 (15,000원)"
남궁야,3.6,106,"서울 서초구 방배천로4안길 10
(지번) 방배동 451-6",02-581-9252,"공기밥 (1,500원)"
애마오리 청계산점,4.1,44,"서울 서초구 원터6길 8 1-2층
(지번) 원지동 372-7",02-576-1004,"한방오리백숙+흑미죽 (70,000원), 닭백숙+찹쌀죽 (65,000원), 닭볶음탕 (65,000원), 오리훈제로스 (60,000원), 생오리주물럭 (대) (65,000원), 해물파전 (19,000원), 도토리묵 (19,000원), 두부김치 (19,000원), 제육쌈밥(2인이상) (14,000원), 들깨수제비 (12,000원), 청국장 (10,000원), 소고기우거지국밥 (10,000원), 순두부찌개 (10,000원)"
바바인디아 강남역점,3.2,223,"서울 서초구 강남대로 359 대우도씨에빛2차 2층 201,202,213호
(지번) 서초동 1328-11",02-521-4588,"LUNCH A (평일) (17,000원), LUNCH B (평일) (21,000원), LUNCH C (평일) (26,000원), 치킨마크니 (20,000원), 버터난 (3,500원)"
만원수산,3.8,308,"서울 서초구 서초대로77길 37 서초월드상가 3층 302호
(지번) 서초동 1308-10",010-9780-8184,"추천모듬회 (53,000원), 광우연 (47,000원), 우광이 (37,000원), 싱싱이 (50,000원), 광연이 (37,000원), 왕새우감자튀김 (15,000원), 회무침 (10,000원), 매운탕 (12,000원), 막회 (38,000원), 광돔이 (45,000원)"
로리스더프라임립,3.8,394,"서울 서초구 서초대로 411 GT타워 3층
(지번) 서초동 1317-23",02-590-2800,"캘리포니아 컷 (69,000원), 잉글리시 컷 (80,000원), 로리 컷 (95,000원), 다이아몬드 짐 브래디 컷 (128,000원), 비프 보울 컷 (158,000원), 프렌치 프라이（레귤러 컷） (7,000원)"
모던눌랑 센트럴시티점,3.6,222,"서울 서초구 사평대로 205 센트럴시티 파미에가든 4층 BP4-6호
(지번) 반포동 118-3",02-6282-5005,"모던눌랑 케이지 (45,000원), 모던눌랑 상하이롤 플래터 (45,000원), 블랙페퍼 안심 스테이크 (50,000원), 민트&라임 슈림프 (40,000원), 동파육 with Buns (46,000원), 포레스트 치킨 (37,000원), 대게살 볶음 (55,000원), 갈릭 페퍼 슈림프 (40,000원), 생표고 탕수 (30,000원), 다섯가지 해물 누룽지탕 (55,000원), 상하이 핑크 (12,000원), 크리미 포테이토 with칠리소스 (25,000원)"
선화의고기 방배본점,4.8,978,"서울 서초구 서초대로24길 9 1층
(지번) 방배동 936-4",02-3486-5505,"궁중식 퓨전 즉석마늘양념갈비살 (25,000원), 3인세트 황제나비살 양념갈비살 차돌박이 (83,000원), 4인세트 오마카세 황제나비살 갈비살 차돌배기 한우육회 (130,000원), 살치살 (150g) (27,000원), 생갈비살 (150g) (25,000원), 차돌배기(150g) (16,000원), 한우육회 (200g) (25,000원), 갈비살 된장찌개+비빔밥 (점심메뉴) (9,000원), 한우육회비빔밥+된장찌개 (10,000원), 2인세트 황제나비살 마늘양념갈비 차돌배기 (60,000원), 3인세트 황제나비살 양념갈비살 차돌배기 (83,000원), 3~4인세트 황제나비살 살치살 갈비살 (94,000원), 궁중식 황제나비살(150g) (25,000원), 궁중식 퓨전 마늘양념갈비살(150g) (25,000원), 궁중식 마늘숙성 생갈비살(150g) (25,000원), 한우육사시미(200g) (27,000원), 구워먹는치즈 (10,000원), 김치찌개+비빔밥+계란후라이 (9,000원)"
소들녘 서초점,3.3,31,"서울 서초구 효령로 232
(지번) 서초동 1485-5",02-583-0505,0 (0원)
수미관,4.1,36,"서울 서초구 서초중앙로2길 38 1층
(지번) 서초동 1427-5",02-582-0707,"나주곰탕 (11,000원), 육회비빔밥 (11,000원), 특곰탕 (13,000원), 갈비탕 (16,000원), 육회 (24,000원), 수육 (38,000원), 혼밥세트1（곰탕＋미니육회） (22,000원), 혼밥세트3（육회비빔밥＋미니육회） (22,000원), 혼밥세트4（특곰탕＋미니육회） (24,000원), 혼밥세트5（갈비탕＋미니육회） (27,000원), 혼밥세트6（곰탕＋미니수육） (32,000원), 혼밥세트8（육회비빔밥＋미니수육） (32,000원), 혼밥세트9（특곰탕＋미니수육） (34,000원), 혼밥세트10（갈비탕＋미니수육） (37,000원), 공기밥 (1,000원), 곰탕육수 1팩 (6,000원), （제로）펩시 355mL (2,000원), 사이다 355mL (2,000원), 탐스 （파인애플） 355mL (2,000원), 고랭지배추김치 (12,000원), 석박지（무김치） (12,000원), 1인석박지추가 (1,000원), 곰탕고기추가（뜨겁게） (7,000원), 곰탕고기추가（차갑게） (7,000원), 미니육회 (11,000원), 미니수육 (21,000원)"
초동집 본점,4.0,171,"서울 서초구 방배천로 22 1층
(지번) 방배동 452-4",02-585-2722,"삼겹살(150g) (16,000원), 제비추리(130g) (37,000원), 차돌박이(130g) (27,000원), 토시살(150g) (49,000원), 돼지갈비(250g) (18,000원), 돼지모듬(600g) (55,000원), 한우등심(150g) (38,000원), 살치살(130g) (46,000원), 한우육회(180g) (33,000원), 한우모듬(350g) (69,000원), 고급한우모듬(400g) (125,000원)"
천희양꼬치,4.2,31,"서울 서초구 효령로31길 28 2층
(지번) 방배동 910-5",02-523-7371,"양꼬치소금구이 (1인분) (12,000원), 양갈비살꼬치 (1인분) (14,000원), 양꼬치양념구이 (1인분) (12,000원), 양꼬치매운양념구이 (1인분) (12,000원), 중국식오리지널양꼬치 (1인분) (12,000원), 칠린새우 (20,000원), 마라탕 (13,000원)"
밴건디스테이크하우스,4.5,490,"서울 서초구 사평대로22길 5 1층
(지번) 반포동 94-14",02-595-6062,"통베이컨 로메인 시지 (22,000원), 찌즐링 통베이컨 (12,000원), 점보 새우 구이 (12,000원), 모시,바지락,오일 스파게티 (22,000원), 통새우,아스파라거,날치알,오일 스파게티 (22,000원)"
드렁큰빈,4.5,272,"서울 서초구 사평대로55길 56 지하1층
(지번) 반포동 735-23",,"드렁큰 빈 콜드브루 (10,000원), 에스프레소 (6,000원), 아메리카노 (6,000원), 카페라떼 (6,500원), 오트라떼 (7,500원), 바닐라 빈 라떼 (7,500원), 아포가토 (8,000원), 위스키 아포가토 (12,000원), 에티오피아 이쌈 아리차 (8,000원), 콜롬비아 파라이소 92 ""망고젤리"" (9,000원), 파나마 아우로마르 파이어스톤 게이샤 (12,000원), 레몬에이드 (8,000원), 패션후르츠 오미자 에이드 (8,000원), 말차라떼 (7,500원), 크림 카라멜 블랙티 (6,000원), 캐모마일 블렌드 (6,000원), 애플파이티 (6,000원), 뉴욕 치즈 케이크 (9,500원), 레몬 케이크 (6,000원)"
js가든 잠원점,4.6,116,"서울 서초구 잠원로4길 33-2 스타빌딩 지하 1층 101~110호
(지번) 잠원동 61-11",02-595-1221,"js가든 시그니처 북경오리(한 마리) (120,000원), Nari (런치코스) (50,000원), Anemone (런치코스) (60,000원), Calla (런치코스) (70,000원), Lily (디너코스) (88,000원), Tulip (디너코스) (120,000원), Freesia (디너코스) (140,000원), Violet (디너코스) (200,000원), (딤섬전용공간 메뉴) 소룡포 3pcs (6,900원), (딤섬전용공간 메뉴) 쇼마이 3pcs (7,900원), (딤섬전용공간 메뉴) 하가우 3pcs (9,500원), (딤섬전용공간 메뉴) 트러플 쇼마이 (11,500원), (딤섬전용공간 메뉴) 우육면 (12,000원), (딤섬전용공간 메뉴)토마토우육면 (13,000원), (딤섬전용공간 메뉴)계란볶음밥 (10,000원), 목화솜 탕수육(s) (45,000원), 전복 삼선 짬뽕 (27,000원), 전복포도씨유 자장면 (17,000원), 전복 하얀 짬뽕 (27,000원)"
무한쌈밥집,4.0,185,"서울 서초구 강남대로93길 23-10
(지번) 잠원동 36-27",02-3444-6920,"대패삼겹쌈밥정식 (12,000원), 냉삼겹쌈밥정식 (12,000원), 우삼겹쌈밥정식 (13,000원), 제육쌈밥정식 (12,000원), 생삼겹쌈밥정식 (15,000원), 해물쌈장비빔밥 (8,000원), 해물쌈장 (5,000원), 갈치젓갈쌈장 (4,000원), 대패삼겹살 (10,000원), 냉삼겹살 (10,000원), 우삼겹살 (114,000원), 제육볶음 (10,000원), 생삼겹살 (13,000원)"
진스시,3.8,124,"서울 서초구 강남대로43길 22-2
(지번) 서초동 1357-60",02-588-3330,"저녁 C 코스 (60,000원), 점심 C 코스 (39,000원), 저녁 A 코스 (39,000원), 저녁 B 코스 (45,000원), 점심 A 코스 (22,000원), 점심 B 코스 (28,000원), 모듬초밥 (35,000원), 참다랑어 뱃살 (20,000원), 광어사시미 (20,000원), 연어사시미 (20,000원), 새우튀김 (20,000원), 광어초밥 (10,000원), 도로초밥 (15,000원), 회덮밥 (20,000원), 우동 (5,000원)"
미니말레 커피뢰스터 양재본점,4.5,760,"서울 서초구 강남대로10길 32 1층
(지번) 양재동 329-11",02-6104-4239,"100% 생과일 주스(L) (5,800원), 생착즙 에이드(L) (4,800원), 아메리카노(R) (3,500원), 헬싱키라떼(R) (4,800원), 브리티쉬 아인슈패너(롱블랙/콜드브루)(R) (4,800원), 브리티쉬 아인슈패너(라떼/모카)(R) (5,300원), 스패니쉬 연유 라떼(R) (4,800원), 카페 모카(R) (4,800원), 카푸치노(R) (4,300원), 라떼(R) (4,300원), 플랫 화이트(R) (4,300원), 콜드브루(R) (4,000원), 콜드브루 라떼(R) (4,800원), 골든 아쌈 밀크티(R) (4,800원), 시그니처 자몽티(R) (4,800원), 시그니처 레몬티(R) (4,800원), 보성 말차 라떼(R) (4,800원), 리얼 벨지언 다크초콜렛(R) (4,800원), 로열 블랙티(R) (5,300원), 로네펠트 허브티(R) (5,300원)"
한성양꼬치 교대점,3.5,126,"서울 서초구 반포대로28길 71-18 1층
(지번) 서초동 1571-29",02-586-8892,"양꼬치(10꼬치) (16,000원), 대하구이(8마리) (13,000원), 마라샹궈 (25,000원), 꿔바러우 (20,000원), 토마토탕 (7,000원), 통갈비(600g) (56,000원), 고급양갈비(250g) (26,000원), 양등심꼬치(250g) (23,000원), 갈비살꼬치(10개) (18,000원), 양다리(800g) (68,000원), 마라룽샤꼬리 (28,000원), 마라탕 (20,000원), 향라대하 (28,000원), 경장육슬 (20,000원), 어향육사 (18,000원), 바지락볶음 (18,000원), 어향가지 (18,000원), 토마토계란볶음 (16,000원), 삼선해물술국 (20,000원), 지삼선 (18,000원)"
진동둔횟집,3.7,108,"서울 서초구 강남대로91길 18
(지번) 잠원동 36-32",02-511-2179,"세꼬시 (49,000원), 전어(1인) (49,000원), 개불(1인) (변동가격), 미더덕찜 (35,000원), 회덮밥 (13,000원)"
영동냉면,3.5,75,"서울 서초구 신반포로 177 반포쇼핑 3동 지하1층
(지번) 잠원동 75-23",02-501-9088,"물냉면 (10,500원), 비빔냉면 (10,500원), 소스없는 물냉면 (10,500원), 마약김밥 (5,500원), 왕만두 (8,000원), 공기밥 (1,500원), 냉육수 (1,000원), 0% 신라면 맵기 소스 40g (1,000원), 50% 불닭면 맵기 소스 40g (1,000원), 100% 청량고추 맵기 소스 40g (1,000원)"
