이름,평점,리뷰수,주소,전화번호,메뉴
청량리남원통닭,3.4,381,"서울 동대문구 홍릉로1길 39 1층
(지번) 제기동 635-4",02-968-9841,"반반（알바생 최애） (22,000원), 후라이드치킨（대）（사장님강추） (20,000원), 양념치킨（대） (22,000원), 닭똥집（알바생 강추／최애） (14,000원), 후라이드치킨 （소） (18,000원), 양념치킨（소） (20,000원), 닭똥집（양념） (16,000원), 콜라 500mL (2,000원), 사이다 500mL (2,000원)"
회기왕족발보쌈,3.6,267,"서울 동대문구 회기로 158 1층
(지번) 회기동 45-52",02-966-4955,"족발 (소) (33,000원), 보쌈 (소) (33,000원), 보쌈김치 (14,000원), 쟁반막국수 (16,000원), 춘천막국수 (9,000원)"
다이닝원 청량리점,4.1,263,"서울 동대문구 고산자로32길 78 아트포레스트 청량리 2층
(지번) 용두동 39-1",02-960-5985,"런치 (평일 오후5시 이전) (26,900원), 디너 (평일 오후5시 이후) (31,900원), 초등학생 (평일) (16,900원), 런치/디너 (주말 및 공휴일) (34,900원), 초등학생 (주말 및 공휴일) (17,900원), 미취학아동 (만36개월이상)(평일,주말 동일) (9,900원)"
장안정 본점,3.5,140,"서울 동대문구 답십리로 291-3 1층
(지번) 장안동 308-9",02-2246-6574,"정식 (14,000원), 돈까스 (11,000원), 함박스텍 (11,000원), 생선까스 (12,000원), 비빔냉면 (9,000원), 치즈 함박스테이크 (12,000원), 수제 치즈 돈까스 (12,000원), 냉면+돈까스 세트 (14,000원), 냉면+함박스테이크 세트 (14,000원), 덴뿌라우동+돈까스 세트 (14,000원), 새우튀김 (12,000원), 매운 돈까스 (11,000원), 매운 함박스텍 (11,000원), 물냉면 (9,000원), 덴뿌라우동 (9,000원), 덴뿌라우동+함박스테이크 세트 (14,000원), 냉면두그릇＋돈까스 세트 (23,000원), 냉면두그릇＋함박스테이크 세트 (23,000원), 덴뿌라우동두그릇＋돈까스 세트 (23,000원), 덴뿌라우동두그릇＋함박스테이크 세트 (23,000원)"
육전식당 3호점,3.9,112,"서울 동대문구 천호대로 38 1층
(지번) 신설동 93-3",02-2234-6373,"제육백반 (10,000원), 육전 떡갈비 정식 (11,000원), 육전 국밥 (10,000원), 뚝배기불고기 (9,000원), 김치/된장찌개 (8,000원), 통목살 (17,000원), 통삼겹살 (17,000원), 항정살 (18,000원), 제주오겹살 (20,000원), 양념껍데기 (14,000원), 들기름막국수 (9,000원), 비빔막국수 (9,000원), 물막국수 (9,000원)"
나정순할매쭈꾸미 2호점,2.6,97,"서울 동대문구 약령시로 65
(지번) 제기동 886-22",,"쭈꾸미 1인분 (15,000원)"
대통삼 신설동점,4.3,8,"서울 동대문구 천호대로4길 12 1층
(지번) 신설동 104-28",02-2235-1031,"무한리필 (17,000원), 1인 식사 추가비용 (3,000원)"
베러댄,3.4,96,"서울 동대문구 망우로 34 진성빌딩 1층
(지번) 휘경동 317-53",,"아메리카노 (5,000원), 카페라떼 (5,500원), 얼그레이레몬스콘 (5,000원), 생크림스콘 (5,000원), 플레인베이글 (2,800원), 블루베리베이글 (3,500원), 코코아말렌카 (6,000원), 바닐라빈라떼 (5,000원), 수정과밀크티 (6,500원), 발로나 초콜릿 (6,500원), 솔티스콘 (5,000원)"
스타벅스 답십리역점,4.1,53,"서울 동대문구 천호대로 263
(지번) 답십리동 497-67",1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
청량회관,4.6,165,"서울 동대문구 서울시립대로 164 도석프라자 지하1층
(지번) 전농동 152-11",,"참치한상 (70,000원), 참치애비 (65,000원), 아마애비 (30,000원), 차돌박이라구스튜 (25,000원), 바지락술탕 (25,000원), 모듬튀김 (굴,새우,표고,고로케) (23,000원), 단품튀김 (튀김 1종 선택) (18,000원), 우니파스타 (25,000원), 닭정육구이 (22,000원), 오징어내장파스타 (25,000원), 바질명란파스타 (20,000원)"
아경면선 외대점,4.6,41,"서울 동대문구 이문로 76 1층
(지번) 이문동 336-3",02-6498-6222,"곱창국수 (6,500원), 차돌국수 (7,200원), 오징어국수 (6,500원), 루로우판(대만식 고기덮밥) (6,500원), 버블티(S) (2,500원)"
옛집한우허파,4.7,56,"서울 동대문구 사가정로 222 1층
(지번) 장안동 103-1",02-2217-7634,"허파 (10,000원), 수구레 (15,000원), 양 (15,000원)"
해피디쉬클럽,3.1,131,"서울 동대문구 서울시립대로 164 6층
(지번) 전농동 152-11",,"더블치즈 피자 (Slice) (4,000원), 페퍼로니 피자 (Slice) (4,500원), 나쵸&살사 보트 (11,000원), 닭가슴살 시저샐러드 (10,000원), 매운크림파스타 (11,000원)"
두툼,3.4,222,"서울 동대문구 천호대로85길 32 1층
(지번) 장안동 460-1",02-2212-1525,"두툼 모듬 세트 A SET (32,000원), 두툼 모듬 세트 B SET (55,000원), 두툼 모듬 세트 스페셜 (93,000원), 대광어+대도미+제철2~3종 모듬회 (39,000원), 대광어 (32,000원), 대광어+도미+연어 (39,000원), 대방어(중) (60,000원), 대방어(대) (90,000원), 대광어＋연어 (32,000원), 대도미 (41,000원), 대광어+도미 (41,000원), 연어 (28,000원), 제철 동해물회 (25,000원), 도미＋연어 (39,000원), 모듬해산물 (45,000원), 해삼 (25,000원), 서더리탕 (10,000원), 멍게 (20,000원), 광어초밥 (11,000원), 왕새우튀김 (10,000원), 문어튀김 (25,000원), 도미 4피스 추가 (8,500원), 광어 4피스 추가 (8,000원), 콜라 (2,000원), 사이다 (2,000원), 포도봉봉 (2,000원), 환타 (2,000원)"
행운돈까스지기,3.6,29,"서울 동대문구 장한로 173
(지번) 장안동 304-1",,"돈까스 (8,500원), 생선까스 (9,000원), 함박스테이크 (9,000원), 행운정식 (9,500원), 치즈돈까스 (9,500원)"
왕코등갈비,4.8,893,"서울 동대문구 한천로 202 1,2층
(지번) 장안동 108-3",02-2245-4988,"등갈비 (16,000원), 돼지갈비 (1인분) (16,000원), 순두부 (4,000원), 생삼겹살 (200g) (15,000원), 날치알 주먹밥 (4,000원)"
경동함흥냉면,3.7,64,"서울 동대문구 고산자로38길 19 1층
(지번) 제기동 989-4",02-966-0046,"물냉면 (11,000원), 비빔냉면 (11,000원), 회냉면 (12,000원)"
청량리고향집 본점,4.2,276,"서울 동대문구 경동시장로2길 52 1층
(지번) 청량리동 769-1",02-964-8844,"오소리국밥 (10,000원), 돼지머리국밥 (9,000원), 순대국 (9,000원), 순대정식 (12,000원), 술국 (18,000원), 오소리감투 (25,000원), 토종삼계탕 (13,000원), 반계탕 (9,000원), 아바이순대 (중) (20,000원), 수육모듬순대 (중) (25,000원), 국정식 (15,000원)"
원조골뱅이전문점,4.0,130,"서울 동대문구 왕산로37길 7 1층
(지번) 청량리동 769-1",02-959-6131,"통골뱅이(대) (25,000원), 무침골뱅이 (20,000원), 골낙볶음 (25,000원), 골낙볶음밥 (25,000원), 계란말이 (10,000원)"
더테이블,3.5,39,"서울 동대문구 회기로 14 1층
(지번) 제기동 1213",02-928-5097,"리코타 깔죠네 샐러드 (18,500원), 버팔로 마르게리타 피자 (17,500원), 그라미네 로제 파스타 (19,500원), 마레 리소또 (24,000원), 등심 스테이크 (250g) (49,000원)"
다미옥함흥냉면,3.9,48,"서울 동대문구 경동시장로12길 52-1 1층
(지번) 제기동 478",,"비빔냉면 (7,000원), 물냉면 (7,000원), 매운냉면 (7,000원), 왕만두 (6,000원), 회냉면연 (9,000원), 갈비탕 (14,000원), 소머리국밥 (9,000원), 생등심 (20,000원), 삼겹살 (16,000원), 한우불고기 (20,000원), 도가니수육 (30,000원), 홍어무침 (25,000원)"
오관스시,4.1,101,"서울 동대문구 회기로 121 1층
(지번) 회기동 60-101",070-8225-6369,"점심스시 (10pcs) (18,000원), 저녁스시 (12pcs) (23,000원), 새우 (1,500원), 도미 (2,000원), 방어 (2,500원)"
용두동쭈꾸미 본점,3.5,30,"서울 동대문구 무학로36길 10
(지번) 용두동 119-3",02-925-3127,"용두동 쭈꾸미(오리지널) (15,000원), 삼겹살 (9,000원), 계란찜 (6,000원), 누룽지탕 (7,000원)"
도모다찌,3.6,70,"서울 동대문구 경희대로4길 15 2층
(지번) 회기동 19",02-968-2357,"순살 닭볶음탕 (10,000원), 소고기타다끼 (10,000원), 나가사키 짬뽕 (10,000원), 참치타다끼 (10,000원), 삼겹살 숙주볶음 (10,000원), 알탕 (10,000원), 만두계란탕 (10,000원), 누룽지탕 (10,000원), 홍합탕 (10,000원), 김치오뎅탕 (10,000원), 진로이즈백 (5,000원), 꽃게탕 (10,000원), 짬뽕탕 (10,000원), 얼큰홍합오뎅탕 (10,000원), 바지락탕 (10,000원), 참이슬/처음처럼 (5,000원), 별빛청하 (6,000원), 매화수 (6,000원), 바카이 일본소주 (50,000원), 비잔클리어 일본소주 (47,000원)"
소문난냉면,4.3,11,"서울 동대문구 고산자로38길 13 지하1층
(지번) 제기동 991",02-967-4103,"냉면 (7,000원), 접시만두 (6,000원), 냉면곱배기 (9,000원)"
현고대닭발 본점,4.7,73,"서울 동대문구 제기로2가길 3 1층
(지번) 제기동 67-64",02-928-9995,"원조닭발 (9,000원), 만만한닭발 (9,000원), 무뼈닭발 (14,500원), 오돌뼈 (11,000원), 닭갈비 (11,000원), 돼지갈비 (11,000원), 닭똥집 (7,500원), 계란찜 (5,500원), 주먹밥 (4,500원), 잔치국수 (4,500원), 소주 (5,000원), 맥주 (5,000원), 막걸리 (3,500원), 음료수 (2,000원), 청하 (5,500원), 복분자 (12,000원)"
왼손우동짜장탕수육,4.5,17,"서울 동대문구 이문로 61 1층
(지번) 이문동 346-118",,"얼큰우동 (4,000원), 냉 우동 (4,000원), 탕수육+얼큰우동 (7,000원), 탕수육+냉우동 (7,000원), 탕수육+짜장세트 (6,000원), 탕수육+우동세트 (6,000원), 우동곱빼기 (4,000원), 짜장곱빼기 (4,000원), 등심탕수육(1인분) (4,000원), 짜장밥 (4,000원)"
스시지,4.5,36,"서울 동대문구 전농로 36 포레스트스퀘어 지하1층 104호
(지번) 답십리동 21-8",02-3390-0633,"찐새우 초밥 (2PCS) (4,000원), 참소리 초밥 (2PCS) (4,000원), 계란 초밥 (2PCS) (4,000원), 참치 초밥 (2PCS) (4,000원), 연어 초밥 (2PCS) (4,000원)"
국수집,4.7,46,"서울 동대문구 한천로14길 63 1층
(지번) 장안동 397-10",,"닭볶음탕(소) (24,000원), 고기국수 (9,000원), 어묵국수 (8,000원), 비빔국수 (7,000원), 멸치국수 (7,000원), 닭볶음탕(대) (34,000원), 명태회 무침 (23,000원), 소고기 수육 (25,000원), 닭발 (15,000원), 어묵탕 (18,000원), 두부부침 (13,000원), 제육볶음 (18,000원), 오징어볶음 (20,000원), 골뱅이무침 (18,000원), 콩국수(여름메뉴) (8,000원), 열무국수(여름메뉴) (8,000원)"
한우천국 장안점,3.9,520,"서울 동대문구 장한로 96
(지번) 장안동 365-8",02-3394-5192,"천국이스페셜 400g) (79,000원), 갈비탕(소) (10,000원), 등심(300g) (39,000원), 한우바싹불고기+된장찌개 (14,000원), 암소한마리(300g) (49,000원), 육사시미(200g) (23,000원), 육회(200g) (23,000원), 차돌박이(300g) (45,000원), 육회+사시미 (39,000원), 갈비탕(중) (12,000원), 갈비탕(대) (15,000원), 한우우거지탕 (8,000원), 차돌된장찌개 (7,000원), 육회비빔밥 (9,000원), 물/비빔냉면 (7,000원), 꽃등심(500g) (0원), 갈비살(500g) (0원), 살치살(500g) (0원), 치마살(500g) (0원), 안창살(500g) (0원)"
용두동복집,4.3,68,"서울 동대문구 왕산로16길 9 1층
(지번) 용두동 112-10",02-921-5936,"복매운탕 (27,000원), 복지리 (27,000원), 복불고기 (29,000원), 복튀김(소) (25,000원), 복죽 (2,000원), 볶음밥 (2,000원)"
카페시사,4.0,176,"서울 동대문구 전농로 217 1층
(지번) 전농동 123-1",,"생과일 에이드 (5,500원), 생과일 주스 (5,800원), 카페라떼 (4,600원), 바닐라빈라떼 (5,300원), 수제 카라멜라떼 (5,300원), 카카오라떼 (5,500원), 연유크림라떼 (5,300원), 흑임자크림라떼 (5,500원), 생초콜릿라떼 (5,300원), 라임 모히또 (5,200원), 그린티 초코칩 스무디 (6,000원), 플레인 요거트 스무디 (5,800원), 딸기 치즈 요거트 스무디 (6,000원), 딸기 바나나 스무디 (6,000원), 플레인 베이글 + 플레인 크림치즈 + 아메리카노 세트 (7,100원), BLT 샌드위치 + 블랜드 아메리카노 세트 (7,500원)"
춘천냉면,4.0,96,"서울 동대문구 왕산로37길 50
(지번) 청량리동 733",02-966-8194,"냉면 (7,000원), 매운냉면 (7,000원), 곱빼기 (9,000원), 김치만두 (5,000원), 떡만두국 (겨울메뉴) (8,000원), 고기만두 (5,000원)"
풍년식당,4.3,221,"서울 동대문구 답십리로50길 6
(지번) 답십리동 53-24",,"보신전골 (22,000원), 보신수육 (23,000원), 보신무침 (23,000원), 보신탕 (12,000원), 삼계탕 (14,000원), 오리탕 (12,000원), 한방오리(대) (55,000원), 오리전골(대) (50,000원)"
회기돌곱창,4.1,76,"서울 동대문구 이문로 42 1층
(지번) 휘경동 183-110",02-957-9965,"곱창 (1인) (27,000원), 모듬 (1인) (27,000원), 대창 (1인) (27,000원), 염통 (200g) (15,000원), 술국 (10,000원)"
엄나무골삼계탕,4.6,3,"서울 동대문구 왕산로 175-1 1층
(지번) 제기동 635-21",02-953-0827,"한식 (7,000원), 엄나무삼계탕 (14,000원), 녹두삼계탕 (16,000원), 엄나무닭백숙 (50,000원), 닭도리탕 (30,000원)"
한양닭도리탕곱창전골,3.5,17,"서울 동대문구 장한로24길 15
(지번) 장안동 344-3",02-2242-4805,"닭도리탕 (30,000원), 묵은지닭도리탕 (37,000원), 닭도리탕 특대 (45,000원), 닭한마리 (30,000원), 곱창전골(소) (30,000원)"
모코모코,4.6,130,"서울 동대문구 회기로 147 2층
(지번) 회기동 16-92",02-967-5050,"로스카츠 (9,500원), 마제소바 (9,000원), 냉소바 (9,000원), 데미그라스 로스카츠 (10,500원), 키마카레우동 (9,000원), 카라이마제소바 (9,500원), 돈카츠 (4,500원), 가라아게 (4,000원), 에비후라이 (3,000원), 치즈후라이 (3,500원)"
대감댁24시뼈다귀감자탕 본점,4.0,17,"서울 동대문구 한빛로 21 1층
(지번) 신설동 29-1",02-928-9560,"뼈감자탕(소) (24,000원), 뼈양념구이(소) (24,000원), 김치감자탕(소) (26,000원), 마늘보쌈(소) (24,000원), 뼈해장국 (7,000원)"
하얼빈 양꼬치샤브샤브 2호점,4.8,26,"서울 동대문구 한빛로 32-1
(지번) 신설동 15",02-928-5557,"양고급갈비 (27,000원), 양갈비살꼬치 (18,000원), 사천식대하볶음 (19,000원), 찹쌀탕수육 (20,000원), 돼지고기마늘쫑볶음 (17,000원), 계란탕 (15,000원), 마라탕 (15,000원)"
회기왕갈비탕,3.8,295,"서울 동대문구 이문로 54 1층
(지번) 휘경동 183-352",02-960-1028,"한짝소갈비찜 매운맛 (중) (53,000원), 한짝소갈비찜 매운맛 (대) (69,000원), 한짝소갈비찜 간장맛 (중) (51,000원), 한짝소갈비찜 간장맛 (대) (67,000원), 떡만두왕갈비탕 (13,000원), 아롱사태갈비탕 (15,000원), 특왕갈비탕 (16,000원), 특아릉사태갈비탕 (19,000원)"
고미소곱창,4.5,57,"서울 동대문구 왕산로 228 1층
(지번) 전농동 597-38",02-969-8883,"모듬（1인분） (25,000원), 곱창（1인분） (28,000원), 양＋대창（1인분） (27,000원), 육회비빔밥 (12,000원), 간＋천엽 大 (12,000원), 대창（1인분） (26,000원), 막창（1인분） (26,000원), 특양（1인분） (28,000원), 염통（1인분） (15,000원), 육회（한우1＋＋） (25,000원), 한우 우거지국 (12,000원), 날치알 주먹밥 (4,000원), 간＋천엽 小 (7,000원), 공기밥 (1,000원), 코카콜라 355L (2,000원), 칠성사이다 355L (2,000원), 참이슬 후레쉬 (3,000원), 참이슬 오리지날 (3,000원), 진로이즈백 (3,000원), 처음처럼 (3,000원), 카스 (4,000원), 테라 (4,000원), 청하 (4,000원), 산사춘 (7,000원), 백세주 (7,000원), 복분자 (11,000원)"
허브족발,4.5,37,"서울 동대문구 왕산로2길 27 1층
(지번) 신설동 97-22",02-927-2465,"앞다리 (35,000원), 뒷다리 (30,000원), 앞다리반반 (38,000원), 뒷다리반반 (33,000원), 불족발 (앞다리) (38,000원), 미니족발 (14,000원), 미니불족 (16,000원), 주먹밥 (5,000원), 불족발(뒷다리) (33,000원)"
일심해장국 본점,3.1,19,"서울 동대문구 장한로 179 1층
(지번) 장안동 302-3",,"해장국 (6,000원), 돌솥비빔밥 (7,000원)"
대가참치,3.9,125,"서울 동대문구 천호대로85길 11 2층
(지번) 장안동 433-9",02-2242-4944,"스페셜 (1인) (39,000원), 특스페셜 (1인) (49,000원), 실장스페셜 (1인) (59,000원), 대가스페셜 (1인) (75,000원), 대가로얄 (1인) (100,000원), 대가VIP (1인) (150,000원), 참치회단품(20pcs) (50,000원), 회정식 (25,000원), 초밥(12pcs) (15,000원), 알탕 (10,000원), 대구탕 (10,000원), 대구지리 (10,000원), 알대구탕 (12,000원)"
광주회관,3.9,27,"서울 동대문구 이문로 118 1층
(지번) 이문동 288-4",02-957-3876,"묵은지삼겹살 (15,000원), 갈치조림 (30,000원), 제육볶음 (11,000원), 김치찌개 (8,000원), 꼬막비빔밥 (13,000원)"
호박식당 장한평점,4.1,25,"서울 동대문구 천호대로85길 13 형인타워 1층
(지번) 장안동 433-25",02-2248-7905,"호박세트 (45,000원), 야키니쿠 (150g) (14,000원), 와규 꽃살 (150g) (18,000원), 생삼겹살 (180g) (12,000원), 진국 메밀 물냉면 (5,000원)"
참숯갈비 화로촌,4.4,6,"서울 동대문구 고산자로32길 18 1층
(지번) 용두동 27-22",02-3293-9292,"수제양념갈비(300g) (17,000원), 수제양념왕갈비(300g) (19,000원), 생삼겹살(200g) (19,000원), 화로촌 등심(150g) (42,000원), 화로촌 차돌박이(200g) (30,000원), 낙지덮밥 (10,000원), 묵은지 김치찌개 (8,000원), 한우불고기 (12,000원), 물,비빔냉면 (8,000원)"
청량화로,5.0,38,"서울 동대문구 왕산로 232 1-2층
(지번) 전농동 597-31",02-2213-1758,"참숯신촌서서갈비(220g) (25,000원), 한우1++등심(160g) (38,000원), 한우1++육회(250g) (32,000원), 왕갈비탕 (17,000원), 함흥냉면(물,비빔) (9,000원), 한우곰탕 (10,000원)"
설빙 서울회기점,4.1,4,"서울 동대문구 회기로 193 2층
(지번) 휘경동 191-4",,"ABC초코쿠키설빙 (13,900원), ABC초코쿠키녹차설빙 (13,900원), 잔망루피낭만딸기설빙 (15,900원), 잔망루피낭만초코설빙 (16,500원), 생딸기트리설빙 (15,900원), 생딸기요거초코볼설빙 (16,500원), 생딸기설빙 (13,500원), 순수요거생딸기설빙 (15,500원), 하겐다즈딸기설빙 (15,900원), 단팥죽 토스트세트 (10,700원), 단팥죽 꿀호떡세트 (8,100원), 단팥죽 인절미세트 (7,900원), 인절미 세트 (17,200원), 달콤매콤 세트 (17,800원), 크로플망고 세트 (20,300원), 하겐다즈초코세트 (18,800원), 인절미생딸기반반설빙 (15,900원), 팥인절미생딸기반반설빙 (16,900원), 스윗캔디구슬설빙 (13,900원), 초코바닐라구슬설빙 (13,900원), 인절미망고 반반설빙 (14,900원), 팥인절미망고 반반설빙 (15,900원), 인절미설빙 (9,500원), 팥인절미설빙 (10,500원), 흑임자찰떡설빙 (10,900원), 오레오초코몬스터설빙 (12,900원), 초코브라우니설빙 (12,900원), 치즈설빙 (12,900원), 하겐다즈초코설빙 (13,500원), 티라미수설빙 (13,900원)"
와가리피순대 본점,4.1,78,"서울 동대문구 왕산로9길 22
(지번) 용두동 233-20",02-927-5477,"오소리순대국 (작은) (9,000원), 한우소머리국 (작은) (10,000원), 도가니탕 (15,000원), 순대술국 (17,000원), 소머리술국 (19,000원), 순대모듬 (작은) (23,000원), 순대전골(작은) (30,000원), 돼지머리수육 (23,000원), 한우소머리수육 (40,000원), 도가니수육 (40,000원), 낙지볶음 (30,000원)"
라무진 장안1점,2.8,38,"서울 동대문구 장한로 68 JB타워 1층 102호
(지번) 장안동 362-1",02-2244-3446,"징기스칸 프렌치랙 (180~200g) (31,000원), 징기스칸 양갈비 (250g) (30,000원), 징기스칸 양고기 (200g) (29,000원), 오뎅탕 (15,000원)"
수타생고기 본점,3.9,168,"서울 동대문구 천호대로2길 23-3
(지번) 신설동 104-8",02-2233-1362,"울금삼겹살 (16,000원), 울금목살 (16,000원), 울금가브리살 (16,000원), 소갈비살 (21,000원), 대하소금구이 (22,000원), 육회 (25,000원)"
오늘동,4.2,203,"서울 동대문구 답십리로 61-1 1층 1호
(지번) 전농동 498-10",,"아나고텐동 (16,000원), 오늘텐동 (12,000원), 에비텐동 (15,000원), 관자텐동 (17,000원), 스페셜텐동 (20,000원), 가츠동 (12,000원), 스테끼동 (16,000원), 돈카츠정식 (15,000원), 김치가츠나베정식 (16,000원), 덴푸라 set (8,000원), 아보카도사케동 (18,000원), 우나기동 (24,000원), 야사이텐동 (11,000원), 명란마요우동 (12,000원), 사누끼우동（hot） (9,000원), 김치우동 (10,000원), 니꾸우동 (13,000원), 명란밥 (8,000원), 고구마치즈크로켓3p (6,000원), 에비덴푸라3pcs（새우튀김） (8,000원), [두부튀김]아게다시도후3p (4,000원), [두부튀김]아게다시도후5p (6,000원), 가라아게5p (6,000원), 온센타마고 (1,500원), 야사이덴푸라(야채튀김) (6,000원), 콜라 (2,500원), 사이다 (2,500원), 제로콜라 (2,500원)"
청량리할머니냉면 용두직영점,4.2,29,"서울 동대문구 무학로34길 56
(지번) 용두동 102-203",02-923-9504,"손만두국 (10,000원), 손만두 (8,500원), 냉면 (9,000원), 떡국 (9,000원), 냉면사리 (3,000원), 공기밥 (1,000원), 사이다 (2,000원), 콜라 (2,000원), 환타 (2,000원), 제로콜라 (2,000원)"
혜민당 안암점,4.7,33,"서울 동대문구 무학로43길 18 1층
(지번) 용두동 750-18",02-925-4243,"크로와상 (3,500원), 브리오슈 단팥빵 (4,000원)"
명품한방삼계탕 본점,3.9,6,"서울 동대문구 장한로 37 1층
(지번) 장안동 430-4",02-2215-9339,"건강삼계탕 (17,000원), 특건강삼계탕 (19,000원), 옻삼계탕 (19,000원), 녹두삼계탕 (19,000원), 전복삼계탕 (27,000원), 통마늘똥집볶음 (15,000원), 블랙삼계탕 (19,000원), 카레삼계탕 (18,000원), 전복죽 (19,000원), 삼계죽 (17,000원), 들깨삼계탕 (19,000원)"
장수회관,4.5,28,"서울 동대문구 전농로16길 16 1층
(지번) 전농동 35-4",02-2243-5678,"한우생등심 (1인분) (45,000원), 불고기 (1인분) (20,000원), 삼겹살 (1인분) (18,000원), 목살 (1인분) (18,000원), 곱창전골 (20,000원), 냉면 (9,000원), 영양돌솥밥 (12,000원)"
몽월,4.1,236,"서울 동대문구 천호대로83길 3 10층
(지번) 장안동 417-5",02-2217-5527,"도톰새우미나리전 (22,000원), 육전,미나리무침 (22,000원), 튀김두부,김치라구소스,두유베샤멜 (19,000원), 참나물페스토파스타 (18,000원), 갈치속젓 파스타와 수비드항정살 (19,000원), 몽월 연어마리네이드 (22,000원), 몽월 육회 (23,000원), 청어알젓,크림치즈,아보카도,김 (18,000원), 몽월플레이트 (28,000원), 몽월 부대찌개 (25,000원), 사태버섯전골 (28,000원), 대추갈비찜과트러플 감자퓨레 (33,000원), 항정수육과비빔국수 (26,000원), 사태수육과 참나물샐러드 (28,000원), 건도토리묵 고추잡채, 꽃빵 (18,000원), 고추장 라구떡볶이 (18,000원), 명란오믈렛 (8,000원), 감태주먹밥과 명란마요 (9,000원), 대만식오이무침 (5,000원), 새우가득 미나리전 (19,000원), 몽월 새우튀김 (18,000원), 목포건어물 (28,000원)"
마포보쌈 본점,4.5,23,"서울 동대문구 하정로3길 14
(지번) 신설동 98-12",02-923-6366,"보쌈(대) (49,000원), 보쌈(중) (42,000원), 보쌈(소) (35,000원), 특정식 (13,000원), 보쌈정식 (10,000원)"
