이름,평점,리뷰수,주소,전화번호,메뉴
인사동마늘보쌈,4.3,191,"서울 종로구 인사동8길 12-5
(지번) 관훈동 29-4",0507-1407-7885,"마늘보쌈 (소) (29,000원), 낙지볶음 (소) (28,000원), 김치찜 (소) (23,000원), 부추전 (13,000원), 항아리밤막걸리(1.2L) (10,000원), 열무비빔국수 (8,000원), 2인 한상 (46,000원), 3인 한상 (69,000원), 4인 한상 (86,000원), 너무한상 (118,000원), 명란추가 (13,000원), 낙지볶음(중) (38,000원), 백골뱅이무침 (21,000원), 평일보쌈정식(11시~14시) (12,000원), 마늘보쌈 (중) (39,000원), 뚝배기두부김치 (16,000원), 데친두부한모 (5,000원), 해장라면(후식) (6,000원), 김치찜(중) (33,000원), 계란탕 (8,000원)"
마산해물아구찜,3.8,152,"서울 종로구 북촌로5길 6 2층
(지번) 재동 11",02-741-2109,"해물누룽지탕 (18,000원), 통영굴전 (19,000원), 해물찜 (중) (59,000원), 아구찜 (중) (49,000원), 아구탕 (중) (49,000원), 해물탕 (중) (64,000원), 해물파전 (18,000원), 볶음밥, 주먹밥 (3,000원), 갑오징어숙회 (29,000원), 1인아구찜 (29,000원), 1인 해물찜 (39,000원), 아구탕지리 (중) (49,000원), 해물찜 (대) (69,000원), 해물찜 (특) (79,000원), 아구찜 (대) (59,000원), 아구찜 (특) (69,000원), 해물탕 (대) (79,000원), 해물탕 지리 ( 중) (64,000원), 해물탕 지리 ( 대) (79,000원)"
은성회집,3.0,64,"서울 종로구 창경궁로 88 광장시장 45-1호
(지번) 종로4가 165-2",02-2267-6813,"대구매운탕(2인분) (28,000원)"
대성식당,4.2,"1,419","서울 종로구 종로26길 14-3
(지번) 장사동 127-1",0507-1407-5903,"2인세트 (29,000원), 3인세트 (45,000원), 4인세트 (58,000원), 낙곱새 (11,000원)"
혜화돌쇠아저씨,3.9,283,"서울 종로구 대학로 129-8
(지번) 명륜4가 23",,"종합세트 (47,400원), 친구세트 (31,600원), 사랑해세트 (24,700원), 돌쇠세트 (24,900원), 화덕세트 (34,700원), 고르곤졸라 피자 (14,000원), 마르게리따피자 (13,000원), 김치볶음밥 (6,900원), 치즈떡볶이 (6,700원), 셀프라면 (2,400원), 음료(콜라,사이다,웰치스) (1,800원)"
플러스84,4.1,"1,524","서울 종로구 인사동16길 6 1층
(지번) 관훈동 106",02-735-1112,"분짜 (13,800원), 쇠고기 쌀국수 (M) (9,500원), 그릴 포크비빔쌀국수 (11,500원), 쇠고기 볶음밥 (9,500원), 컴 스언 (13,500원), 생면 쇠고기 쌀국수(M) (9,900원), 해물 볶음쌀국수 (11,500원), 쇠고기 볶음쌀국수 (11,500원), 쇠고기볶음밥 (10,500원), 생면 쇠고기 쌀국수(L) (12,900원), 분보후에 (12,900원), 해물볶음밥 (10,500원), 혼합 야채볶음밥 (10,000원), 분보남보 (11,500원)"
명동닭한마리 본점,3.5,381,"서울 종로구 종로40가길 14 1층
(지번) 종로5가 265-8",02-2266-8249,"엄나무닭한마리 (2인) (30,000원), 닭볶음탕 (2인) (34,000원), 삼계탕 (1인) (16,000원), 모래집볶음 (10,000원)"
양반댁,,612,"서울 종로구 인사동길 19-18 1층
(지번) 인사동 193-5",02-733-5507,"간장게장정식 (38,000원), 보리굴비정식 (28,000원), 육회 (30,000원), 간장게장 (25,000원), 보리굴비 (15,000원), 잡채 (15,000원), 삼합 (30,000원), 한방보쌈 (20,000원), 불고기 (20,000원), 두부김치 (15,000원)"
메이탄 종로점,3.7,119,"서울 종로구 경교장1길 17
(지번) 교남동 50-1",02-738-6686,"양장피(소) (30,000원), 사천탕수록(소) (26,090원), 깐풍기(소) (28,000원), 유린기(소) (30,000원), 중새우요리(소) (31,000원), 탕수육(소) (24,000원), 찹쌀탕수육(소) (28,000원), 해물짬뽕 (10,000원), 해물볶음짜장 (10,000원), 해물우동 (11,000원), 차돌짬뽕 (13,000원), 알짬뽕 (13,000원), 팔진탕면 (16,000원), 미니짜장 (5,500원), 건강식마늘볶음밥 (10,000원), 새우볶음밥 (11,000원), X.O볶음밥 (12,000원), 고추잡채밥 (15,000원), 잡탕밥 (18,000원)"
돈화문닭한마리,3.9,195,"서울 종로구 돈화문로9길 17 1층
(지번) 돈의동 95",02-765-2009,"뚝닭 (9,000원), 닭곰탕 (9,000원), 닭한마리 (2인분) (30,000원), 황칠삼계탕 (16,000원), 닭볶음탕 (중) (38,000원), 유린기 (30,000원)"
한국통닭 종로3호점,4.1,42,"서울 종로구 수표로 110-1 1,2층
(지번) 낙원동 177",010-9053-0905,"1마리 (5,000원), 2마리 (9,000원), 3마리 (13,000원), 똥집튀김 (5,000원)"
송스키친 경복궁점,3.8,61,"서울 종로구 필운대로 35-3
(지번) 누하동 145",02-725-1713,"치즈 해물떡볶이 (24,000원), 단호박 해물 떡볶이 (27,000원), 알리오 올리오 (15,000원), 푸타네스카 (17,000원), 닭안심 샐러드 (25,000원)"
아티장크로아상,4.2,121,"서울 종로구 계동길 51 1층
(지번) 계동 117-1",02-741-3050,"애플파이 (6,000원), 밀크대니쉬 (6,500원), 치즈대니쉬 (6,500원), 감자양파치즈치아바타 (4,300원), 뺑스위스 (5,500원), 햄치즈샌드위치 (6,800원), 오리지날크로아상 (4,300원), 라우겐크로아상 (4,500원), 발로나초코크로아상 (4,500원), 햄치즈크로아상 (5,000원), 아몬드라즈베리크로아상 (5,000원), 더블초코크로아상 (5,000원), 소세지크로아상 (4,500원), 국산앙버터 (5,000원), 올리브치아바타 (3,500원), 플레인치아바타 (3,000원), 국산통단팥빵 (3,500원), 바질페스토베지샌드위치 (7,300원), 러스크 (4,500원), 크루키 (6,800원)"
맛보래즉석떡볶이,3.7,105,"서울 종로구 인사동3길 9 1층
(지번) 인사동 141-1",02-720-4831,"치즈떡볶이 (7,000원), 해물떡볶이 (7,000원), 불고기떡볶이 (7,000원), 부대떡볶이 (7,000원), 야채떡볶이 (7,000원), 궁중떡볶이 (1인분) (7,000원), 짜장떡볶이 (1인분) (7,000원)"
팔도회집,3.3,18,"서울 종로구 종로31길 28 1층
(지번) 연지동 246",02-763-4278,메뉴 없음
봉이밥 인사동점,4.2,628,"서울 종로구 삼일대로 446-34 미르빌딩 1층 101,102호
(지번) 낙원동 15",02-745-0288,"털레기(2인) (23,000원), 보리밥(1인) (9,500원), 쭈꾸미정식(2인이상) (24,000원), 제육정식(2인이상) (24,000원), 코다리정식(2인이상) (30,000원), 도토리묵무침 (15,000원), 떡갈비 (20,000원), 쭈꾸미볶음 (20,000원), 제육볶음 (20,000원), 코다리구이 (26,000원), 소불고기 (25,000원), LA갈비 (45,000원), 녹두전 (19,000원)"
왕비집 종로직영점,4.4,143,"서울 종로구 삼일대로15길 24 2층
(지번) 관철동 12-11",02-720-3066,"양념왕갈비 (43,000원), 한우 등심 (45,000원), 소갈비정식(점심특선) (24,000원), 돼지갈비 정식(점심특선) (14,000원), 차돌박이정식(점심특선) (17,000원), 한우 안심 (53,000원), 숯불삼겹살(1인) (17,000원), 농협안심한우 육회 (29,000원), 꽃갈비살 (36,000원), 수제 돼지갈비(1인) (22,000원), 이베리코 목살 (19,000원), 한우 살치살 (56,000원), 한우 숯불 불고기 (29,000원)"
강남면옥 인사점,3.5,29,"서울 종로구 인사동길 18 1층
(지번) 인사동 32-2",02-722-8586,"만두국 (10,000원), 물냉면 (11,000원), 비빔냉면 (11,000원), 섞어냉면 (12,000원), 회냉면 (12,000원), 갈비탕 (15,000원), 갈비탕 (특) (18,000원), 갈비찜 (대) (79,000원), 갈비찜 (중) (63,000원), 갈비찜 (소) (49,000원)"
스타벅스 안국점,3.7,52,"서울 종로구 북촌로 5-1
(지번) 재동 109",1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
광주집,2.6,275,"서울 종로구 돈화문로11나길 3
(지번) 돈의동 8",02-764-3574,"생갈매기살 (200g) (17,000원), 생삼겹살 (200g) (17,000원), 생항정살 (200g) (17,000원), 생목살 (200g) (17,000원), 차돌박이 (200g) (17,000원)"
도도야 혜화본점,3.6,96,"서울 종로구 동숭길 39
(지번) 동숭동 1-153",02-741-5959,"가마메시 일본식솥밥 (12,000원), 사시미가마 (20,000원), 전복가마 (16,000원), 연어가마 (14,000원), 표고가마 (13,500원), 알 가마메시 (13,500원), 대게가마 (17,000원), 굴 가마메시 (15,000원), 미소나베우동 (8,500원), 미소오뎅나베 (9,500원), 김치나베우동 (8,500원), 김치오뎅나베 (9,500원), 해물 나베우동 (10,000원), 버섯 나베우동 (9,500원), 굴 나베우동 (11,000원), 돈가스미소나베 (13,000원), 돈가스 (11,000원), 회덮밥 (9,000원), 자루소바 (7,500원), 자연송이솥밥 (22,000원)"
다솜자연밥상,4.2,13,"서울 종로구 통일로 262 지하1층
(지번) 무악동 67-2",02-738-6005,"보쌈정식 (15,000원), 다솜정식 (10,000원), 동태찌개 (7,000원), 쭈꾸미볶음 (7,000원), 새싹비빔밥 (6,000원)"
구스타파스,4.6,20,"서울 종로구 창경궁로 258 2층
(지번) 명륜2가 21-26",,"감바스 알아히요 (18,000원), 해산물 트러플 빠에야 (18,000원)"
플리퍼스 익선점,4.5,268,"서울 종로구 수표로28길 31 1층
(지번) 익선동 168-1",02-766-2526,"플레인 수플레 팬케이크 (16,000원), 멜티 초콜릿 팬케이크 (20,000원), 망고 수플레 팬케이크 (25,000원), 딸기 후르츠 수플레 팬케이크 (20,000원), 게랑드 소금 카라멜 버터 (19,000원), 로스트 피스타치오&캐러멜 넛츠 (19,000원), 3종의 레몬 & 레어치즈 (19,000원), 허니 블루베리 요거트 팬케이크 (20,000원)"
H라운지,,"2,794","서울 종로구 자하문로4길 21-9
(지번) 통의동 35-21",02-722-0028,"뉴욕스트립 (35,000원), 슈림프세트 (15,000원), 베이컨포테이토피자 (20,000원), 훈제연어샐러드 (18,000원), 고르곤졸라피자 (19,000원)"
서대포집,3.7,213,"서울 종로구 돈화문로11가길 9 1층
(지번) 돈의동 6",02-763-7752,"소갈비살 (150g) (20,000원), 막창구이 (180g) (18,000원), 오겹살 (180g) (18,000원), 갈매기살 (180g) (18,000원), 목살 (180g) (18,000원), 가브리살 (180g) (18,000원)"
일품당 광화문점,2.8,50,"서울 종로구 세종대로23길 25 2층
(지번) 당주동 16-1",02-733-4949,"일품샤브샤브 (국내산 육우) (32,900원), 버섯샤브샤브 (국내산 육우) (32,900원), 굴 샤브샤브 (국내산 육우) (38,900원), 해물 샤브샤브 (47,000원), 백합or대합 전복 샤브샤브 (52,000원), 生스페셜 해물 샤브샤브 (75,000원)"
수정식당,4.3,208,"서울 종로구 삼일대로20길 15 1,2층
(지번) 관수동 3-6",02-2279-4319,"삼겹살(150g) (15,000원), 항정살(150g) (16,000원), 가브리살(150g) (15,000원), 쌈밥 (10,000원)"
맛찬들왕소금구이 종로점,3.7,70,"서울 종로구 삼일대로17길 35 1-4층
(지번) 관철동 32-2",02-732-3236,"14일 숙성 생삼겹살 (17,000원)"
평원숯불갈비,4.0,162,"서울 종로구 종로39길 29 1층
(지번) 효제동 174-6",02-745-2408,"순대국 (특) (8,000원), 순대국 (6,000원), 간장새우 (10,000원), 제육덮밥 (6,000원), 비빔국수 (6,000원), 김치찌개 (6,000원), 생소갈비 (150g) (14,000원), 생소등심 (150g) (14,000원), 쫄깃살 (150g) (14,000원), 생삼겹살 (200g) (14,000원), 돼지갈비 (250g) (14,000원), 공중부양 물갈비 (250g) (14,000원), 공중부양 물갈비 (0원)"
