이름,평점,리뷰수,주소,전화번호,메뉴
쭈꾸쭈꾸쭈꾸미 본점,3.1,255,"서울 강동구 천호옛길 98
(지번) 성내동 50-5",02-484-1472,"쭈꾸미 (16,000원), 쭈삼 (15,000원), 쭈새 (15,000원), 쭈삼새 (16,000원)"
왕대포2,2.8,39,"서울 강동구 구천면로 140 9,10층
(지번) 천호동 469-1",,"골뱅이홍합탕 (27,000원), 소곱창전골 (30,000원), 낙지불철판 (25,000원), 화끈무뼈닭발 (20,000원), 통문어튀김 (27,000원)"
맥도날드 서울둔촌DT점,3.4,78,"서울 강동구 양재대로 1382
(지번) 둔촌동 517-2",02-6140-5000,"한입초코츄러스3조각 (가격정보 없음), 맥스파이시 상하이 투움바 (가격정보 없음), 슈비 투움바 (가격정보 없음), 더블 쿼터파운더 치즈 (가격정보 없음), 맥스파이시 상하이 버거 (가격정보 없음), 토마토 치즈 비프 버거 (가격정보 없음), 빅맥 (가격정보 없음), 트리플 치즈버거 (가격정보 없음), 1955 버거 (가격정보 없음), 더블 불고기 버거 (가격정보 없음), 불고기 버거 (가격정보 없음), 슈슈 버거 (가격정보 없음), 슈비 버거 (가격정보 없음), 베이컨 토마토 디럭스 (가격정보 없음), 치즈버거 (가격정보 없음), 더블 치즈버거 (가격정보 없음), 햄버거 (가격정보 없음), 드립 커피 (가격정보 없음), 해쉬 브라운 (가격정보 없음), 후렌치 후라이 (가격정보 없음), 맥너겟 (가격정보 없음), 아메리카노 (가격정보 없음)"
백년화편,3.9,461,"서울 강동구 양재대로81길 32 1층
(지번) 성내동 442-12",1588-5678,"밥알찹쌀떡 1box(32개) (42,000원), 밥알흑임자 1box(32개) (42,000원), 밥알찹쌀떡 + 양갱모둠세트 (67,000원), 밥알흑임자 + 양갱모둠세트 (67,000원)"
셀프하우스,3.6,152,"서울 강동구 올림픽로 572 코오롱2차아파트상가 107호
(지번) 성내동 595",02-476-7063,"오뎅1꼬치 (500원), 마늘떡볶기 (소) (2,000원), 찹쌀순대 (4,000원), 신라면 (3,500원)"
정통춘천닭갈비,4.6,17,"서울 강동구 천호대로175길 58 1층
(지번) 길동 414-1",02-470-9013,"춘천 닭갈비 (1인분) (14,000원), 치즈 닭갈비 (1인분) (16,000원)"
배나무집,3.0,65,"서울 강동구 동남로 585
(지번) 둔촌동 105-2",02-489-3300,"코다리비빔국수 (7,000원), 열무말이국수 (7,000원), 왕찐만두 (5,000원), 해물스페셜 (75,000원), 명품스페셜 (75,000원), 한마리반 (1050g) (65,000원), 한마리 (700g) (45,000원), 오리훈제 (400g) (30,000원), 새우&오징어 (30,000원), 새우&키조개 (30,000원), 새우한접시 (15마리) (30,000원), 소고기안창살 (200g) (15,000원), 코다리비빔냉면 (7,000원), 물냉면 (7,000원), 잔치국수 (5,000원)"
짬뽕지존 길동점,3.1,80,"서울 강동구 양재대로 1450 1층
(지번) 길동 438",02-476-2234,"찹쌀탕수육 (14,500원), 사천탕수육 (16,500원), 지존짜장 (9,000원), 지옥짜장 (9,000원), 지존짬뽕 (13,000원), 지옥짬뽕（국물600g 내외） (13,000원), 순두부짬뽕밥 (13,000원), 지존짬뽕밥 (13,000원), 게살볶음밥 (11,000원), 마파두부밥 (11,000원), 맛보기군만두 (4,000원), 지옥 사천탕수육 (16,500원), 유린기 (25,000원), 깐풍기 (29,000원), 지옥깐풍기 (29,000원), 쌀국수짬뽕 (13,000원), 지옥쌀국수짬뽕 (13,000원), 수제비짬뽕 (13,000원), 새로 (5,000원), 참이슬 후레쉬 (5,000원), 참이슬 오리지널 (5,000원), 처음처럼 (5,000원), 진로 (5,000원), 카스 (5,000원), 테라 (5,000원), 칭따오 640mL (8,000원), 이과두주 (4,500원), 고량주 (7,000원), 연태고량주 125mL (14,000원), 연태고량주 250mL (26,000원)"
꿀꿀진순대국 강동본점,4.0,331,"서울 강동구 양재대로103길 70 강동아너스빌 1층 101,102호
(지번) 성내동 199-17",0507-1435-0087,"한돈머릿고기 (15,000원), 순대만 (10,000원), 한우사골 순대국 (10,000원), 찐(산양살) 순대국 (11,000원), 진순대 오젓수육 (14,000원), 돈북 쟁반 (50,000원), 토종 접시순대 (12,000원)"
테라로사 길동점,3.9,255,"서울 강동구 천호대로 1221 SK라이프스타일 스테이션 1,2층
(지번) 길동 255-2",1668-2764,"핸드드립 (변동가격), 아메리카노(HOT) (5,300원), 아메리카노(ICED) (5,800원), 카페라테 (6,000원), 실론 시나몬 라테 (6,500원), 에스프레소 마키아토 (5,500원), 에스프레소 더블 (5,300원), 하우스 주스 (8,000원), 허니 레몬티 (5,500원), 도미니카 히스파니올라 65% 초콜릿 (6,700원), 카카오 티 (5,500원), 실론 시나몬 티 (5,500원), 어센틱 허브티 (5,500원), 민트 레모네이드 (6,000원)"
용문객잔,4.4,86,"서울 강동구 구천면로41길 14 1층
(지번) 천호동 293-6",,"등심 탕수육 (17,000원), 찹쌀 탕수육 (17,000원), 고기 튀김 (19,000원), 유린기 (21,000원), 고추잡채 (20,000원), 양장피 (21,000원), 유산슬 (21,000원), 칠리중새우 (17,000원), 크림중새우 (17,000원), 고기 군만두 8개 (7,000원), 사천 탕수육 (17,000원), 깐풍기 (21,000원), 팔보채 (22,000원), 고기 찐만두 8개 (7,000원), 고기 물만두 16개 (7,000원), 멘보샤 8개 (9,000원), 꽃빵 4개 (3,000원), 햇반 (1,500원), 코카콜라 355mL (2,000원), 칠성사이다 355mL (2,000원)"
가인채 강동점,3.9,4,"서울 강동구 양재대로 1571 천호복합 상업시설 3층
(지번) 천호동 42",02-474-6602,"소고기샤브샤브 (평일) (20,800원), 소고기샤브샤브 (주말) (23,800원), 반반샤브샤브 (평일) (21,800원), 반반샤브샤브 (주말) (24,800원)"
청해진,3.9,84,"서울 강동구 강동대로 187 파크비유캐슬 1층
(지번) 성내동 468-4",02-473-8102,"산낙지해물모둠불고기 (1인분) (29,000원), 산낙지불고기 (1인분) (24,000원), 산낙지해물모둠전골 (1인분) (29,000원), 해물모둠전골 (1인분) (24,000원), 탕탕이 (접시) (25,000원)"
편편집 길동점,4.2,151,"서울 강동구 양재대로111길 52 영무엘리아트 2층 202,203호
(지번) 길동 385-10",02-485-0601,"A SET (성인) (평일 점심) (16,900원), A SET (성인) (평일 저녁, 주말, 공휴일) (18,900원), A SET (초등학생) (9,900원), A SET (4~7세) (6,900원), B SET (성인) (평일 점심) (17,900원), B SET (성인) (평일 저녁, 주말, 공휴일) (19,900원), B SET (초등학생) (9,900원), B SET (4~7세) (6,900원)"
마드레,3.6,77,"서울 강동구 동남로 710
(지번) 둔촌동 560",02-486-0852,"간장게장정식(1인) (33,000원), 매운갈비찜정식(1인) (20,000원), 굴영양솥밥(1인) (19,000원), 꼬막영양솥밥(1인) (18,000원), 삼치구이정식(1인) (18,000원), 자반구이정식(1인) (18,000원), 수제 어린이 돈가스 (8,000원), 철판불고기정식(1인) (16,000원), 황태구이정식(1인) (16,000원), 보리밥 (11,000원)"
스타벅스 둔촌동점,4.7,13,"서울 강동구 양재대로 1303 평원빌딩 1층
(지번) 성내동 441-2",1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
시집,4.2,820,"서울 강동구 천호대로158길 15-8 1층
(지번) 성내동 42-12",0502-5551-5445,"600g (2-3인) (48,000원), 인생껍데기 (11,000원), 육즙목살(160g) (16,000원), 쫀득꼬들살(160g) (16,000원), 숙성삼겹살(160g) (16,000원)"
천호누룽지통닭구이 성내점,4.8,287,"서울 강동구 천호옛14길 35 1층
(지번) 성내동 12-25",02-474-9279,"누룽지 통닭 (22,000원), 누룽지 파닭 (24,000원), 누룽지 양념닭 (24,000원), 누룽지 치즈콘닭 (26,000원), 누룽지 치즈파닭 (28,000원), 누룽지통닭／양념 (23,000원), 누룽지치즈콘닭／양념 (27,000원), 누룽지 양파닭 (24,000원), 누룽지 매워죽겠닭 (27,000원), 누룽지 모듬닭 (29,000원), 누룽지파닭／양념 (25,000원), 누룽지치즈콘닭／매운양념 (28,000원), 누룽지모듬닭／매운소스 (30,000원), 매운소스 (2,000원), 콜라 500mL (2,000원), 사이다 500mL (2,000원), 치킨무 (500원), 열무김치 (500원), 양념소스 (300원), 겨자소스 (300원), 처음처럼 (4,000원), 참이슬 후레쉬 (4,000원), 진로이즈백 (4,000원), 참이슬 오리지널 (4,000원), 새로 (4,000원), 카스 (4,000원), 테라 (4,000원), 배달생맥주 (7,000원)"
멘야세븐,3.7,729,"서울 강동구 양재대로112길 45
(지번) 길동 396-13",070-4300-7771,"세븐마제소바 (11,000원), 온센타마 세븐마제메시 (11,500원), 카라이마제소바 (12,000원), 온센타마 카라이마제메시 (11,500원), 수비드돼지목살차슈(2장) (2,500원), 순살치킨 가라아게 (4,500원), 맛계란(아지타마고) (2,000원), 민찌볶음 덮밥 (2,500원)"
고급아바이순대,2.8,57,"서울 강동구 진황도로 127
(지번) 길동 250",02-484-4317,"순대국밥 (10,000원), 순대정식 (13,000원), 모듬순대 (소) (21,000원), 왕순대 (소) (21,000원), 술국 (16,000원), 모듬순대 (대) (23,000원), 왕순대 (대) (23,000원), 순대전골 (소) (33,000원), 순대전골 (대) (40,000원)"
마천아구,4.5,17,"서울 강동구 상암로 195 1층
(지번) 명일동 344-15",02-426-5960,"해물아구찜 (중) (50,000원), 아구찜 (소) (38,000원), 아구탕 (소) (38,000원), 명태찜 (중) (25,000원), 명태탕 (중) (25,000원)"
독도쭈꾸미 본점,3.0,6,"서울 강동구 천호대로158길 10 1층
(지번) 성내동 50-7",02-485-1314,"쭈꾸미(1인) (15,000원), 새우쭈꾸미(껍질없음) (16,000원), 삼겹쭈꾸미 (16,000원), 독도모듬 (16,000원)"
진미한우곱창,4.0,22,"서울 강동구 천중로40길 50 101호
(지번) 길동 381-11",02-488-7734,"황소곱창 (1인분) (30,000원), 토시살 (1인분) (23,000원), 소막창 (1인분) (30,000원), 곱창전골 (후식) (14,000원), 염통 (200g) (10,000원)"
길동한우마을,3.6,46,"서울 강동구 양재대로 1422
(지번) 둔촌동 436-4",02-484-1001,"한돈양념갈비 (200g) (19,500원), 육회 (150g) (25,000원), 사시미 (150g) (25,000원), 한우 갈비탕 (19,000원), 한우 도가니탕 (18,000원), 한우 육회비빔밥 (11,000원), 한우 뚝배기불고기 (10,000원), 한우 차돌된장찌개 (10,000원), 한우 한우탕 (10,000원), 한우 장터국밥 (10,000원), 한우 설렁탕 (10,000원), 한돈 매운갈비찜 (10,000원), 한돈 김치찌개 (10,000원), 날치알돌솥비빔밥 (10,000원), 육회비빔냉면 (11,000원), 함흥냉면 (9,000원), 버섯생불고기전골 (1인분) (2인이상) (19,000원)"
에이컷스테이크 올림픽공원점,4.1,79,"서울 강동구 강동대로 187 파크뷰캐슬 2층
(지번) 성내동 468-4",02-482-8050,"Awesome steak BOX (23,000원), Awesome shrimp BOX (22,500원), Awesome Porkribs BOX (23,500원), 버팔로 치킨박스 (17,500원), 알리오올리오 (12,000원), 비프 스테이크 필라프 (21,000원), 뉴욕 스트립 스테이크 (39,000원), 프리미엄 에이컷스트립스테이크 (49,000원), 프리미엄 립아이 스테이크 (48,000원), 까망베르 피자 (19,000원), 스테이크하우스피자 (21,000원), 통삼겹 김치 필라프 (21,000원), 팝오버 (1,500원), 홈메이드 리코타 샐러드 (9,900원), 우삼겹파스타 (16,000원), 코카콜라 335mL (2,000원), 스프라이트 335mL (2,000원)"
율베이커리,4.6,96,"서울 강동구 양재대로103길 43 1층
(지번) 성내동 381-32",010-8440-1867,메뉴 없음
와,4.2,8,"서울 강동구 양재대로81길 61 1층
(지번) 성내동 448-18",010-9233-9129,"아메리카노 (4,000원), 라떼 (4,500원), 부라타 바질 카펠리니 (17,900원), 브라운치즈 바게트 2p (7,500원), 트러플 크림 파스타 (14,900원), 베이컨 프렌치 토스트 (13,500원), 바나나푸딩 (6,500원)"
국가대표 성내점,4.3,14,"서울 강동구 양재대로83길 18 1층
(지번) 성내동 440-11",02-477-5633,"고기무한리필 (15,900원), 소주 (2,000원)"
개삼터오리전문 본점,4.5,9,"서울 강동구 양재대로124길 35 1층
(지번) 길동 333-4",02-487-5292,"능이오리(녹두죽+인삼) (100,000원), 옻오리(녹두죽+인삼) (80,000원), 황칠나무오리(녹두죽+인삼) (85,000원), 한방오리백숙(인삼) (80,000원), 능이토종닭 (100,000원), 옻닭 (80,000원), 황칠토종닭 (85,000원), 한방토종백숙 (80,000원), 능이추가 (50,000원), 녹두밥 (5,000원), 인삼 (5,000원), 공기밥 (1,000원), 흑마늘훈제오리 (70,000원)"
토속한방삼계탕,3.4,660,"서울 강동구 천호대로 1152 105동 101호
(지번) 둔촌동 435-4",02-488-5033,"전복삼계탕 (22,000원), 산삼삼계탕 (17,000원), 녹두삼계탕 (17,000원), 흑임자삼계탕 (17,000원), 한방삼계탕 (16,000원)"
푸른목장,3.6,27,"서울 강동구 올림픽로 726 1층
(지번) 천호동 314-37",02-484-9277,"한우특모듬(600g) (130,000원), 한우모듬세트(600g) (75,000원), 한우 등심(300g) (69,000원), 한우 갈비살(300g) (59,000원), 삼겹살(600g) (30,000원)"
갈현동할머니딸떡볶이,4.3,306,"서울 강동구 상암로12길 20 상가 103호
(지번) 천호동 287-9",02-487-1638,"튀김 (1인분) (3,000원), 떡볶이 (1인분) (3,500원), 순대 (1인분) (3,500원), 달걀(3개) (2,000원), 오뎅(1인분) (2,000원)"
해중천반점 천호동점,2.8,129,"서울 강동구 천호옛길 84
(지번) 성내동 38-3",02-477-3878,"송이볶음 (소) (80,000원), 늑간살꼬치 (15,000원), 양고기,소고기 샤브 (40,000원), 사천탕수육 (소) (20,000원), 자장면 (5,000원)"
명륜진사갈비 서울강동구청점,4.4,131,"서울 강동구 성내로 34 1층
(지번) 성내동 550-1",02-470-1939,"숯불돼지갈비 (가격정보 없음), 후려페퍼 스테이크 (가격정보 없음), 통삼겹살 (가격정보 없음), 생등갈비(프렌치렉) (가격정보 없음), 목살 (가격정보 없음), 숯불닭갈비 (가격정보 없음), 벌집껍데기 (가격정보 없음), 소갈비살 (가격정보 없음), 물냉면 (가격정보 없음), 비빔냉면 (가격정보 없음), 계란찜 (가격정보 없음), 된장찌개 (가격정보 없음), 김치찌개 (가격정보 없음)"
초밥의신 부타 천호점,3.6,181,"서울 강동구 천호대로155길 11 1층
(지번) 천호동 454-10",02-470-9788,"특모둠초밥 (10P) (15,000원), 스폐셜모둠초밥 (12P) (18,000원), 부타 오마카세초밥 (12P) (23,000원), 사장님 초밥만많이요 (20P) (22,000원), 사장님 고급초밥만많이요 (27,000원)"
돗가비불쭈꾸미,5.0,0,"서울 강동구 올림픽로70길 35 1층
(지번) 천호동 427-36",,메뉴 없음
김선장횟집,3.7,35,"서울 강동구 올림픽로98길 49 1층
(지번) 암사동 495",010-4139-5987,"광어 (소) (39,000원), 우럭 (소) (39,000원), 연어 (소) (35,000원), 도다리 (35,000원), 산낙지 (25,000원), 멍게 (15,000원), 우럭매운탕 (28,000원), 새우튀김 (19,000원), 새우소금구이 (19,000원), 오징어숙회 (15,000원), 매운탕 (7,000원), 주먹밥 (3,000원), 고등어자반 (5,000원), 부침개 (2,000원), 알밥 (7,000원), 전복 (20,000원), 연포탕 (35,000원), 초밥 (15,000원), 종이 (0원)"
블랑제리11-17,3.4,103,"서울 강동구 올림픽로 624 강동메디컬센터 1층
(지번) 성내동 78-1",02-6439-6718,"천호빵 (4,500원), 초코스콘 (4,000원), 딸기스콘 (4,000원), 카라멜스콘 (4,000원), 빨미까레 (2,500원), 까눌레 (2,500원), 에그크라상 (4,500원), 크로와상 (3,000원), 아몬드쇼콜라 (4,000원), 시오빵 (2,500원), 초코크림빵 (2,500원), 후와후와 (2,500원), 말랑치즈 (2,500원), 앙금빵 (2,000원), 올리브치아바타 (4,000원), 감자빵 (4,000원), 아몬트쇼콜라 (10,000원), 천호러스크 (4,200원), 피칸타르트 (7,000원), 아보카도 타르틴 (7,000원), 잠봉뵈르 (7,500원)"
이번지깡통집 강동구청점,4.6,3,"서울 강동구 올림픽로48길 31 1층
(지번) 성내동 555-14",02-488-9290,"한돈 삼겹살 (12,000원), 칼집 삼겹살 (9,000원), 갈릭 삼겹살 (10,000원), 고추장집삼겹살 (10,000원), 소금구이막창 (9,000원)"
산수고원,3.8,23,"서울 강동구 상암로 202
(지번) 명일동 346-17",02-428-3490,"참숯돼지갈비(300g) (16,000원), 소갈비살(150g) (20,000원), 생삼겹살(150g) (16,000원), 한우육회 (20,000원), 회냉면 (10,000원), 갈비탕 (16,000원), 육회비빔밥 (12,000원), 차돌된장찌개 (9,000원), 뚝배기불고기 (10,000원), 김치찌개 (9,000원)"
형네고기집,4.4,6,"서울 강동구 천호옛길 54-1 1층 101호
(지번) 성내동 128-16",02-470-7002,"삼겹살(200g) (16,000원), 목살(200g) (16,000원), 항정살(200g) (19,000원), 대패(200g) (16,000원), 차돌박이(한우)200g (30,000원), 잔치국수 (7,000원), 열무국수 (7,000원), 김치찌개 중 (20,000원), 고추장 찌개 중 (23,000원), 볶음밥 (4,000원), 계란찜 (5,000원)"
경송,4.6,"1,212","서울 강동구 천호대로159길 22 1층
(지번) 천호동 453-6",0502-5550-9299,"경송마늘갈비 (18,900원), 항아리파르페 (9,000원), 꽃꼬리로스 (23,800원), 왕생갈비 (28,900원), 들기름육회카펠리니 (21,800원)"
그집김밥,4.7,66,"서울 강동구 상암로 61 선진빌딩 1층
(지번) 암사동 495-18",02-488-2282,"그집김밥 (3,500원), 치즈김밥 (4,000원), 참치김밥 (5,000원), 떡갈비김밥 (5,000원), 소시지김밥 (5,000원), 매콤제육김밥 (5,000원)"
길동골목냉면,4.6,106,"서울 강동구 양재대로114길 25 1층 101호
(지번) 길동 393-6",02-477-4181,"물냉면 (8,000원), 비빔냉면 (8,000원), 명태회냉면 (10,000원), 돈가스 (9,000원), 비빔밥 (8,000원), 돌솥비빔밥 (9,000원), 반반이(등심+치즈) (10,000원), 제육덮밥 (9,000원), 장국밥(계절메뉴) (9,000원), 갈비만두 (4,000원), 튀김만두 (4,000원)"
이차전,3.9,60,"서울 강동구 천호대로159길 35
(지번) 천호동 410-20",,"모듬전 (20,000원), 소고기육전 (16,000원), 모듬전찌개 (15,000원), 매운 치즈 족발 (18,000원), 감자전 (9,000원), 해물파전 (13,000원)"
동국성,3.7,173,"서울 강동구 천호대로 985 1층
(지번) 천호동 459-3",02-556-6000,"모듬야채 소고기 안심 (2~3인) (58,000원), 동파육 (2~3인) (38,000원), 탕수육 (2~3인) (26,000원), 깐풍육 (2~3인) (26,000원), 짜장면 (8,000원), 새우볶음밥 (10,000원), 삼선짬뽕 (12,000원), 볶음밥 (8,000원), 볶음짜장 (10,000원)"
유경식당,4.6,13,"서울 강동구 천중로52길 38
(지번) 길동 359-26",,"안창살 (40,000원), 꽃등심 (30,000원), 살치살 (30,000원), 갈비살 (30,000원), 치맛살 (30,000원), 차돌박이 (25,000원), 안심 (30,000원), 육회 (20,000원), 육사시미 (20,000원), 한우모듬 (20,000원), 간천엽 (18,000원), 부채살 (30,000원), 항정살 (16,000원), 갈매기 (16,000원), 삼겹살 (14,000원), 목살 (14,000원), 왕족발 (30,000원), 곰탕 (8,000원), 김치찌개 (8,000원)"
안가네등갈비,4.3,40,"서울 강동구 진황도로47길 85
(지번) 길동 391-7",02-479-4033,"왕갈비 (19,000원), 등갈비 (19,000원), 양념막창 (17,000원), 소금막창 (17,000원), 쌈야채 (3,000원)"
신촌서서갈비,4.8,13,"서울 강동구 상암로 42 암사오피스텔 1층 117호
(지번) 천호동 287-2",02-472-2225,"수제 양념소갈비(250g) (19,000원), 생갈비살(180g) (21,000원), 양념갈비살(180g) (21,000원), 생토시살(180g) (19,000원), 구워먹는치즈(80g) (8,000원), 강원도영월 더덕구이 (15,000원)"
카페공공장소,4.6,49,"서울 강동구 암사길 7-1 암사동빌딩 1층 101호
(지번) 암사동 497-7",0507-1314-6627,"수제 티라미수 (7,000원), 생딸기 듬뿍 케이크 (8,500원), 아메리카노 (4,000원), 녹차플로트 (7,500원), 자두에이드 (6,500원), 말차테린느 (6,500원), (new)바스크 치즈케이크 (7,000원), 라떼플로트 (7,500원), 디카페인 콜드브루 (5,000원), 루이보스티 (5,500원), 밀크티 (6,000원), (판매중단)바나나 푸딩 (5,500원)"
남한강매운탕 본점,4.0,87,"서울 강동구 양재대로 1594 1층
(지번) 명일동 345-1",02-481-7779,"메기매운탕 2인 (40,000원), 잡고기매운탕(2인) (45,000원), 빠가매운탕(2인) (55,000원), 민물참게 매운탕(2인) (50,000원), 땅복 돌게장 간장(500g) (10,000원), 땅두릅 장아찌 (500g) (10,000원)"
그레인제빵소 길동점,3.9,84,"서울 강동구 진황도로47길 67 1층
(지번) 길동 390-30",02-473-1240,"몽블랑 (4,600원), 올리브 치아바타 (4,000원), 크렌베리 호두 바게트 (4,500원), 생크림 촉촉 식빵 (4,500원), 통밀 100% (8,000원)"
갓삼겹살,4.7,15,"서울 강동구 올림픽로72길 17 1층
(지번) 천호동 427-59",02-474-1225,"삼겹살 (180g) (16,000원), 목삼겹 (180g) (16,000원), 항정살 (180g) (18,000원), 가브리 (180g) (17,000원), 술안주 (제육,쭈꾸미) (20,000원)"
