이름,평점,리뷰수,주소,전화번호,메뉴
뱃놈과백정 사가정점,3.6,33,"서울 중랑구 면목로 348 1층
(지번) 면목동 458-28",02-493-0807,"set 1 (25,000원), set 2 (21,000원), set 3 (13,500원), 조개구이 (중) (39,000원), 소고기 반판 (400g) (29,000원)"
소담촌 상봉점,3.7,143,"서울 중랑구 망우로 328 시네마시티 15층 1501호
(지번) 상봉동 92-2",02-434-1999,"월남쌈샤브 (16,900원), 월남쌈버섯샤브 (21,900원), 월남쌈와규샤브 (21,000원), 월남쌈명품한우샤브 (24,500원), 월남쌈스페셜샤브 (26,000원)"
용마해장국,4.1,273,"서울 중랑구 용마공원로5길 20 1층
(지번) 망우동 406-1",02-2209-5938,"해장국 (10,000원), (특)고기만해장국 (13,000원), 고추장아찌 (5,000원)"
찜집 본점,3.9,156,"서울 중랑구 면목로 287 1층
(지번) 면목동 632-6",02-494-0044,"섞어찜 (소) (73,000원), 알낙찜 (소) (58,000원), 아구찜 (소) (43,000원), 낙지찜 (소) (43,000원), 아낙찜 (소) (53,000원), 알찜 (소) (58,000원), 해물찜 (소) (63,000원), 꽃게범벅 (소) (73,000원), 꽃게찜 (소) (78,000원), 아구탕 (소) (43,000원), 해물탕 (소) (63,000원), 낙지탕 (소) (43,000원), 지리탕 (소) (55,000원), 알탕 (소) (58,000원), 꽃게탕 (소) (73,000원)"
황박사왕족발,4.7,62,"서울 중랑구 면목로 363 1층
(지번) 면목동 501-3",02-491-0048,"[]밥비벼 먹기 좋은~[] 진공 직화불족발 600g (15,000원), []다이어트엔~[] 건강한~황족발 (30,000원), []1인메뉴[] 황족발주는~ 막국수 (22,000원), []야식엔~[] 재주문 높은~ 반반황족발 (44,000원), []30년전통[] 도드람한돈 직화불족발 (32,000원), []1인메뉴[]황족발주는~ 비빔밥 (18,000원), []직접만든 소스~[] 쟁반막국수 (8,000원), []은근 매력적인~[]비빔밥 (6,000원), []밥비벼먹기좋은~[] 진공 직화불족발 300g (8,000원), 사이다500mL (2,000원), 콜라500mL (2,000원)"
홍길동회수산,3.3,188,"서울 중랑구 봉우재로33길 47 1층
(지번) 상봉동 104-57",02-493-7778,"광어 (소) (35,000원), 우럭 (소) (35,000원), 참돔 (소) (45,000원), 농어 (소) (55,000원), 산오징어 (30,000원)"
망우돌곱창,3.9,44,"서울 중랑구 용마산로115길 59 1층
(지번) 망우동 491-39",02-434-8444,"소곱창 (1인) (26,000원), 소막창 (1인) (25,000원), 대창 (1인) (25,000원), 양깃머리 (1인) (28,000원), 모듬구이 (2인) (52,000원)"
쪼매매운냉면,4.8,35,"서울 중랑구 동일로157길 20 1층
(지번) 묵동 239-102",02-974-0092,"물냉면 (8,000원), 비빔냉면 (8,000원), 왕돈까스 (8,000원), 왕치즈돈까스 (8,500원), 매운돈까스 (9,000원), 열물냉면 (9,000원), 열비냉면 (9,000원), 매운치즈돈까스 (9,500원), 수제왕만두(5개) (9,000원), 세트메뉴만두(2개) (3,500원), 떡만두국 (8,000원), 떡국 (8,000원)"
태능배밭갈비,,82,"서울 중랑구 동일로143길 30
(지번) 묵동 249-107",02-973-9292,"소왕갈비 (39,000원), 돼지왕갈비 (19,000원), 전통갈비 (17,000원), 함흥 물냉면 (9,000원), 함흥 비빔냉면 (9,000원), 사골갈비탕 (13,000원), 우거지갈비탕 (12,000원), 한돈해장국 (10,000원), 한돈덮밥 (10,000원)"
카페브릭,3.9,118,"서울 중랑구 신내역로1길 127-11
(지번) 신내동 243-20",,"아메리카노 (4,500원), 카페라떼 (5,000원), 아인슈페너 (5,500원), 돌체 라떼 (5,300원), 자몽티 (6,000원)"
짬뽕9단 상봉점,4.3,11,"서울 중랑구 용마산로115길 71 황룡빌딩 1층
(지번) 망우동 491-37",02-434-6523,"짜장면 (4,500원), 쟁반짜장 (1인) (6,500원), 옛날짬뽕 (7,000원), 깐풍기 (2인) (15,000원), 남자완스 (2인) (15,000원)"
용마쉼터,2.8,116,"서울 중랑구 망우로70길 118
(지번) 망우동 산 69-1",02-436-4171,"비빔국수 (7,000원), 콩나물라면 (6,000원), 토종닭백숙 (65,000원), 토종옻닭백숙 (65,000원), 삼겹살(1인분) (15,000원), 오징어순대 (28,000원), 도토리묵무침 (15,000원), 콩나물제육볶음 (25,000원), 오리백숙 (68,000원), 옻오리백숙 (68,000원), 오리주물럭 (65,000원), 오리로스 (60,000원), 토종닭도리탕 (65,000원), 두부김치 (25,000원), 골뱅이(사리포함) (25,000원), 부추전 (10,000원), 된장찌개 (3,000원)"
풀잎보리쌈밥생고기,4.8,34,"서울 중랑구 중랑역로 5 1층
(지번) 중화동 208-1",02-2207-3323,"더덕오리훈제+탕(반마리) (43,000원), 더덕생오리주물럭+탕(반마리) (39,000원), 더덕생삼겹살(200g) (17,000원), 풀잎보리쌈밥정식 (2인 이상) (13,000원)"
도리연닭도리탕 동부시장점,4.1,277,"서울 중랑구 중랑천로12길 46 1층
(지번) 상봉동 130-48",010-2729-6917,"닭도리탕 (중) (29,000원), 닭도리탕 (대) (39,000원), 풋고추 닭도리탕 (중) (29,000원), 청양고추 닭도리탕 (중) (29,000원), 땡초 닭도리탕 (중) (29,000원)"
노브랜드버거 중화점,3.2,24,"서울 중랑구 동일로 799 1-2층
(지번) 중화동 305-42",02-432-9906,"통마늘 베이컨 버거세트 (8,700원), 멕시칸 칠리 치즈 버거 (6,800원), 치킨 시저 샐러드 콤보 (7,600원), 허브순살치킨런（M） (10,600원), 미트마니아 버거세트 (9,400원), NBB어메이징 버거세트 (9,000원), NBB시그니처 버거세트 (7,900원), NBB오리지널 버거세트 (7,100원), 그릴드불고기 버거세트 (6,200원), NBB어메이징 버거 (6,600원), 메가바이트 버거 (5,800원), 코울슬로치킨 버거 (5,700원), NBB오리지널 버거 (4,700원), 그릴드불고기 버거 (3,700원), 시그니처 1인팩 (13,300원), 미트마니아 1인팩 (12,000원), 멕시칸 칠리 치즈 1인팩 (11,500원), 트리플 베이컨 버거세트 (9,400원), 멕시칸 칠리 치즈 버거세트 (9,200원), 칠리 시그니처팩 (17,100원), 시그니처 투게더팩 (16,600원), 시그니처 파티팩 (21,200원), 더블치즈 베이컨 시그니처 버거세트 (8,700원), 메가바이트 버거세트 (8,200원), 메가바이트 레드 버거세트 (8,200원), 코울슬로치킨 버거세트 (8,100원), 더블 그릴드 불고기 버거세트 (7,700원), 치폴레 핫치킨 버거세트 (7,200원), 갈릭앤갈릭 버거세트 (7,000원), 오리지널 새우 세트 (7,900원)"
대박왕곱창,4.6,49,"서울 중랑구 답십리로 367
(지번) 면목동 383-5",02-491-6405,"왕곱창 양념구이 (13,000원), 왕곱창 소금구이 (13,000원), 야채곱창 (12,000원), 오돌뼈 (12,000원)"
원조사가정손두부,4.3,3,"서울 중랑구 면목로44길 62 1층
(지번) 면목동 470-3",02-496-7787,"두부전골(중) (20,000원), 얼큰고추장전골(중) (20,000원), 두부김치 (10,000원), 다슬기부추전 (10,000원), 도토리묵무침 (10,000원)"
먹골골목냉면,3.4,17,"서울 중랑구 공릉로 56-8
(지번) 묵동 300-7",02-977-8186,"물냉면 (8,000원), 비빔냉면 (8,000원), 명태회냉면 (10,000원), 냉반돈반 (12,000원), 반반이(등심+치즈) (10,000원), 돌솥비빔밥 (9,000원), 비빔밥 (8,000원), 돈가스 (9,000원)"
양지촌,,63,"서울 중랑구 망우로 184 1층
(지번) 상봉동 136-10",02-2207-4200,"한우생등심 (150g) (43,000원), 수원왕갈비 (350g) (39,000원), 돼지갈비 (250g) (24,000원), 한우육회비빔밥 (13,000원), 회냉면 (10,000원)"
쪽갈비대통령 먹골본점,4.8,123,"서울 중랑구 동일로163길 46 1층
(지번) 묵동 237-138",02-979-0316,"양념쪽갈비(1인분) (17,000원), 매운쪽갈비(1인분) (17,000원), 주먹밥 (5,000원), 매운주먹밥 (5,000원), 잔치국수 (6,000원), 누룽지 (6,000원)"
돈대감,4.0,42,"서울 중랑구 송림길 1 1층
(지번) 상봉동 74-1",02-3395-9882,"숯불고기+비빔냉면 (10,000원), 숯불고기+물냉면 (10,000원), 함흥비빔냉면 (8,000원), 함흥물냉면 (8,000원), 메밀만두 (6개) (5,000원), 메밀만두포장 (12개) (10,000원), 들깨 시래기국밥 (8,000원), 숯불고기 정식(2인이상) (15,000원), 메밀떡만두국 (8,000원), 감자옹심이 (9,000원)"
마장동고기집 망우점,5.0,9,"서울 중랑구 망우로 244 1층
(지번) 상봉동 128",02-493-1090,메뉴 없음
포차전,5.0,98,"서울 중랑구 면목로74길 16 B동 1층
(지번) 면목동 102-17",,"치즈감자채전 (19,000원), 모듬전 (26,000원), 녹두빈대떡 (19,000원), 해물파전 (21,000원), 동태전 (16,000원), 김치전 (15,000원), (강추)고추튀김 (16,000원), 골뱅이소면 (21,000원), 스팸두부김치 (19,000원), 얼큰오뎅탕 (17,000원), 동그랑땡 (16,000원), 동태전반＋동그랑땡반 (16,000원), 감자전 (15,000원), 닭볶음탕 (28,000원), 도토리묵 (16,000원), 돼지김치찌개 (13,000원), 국물 떡볶이 (11,000원), 콜라 355mL (2,000원), 장수막걸리 (4,000원), 지평생막걸리 (5,000원), 느린마을막걸리 (6,000원), 알밤막걸리 (6,000원), 참이슬후레쉬 (5,000원), 참이슬오리지날 (5,000원), 새로 (5,000원), 진로이즈백 (5,000원), 처음처럼 (5,000원), 청하 (6,000원), 카스 (5,000원), 테라 (5,000원)"
박가뼈다귀감자탕 본점,3.2,94,"서울 중랑구 망우로 193
(지번) 중화동 209-2",02-496-1600,"해물뼈다귀찜(소) (40,000원), 뼈다귀감자탕(소) (33,000원), 갈비탕 (14,000원), 특뼈해장국 (14,000원), 왕새우튀김(4p) (10,000원)"
스타벅스 양원역점,4.4,40,"서울 중랑구 양원역로10길 3 1층
(지번) 망우동 618",1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
브라더야끼,4.7,244,"서울 중랑구 공릉로 38 1층
(지번) 묵동 171-12",02-972-9500,"고급프렌치랙(200g (32,000원), 고급양갈비(270g) (30,000원), 한우야끼니꾸(120g)) (35,000원), 한우새우살등심(300g (93,000원), BMS9 한우채끝 (150g (48,000원)"
포앤시드니 묵동자이점,4.1,35,"서울 중랑구 동일로 932 묵동자이2단지 201동 113호
(지번) 묵동 170-1",02-929-9390,"하노이 콤보 （1인분） (14,500원), 2인 월남쌈 세트 (25,500원), 팟타이 (12,500원), 분짜 (14,000원), 차돌 쌀국수 (9,500원), 안심 쌀국수 (10,000원), 짜조 (6,000원), 스프링롤 （4pcs） (6,000원), 양지 쌀국수 (9,500원), 돼지고기 숯불구이 덮밥 (11,500원), 하노이 볶음밥 (11,500원), 새우 볶음밥 (11,500원), 게살 볶음밥 (13,000원), 포싸오 (12,500원), 분보싸오 (12,500원), 해산물 볶음쌀국수 (11,500원), 닭고기 숯불구이 덮밥 (11,500원), 파인애플 카레볶음밥 (11,500원), 커플모듬 (11,000원), 해산물 쌀국수 (10,500원), 해물사천 쌀국수 (10,500원), 월남쌈 (33,000원), 덮밥 콤보(1인분) (14,500원), 2인콤보 (29,500원), 고구마롤 （4pcs） (5,500원), 쉬림프롤 （4pcs） (5,500원), 치킨프라이드 어깨튀김 (5,500원), 패밀리모듬 (20,000원), 코카콜라 （355ml） (2,000원), 스프라이트 （355ml） (2,000원)"
미당왕갈비탕 코다리냉면,4.3,54,"서울 중랑구 상봉로 10 1층
(지번) 면목동 50-33",02-6953-9994,"미당왕갈비탕 (16,000원), 미당일품갈비탕 (12,000원), 미당전복갈비탕 (19,000원), 속초별미코다리냉면 (11,000원), 살얼음동동물냉면 (9,000원), 새콤달콤비빔냉면 (9,000원), 코다리찜1인 (12,000원), 왕갈비찜2인 (33,000원), 왕갈비코다리찜2인 (36,000원), 일품갈비찜2인 (28,000원), 눈꽃버섯왕갈비탕 (14,000원), 육전 한접시 (11,000원), 왕만두 (6,000원), 돌솥비빔방 (10,000원), 웰빙비빔밥 (9,000원)"
고기를품다 사가정직영점,4.5,102,"서울 중랑구 면목로48길 17 1층
(지번) 면목동 458-86",070-4045-9736,"특목살(1인분) (15,000원), 리얼삼겹살(1인분) (15,000원), 통갈매기살(1인분) (16,000원), 등겹살(1인분) (16,000원), 안거미살(1인분) (19,000원), 눈꽃살(1인분) (24,000원)"
흥부전놀부전,4.9,14,"서울 중랑구 사가정로51길 43
(지번) 면목동 572-30",02-491-4408,"모듬전(중) (25,000원), 순두부와 수제비 (13,000원), 녹두전 (13,000원), 부추전 (8,000원), 해물파전 (15,000원)"
스토어드커피,4.3,23,"서울 중랑구 동일로157길 22 1층
(지번) 묵동 239-118",070-8823-7669,"수제 티라미스케이크 (7,500원), 수제 수플레치즈케이크 (7,500원), 수제 초코케이크 (7,500원), 수제 고구마케이크 (7,500원), 수제 생딸기 케이크 (9,000원), 수제자몽케이크 (8,500원), 아메리카노 (3,000원), 신상）휘낭시에 (2,500원), 수제 스모어쿠키 (2,500원), 누드비치크러쉬 (6,000원), 카페라떼 (4,000원), 플랫 화이트 (4,000원), 바닐라 라떼 (4,500원), 카페모카 (4,500원), 흑당치노 (5,500원), 아인슈페너 (5,000원), 시나몬 아가베라떼 (5,500원), NEW밀크티 (5,500원), 버블밀크티 (6,500원), 흑당버블티 (6,500원), 더블초코렛라떼 (5,000원), 그린티라떼 (5,000원), 고구마라떼 (5,000원), 미숫가루 (5,500원), 초코크러쉬 (6,000원), 플레인요거트 (5,500원), 유자차 (5,000원), 레몬생강차 (5,000원), 자몽에이드 (5,500원), 얼그레이 (4,000원)"
88소곱창,3.9,99,"서울 중랑구 봉우재로33길 65
(지번) 상봉동 103-18",02-493-8803,"소곱창구이 (1인분) (20,000원), 특양구이 (1인분) (22,000원), 양 곱창구이 (1인분) (20,000원), 양 대창구이 (1인분) (20,000원), 대창구이 (1인분) (18,000원)"
본가감자탕,4.8,85,"서울 중랑구 봉우재로33길 40 1층
(지번) 상봉동 105-21",02-433-1570,"뼈다귀 감자탕(대) (45,000원), 뼈다귀 감자탕(중) (39,000원), 뼈다귀 해장국(한그릇) (11,000원), 뼈다귀 감자탕(소) (33,000원), 우주 최초 순살 감자탕(소) (36,000원), 우주 최초 순살 감자탕(중) (42,000원), 우주 최초 순살 감자탕(대) (48,000원)"
우마루 서울중화점,4.4,5,"서울 중랑구 동일로 768 1층
(지번) 중화동 294-7",02-434-7123,"우마루갈비(1인) (20,000원), 소양념갈비(1인) (23,000원), 수제소갈비(1인) (14,000원), 이동갈비(1인) (16,000원), 돼지왕갈비(1인) (14,000원), 국내산돼지갈비(1인) (11,000원)"
바다향,4.5,6,"서울 중랑구 사가정로53길 21 1층
(지번) 면목동 459-4",02-433-2339,"특코스 (33,000원), 스페셜코스 (40,000원), 모듬회 (38,000원)"
역전고깃집,5.0,80,"서울 중랑구 망우로 217 1층
(지번) 중화동 208-32",02-493-2296,"특수부위 모듬 (500g) (33,000원), 삼겹살 (180g) (14,000원), 목살 (180g) (14,000원), 껍데기 (7,000원)"
고향보리밥,3.4,10,"서울 중랑구 사가정로46길 8 1층
(지번) 면목동 647-27",02-435-1122,"감자전 (11,000원), 해물파전 (12,000원), 신해물파전 (13,000원), 신감자전 (13,000원)"
오주도참치,4.5,110,"서울 중랑구 면목로92가길 19 한마음빌딩 1층 2호
(지번) 상봉동 104-61",070-7585-3772,"오주도 추천 (55,000원), 오주도 스페셜 (42,000원), 오주도 특선 (70,000원), 오주도 프리미엄 (90,000원), 모리아와세(한접시) 중 (60,000원), 모리아와세(한접시) 대 (90,000원)"
독도게찜,3.3,110,"서울 중랑구 망우로 458
(지번) 망우동 202-19",02-433-8892,"독도정식 (2인이상) (15,000원), 회덮밥 (9,000원), 멍게덮밥 (9,000원), 독도물회 (중) (35,000원), 게다리튀김 (10,000원)"
두채사랑 전주콩나물국밥 면목직영점,4.5,5,"서울 중랑구 면목로 371
(지번) 면목동 502-33",02-433-9660,"콩나물굴국밥 (10,000원), 직화제육볶음 (18,000원), 콩나물국밥 (6,500원), 전주비빔밥 (8,000원), 직화오징어볶음 (18,000원), 황태콩나물국밥 (8,000원), 어린이떡갈비 (6,500원)"
우렁이쌈밥삼겹살,5.0,12,"서울 중랑구 동일로101길 22 1층
(지번) 면목동 180-97",010-8555-9658,"대패삼겹살쌈밥 (13,000원), 생삼겹살쌈밥 (15,000원), 대패삼겹살(200g) (10,000원), 생삼겹살(180g) (13,000원), 오리훈제(180g) (10,000원), 소불고기(200g) (13,000원), 제육볶음(200g) (10,000원), 오리훈제쌈밥 (13,000원), 소불고기쌈밥 (15,000원), 제육볶음쌈밥 (13,000원)"
시골솥뚜껑생삼겹살,4.2,4,"서울 중랑구 봉우재로 158 1층
(지번) 면목동 90-20",,"솥뚜껑삼겹살 (200g) (13,000원), 항정살 (180g) (15,000원)"
동해세수대야동태탕 상봉점,4.3,19,"서울 중랑구 망우로60길 31
(지번) 망우동 508-1",02-493-8820,"동태맑은탕 (9,000원), 짜박이 김치찌개 (7,000원), 손두부전 (10,000원), 코다리조림 (소) (28,000원)"
대파집 중랑직영점,3.9,86,"서울 중랑구 망우로30길 20 1층
(지번) 상봉동 136-83",02-433-9253,"냉삼 (13,000원), 한우 차돌삼합 (28,000원), 한우 차돌박이 (19,000원), 대파차돌 (15,000원), 한돈 김치찌개 (8,000원), 육개장 (10,000원), 나주곰탕 (10,000원)"
육즙,3.7,580,"서울 중랑구 겸재로 209 1층
(지번) 면목동 103-31",010-4963-2481,"삼겹살 (16,000원), 목살 (16,000원), 가브리살 (17,000원), 항정살 (19,000원)"
마구로사시미,5.0,49,"서울 중랑구 공릉로12가길 7 1층
(지번) 묵동 158-15",02-978-7707,"혼술A (36,000원), 마구로사시미A （2인기준） (53,000원), 마구로사시미B（2인기준） (72,000원), 참다랑어뱃살초밥 （12P） (35,000원), 혼술B (48,000원), 마구로사시미C（2인기준） (105,000원), 간장새우 （6p or 10p 중 선택） (9,000원), 참치 내장젓갈 50g 추가 (3,000원), 초밥용 밥 추가 (2,000원), 단무지 추가 (1,000원), 락교 추가 (1,000원), 초생강 추가 (1,000원), 생와사비 추가 (1,000원), 무순 추가 (1,000원), 묵은지 추가 (1,000원), 김 5봉추가 (1,000원), 콜라 (2,000원), 사이다 (2,000원), 환타 (2,000원), 참이슬 오리지널 (4,000원), 참이슬 후레쉬 (4,000원), 진로이즈백 (4,000원), 처음처럼 (4,000원), 카스（병） (4,000원), 하쿠쯔두마루500mL (15,000원), 노호홍500mL (15,000원), 오제끼스모500mL (13,000원), 쇼치쿠바이텐500mL (13,000원)"
만주리양꼬치,4.7,39,"서울 중랑구 봉화산로54길 29
(지번) 신내동 410-90",02-491-3373,"양꼬치(10꼬치) (12,000원), 양갈비살(10꼬치) (15,000원), 꿔바로우 (15,000원), 마라샹궈 (25,000원), 마라룽샤 (30,000원)"
원짬뽕,3.7,85,"서울 중랑구 겸재로 226-2 1층
(지번) 면목동 72-43",02-6084-0034,"차돌짜장 (9,000원), 백짬뽕 (9,000원), 차돌짬뽕 (11,000원), 짜장 (7,500원), 짬뽕 (9,000원), 깐풍육 (25,000원), 깐쇼새우 (25,000원), 등심탕수육 (18,000원), 미니탕수육 (10,000원), 해물볶음밥 (9,000원), 차돌볶음밥 (9,500원), 순두부짬뽕 (9,500원), 군만두 (10ea) (5,000원), 원짬뽕 (가격정보 없음)"
카일커피,4.8,23,"서울 중랑구 신내로10길 21 1층
(지번) 신내동 577-1",070-7772-4999,"버터스카치 (5,500원), 시나몬크림라떼 (5,500원), 리얼바닐라라떼 (5,000원), 블렌딩에스프레소 (4,000원), 라떼 (4,500원), 아인슈페너 (5,500원), 플랫화이트 (4,500원), 소렌토레몬에이드 (5,500원), 라임모히또에이드 (6,000원), 초코라떼 (5,000원), 엘로우피치아이스티 (5,000원), 디카페인스페니쉬라떼 (5,500원), 디카페인더치바닐라크림 (6,000원), 샤인머스켓주스 (7,000원)"
빠리짬뽕,3.2,96,"서울 중랑구 중랑역로 44 1층
(지번) 중화동 300-44",0507-1412-0009,"빠리짬뽕 (고기) (11,000원), 탕수육 (300g) (20,000원), 중새우(6마리) (20,000원), 짬뽕 (해물) (10,000원)"
장가네해물짬뽕,3.7,35,"서울 중랑구 망우로 369 1층
(지번) 상봉동 74-9",02-2208-0045,"해물짬뽕 (11,000원), 짜장면 (5,000원), 짬뽕 (6,500원), 볶음밥 (8,000원), 탕수육(소) (15,000원), 깐쇼새우 (35,000원)"
단조,4.3,85,"서울 중랑구 중랑천로10길 68 보은빌딩 3층
(지번) 면목동 185-1",0507-1345-8246,"티라미수 (7,500원), 플레인 치즈케이크 (7,500원), 카페라떼 (5,000원), 얼그레이 (5,500원), 소금커피 (6,500원), 아몬드쌀쿠키 (7,000원), 뚱뚱한 에그타르트 (4,500원), 딸기생크림케이크 (8,500원), 아메리카노 (4,500원), 바닐라라떼 (6,000원), 아인슈페너 (6,000원), 바닐라슈페너 (7,000원), 말차라떼 (6,000원), 초코라떼 (6,000원), 레몬에이드 (6,000원), 쑥라떼 (6,500원), 자몽에이드 (6,000원), 오미자에이드 (6,000원), 페퍼민트 루이보스 (5,500원)"
커피빈 상봉역점,4.1,24,"서울 중랑구 망우로 291 상봉빌딩 1층
(지번) 상봉동 100-17",02-493-8902,"헤이즐넛 아이스 블렌디드 (가격정보 없음), 차이 라떼 (가격정보 없음), 드립커피 (가격정보 없음), 레몬 민트 티 (가격정보 없음), 카푸치노 (가격정보 없음), 카페 라떼 (가격정보 없음), 바닐라빈 오트 라떼 (가격정보 없음), 마끼아토네 (가격정보 없음), 카페 모카 (가격정보 없음), 아메리카노 (0원), 헤이즐넛 라떼 (0원), 헤이즐넛 아메리카노 (0원), 매화 자스민티 (0원), 제주 유기농 작설 (0원), 얼그레이 (가격정보 없음), 레몬 캐모마일 (가격정보 없음), 고흥유자 레몬 캐모마일티 (0원), 스파클링 제주 레몬 스웨디쉬 (0원), 콜드브루 (0원), 콜드브루 수아 (0원)"
추억한점 면목점,3.9,104,"서울 중랑구 면목로60길 5 1층
(지번) 면목동 114-13",02-6053-5502,"옛날 냉동삼겹살400g (24,000원), 한돈 뽈항정살400g (26,000원), 급냉 꽃목살400g (24,000원), 차돌된장찌개 (5,000원), 돼지김치찌개 (5,000원), 한돈소세지（1P） (2,500원), 2인 세트 (35,000원), 계란찜 (3,000원), 쌈추가 (1,000원), 공기밥 (1,000원), 파절이 추가 (1,000원), 콩나물무침 추가 (1,000원), 콜라 (2,000원), 제로콜라 (2,000원), 스프라이트 (2,000원), 환타오렌지 (2,000원), 환타파인 (2,000원), 진로이즈백 (4,000원), 새로 (4,000원), 참이슬 오리지널 (4,000원), 카스 (4,000원), 테라 (4,000원), 켈리 (4,000원), 처음처럼 (4,000원)"
멍텅구리꼼장어,4.0,16,"서울 중랑구 사가정로51길 36
(지번) 면목동 497-20",02-496-1144,"매운닭발 (11,000원), 쭈꾸미 (11,000원), 갈비 (11,000원), 돼지껍데기 (11,000원)"
온앤인커피,4.9,197,"서울 중랑구 사가정로43길 6 청운명가 101호
(지번) 면목동 606-32",02-222-2222,"아메리카노 (2,850원)"
