이름,평점,리뷰수,주소,전화번호,메뉴
이해림아구찜해물찜,4.0,10,"서울 양천구 신목로 42 1층
(지번) 신정동 296-103",02-2651-6614,"아구찜 (소) (45,000원), 아구탕 (소) (45,000원), 해물아구찜 (소) (55,000원), 동태전골 (소) (25,000원), 대구뽈전골 (소) (35,000원)"
목동포차 목동본점,3.8,21,"서울 양천구 목동동로 260 양지타운 지하1층
(지번) 목동 406-203",02-2649-1255,"불닭도리탕 (중) (24,000원), 간장닭도리탕 (중) (28,000원), 국물닭발 (17,000원), 무뼈닭발 (16,000원), 통뼈닭발 (14,000원)"
스타벅스 목동5단지점,3.1,8,"서울 양천구 목동동로 411 부영그린타운3차 116호
(지번) 목동 908-34",1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
오목교곱창,3.9,164,"서울 양천구 목동동로 226-13 1층
(지번) 목동 406-75",02-2652-5399,"모듬곱창 (27,000원), 황소곱창 (28,000원), 특마늘곱창 (28,000원), 특양구이 (28,000원), 대창구이 (26,000원), 막창구이 (26,000원), 2인 세트 (51,000원), 3인 세트 (76,000원), 4인 세트 (101,000원), 소갈비살 (22,000원), 볶음밥 (5,000원), 콜라 (2,000원), 사이다 (2,000원), 토닉워터 (2,000원)"
스타벅스 신월IC DT점,3.3,23,"서울 양천구 남부순환로 430
(지번) 신월동 205-48",1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
진미집,3.0,135,"서울 양천구 공항대로 646 1층 1호
(지번) 목동 516",02-3664-6400,"꼼장어 (16,000원), 오돌뼈 (16,000원), 똥집 (16,000원), 메추리구이 (14,000원), 계란말이 (13,000원), 칼국수 (7,000원), 두부김치 (13,000원), 순두부탕 (12,000원)"
멸치국수,4.4,24,"서울 양천구 신월로 333
(지번) 신정동 978-14",02-2696-3938,"물냉면 (7,000원), 비빔냉면 (7,000원), 콩국수 (7,000원), 멸치국수 (6,000원), 비빔국수 (7,000원), 새우볶음밥 (7,000원), 비빔밥 (7,000원)"
옛집버섯고을,4.9,11,"서울 양천구 중앙로34길 21-5
(지번) 신정동 1031-17",02-6439-6672,"소고기 샤브샤브 (11,000원), 삼계탕 (12,000원), 소불고기 (1인분) (10,000원), 버섯전골 (소) (15,000원), 오리주물럭 (40,000원)"
능이랑추어랑,4.5,22,"서울 양천구 목동중앙북로7길 11-13
(지번) 목동 609-25",02-2642-9662,"능이버섯 오리백숙 (60,000원), 능이버섯 토종닭백숙 (55,000원), 능이오리.토종닭백숙 (반마리) (35,000원), 능이삼계탕 (12,000원), 돌솥밥추어탕 (9,000원)"
윤정포장마차,3.4,20,"서울 양천구 중앙로34길 19 1층
(지번) 신정동 1031-11",,"닭도리탕 (24,000원), 돼지갈비찜 （간장맛,국산돼지갈비） (29,000원), 묵은지 닭도리탕 (30,000원), 매운갈비찜（매운맛,국산돼지갈비） (30,000원), 치즈계란말이 (16,000원), 계란찜 (6,000원), 파김치 닭도리탕 (30,000원), 세트 A 닭도리탕＋계란찜＋날치알주먹밥 (31,000원), 세트 B 묵은지 닭도리탕＋계란찜＋날치알주먹밥 (37,000원), 세트 C 파김치 닭도리탕＋계란찜＋날치알주먹밥 (37,000원), 세트 D 돼지갈비찜＋날치알주먹밥＋계란찜 (36,000원), 세트 E 매운갈비찜＋날치알주먹밥＋계란찜 (37,000원), 묵은지 추가 (6,000원), 날치알주먹밥 (3,000원), 손수제비（비조리） (3,000원), 라면사리（비조리） (2,000원), 우동사리（비조리） (2,000원), 쫄면사리（비조리） (2,000원), 떡사리（비조리） (2,000원), 당면사리（비조리） (2,000원), 공기밥 (1,000원), 콜라 355ml (2,000원), 사이다 355ml (2,000원), 환타（오렌지） 355ml (2,000원), 환타（파인맛） 355ml (2,000원)"
남강마황오리전문점,4.2,33,"서울 양천구 목동중앙북로7가길 25 2층
(지번) 목동 610-3",02-2649-8877,"마황오리양념구이 (소) (30,000원), 마황오리소금구이 (소) (30,000원), 마황오리훈제 (가격정보 없음)"
순백회관 오목교점,5.0,52,"서울 양천구 오목로 337-20 1-2층
(지번) 목동 406-228",02-2646-4885,"[대표메뉴] 얼큰순백국밥 (11,000원), [대표메뉴] 순대국밥 (10,000원), 제육덮밥 (11,000원), 교자 튀김만두 (7,000원), 통마늘순대국밥 (11,000원), 살코기국밥 (11,000원), 도토리묵사발 (9,000원), 순대곱창볶음 (32,000원), 차돌떡볶이 (23,000원), 얼큰내장술국 (18,000원), 셀프주먹밥 (3,000원), 왕새우튀김 (9,000원), 코카콜라 355mL (2,000원), 제로 코카콜라 355mL (2,000원), 스프라이트 355mL (2,000원)"
신홍굴이짬뽕,4.1,16,"서울 양천구 월정로 21 1층
(지번) 신월동 514-3",02-2693-9000,"콩국수 (8,000원), 열무물냉면 (7,000원), 열무비빔냉면 (7,000원), 짬뽕 (8,000원), 백짬뽕 (8,000원), 굴짬뽕 (계절메뉴) (10,000원), 소고기짬뽕 (10,000원), 홍합짬뽕 (10,000원), 홍굴이 짬뽕 (2인분) (22,000원), 해물쟁반짜장(2인분) (14,000원), 새우볶음밥 (8,000원), 짜장 (6,000원), 탕수육(소) (14,000원), 깐쇼 중 새우(소) (16,000원), 레몬 중 새우 마요네즈(소) (16,000원), 깐풍기(소) (16,000원), 양장피 (30,000원), 탕수육+짜장 (14,000원), 탕수육+짬뽕 (15,000원), 양장피+홍굴이 (48,000원)"
우곳간,4.9,54,"서울 양천구 목동로15길 8 삼천리아파트 101동 상가 1층 3호
(지번) 신정동 997-6",070-7778-3113,"뭉티기(100g) (20,000원), 육사시미(180g) (28,000원), 뭉티기+육회세트(중) (45,000원), 육회(180g) (26,000원), 성게알(40g) (20,000원), 제비추리야채구이 (26,000원), 육전 (24,000원), 한우버섯전골 (24,000원), 뭉티기비빔밥 (12,000원), 한우라면 (8,000원)"
미스차이나,3.1,12,"서울 양천구 월정로 65
(지번) 신월동 427-2",02-2695-5669,"짬뽕 (8,000원), 짜장면 (6,000원), 유산슬밥 (15,000원), 탕수육 (소) (15,000원), 유린육 (소) (20,000원)"
억조1978,4.1,91,"서울 양천구 목동동로10길 24 2-3층
(지번) 신정동 296-24",02-2652-1818,"소곱창전골(2~3인) (42,000원), (특)왕갈비탕 (18,000원), 궁중갈비찜(3~4인) (73,000원), 궁중 갈비찜(2~3인) (63,000원), 한우육회 (38,000원), 한우육회비빔밥 (15,000원), 한우뭉티기(육사시미) (42,000원), 소곱창전골(3~4인) (55,000원), 공기밥 (1,000원), 콜라 355mL (3,000원), 스프라이트 355mL (3,000원), 산펠레그리노 레몬 330mL (5,000원), 산펠레그리노 자몽 330mL (5,000원)"
사또춘천숯불닭갈비,4.9,11,"서울 양천구 신정중앙로 74
(지번) 신정동 905-4",,"양념닭갈비(300g) (11,000원), 간장닭갈비(300g) (11,000원), 소금닭갈비(300g) (11,000원), 고추장삼겹살(250g) (11,000원), 뼈없는 닭발 (11,000원), 닭똥집 (10,000원), 육회 (20,000원), 볶음밥 (5,000원), 묵사발 (5,000원), 물냉면 (5,000원), 잔치국수 (5,000원), 열무국수 (5,000원), 비빔냉면 (5,000원)"
대박곱창 신정점,4.7,33,"서울 양천구 신월로 340
(지번) 신정동 1026-2",02-2651-0852,"야채곱창 (10,000원), 야채순대 (10,000원), 순대곱창 (11,000원), 치즈곱창 (11,000원), 알곱창 (11,000원)"
가이오국수 목동점,4.5,24,"서울 양천구 목동중앙북로 33 1층
(지번) 목동 602-9",02-2655-0925,"잔치국수 (6,000원), 비빔국수 (7,000원), 김치국수 (6,500원), 얼큰 부추국수 (7,000원), 하와이안 비빔쫄면 (7,000원)"
오목교참나무닭장작구이,4.3,28,"서울 양천구 신목로 60
(지번) 신정동 296-110",02-2644-7768,"장작구이+막국수 (23,000원), 골뱅이소면 (18,000원), 장작구이 (18,000원), 치즈장작구이 (25,000원), 불장작구이 (25,000원)"
고기준 목동점,4.0,196,"서울 양천구 오목로 313-7 1,2층
(지번) 목동 406-68",02-2646-0007,"샤토 브리앙 (100g) (49,000원), 고기준 꽃등심 (100g) (49,000원), 안심 (100g) (42,000원), 채끝등심 (100g) (41,000원), 등심 (100g) (39,000원)"
본말감자탕 신정네거리역,2.6,188,"서울 양천구 중앙로 259 1층
(지번) 신정동 1183-10",02-2601-8002,"본말뼈해장국（조리여부선택） (11,000원), 감자탕 小（조리여부선택） (36,000원), 간장뼈찜（반조리） (37,000원), 소（우）거지 해장국 （조리여부선택） (11,000원), 감자탕 中 （조리여부선택） (43,000원), 감자탕 大 （조리여부선택） (49,000원), 묵은지뼈해장국 （조리여부선택） (12,000원), 묵은지감자탕(小) （조리여부선택） (37,000원), 묵은지감자탕(中) （조리여부선택） (44,000원), 묵은지감자탕(大) （조리여부선택） (50,000원), 교자군만두 6pcs (5,000원), 공깃밥 (1,000원), 겨자소스 (500원), 콜라355mL (2,000원), 사이다355mL (2,000원), 코카콜라제로（355ml） (2,000원), 칠성사이다 제로（355ml） (2,000원)"
이화양꼬치,4.1,25,"서울 양천구 목동동로 226-5
(지번) 목동 406-79",02-2652-5186,"양꼬치 (11,000원), 고급양갈비 (22,000원), 오돌뼈 (12,000원), 양등심 (15,000원), 통메추리 (한마리) (3,000원), 소세지 (1개) (2,000원), 찹쌀순대 (12,000원), 양깃머리 (15,000원), 양갈비살 (14,000원), 샤브샤브 (35,000원), 마라탕 (8,000원), 새우 (10,000원), 닭똥집 (10,000원), 가지볶음밥 (6,000원), 계란볶음밥 (6,000원), 새우볶음밥 (7,000원), 냉면 (6,000원), 물만두 (6,000원), 옥수수온면 (6,000원), 향라대하 (20,000원)"
천년셀프풍천장어,4.0,3,"서울 양천구 화곡로 80 1층
(지번) 신월동 59-3",02-2692-6843,"장어(400g) (39,900원), 장어(250g내외) (27,900원), 장어탕 (10,000원), 냉면(물,비빔) (6,000원), 김치우동 (6,000원)"
남춘네숯불닭갈비 염창직영점,4.3,70,"서울 양천구 목동중앙북로 100 1층
(지번) 목동 526-2",02-2645-2668,"닭갈비(300g) (14,000원), 닭발(무뼈) (13,000원), 더덕구이 (13,000원), 막국수 (6,000원), 잔치국수 (5,000원), 계란찜 (4,000원), 된장찌개 (2,000원)"
