이름,평점,리뷰수,주소,전화번호,메뉴
커피리브레 영등포타임스퀘어점,3.7,140,"서울 영등포구 영중로 15 타임스퀘어 1층 112호
(지번) 영등포동4가 442",02-2635-0615,"오늘의 싱글커피 (4,500원), 아메리카노 (4,500원), 플랫화이트 (4,500원), 카페모카 (6,500원), 에스프레소 (4,500원), 카푸치노 (4,500원)"
3일한우국밥,3.6,332,"서울 영등포구 영등포로 204
(지번) 영등포동4가 68-5",02-2678-0117,"한우국밥 (12,000원), 한우곰탕 (12,000원), 한우전골 （냉포장） (39,000원), 매운갈비찜 （공기밥 X）미국산 (22,000원), 한우육회 （200g） (25,000원), 한우수육 （냉포장） (39,000원), 한우국밥 （특） (16,000원), 순두부국밥 (12,000원), 한우곰탕 （특） (16,000원), 도가니탕 (19,000원), 도가니곰탕(도가니+사태고기) (16,000원), 왕만두 (7,000원), 감자만두 (6,000원), 갈비만두 (6,000원), 숙주국밥 (12,000원), 도가니수육 （냉포장） (39,000원), 새우만두 (7,000원), 공기밥 추가 (1,000원), 콜라 355mL (2,000원), 사이다 355mL (2,000원), 환타 오렌지 355mL (2,000원), 환타 파인애플 355mL (2,000원), 참이슬 후레쉬 (4,000원), 처음처럼 (4,000원), 진로이즈백 (4,000원), 청하 (5,000원), 카스 (5,000원), 테라 (5,000원)"
에베레스트 레스토랑 영등포점,4.0,331,"서울 영등포구 경인로 838-1 지하1층
(지번) 영등포동 423-103",02-3667-8848,"CHICKEN MAKHANI 치킨 머커니 (13,000원), CHICKEN CURRY 치킨 커리 (12,000원), CHICKEN MASALA 치킨 머설라 (12,000원), CHICKEN DO PIAZA 치킨 도 피야자 (13,000원), CHICKEN TIKA MASALA 치킨 티카 머설라 (13,000원), KADAI CHICKEN 커다이 치킨 (13,000원), EVEREST SPECIAL CHICKEN CURRY 에베레스트 스페셜 치킨 커리 (14,000원), BABY CURRY 베이비 커리 (13,000원), MUTTON CURRY 머턴 커리 (13,000원), MUTTON MASALA 머턴 머설라 (14,000원), MUTTON KORMA 머턴 코르마 (14,000원), MUTTON VINDALU 머턴 빈다루 (15,000원), PRAWN CURRY 프라운 커리 (13,000원), MIX SEAFOOD VINDALU 해산물 빈다루 (15,000원), MALAI KOFTA 머라이 코프타 (13,000원), PALAK PANIR 팔럭 퍼니르 (13,000원), CHANA MASALA 쩌나 머설라 (12,000원), TANDOORI CHICKEN 탄두리 치킨 (22,000원), CHICKEN TIKA 치킨 티카 (13,000원), CHICKEN TANGRI KABAB 치킨 탕리 케밥 (13,000원)"
양평동장군집 양평동본점,4.6,54,"서울 영등포구 선유서로 97 1층
(지번) 양평동2가 33-42",02-3667-1392,"모듬스페셜 (600g) (30,000원), 갈매기+뽈살 (600g) (30,000원), 갈매기살 (600g) (30,000원), 뽈살 (600g) (30,000원)"
화목순대국,3.6,"1,749","서울 영등포구 여의대방로 383 경도빌딩 1층
(지번) 여의도동 44-14",02-780-8191,"순대국 (10,000원), 내장탕 (10,000원), 순대탕 (10,000원), 술국 (23,000원), 순대 (25,000원), 내장접시 (25,000원), 머리고기 (25,000원), 모듬 (30,000원)"
도쿄등심 여의도점,3.9,"1,506","서울 영등포구 여의나루로 50 한국교직원공제회관 B1층 9,10호
(지번) 여의도동 35-3",02-782-2260,"숙성한우안심 (가격정보 없음), 마블링꽃살치살 (가격정보 없음), 와규스페셜 (가격정보 없음), 숙성한우등심 (가격정보 없음), 한우육회 (가격정보 없음), 한우 (가격정보 없음), 한우등심 (가격정보 없음), 한우육회물회 (가격정보 없음), 스키야키 (가격정보 없음), 한우김치볶음밥 (가격정보 없음), 김치볶음밥 (가격정보 없음), 크림새우 (가격정보 없음), 콜키지프리 (0원), 제육쌈밥정식 (가격정보 없음), 옥돔구이 (가격정보 없음), 장어 (가격정보 없음), 참치아보카도 (가격정보 없음), 우니참치 (가격정보 없음), 관자 (가격정보 없음), 샤브샤브 (가격정보 없음), 이나니와우동 (가격정보 없음), 우동사리 (가격정보 없음), 장어솥밥 (가격정보 없음), 도미솥밥 (가격정보 없음), 연어 (가격정보 없음), 보해복분자 (가격정보 없음), 구워먹는임실치즈 (가격정보 없음), 활전복버터구이 (가격정보 없음), 전복버터구이 (가격정보 없음), 전복 (가격정보 없음), 아메리카노 (가격정보 없음), 우니동 (가격정보 없음), 한우미역국 (가격정보 없음), 소고기미역국 (가격정보 없음), 구워먹는치즈 (가격정보 없음), 문어 (가격정보 없음), 디저트 (가격정보 없음), 랍스터 (가격정보 없음), 명란오차즈케 (가격정보 없음)"
뽕씨네얼큰수제비 영등포본점,3.6,313,"서울 영등포구 영중로10길 16 1층
(지번) 영등포동3가 16",02-2678-0142,"봉씨네 갱시기 (얼큰수제비) (9,000원)"
소담촌 오목교점,4.9,64,"서울 영등포구 영등포로 21 양평빌딩 3층 302, 303호
(지번) 양평동2가 37-2",02-2632-5350,"월남쌈버섯샤브 (21,900원), 월남쌈 와규샤브 (21,000원), 월남쌈샤브정식(평일점심) (14,900원), 월남쌈버섯샤브정식(평일점심) (16,500원), 월남쌈명품한우정식(평일점심) (19,000원), 월남쌈와규샤브정식(평일점심) (16,000원), 월남쌈해물샤브정식 (19,000원), 와규 구이&샤브 (22,900원), 돈삼겹샤브&구이 (국내산 보성녹돈) (21,000원), 우삼겹샤브&구이 (20,000원), 월남쌈샤브 (16,900원), 월남쌈 명품한우샤브 (24,500원), 월남쌈스페셜샤브 (26,000원)"
훈장골 영등포신길점,2.6,75,"서울 영등포구 도신로49길 3
(지번) 신길동 192-188",02-844-9492,"한우설화꽃살 (62,000원), 한우생등심 (52,000원), 한우짝갈비살 (52,000원), 한우등심육회 (35,000원)"
미희,4.2,77,"서울 영등포구 여의대방로 386 진주상가 2층 215,216호
(지번) 여의도동 54-2",02-785-1302,"모듬꼬치8종 (29,000원), 모듬꼬치11종 (39,000원)"
홍중샤브샤브 본점,4.1,501,"서울 영등포구 도림로 128-1
(지번) 대림동 1050-30",02-843-8584,"무한리필 (21,000원)"
열빈,4.2,40,"서울 영등포구 국제금융로 78 홍우빌딩 3층
(지번) 여의도동 43-3",02-783-3838,"유니짜장 (9,000원), 해물짜장 (11,000원), 해물짬뽕 (11,000원), 해물우동 (11,000원), 굴짬뽕 (13,000원), 사천탕면 (13,000원), 해물쟁반짜장 (24,000원), 수초면 (13,000원), 기스면 (9,000원), 물만두 (13,000원), 수제군만두 (10,000원), 꽃빵 (5,000원), 잡채밥 (12,000원), 마파두부밥 (12,000원), 소고기덮밥 (13,000원), 잡탕밥 (18,000원), 유산슬밥 (18,000원), 해물볶음밥 (10,000원), 치킨카레볶음밥 (12,000원), 게살볶음밥 (13,000원), 가상밥 (12,000원), 버섯덮밥 (12,000원)"
화해당 여의도점,3.8,119,"서울 영등포구 국회대로62길 15 1층 3호
(지번) 여의도동 17-6",02-785-4422,"간장게장과 솥밥 (47,000원), 우럭포찜 (70,000원)"
양키스그릴 문래점,3.7,833,"서울 영등포구 도림로 434-9 1층 102호
(지번) 문래동3가 58-35",0507-1358-2819,"뉴욕 스테이크 (250g) (23,000원), 립엔드 스테이크 (230g) (23,000원), 터키식 안심 스테이크 (250g) (39,500원), 쉬림프 칠리 파스타 (15,000원), 트러플 라구 파스타 (15,000원), 치즈 무덤 스파게티 (15,000원), 로스트 비프 필라프 (12,000원), 베이컨 필라프 (12,000원), 쉬림프 필라프 (12,000원), 로스트 비프 샌드위치 (점심메뉴) (12,000원), 비프 샐러드 (13,500원), 프렌치프라이 (8,000원), 버팔로윙&스틱 (9,500원), 매쉬드 포테이토 (5,500원), 코울슬로 (4,500원)"
평양관,4.0,72,"서울 영등포구 국제금융로 112 상아빌딩 지하 1층 5,6호
(지번) 여의도동 53-11",02-780-1315,"평양냉면 (14,000원), 비빔냉면 (14,000원), 평양온면 (14,000원), 한우곰탕 (13,000원), 만두국 (13,000원)"
골목오리집,,"1,197","서울 영등포구 도림로139가길 11 1층
(지번) 문래동2가 42-2",02-2676-1387,"오감탕 (8,500원), 녹두반계탕 (9,000원), 2인 세트 (40,000원), 오리야채불고기 (14,000원), 오리감자탕 (4~5인분) (48,000원), 한반 오리백숙 (4~5인분) (58,000원)"
비닐하우스,3.9,385,"서울 영등포구 도림로128가길 13-8 1층
(지번) 문래동3가 54-39",02-322-2514,"비닐플레이트 (35,000원), 바질조개술찜 (18,000원), 꿀대구스테이크 (23,000원)"
이조보쌈집,3.3,504,"서울 영등포구 당산로50길 1 1층
(지번) 당산동6가 291",02-2671-3257,"오징어보쌈 (중) (36,000원), 보쌈 (중) (33,000원), 보쌈정식 (점심특선) (11,000원), 제육볶음 (점심특선) (8,000원), 오징어볶음 (점심특선) (8,000원), 김치찌개 (점심특선) (6,000원), 된장찌개 (점심특선) (6,000원), 순두부찌개 (점심특선) (6,000원)"
코트야드바이메리어트호텔 모모카페,3.3,16,"서울 영등포구 영중로 15 5층
(지번) 영등포동4가 442",02-2638-3081,"조식뷔페 성인 (39,000원), 런치뷔페 성인 (66,000원), 디너뷔페 성인 (88,000원)"
예가원,4.1,"1,099","서울 영등포구 영신로32길 32 1층
(지번) 영등포동4가 88-1",02-2675-6963,"소갈비살(150g) (21,000원), 돼지왕갈비(300g) (19,000원), 돼지오겹살(200g) (18,000원), 생삼겹살(200g) (18,000원), 차돌박이구이(130g) (19,000원), 생고기두루치기(중) (39,000원), 오삼불고기(중) (39,000원), 차돌박이우렁쌈장(2인이상주문가능) (17,000원), 낙지볶음(2인이상주문가능) (15,000원), 갈치조림(2인이상주문가능) (14,000원), 동태탕(2인이상주문가능) (12,000원), 제육볶음(2인이상주문가능) (12,000원), 화덕생선모듬구이 (48,000원), 갈치구이 (15,000원), 삼치구이 (15,000원), 임연수어구이 (15,000원), 고등어구이 (14,000원), 깡된장논우렁쌈장 (11,000원), 김치찌개 (11,000원)"
시골쌈밥,4.6,50,"서울 영등포구 선유동1로 3
(지번) 양평동1가 28-1",02-2678-6890,"오리주물럭(한마리) (52,000원), 오리솥쌈밥정식 (13,000원), 제육솥쌈밥정식 (13,000원), 우렁솥쌈밥정식 (13,000원), 오리우렁솥쌈밥정식 (15,000원)"
민소한우 중앙여의도점,3.4,52,"서울 영등포구 국제금융로2길 37 S트레뉴 지하1층 105,106호
(지번) 여의도동 26",02-780-3365,"민소한우 명품세트 (4인) (270,000원), 민소한우 한마리 (500g) (169,000원), 궁중불고기 (29,000원), 민소 런치세트_Lunch set (37,000원), 민소 스페셜세트_Speical set (65,000원), 민소한우 특안심 (59,000원), 민소한우 특등심 (61,000원)"
마포화덕왕돌판구이 영등포구청역본점,4.3,71,"서울 영등포구 국회대로34길 17 1층
(지번) 당산동3가 232-1",02-2635-9776,"통삼겹살(1인)(180g) (13,000원), 통오겹살(1인)(180g) (15,000원), 주먹고기(1인)(180g) (15,000원), 차돌박이(1인)(180g) (15,000원), 불고기(1인)(180g) (15,000원), 물냉면 (7,000원), 비빔냉면 (7,000원)"
다이어메이커 문래점,3.2,113,"서울 영등포구 도림로 440-23 1층
(지번) 문래동3가 58-5",,"감하스 알 아히요 (20,000원), 수제 나초칩 (15,000원), 칼바사 소시지BBQ (18,000원), 마르게리타 피자 (17,000원), 토마토소스 미트볼 (20,000원), 베이컨 프라이즈 (17,000원), 토마토 카프레제 (18,000원), 페퍼로니 피자 (17,000원), 대구 노가리 (16,000원), 먹태구이 (16,000원), 욱포구이 (22,000원)"
해바라기정육식당 신길점,3.9,39,"서울 영등포구 영등포로 377 1층
(지번) 신길동 96-1",02-846-9282,"소한마리 (1kg) (65,000원), 소반마리 (500g) (40,000원), 돼지한마리 (1kg) (54,000원), 돼지반마리 (500g) (32,000원), 푸짐한 갈비탕 (12,000원), 옛날 소불고기 정식 (11,000원), 육회비빔밥+차돌된장 (9,000원), 제육볶음+차돌된장 (2인 이상) (8,000원), 돼지고기 김치찌개+라면사리 (8,000원), 설렁탕 (8,000원), 시골육개장 (8,000원), 차돌된장찌개 (7,000원), 식사 물/비빔냉면 (7,000원), 국내산숙성등심한판 (450g) (60,000원), 국내산숙성등심 (150g) (23,000원), 한우차돌 (150g) (25,000원), 갈비살 (150g) (19,000원), 우삼겹 (200g) (18,000원), 육회 (소) (100g) (13,000원), 한돈 생삼겹 (200g) (15,000원), 한돈 오겹살 (200g) (14,000원), 생목살 (200g) (14,000원), 항정살 (15,000원)"
아파트먼트,3.0,149,"서울 영등포구 경인로77길 12 2층
(지번) 문래동2가 40-2",010-4528-3884,"아메리카노＋수제생크림 (6,900원), 티라미수（디저트만 주문불가） (6,700원), 와플 （디저트만 주문불가） (6,500원), 루이보스 (6,000원), 캐모마일 (6,000원), 레이디그레이 (6,000원), 매실에이드（ICE） (6,000원), 바닐라라떼 (5,900원), 코코아 (5,800원), 연유라떼 (5,700원), 카페라떼 (5,200원), 원두 200g （분쇄를 원하실 경우 어떤 추출로 하실지 옵션 선택해주세요） (13,500원), 아메리카노 (4,800원)"
창고43 본점,3.5,156,"서울 영등포구 국제금융로6길 33 여의도백화점 M2층
(지번) 여의도동 36-2",02-783-4557,"창고43 육포선물세트 1호 1 (50,000원), 창고43 육포선물세트 1호 2 (100,000원), 창고43 스페셜 (49,000원), 창고43 설화등심 (67,000원), 창고43 특안심 (63,000원), 창고43 새우살 (72,000원), 한우명작모듬 (199,000원), 육회 (34,000원), 육사시미 (39,000원), 창고진한 왕갈비탕 (21,000원), 매운갈비찜 (23,000원), 버섯순두부찌개 (14,000원), 양곰탕 (25,000원), 한우궁중미역국 (12,000원), 유자육회비빔밥 (16,000원), 창고43 양념갈비 선물세트 1 (250,000원), 깍두기볶음밥 (8,000원), 창고43 도시락 (40,000원), 제비추리 (63,000원), 반달육전 (23,000원)"
맥도날드 양평SK DT점,2.6,48,"서울 영등포구 선유로 195 1,2층
(지번) 양평동3가 80-2",02-6748-6500,"한입초코츄러스3조각 (가격정보 없음), 맥스파이시 상하이 투움바 (가격정보 없음), 슈비 투움바 (가격정보 없음), 더블 쿼터파운더 치즈 (가격정보 없음), 맥스파이시 상하이 버거 (가격정보 없음), 토마토 치즈 비프 버거 (가격정보 없음), 빅맥 (가격정보 없음), 트리플 치즈버거 (가격정보 없음), 1955 버거 (가격정보 없음), 더블 불고기 버거 (가격정보 없음), 불고기 버거 (가격정보 없음), 슈슈 버거 (가격정보 없음), 슈비 버거 (가격정보 없음), 베이컨 토마토 디럭스 (가격정보 없음), 치즈버거 (가격정보 없음), 더블 치즈버거 (가격정보 없음), 햄버거 (가격정보 없음), 드립 커피 (가격정보 없음), 해쉬 브라운 (가격정보 없음), 후렌치 후라이 (가격정보 없음), 맥너겟 (가격정보 없음), 아메리카노 (가격정보 없음)"
하동관 여의도역점,3.7,113,"서울 영등포구 여의나루로 50 한국교직원공제회관 지하1층
(지번) 여의도동 35-3",,"곰탕 (보) (15,000원), 수육 (중) (40,000원), 곰탕 (특) (18,000원), 수육 (대) (60,000원)"
러스트베이커리,3.2,"1,161","서울 영등포구 경인로79길 15 1층
(지번) 문래동2가 42-19",070-8805-0815,"아메리카노 (5,000원), 라떼 (5,500원), 바닐라라떼 (6,000원), 카푸치노 (5,500원), 브라운라떼 (6,000원), 시즌에이드 (7,000원), 밀크티 (6,000원), 초코라떼 (6,500원)"
브레드05 여의도점,4.4,40,"서울 영등포구 국제금융로7길 22 1층 112호, 지하1층 10~12,37호
(지번) 여의도동 41-1",02-782-3433,"앙버터 (5,000원), 고소미 (2,100원), 바질마카다미아 (5,300원), 화이트쉬폰(1호) (28,000원), 찹쌀떡 (1,700원), 노아샌드위치 (4,000원)"
마호가니커피 여의도점,3.5,150,"서울 영등포구 여의대로 66 iM증권빌딩 1층
(지번) 여의도동 23-3",,"아메리카노-필드브라운 (5,000원), 아메리카노-웨이브비비드 (5,500원), 아메리카노-디카페인 (5,700원), 카페라떼 (5,800원), 더블밀크플랫화이트 (6,000원), 바닐라라떼 (6,300원), 오트라떼 (6,300원), 솔트카라멜마끼야또 (6,800원), 카페모카 (6,800원)"
월화고기 문래동본점,,701,"서울 영등포구 당산로 34 118호
(지번) 문래동3가 55-5",02-2671-7592,"먹거리X파일 착한 삼겹살 (18,000원), 무항생제 목살 (18,000원), 무항생제 항정살 (20,000원), 숙성특허 특고기 (15,000원), 숙성특허 쫀득살 (16,000원), 1++한우 부채살 (38,000원), 1++ 한우 갈비살 (38,000원), 1++ 한우 넙적차돌 (25,000원), 1++ 한우 살치살 (53,000원), 밀랍 숙성 삽겹살 (예약 한정 메뉴) (100,000원), 월화 모둠 (49,000원), 넙적 차돌 삼합 세트 (59,000원), 한우 육회 (23,000원), 맛보기 육회 (15,000원)"
토방골,3.8,123,"서울 영등포구 당산로 53 1층
(지번) 문래동3가 70",02-2678-0746,"보쌈(소) (36,000원), 생굴 (21,000원), 모둠전 (30,000원), 굴전 (22,000원), 해물파전 (18,000원), 고추전 (20,000원), 열무국수 (7,000원)"
서울초밥 당산점,4.1,131,"서울 영등포구 선유로 250 1층
(지번) 양평동4가 32-8",02-815-5551,"사시미 정식 (1인) (30,000원), 모듬 A 찌라시 (20,000원), 우동세트 (8,000원), 모밀세트 (8,000원), 우니와 아마에비 (25,000원), 흰살생선과 해삼내장 (22,000원), 우니 (1pcs) (5,000원)"
수라,4.1,71,"서울 영등포구 당산로 124 2층
(지번) 당산동3가 245",02-3667-7711,"만두전골(1인분) (15,000원), 보쌈(중) (42,000원), 수육 (42,000원), 녹두전 (24,000원), 바싹숯불고기 (15,000원), 해물만두전골 (16,000원), 만두국 (12,000원), 떡만두국 (12,000원), 손만두 (13,000원), 손칼국수 (10,000원)"
대세박목살 영등포본점,4.4,"1,492","서울 영등포구 영등포로50길 9 1층
(지번) 영등포동3가 13-12",02-6368-8230,"숙성박목살 (소) (41,900원), 숙성박목살 (대) (52,900원), 등심생껍데기 (150g) (9,000원), 숙주채소볶음 (5,000원), 김치말이냉국수 (6,500원), 숙성삼겹살(450g) (46,900원)"
칠성집,4.0,42,"서울 영등포구 영등포로43길 3-2 1층
(지번) 영등포동5가 6-6",02-2634-5834,"순대국밥(보통) (10,000원), 돼지국밥(보통) (12,000원), 내장국밥(보통) (12,000원), 소머리국밥(보통) (12,000원), 선지국 (10,000원), 순대정식 (17,000원), 아바이순대(소) (20,000원), 소수육(소) (30,000원), 술국 (18,000원), 내장술국 (22,000원), 소머리술국 (22,000원)"
모리,4.3,305,"서울 영등포구 영중로10길 9 제이디에스오피스텔 2층 201호
(지번) 영등포동3가 5-8",02-2631-0608,"딸기폴딩케이크 (7,000원), 청포도폴딩케이크 (7,000원), 얼그레이폴딩케이크 (6,500원), 블루베리폴딩케이크 (7,000원)"
영등포복집,3.9,25,"서울 영등포구 영등포로42길 10-1
(지번) 영등포동3가 7-14",02-2678-3467,"복불고기(1인분) (42,000원), 복지리(1인분) (32,000원), 복매운탕(1인분) (32,000원), 복수육(1접시) (165,000원), 복샤브샤브(1인분) (50,000원)"
대박굼터,4.4,52,"서울 영등포구 당산로47길 11
(지번) 당산동6가 333-2",02-2677-7401,"소갈비살 (15,000원), 생삼겹살 (13,000원), 돼지왕갈비 (14,000원), 고추장불고기 (13,000원), 항정살 (13,000원), 껍데기 (8,000원), 돼지막창 (13,000원), 닭발 (14,000원)"
원해장국,3.3,107,"서울 영등포구 여의대방로65길 10 유니온타워
(지번) 여의도동 44-34",02-786-1954,"해장국 (7,000원), 소고기따로국 (8,000원), 북어찜 (9,000원), 갈치조림 (9,000원), 황기닭곰탕 (8,000원), 계란말이 (8,000원), 뼈해장국 (8,000원), 북어국 (6,000원), 콩국수 (10,000원), 계란 후라이 (1,000원), 콩나물국밥 (7,000원), 열무비빔밥 (8,000원)"
라메흐꺄도,4.1,101,"서울 영등포구 선유로17길 24 신일아르디세 1층 105~106호
(지번) 문래동6가 29",02-3667-5989,"특대1인간장게장 (55,000원), 간장게장1Kg（암게） (140,000원), 아귀찜 (45,000원), 해물모듬찜 (67,000원), A 1人간장게장 (45,000원), 양념게장（암게）2人 (94,000원), 갈치조림 2人 (60,000원), 양념게장1Kg（암게） (150,000원), 간장새우장500g (33,000원), 양념게장500g（숫게） (45,000원), 아귀매운탕 (45,000원), 꽃게탕 (53,000원), 해물모듬탕 (67,000원), 간장게장 2人SET（5찬제공） (90,000원), 간장게장 3人SET（5찬제공） (135,000원), 간장게장 4人SET（5찬제공） (180,000원), 콜라 355mL (2,000원), 사이다 355mL (2,000원), 공기밥 (1,000원)"
메이커스유니온스퀘어,4.7,156,"서울 영등포구 당산로 10 태광빌딩 403호
(지번) 문래동3가 57-3",02-6014-2712,"문래리카노(일반아메리카노) (4,500원), 아인슈페너/밀크슈페너 (6,000원), 딸기/말차/초코슈페너 (6,000원), 카페/바닐라/말차라떼 (5,500원), 카라멜마끼아또 (5,500원), 호박식혜 (5,000원), 레몬/자몽/패션망고에이드 (6,000원), 레몬/자몽차 (5,500원), 밀크티 (5,000원), 리얼초코라떼 (5,500원), 딸기요거트스무디 (7,000원), 코코넛커피스무디 (7,000원), 미숫가루라떼 (5,500원), 피치젤리아이스티 (6,000원), 수박주스 (6,500원), 플라워가든 (5,000원), 시트러스러브 (5,000원), 로지피치 (5,000원), 뉴욕치즈케이크 (6,000원), 악마초코케이크 (6,000원), 문래빙수 (13,000원), 크로플 (8,000원), 호로플 (6,500원)"
영등포 정육식당,3.6,87,"서울 영등포구 영등포로46길 10 1층
(지번) 영등포동3가 17-5",02-2679-8292,"생삼겹살 (200g) (6,900원), 생목살 (200g) (6,900원), 돼지갈비 (200g) (6,900원), 꽃등심 (200g) (18,000원), 꼬들살 (200g) (6,900원)"
동경식당,3.5,65,"서울 영등포구 여의대로 8 104호
(지번) 여의도동 28-3",02-786-7220,"동경식당 사시미(1cup) (6,000원), 울릉도 산마늘(명이나물) 사시미 (66,000원), 육회와 우니 (35,000원), 문어 초회 (33,000원), 아나고 덴뿌라 (27,500원)"
육수정 영등포역본점,4.1,840,"서울 영등포구 영중로4길 3-1 1층
(지번) 영등포동3가 9-23",0507-1418-6673,"정수육 2인 (45,000원), 간장꼬리찜 2인 (55,000원), 정수육 3-4인 (58,000원), 마라수육 (48,000원), 간장꼬리찜 3-4인 (73,000원), 매운꼬리찜 2인 (57,000원), 매운꼬리찜 3-4인 (75,000원), 꼬리수육 2인 (57,000원), 수육무침(아롱사태, 스지) (28,000원), 고기칼국수(점심) (9,500원), 고기폭탄국밥(점심) (9,500원), 수육무침(아롱사태) 점심한정 (10,000원), 불스지볶음 (19,000원), 골뱅이소면 (16,000원), 사태코코넛전병 (14,000원), 문어빨판볶음 (마라맛, 매운맛, 간장맛) (14,000원), 부추천 (12,000원), 불스지볶음밥 (10,000원), 닭발편육 (10,000원), 우렁부추전 (14,000원)"
부뚜막청국장 영등포점,4.5,49,"서울 영등포구 당산로31길 17 1층
(지번) 당산동3가 396",02-2672-7704,"보쌈정식 (1인) (15,000원), 청국장 (10,000원), 우렁된장 (10,000원), 순두부 (10,000원), 스페샬 (삼합+청국장) (48,000원), 청국장 코다리정식 (15,000원), 보쌈 (중)+청국장 (36,000원), 보쌈(소)+청국장 (28,000원), 오징어파전 (15,000원), 도토리묵 (15,000원)"
