이름,평점,리뷰수,주소,전화번호,메뉴
글로우,3.4,170,"서울 성동구 아차산로9길 20 1층
(지번) 성수동2가 277-24",,"아메리카노 (4,500원), 라떼 (5,000원), 단호박크림라떼 (5,500원), 바닐라라떼 (5,500원), 블렌딩에스프레소 (4,500원), 플랫화이트 (5,000원), 아이스크림라떼 (6,000원), 패션후르츠에이드 (6,500원), 블루오션에이드 (6,000원), 오레에이드 (6,500원), 자몽주스 (6,500원), 초코라떼 (5,500원), 녹차라떼 (5,500원), 얼그레이밀크티 (5,500원), 디카페인콜드브루 (6,000원), 디카페인콜드브루라떼 (6,000원), 얼그레이클래식 (6,000원), 유기농캐모마일 (6,000원), 페퍼민트 (6,000원), 유기농꿀녹차 (6,000원)"
스탠다드브레드 성수,3.8,277,"서울 성동구 성수이로18길 37 1층
(지번) 성수동2가 273-53",,"스탠다드슈페너 (6,800원), 스탠다드모카 (6,800원), 마일드롱블랙 (5,000원), 디카페인롱블랙 (5,500원), 플랫화이트 (6,000원), 바닐라플랫화이트 (6,500원), 얼그레이 (6,500원), 카모마일 (6,500원)"
악어떡볶이,3.7,440,"서울 성동구 마조로 33 1층
(지번) 행당동 3-27",02-2281-9988,"떡볶이 (5,000원), 떡볶이튀김범벅 (10,000원), 순대 (4,500원), 오뎅 (4,000원), 모듬튀김(5개) (5,000원), 새우튀김(5개) (5,000원), 김밥 (4,000원), 우동 (4,000원), 라면 (4,000원), 쫄면 (7,000원), 찐계란 (3개) (2,500원), 물떡 (3,000원)"
아이오쓰리 성수사거리점,4.7,34,"서울 성동구 성수이로20길 60 1층
(지번) 성수동2가 275-54",02-497-1961,"아메리카노 (2,900원), 아이오슈페너 (6,000원), 흑임자슈페너 (6,500원), 에스프레소 (2,700원), 카페라떼 (3,900원), 카푸치노 (4,200원), 바닐라라떼 (4,800원), 카페모카 (4,800원), 연유라떼 (4,800원), 토피넛샷라떼 (4,800원), 콜드브루 (4,200원), 흑임자라떼 (5,500원), 초코라떼 (4,500원), 녹차라떼 (4,500원), 밀크티 (6,000원), 복숭아 아이스티 (3,800원), 딸기라떼 (5,500원), 딸기요거라떼 (6,000원), 레몬티 (5,000원), 자몽티 (5,000원)"
연평도목포산꽃게,3.2,505,"서울 성동구 마장로 323 1층
(지번) 마장동 767-36",02-2294-6565,"꽃게백숙 특 (160,000원), 꽃게양념찜 특 (160,000원), 꽃게탕 특 (160,000원), 꽃게랑아구찜/탕 특 (130,000원), 간장게장 특 (150,000원), 아구찜/탕 특 (85,000원), 해물찜/탕 대 (110,000원), 전복회/찜 1kg (70,000원), 연포탕 대 (80,000원), 산낙지 (변동가격)"
훼미리손칼국수보쌈,3.5,697,"서울 성동구 왕십리로 134 1층
(지번) 성수동1가 656-970",,"감자전 (16,000원), 보쌈정식 (15,000원), 보쌈 (중) (34,000원), 손칼국수 (9,000원), 접시만두 (10,000원)"
RSG,3.9,82,"서울 성동구 연무장15길 11 에스팩토리 C동 1층 109,110호
(지번) 성수동2가 273-13",,"아메리카노(HOT) (4,000원), 라떼(HOT) (5,000원), 바닐라라떼(HOT) (5,500원), R 라떼 (6,500원), 팥빙스무디 (6,000원), 딸빙스무디 (6,000원), 꿀미숫가루 (5,500원), 초코라떼(HOT) (5,000원), 녹차라떼(HOT) (5,000원), 트로피컬에이드 (5,500원), 핑크레몬에이드 (5,500원), 유자에이드 (5,500원), 유자차 (5,000원), 카모마일(HOT) (4,000원), 히비스커스(HOT) (4,500원)"
마를리,3.5,772,"서울 성동구 연무장길 47 홍원빌딩 1층
(지번) 성수동2가 315-55",02-467-0303,"아메리카노 (5,000원), 카페라떼 (6,000원), 카푸치노 (6,000원), 아인슈페너 (6,000원), 바닐라빈라떼 (6,500원), 카페모카 (6,500원), 아보카도사과주스 (7,500원), 레몬차 (7,000원), 페퍼민트 (7,000원), 캐모마일 (7,000원)"
텐동식당,3.4,210,"서울 성동구 연무장5가길 20-1 1층
(지번) 성수동2가 315-29",02-6339-0309,"스페셜텐동 (18,000원), 에비 텐동 (16,000원), 아나고 텐동 (14,000원), 이까 텐동 (13,000원), 치킨 가라아게동 (12,000원), 기본텐동 (10,000원), 치킨 카레라이스 (11,000원)"
베통 성수,4.6,243,"서울 성동구 연무장7가길 8
(지번) 성수동2가 315-47",02-499-1112,"아메리카노 (5,000원), 카페라떼 (5,500원), 케인슈가라떼 (6,000원), 바닐라빈라떼 (6,500원), 아인슈페너 (7,000원), 너티초코 (6,500원), 밀크티 (6,500원), 얼그레이티 (5,500원), 캐모마일티 (5,500원), 그린마일편치 (6,500원), 하우스주스 (6,500원), 생딸기 멜로디 (7,000원), 생망고 멜로디 (7,000원), 생초코 멜로디 (7,000원)"
고기다,3.3,88,"서울 성동구 성수일로12길 20 1층 102호
(지번) 성수동2가 284-22",0507-1320-9209,"안심(150g) (37,000원), 채끝(150g) (32,000원), 웻에이징 삼겹살(200g) (14,000원), 웻에이징 목살(200g) (14,000원), 등심(150g) (35,000원), 워터에이징 등심 (35,000원), 워터에이징 안심 (40,000원), 워터에이징 채끝 (34,000원), 워터에이징 살치 (40,000원), 워터에이징 안창살 (50,000원), 워터에이징 삼겹살 (15,000원), 워터에이징 목살 (15,000원)"
봉순이네다락방,3.5,189,"서울 성동구 왕십리로21길 13-1 2층
(지번) 행당동 292-33",0507-1339-8057,"에스프레소 (3,500원), 아메리카노 (3,800원), 바닐라라떼 (4,800원), 초코마시멜로 (5,000원), 바나나딸기쥬스 (5,000원), 생레몬에이드 (4,000원), 레몬차 (3,000원), 민트초코 프라푸치노 (4,000원), 초코프라푸치노 (4,000원), 블루베리 프라푸치노 (4,500원), 망고 프라푸치노 (4,500원), 생크림 브레드 (5,000원), 허니마요 치즈 브레드 (5,000원), 더블쵸코 블라썸 브레드 (5,500원), 요고.내자몽 치즈케익 (7,800원), 요고.내딸기 치즈케익 (7,800원), 쵸코 아이스크림 (3,500원), 꿀절미 아이스크림 (3,500원), 녹차 아이스크림 (4,500원), 쵸코빙수 (4,000원), 레드자몽 스쿼시 (6,000원), 라즈베리 스쿼시 (6,000원), 바닐라치노 (4,500원), 크림허니솔티라떼 (5,000원), 아인슈페너 (6,000원), 초코블라썸핫초코 (5,000원), 생자몽쥬스 (5,500원), 바나나우유 (5,000원)"
스마일즉석떡볶이,3.8,80,"서울 성동구 마조로 39
(지번) 행당동 1-131",02-2291-3279,"즉석떡볶이 (4,000원), 야끼만두 (700원), 김말이 (700원), 기본볶음밥 (2,000원), 치즈볶음밥 (3,000원), 삶은계란 (700원), 치즈사리 (3,000원), 라면사리 (2,000원), 떡사리 (2,000원), 쫄면사리 (2,000원), 비빔쫄면 (7,000원)"
권식족발,4.2,30,"서울 성동구 아차산로7길 4 1층
(지번) 성수동2가 300-64",02-465-8516,"반반왕족발 (중) (39,000원), 매운왕족발 (중) (39,000원), 영양왕족발 (중) (38,000원)"
삽다리곱창,4.4,115,"서울 성동구 상원길 17 1층
(지번) 성수동1가 11",02-468-9985,"막창구이 (1인분) (12,000원), 불타는땡초곱창 (1인분) (12,000원), 땡초곱창 (1인분) (11,000원), 야채곱창 (1인분) (10,000원), 돼지껍데기 (1인분) (8,000원), 오돌뼈 (1인분) (9,000원)"
구테로이테 성수점,4.1,202,"서울 성동구 연무장13길 9 아이템플 1층
(지번) 성수동2가 273-19",070-8648-1983,"스톤 그라니따 (4,800원), 솔티드 크레마 (3,800원), 라벤더 플로트 (4,800원), 파인콘 (3,800원), 구테로이테 (3,800원), 그라니따 (3,800원), 아메리카노 (4,300원), 카페라떼 (4,800원), 바닐라라떼 (5,300원), 콜드브루 (6,000원), 아인슈페너 (6,300원), 캐모마일 리치 펀치 (6,300원)"
무색 MUSAEK,4.6,393,"서울 성동구 상원2길 1-10 2층
(지번) 성수동1가 14-44",010-3449-8662,"사시미모리아와세 (47,000원), 사바보우즈시 (25,000원), 카니미소차항 (18,000원), 카이센토마토나베 (30,000원), 빠다야끼 (21,000원), 뎃카마끼 (23,000원), 노도구로 시오야끼 (45,000원), 노도구로 타키코미고항 (43,000원), 모둠초밥 (28,000원), 멘타이코 사바소멘 (25,000원), 사카무시 (24,000원), 쉬타케에비아게다시 (16,000원), 야키사바차항 (21,000원), 이까 짬뽕 (27,000원), 캬베츠트러플야끼 (9,000원), 방어 시오야끼 (31,000원), 우니호타테아마에비 (50,000원), 에비 덴뿌라 (22,000원), 이소베마끼 (21,000원), 후토마끼 (21,000원)"
이오로 성수점,3.7,174,"서울 성동구 연무장5길 18 1층
(지번) 성수동2가 314-7",02-498-0702,"매콤명란 파스타 (13,900원), 야끼대창 파스타 (13,900원), 생연어샐러드 냉파스타 (14,900원), 참치 노리마끼 (15,000원), 부타규동 (11,900원)"
카모메 한양대점,3.9,417,"서울 성동구 마조로 17 1층 4호
(지번) 행당동 19-54",02-6397-3454,"[압도적 1위] 게살크림명란우동 (13,300원), 연어장부각덮밥세트 (덮밥+누들+트러플감자전+후식) (14,900원), [10시간 끓여낸 특제소스] 우삼겹덮밥 (9,800원), [48시간숙성] 간장새우덮밥 (9,900원), [익숙한데 특별한] 치즈토마토제육덮밥 (9,900원), [근본이 다른] 새우크림카레 (12,500원), [근본이 다른] 소고기토마토카레 (12,500원), [인기No1] 매콤점보우삼겹짬뽕 (13,900원), [근본이 다른] 냉모밀 (9,500원), [2012 클래식] 크림명란우동 (10,500원), [매일새벽 방앗간 직접뽑은] 들기름막국수 (9,500원), [재료가 신선해] 큐브 연어장덮밥 (11,800원), [재료가 신선한] 큐브육회덮밥 (11,800원), [압도적 2위] 육회연어장 보석함 (13,900원), [감칠맛 폭팔] 대게장 보석함 (12,800원), 우삼겹덮밥 세트 (덮밥+누들+트러플감자전+후식) (11,900원), 스리라차연어부각덮밥세트 (덮밥+누들+트러플감자전+후식) (14,900원), 치즈토마토제육덮밥 세트 (덮밥+우동&소바+트러플감자전) (15,900원), 고등어구이덮밥세트 (덮밥+누들+트러플감자전+후식) (19,200원), 소갈비살덮밥(특)세트 (덮밥+누들+트러플감자전+후식) (19,300원)"
옥수동화덕피자,3.7,121,"서울 성동구 한림말3길 27-1 2층
(지번) 옥수동 285-60",010-2629-3334,"BISMARK 비스마르크 (19,000원), OKSOO CALZONE 옥수 깔조네 (24,000원), MARGHERITA 마르게리따 (19,000원), DIAVOLA 디아볼라 (24,000원), 감베로니 디 베르데 Gamberoni di Verde (25,000원), FORMAGGI 포르마지 (23,000원), Funghi 풍기 (23,000원), Mascarpone 마스카포네 바질 (23,000원), 마리나라 (15,000원), Sourdough Bread 사워도우 브레드 (6,000원), Caesar salad 시저샐러드 (13,000원), Carprese Salad 카프레제 (19,000원), 프로슈토&모짜렐라 (16,000원), 아이올리소스 (500원), 옥수 딥소스 (500원), 잠봉뵈르 알리오 (20,000원), 버섯크림 뇨끼 (20,000원), 시칠리안 페스토 (19,000원), 쉬림프 제노베제 (23,000원), 후레쉬 모짜렐라 추가（샐러드용） (4,000원), 프로슈토햄 추가 (3,000원), 올리브 (2,000원), 콜라 355mL (2,500원), 스프라이트 355mL (2,500원), 제로콜라 355mL (2,500원), 닥터페퍼 (3,000원)"
왕십리맛나곱창,3.9,"2,185","서울 성동구 고산자로 281-1 1층
(지번) 홍익동 130-1",02-2282-3349,"볶음밥 (3,000원), 소곱창구이 (31,000원), 돼지양념막창 (15,000원), 돼지소금막창 (15,000원), 야채곱창 (13,000원), 소곱창전골 (중) (40,000원), 간,천엽(중) (10,000원), 간,천엽(대) (15,000원), 공기밥 (1,000원)"
누메로도스,3.9,438,"서울 성동구 상원1길 35-9 1층
(지번) 성수동1가 656-1021",02-468-7943,"까르보나라 (18,000원), 아마트리치아나 (19,000원), 스콜리오오일파스타 (21,000원), 스콜리오로제파스타 (23,000원), 새우오일파스타 (19,000원), 시금치크림파스타 (18,000원), 알라노르마파스타 (19,000원), 비스큐 (20,000원), 스콜리오토마토파스타 (23,000원), 봉골레 (19,000원), 버섯오일파스타 (19,000원)"
대구집,3.8,53,"서울 성동구 살곶이길 18 성동안심상가 마장청계점 502호
(지번) 마장동 525-1",02-2294-6349,"육우살치(300g) (45,000원), 꽃살(300g) (30,000원), 갈비살(300g) (30,000원), 안창살(300g) (20,000원), 토시살(300g) (20,000원), 치마살(300g) (24,000원), 육사시미(250g) (30,000원), 육회(300g) (30,000원), 꽃살(400g) (56,000원)"
스타벅스 금호역점,4.3,29,"서울 성동구 동호로 99
(지번) 금호동4가 1483",1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
멘츠루,4.1,184,"서울 성동구 성수이로20길 10 경협회관 103호
(지번) 성수동2가 273-24",010-3298-8253,"쇼유라멘 (10,000원), 매운쇼유(해장라멘) (10,500원), 모츠라멘(소곱창) (14,500원), 아부라소바 (12,000원), 츠케멘 (13,000원), 토리파이탄 (11,000원), 호르몬동(대창덮밥) (15,000원), 규동 (10,000원), 수제 가라아게 (7,000원), 타코야끼 (5,000원), 스테미너라멘(시즌한정굴라멘) (12,000원), 닭껍질교자 (5,000원)"
매란방 왕십리점,2.9,103,"서울 성동구 왕십리광장로 17 왕십리민자역사 2층 역무1호
(지번) 행당동 168-151",02-2200-1550,"옛날탕수육 [中] (20,000원), 차돌 듬뿍 짜장면 (9,500원), 얼큰 백짬뽕 (12,500원), 알통 새우 볶음밥 (12,500원), XO 게살 볶음밥 (13,500원), 육즙이 터지는 군만두 [4PCS] (7,000원), 깐깐한 깐풍기 (20,000원), 옛날 탕수육 [大] (28,000원), 매콤 고추 잡채와 수제 바오번 (14,000원), 유산슬 (16,000원), 1인 세트 (21,900원), 2인세트 (31,900원), 수제 바오번 [2PCS] (3,500원), 스파이시 허니윙 [4PCS] (8,500원), 표고버섯 멘보샤 [4PCS] (9,000원), 호유 청경채 (8,000원), 짜장소스 추가 (1,500원), 공기밥 1인분 (1,000원), 수제 샤오롱바오 [4PCS] (7,000원), 새우 돼지고기 샤오마이 [4PCS] (7,000원), 새우 하가우 [3PCS] (7,500원), 트러플 수정교 [3PCS] (8,500원), 매란방 오렌지 치킨 (20,000원), 겉바속촉 상큼 유린기 (20,000원), 1인탕수육 (14,000원), 청양 크림 탕수육 (22,000원), 꿀 호두 레몬 크림 새우 (27,000원), 매콤 칠리 새우 (27,000원), 깐풍 새우와 소프트 크랩 (33,000원), 마파두부 (12,000원)"
명국수,4.4,98,"서울 성동구 뚝섬로 385-40 1층
(지번) 성수동2가 339-136",02-468-8899,"멸치국수 (8,000원), 비빔국수 (8,000원), 왕찐만두 (6,000원), 칼국수(겨울메뉴) (9,000원), 칼만두국(겨울메뉴) (11,000원), 만두국(겨울메뉴) (10,000원), 떡국(겨울메뉴) (9,000원), 떡만두국(겨울메뉴) (11,000원), 왕찐만두(1개) (1,500원)"
변산반도 고향집,4.7,43,"서울 성동구 살곶이길 18 성동안심상가 마장청계점 2층 203호
(지번) 마장동 525-1",0502-5551-2489,"1++ 꽃살치 (300g) (100,000원), 1++ 새우등심 (300g) (90,000원), 1++ 꽃새우살 (300g) (100,000원), 1++ 통갈빗살 (300g) (70,000원), 1+ 차돌박이 (300g) (50,000원), 안창살 (300g) (100,000원), 스폐셜 2인 (400g) (110,000원), 스폐셜 3인 (540g) (130,000원), 스폐셜 4인 (720g) (170,000원), 고향집 모둠 2 (700g) (130,000원), 고향집 모둠 3 (5500g) (100,000원), 1++꽃업진살 (300g) (70,000원), 토시살 (300g) (70,000원), 부채살 (300g) (60,000원), 치마살 (300g) (60,000원), 제비추리 (300g) (60,000원), 한우 육회 (300g) (60,000원), 한우 사시미 (300g) (60,000원), 1++ 꽃새우(300g) (100,000원), 고향집 모둠 1 (800g) (160,000원), 1++ 꽃치마 (300g) (70,000원), 1++ 등심 (300g) (80,000원)"
소문난맛함흥냉면전문점,3.7,16,"서울 성동구 무학봉16길 1 1층
(지번) 하왕십리동 975-36",02-2299-5537,"물냉면 (10,000원), 비빔냉면 (10,000원), 회냉면 (8,000원), 돼지머리 편육 (소) (10,000원), 소머리고기수육 (소) (20,000원)"
옹근달,2.3,587,"서울 성동구 성수이로7길 41-1 1, 2층
(지번) 성수동2가 333-52",02-499-5012,"에스프레소 (5,000원), 아메리카노 (5,500원), 플랫화이트 (5,500원), 카페라떼 (6,000원), 바닐라 라떼 (6,300원), 롱블랙 (5,500원), 카페붸르(버터라떼) (7,500원), 아포카토 (7,000원), 쑥라떼 (7,000원), 수제에이드 (7,500원), 딸기라떼 (7,500원), 밀크티 (7,000원), 카시스밀크티 (7,500원), 루이보스티 (7,000원), 피치밀크티 (7,500원)"
이랑닭한마리칼국수,4.6,49,"서울 성동구 성수이로7길 7 서울숲한라시그마밸리 1층 102호
(지번) 성수동2가 333-15",02-514-2888,"닭한마리칼국수 (10,000원), 바지락칼국수 (8,000원), 얼큰칼국수 (8,000원), 들깨수제비 (8,000원), 들깨옹심이 (8,000원), 닭볶음탕 (저녁메뉴) (35,000원)"
라무진 성수카페거리점,4.1,20,"서울 성동구 성수이로14길 1 1층
(지번) 성수동2가 322-18",02-469-1999,"징기스칸 프렌치랙 (200g) (33,000원), 징기스칸 양갈비 (250g) (32,000원), 징기스칸 양고기 (200g) (30,000원), 오뎅탕 (16,000원), 마늘밥 (3,000원)"
누메로뜨레쓰,4.1,153,"서울 성동구 성수일로 21 1층
(지번) 성수동1가 656-1661",02-465-7943,"시저 샐러드 (12,000원), 당근스프 (5,000원), 가지 그라탕 (14,000원), 삼치 피자 (17,000원), 깔조네 (14,000원)"
전풍호텔라운지,3.6,186,"서울 성동구 무학봉28길 7 1층
(지번) 하왕십리동 966-17",02-2299-7000,"닭다리살 수제 치킨 까스 (11,000원), 닭다리살 수제 매운 치킨까스 (12,000원), 카레 오므라이스 (11,000원), 미트 수제 토마토 파스타 (12,000원), 쉬림프 오일 파스타[매콤 추천] (13,000원), 통 베이컨 에그 까르보나라 (15,000원), 감자튀김 (6,000원), 리뷰 캔 커피 [170ml] (100원), 리뷰 캔 식혜 [240ml] (100원), 코카콜라 [355mL] (2,500원), 스프라이트 [355mL] (2,500원), 코카 콜라 제로 [355mL] (2,500원), 참이슬 후레쉬 소주병 (4,000원), 처음처럼 소주병 (4,000원), 새로 소주병 (4,000원), 카스 병맥주 (4,000원), 테라 병맥주 (4,000원), 생맥주 - 1000ml (7,000원)"
터틀힙 성수,5.0,50,"서울 성동구 왕십리로14길 23 1층
(지번) 성수동1가 7-13",010-4291-8799,"케이크 (7,000원)"
노브랜드버거 성수점,4.3,12,"서울 성동구 성수일로 56 1층
(지번) 성수동2가 301-51",02-461-6373,"페퍼민트 티 (가격정보 없음), 캐모마일 티 (가격정보 없음), 치즈스틱 (가격정보 없음), 그린샐러드 (가격정보 없음), 닭가슴살샐러드 (가격정보 없음), 오리지널 새우 (가격정보 없음), 치폴레 핫 치킨 (가격정보 없음), 코울슬로 치킨 (가격정보 없음), 갈릭앤갈릭 (가격정보 없음), 더블치즈 베이컨 시그니처 (가격정보 없음), 그릴드 불고기 (가격정보 없음), 메가바이트 (가격정보 없음), 미트 마니아 (0원), NBB 오리지널 (가격정보 없음), NBB 어메이징 (0원), NBB 시그니처 (가격정보 없음), NBB 오메이징 (가격정보 없음), 에그김치 버거 (가격정보 없음), 감자튀김 (가격정보 없음), 아메리카노 (가격정보 없음)"
호남집,3.8,42,"서울 성동구 살곶이길 18 성동안심상가 마장청계점 202호
(지번) 마장동 525-1",02-2295-0118,"한우 등심(350g) (60,000원), 한우 안창살(350g) (60,000원), 한우 육회(300g) (50,000원), 한우 업진살(350g) (50,000원), 한우 토시살(350g) (50,000원)"
플래드카페,4.4,149,"서울 성동구 서울숲2길 12-7 1,4층
(지번) 성수동1가 685-507",02-6212-8511,"플래드 라떼 (7,500원), 달프 크림 (7,500원), 플래드 에이드 (7,000원), 하이볼 (9,500원), 얼그레이 하이볼 (11,000원), 아메리카노 (5,500원), 크렘브륄레 (6,200원), 레몬케이크 (6,500원)"
