이름,평점,리뷰수,주소,전화번호,메뉴
서울안심축산 신도림역디큐브시티점,3.8,35,"서울 구로구 경인로 661 푸르지오1차오피스텔 2층 244호
(지번) 신도림동 337",0507-1440-8077,"소한머리(600g) (154,000원), 통큰 소한마리 800g (3-4인) (194,000원), [맛잘알 PICK] 한우보감 (245,000원), 차돌삼합 (114,000원), 등심(150g) (45,000원), 안심 (150g) (52,500원), 부채살 (150g) (45,000원), 업진살 (150g) (42,000원), 새우살 (150g) (한정수량) (63,000원), 안창살 (150g) (한정수량) (63,000원), 토시살 (150g) (한정수량) (63,000원), 키조개구이 (12,000원), 더덕구이 (10,000원), 활랍스터라면 (42,000원), 생고기 김치찌개 (10,000원), 차돌 된장찌개 (10,000원), 매콤낙지볶음 (12,000원), 후식냉면(물/비빔) (5,000원), 한우육회 (200g) (38,000원), 전복구이 한접시 (8미) (40,000원)"
스시메이진 구로점,2.6,194,"서울 구로구 디지털로 300 지밸리몰 2층 6호
(지번) 구로동 188-25",02-6344-3782,"평일런치 (21,900원), 평일디너 (23,900원), 37개월~7세 (8,000원), 8세~13세 (14,900원), 주말 및 공휴일 (24,900원)"
평양냉면,3.8,164,"서울 구로구 고척로10길 65 1층
(지번) 오류동 13-55",02-2614-2263,"평양냉면 (10,000원), 비빔냉면 (10,000원), 편육 (18,000원), 녹두빈대떡 (9,000원)"
숙이네조개전골 신도림점,3.4,129,"서울 구로구 새말로16길 29 1층
(지번) 구로동 30-32",02-861-6522,"조개전골 (특) (94,000원), 조개전골 (대) (78,000원), 조개전골 (중) (58,000원), 조개전골 (소) (46,000원), 알밥 (6,000원), 조개라면 (6,000원), 여수돌문어라면 (12,000원), 모듬사리 (7,000원), 칼국수사리 (3,000원)"
오사카로,3.3,132,"서울 구로구 경인로67길 23 신도림2차푸르지오 101동 2층 206호
(지번) 신도림동 338",02-2634-2223,"칠리새우 (23,000원), 단호박해물떡볶이 (28,000원), 새우튀김 (24,000원), 스모듬가라아게 (27,000원), 카르보나라해물떡볶이 (28,000원), 타코가라아게 (23,000원), 치킨가라아게 (19,000원), 오징어다리가라아게 (18,000원), 모듬꼬치구이 (32,000원), 메로구이 (35,000원), 간장레몬탕수육 (25,000원), 전복버터구이 (40,000원), 사천탕수육 (25,000원), 연어샐러드 (25,000원), 문어아보카도샐러드 (28,000원), 모찌리도후카프레제 (23,000원), 연어무한릭팅 (33,500원), 얼큰새우탕 (32,000원), 해물알탕 (28,000원), 누룽지명란계란탕 (24,000원), 해물누룽지탕 (24,000원), 미나리모듬조개탕 (34,000원), 간사이오뎅나베 (25,000원), 해물숙주볶음 (24,000원), 생삼겹숙주볶음 (20,000원), 불고기숙주볶음 (22,000원), 해물야끼우동 (26,000원), 불고기야끼우동 (25,000원), 순살간장찜닭 (25,000원), 활어모듬초밥 (25,000원), 연어덮밥 (18,000원), 도리고노와다 (34,000원), 회덮밥 (12,000원), 이고노와다 (34,000원), 소고기버터알밥 (15,000원), 모듬고노와다 (40,000원), 알밥 (8,000원), 전복해장라면 (25,000원), 활어회무침 (27,000원), 우동 (8,000원), 낫또 (12,000원), 마구로낫또 (15,000원), 타코와사비 (15,000원), 모찌리도후 (12,000원), 명란계란말이 (15,000원), 모든고로케 (12,000원), 치킨또띠아 (18,000원), 도미사시미 (40,000원), 광어사시미 (40,000원), 연어사시미 (36,000원), 모든세코시 (60,000원), 제주딱새우 (38,000원), 문이숙회 (35,000원), 모듬사시미(소) (62,000원), 소고기육회 (40,000원)"
라도맨션,3.7,907,"서울 구로구 공원로6다길 20 혜성빌딩 3층
(지번) 구로동 31-2",,"칼삼겹살(170g) (16,000원), 애호박고추장찌개 (7,000원), 된장술밥 (6,000원)"
참조은순대국전문점 구로직영점,3.7,36,"서울 구로구 구로중앙로 47 1층
(지번) 구로동 87-1",02-855-0622,"순대국 (8,000원), 순대국 (특) (9,000원), 소머리국밥 (10,000원), 참조은삼색순대 (12,000원), 참조은돼지수육 (중) (20,000원)"
키친브로망스,4.5,109,"서울 구로구 새말로16길 16 지하 1층
(지번) 구로동 31-3",070-7785-7339,"페퍼로니 피자 (16,000원), 아마트리 치아나 파스타 (12,000원), 풍기꼰 따르투포 비앙코 파스타 (13,500원), 리코타 명란 피자 (17,500원), 까르보나라 파스타 (13,500원)"
이춘복참치 신도림점,,27,"서울 구로구 경인로 662 현대백화점 신도림디큐브시티 3층
(지번) 신도림동 692",02-2211-0375,"실장추천참치 (44,000원), 점심메뉴) 참치회정식B (28,000원), 참치스페셜 (36,000원), 일품참치 (57,000원), 혼마구로 (85,000원), 혼마구로플러스 (110,000원), 점심메뉴) 참치회정식A (21,000원), 점심메뉴) 참치회정식C (37,000원), 점심메뉴) 스시코스A (16,000원), 점심메뉴) 스시코스B (23,000원), 점심메뉴) 스시코스C (33,000원), 점심메뉴) 커플세트 (37,000원), 점심메뉴) 회덮밥 (13,000원), 점심메뉴) 히레까스 (12,000원), 점심메뉴) 일식카레+돈까스 (12,000원), 점심메뉴) 알밥 (9,000원), 점심메뉴) 알탕 (11,000원), 점심메뉴) 대구탕 (11,000원)"
청해진수산,4.6,24,"서울 구로구 새말로 36
(지번) 구로동 570-9",02-861-7333,"청해진스페셜 (150,000원), 광어(소) (30,000원), 우럭(소) (35,000원), 세꼬시(소) (35,000원), 회모듬(소) (30,000원)"
명륜진사갈비 서울개봉점,3.6,97,"서울 구로구 개봉로 27
(지번) 개봉동 403-83",02-2685-6601,"숯불돼지갈비 (가격정보 없음), 후려페퍼 스테이크 (가격정보 없음), 통삼겹살 (가격정보 없음), 생등갈비(프렌치렉) (가격정보 없음), 목살 (가격정보 없음), 숯불닭갈비 (가격정보 없음), 벌집껍데기 (가격정보 없음), 소갈비살 (가격정보 없음), 물냉면 (가격정보 없음), 비빔냉면 (가격정보 없음), 계란찜 (가격정보 없음), 된장찌개 (가격정보 없음), 김치찌개 (가격정보 없음)"
홍두깨손칼국수,4.6,18,"서울 구로구 오류로8길 53 1층
(지번) 오류동 136-16",02-2616-6528,"손칼국수 (5,000원), 손수제비 (5,000원), 냉칼국수 (6,000원), 콩국수 (8,000원)"
진사향,3.3,41,"서울 구로구 새말로 20 코코모호텔 지하1층
(지번) 구로동 569-18",02-2229-5507,"오품냉채 (50,000원), 대게살볶음 (60,000원), 전복송이 (78,000원), 청경채 굴소스 (30,000원), 짜장면 (7,000원)"
꿀돼지솥뚜껑삼겹살,4.4,72,"서울 구로구 경인로 193-25
(지번) 오류동 12-5",02-2616-6868,"생삼겹살(1인분) (13,000원), 항정살(1인분) (13,000원), 목살(1인분) (13,000원), 물냉면 (5,000원), 비빔냉면 (5,000원)"
해초랑,3.4,13,"서울 구로구 디지털로 288 대륭포스트타워1차 지하121,122호
(지번) 구로동 212-8",02-6747-4997,"[점심]해초랑특정식 (38,500원), [점심]영광보리굴비정식 (25,000원), 해초고등어한상 (12,000원), 해초건강밥상 (12,500원), 고등어조림 (14,500원), 전복뚝배기 (15,000원), 알탕 (15,000원), 대구탕/지리 (20,000원), 생우럭탕/지리 (18,000원), 활어회덮밥 (16,000원), 활어초밥 (16,000원), [점심]해초랑정식 (29,500원), 갈치조림 (25,000원), [저녁]주방장특선 (58,000원), [저녁]돌도다리전복특선 (75,000원), [저녁]남도특선 (38,000원), [저녁]모둠특선 (48,000원)"
춘천골,3.7,60,"서울 구로구 오류로8길 41 1층
(지번) 오류동 136-33",02-2625-1938,"닭갈비 (14,000원), 주물럭 (14,000원), 곱창볶음 (11,000원), 쟁반국수 (14,000원), 막국수 (6,000원)"
명륜진사갈비 서울오류점,3.3,97,"서울 구로구 서해안로 2293 리더원빌딩 1층
(지번) 오류동 160",070-7543-1216,"숯불돼지갈비 (가격정보 없음), 후려페퍼 스테이크 (가격정보 없음), 통삼겹살 (가격정보 없음), 생등갈비(프렌치렉) (가격정보 없음), 목살 (가격정보 없음), 숯불닭갈비 (가격정보 없음), 벌집껍데기 (가격정보 없음), 소갈비살 (가격정보 없음), 물냉면 (가격정보 없음), 비빔냉면 (가격정보 없음), 계란찜 (가격정보 없음), 된장찌개 (가격정보 없음), 김치찌개 (가격정보 없음)"
맥도날드 고척DT점,2.8,42,"서울 구로구 경인로 393 1-2층
(지번) 고척동 73-20",02-6734-5800,"한입초코츄러스3조각 (가격정보 없음), 맥스파이시 상하이 투움바 (가격정보 없음), 슈비 투움바 (가격정보 없음), 더블 쿼터파운더 치즈 (가격정보 없음), 맥스파이시 상하이 버거 (가격정보 없음), 토마토 치즈 비프 버거 (가격정보 없음), 빅맥 (가격정보 없음), 트리플 치즈버거 (가격정보 없음), 1955 버거 (가격정보 없음), 더블 불고기 버거 (가격정보 없음), 불고기 버거 (가격정보 없음), 슈슈 버거 (가격정보 없음), 슈비 버거 (가격정보 없음), 베이컨 토마토 디럭스 (가격정보 없음), 치즈버거 (가격정보 없음), 더블 치즈버거 (가격정보 없음), 햄버거 (가격정보 없음), 드립 커피 (가격정보 없음), 해쉬 브라운 (가격정보 없음), 후렌치 후라이 (가격정보 없음), 맥너겟 (가격정보 없음), 아메리카노 (가격정보 없음)"
카페몽글,4.4,28,"서울 구로구 공원로6나길 29-17 1층
(지번) 구로동 30-23",02-854-4620,"아메리카노 (3,000원), 카야버터토스트 (4,000원), 디카페인아메리카노 (4,000원)"
라그릴리아 신도림점,3.9,96,"서울 구로구 경인로 662 별관 2층
(지번) 신도림동 692",02-2210-9255,"비프 온더 스톤 안심(170g) (47,900원), 비프 온더 스톤 채끝등심(170g) (39,900원), 비프 온더 스톤 부채살(210g) (36,900원), 본인 립아이 스테이크(500g) (119,000원), 스윗 포테이토 프라이즈 (10,900원), 과카몰리 치킨 샐러드 (17,900원), 마르게리따 (24,900원), 트러플 풍기 피자 (23,900원), 고르곤졸라 피자 (23,900원), 봉골레 가리비 스파게티 (23,900원), 해산물 치오피노스파게티 (23,900원), 감태페스토 전복 리조또 (25,900원), 갈비리조또 (26,900원), 로얄 까르보나라 스파게티 (19,900원), 새우 날치알 크림 파스타 (20,900원), 크림 볼로네제 스파게티 (19,900원), 양송이 스프 (6,900원), 티본 스테이크(850g) (179,000원), BBQ 폭립 플래터(600g) (43,900원)"
육전생고기,3.5,19,"서울 구로구 개봉로 69 1층
(지번) 개봉동 403-50",02-2616-6992,"소한마리 (600g) (85,000원), 소스페셜 (600g) (99,000원), 돼지한마리 (700g) (55,000원), 생등심/갈비살 (150g) (26,000원), 치마살 (150g) (27,000원), 꽃등심 (150g) (29,000원), 꽃살 (150g) (29,000원), 우삼겹 (150g) (18,000원), 한우차돌박이 (150g) (28,000원), 생삼겹살 (200g) (15,000원), 생목살 (200g) (15,000원), 생오겹살 (200g) (15,000원), 생항정살 (200g) (17,000원), 생갈매기살 (200g) (16,000원), 한돈양념구이 (200g) (13,000원), 육전제육정식 (점심메뉴) (9,000원), 양푼이김치찌개 (점심메뉴) (9,000원), 불고기버섯전골 (점심메뉴) (10,000원)"
풍천참숯불즉석장어구이,3.0,5,"서울 구로구 구로동로 184 효진빌딩 1층
(지번) 구로동 420-4",02-868-9514,"장어(2마리) (58,000원), 잔치국수 (3,000원)"
미켈고깃집 구로점,4.1,"1,710","서울 구로구 디지털로34길 55 코오롱싸이언스벨리2차 지하1층 B105호
(지번) 구로동 811",02-858-9829,"소갈비살 (400g) (43,900원), 와규부채살 (400g) (43,900원), 한우차돌 (400g) (51,900원), 소고기3종모듬(450g) (52,900원), 소갈비살(150g) (16,900원), 와규부채살(150g) (16,900원), 한우차돌(150g) (19,900원), 양념목살(200g) (14,900원)"
동네감자탕,3.4,11,"서울 구로구 새말로 34 1층
(지번) 구로동 570-71",02-868-6667,"뼈찜(중) (39,000원), 감자탕(소) (32,000원), 뼈해장국(일) (9,000원), 소머리국밥 (10,000원), 황태해장국 (8,000원)"
석구네마포주먹고기,4.4,25,"서울 구로구 경인로63길 21-10
(지번) 신도림동 383-3",02-2632-9092,"주먹고기 (180g) (16,000원), 갈매기살 (180g) (17,000원), 뽈따구살 (180g) (16,000원), 항정살 (180g) (22,000원), 껍데기 (2장) (6,000원)"
길손한정식,4.7,8,"서울 구로구 고척로40길 33-5 1층
(지번) 고척동 269-7",02-2625-0277,"설렁탕 (6,000원), 갈비탕 (7,000원), 버섯전골 (6,000원), 도가니탕 (9,000원), 도가니수육 (28,000원), 오리주물럭 (25,000원), 오리로스 (25,000원), 생삽겹 (7,000원), 참이슬 (4,000원), 카스 (4,000원)"
롯데시티호텔구로 씨카페,3.1,95,"서울 구로구 디지털로 300 3층
(지번) 구로동 188-25",02-6210-1090,"주중 (조식) (성인) (25,000원), 주중 (중식) (성인) (39,000원), 주중 (석식) (성인) (49,000원), 주말&공휴일 (조식) (성인) (25,000원), 주말&공휴일 (중식) (성인) (49,000원)"
역전할머니맥주 신도림점,4.2,44,"서울 구로구 경인로67길 23
(지번) 신도림동 338",,"버터구이 오징어입 (가격정보 없음), 먹태 (가격정보 없음), 튀김 쥐포 (가격정보 없음), 할멘보샤 (가격정보 없음), 갈릭빠다포테이토 (가격정보 없음), 30cm 롱치즈돈까스 (가격정보 없음), 순살 치킨 (가격정보 없음), 콘치즈그라탕 (가격정보 없음), 짜빠구리 (가격정보 없음), 불짬뽕탕 (가격정보 없음), 모듬 소세지 (가격정보 없음), 염통 꼬치 (가격정보 없음), 치즈 라볶이 (가격정보 없음), 바지락순두부 (가격정보 없음), 살얼음파인애플 (가격정보 없음), 어묵탕 (가격정보 없음)"
스타벅스 구로디지털로점,4.2,30,"서울 구로구 디지털로33길 11 에이스테크노타워8차 1층 101호
(지번) 구로동 191-7",1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
내고향소머리국밥,3.8,94,"서울 구로구 공원로6나길 43-15 1층
(지번) 구로동 29-3",02-852-8465,"소머리국밥 (11,000원), 순대국 (10,000원), 수육 (40,000원), 머리고기 (30,000원), 순대전골 (25,000원)"
사랑하는금자씨,4.7,13,"서울 구로구 개봉로20길 84 지하 1층
(지번) 개봉동 407-19",02-2611-8383,"삼합 (중) (39,000원), 보쌈 (중) (36,000원), 문어보쌈 (중) (37,000원), 두부김치보쌈 (32,000원), 해물파전 (18,000원)"
옛날마차 신관,2.3,65,"서울 구로구 디지털로32길 97-13
(지번) 구로동 1124-14",02-866-3779,"옛마물회 (중) (35,000원), 활어물회 (중) (25,000원), 오징어물회 (22,000원), 도다리세꼬시물회 (35,000원), 민어회 (중) (55,000원)"
데일리스위츠,2.9,42,"서울 구로구 중앙로 9 1층
(지번) 고척동 76-28",02-877-6126,"에스프레소 (HOT) (3,000원), 아메리카노 (HOT) (3,000원), 아메리카노 (ICE) (3,500원), 카페라떼 (HOT) (4,000원), 카페라떼 (ICE) (4,500원), 카푸치노 (HOT) (4,000원), 카푸치노 (ICE) (4,500원), 바닐라라떼 (HOT) (5,000원), 바닐라라떼 (ICE) (5,500원), 크림아메리카노 (ICE) (5,000원), 숲속라떼 (ICE) (6,000원), 오렌지블랑 (ICE) (6,000원), 플랫 아포가토 (ICE) (4,500원), 초코라떼 (HOT) (5,000원), 초코라떼 (ICE) (5,500원), 말차라떼 (HOT) (5,000원), 딸기우유 (ICE) (6,000원), 마리아쥬프레르 (HOT) (6,000원), 자몽에이드 (ICE) (5,500원), 레몬에이드 (ICE) (5,500원)"
본가설렁탕 구로점,3.3,42,"서울 구로구 디지털로32길 97-39
(지번) 구로동 1124-1",02-865-1255,"설렁탕 (9,000원), 양곰탕 (9,000원), 육개장 (9,000원), 내장탕 (9,000원), 모듬수육 (중) (36,000원)"
도야짬뽕 목동고척점,4.4,56,"서울 구로구 목동남로 6 현준프라자 1층 103호
(지번) 고척동 186-5",02-3666-8088,"해물짬뽕탕 (가격정보 없음), 해물쟁반짬뽕 (가격정보 없음), 해물백짬뽕 (가격정보 없음), 크림짬뽕 (가격정보 없음), 해물쟁반짜장 (가격정보 없음), 불고기잡채밥 (가격정보 없음), 소고기짬뽕 (가격정보 없음), 해물짬뽕 (가격정보 없음), 도야짬뽕 (가격정보 없음), 고추잡채 (가격정보 없음), 깐풍새우 (가격정보 없음), 깐풍기 (가격정보 없음), 칠리새우 (가격정보 없음), 크림새우 (가격정보 없음), 해물누룽지탕 (가격정보 없음), 마라짬뽕 (가격정보 없음), 짬뽕 (가격정보 없음), 불짬뽕 (가격정보 없음), 도야짜장 (가격정보 없음), 유린기 (가격정보 없음), 멘보샤 (가격정보 없음), 미니탕수육 (가격정보 없음), 찹쌀탕수육 (가격정보 없음), 탕수육 (가격정보 없음), 짬뽕미니탕수육 (가격정보 없음), 도야볶음밥 (가격정보 없음), 볶음밥 (가격정보 없음), 군만두 (가격정보 없음), 물만두 (가격정보 없음), 꽃빵튀김 (가격정보 없음), 새우 (가격정보 없음), 순두부 (가격정보 없음), 순두부짬뽕 (가격정보 없음)"
맷돌손두부,4.4,13,"서울 구로구 경인로 19 지하1층
(지번) 온수동 44-1",02-2689-2031,"두부김치 (0원), 두부구이 (가격정보 없음), 두부 (가격정보 없음), 김치순두부 (가격정보 없음), 치즈순두부 (가격정보 없음), 순두부 (가격정보 없음), 생두부 (가격정보 없음), 손두부 (가격정보 없음), 옛날두부찌개전골 (0원), 해물순두부 (가격정보 없음), 콩비지 (가격정보 없음), 청국장 (가격정보 없음), 된장찌개 (가격정보 없음), 김치찌개 (가격정보 없음), 참치김치찌개 (가격정보 없음), 된장 (가격정보 없음), 비지 (가격정보 없음), 만두두부전골 (0원), 두부전골 (0원), 해물파전 (가격정보 없음), 두부전 (가격정보 없음), 냉콩국수 (가격정보 없음), 두부제육 (0원), 제육덮밥 (가격정보 없음)"
신들린술집 구로디지털점,3.6,64,"서울 구로구 디지털로32나길 29 1층
(지번) 구로동 1124-47",02-835-4472,"신들린 닭발 (순한맛/매운맛) (17,000원), 고추봉찜 (19,000원), 청양새우콘치즈 (17,000원), 육즙가득소세지 (16,000원), 돈까스떡볶이 (14,000원)"
복먹고복받고 구로점,4.3,9,"서울 구로구 구로중앙로 135-1 1층
(지번) 구로동 495-1",02-852-8887,"복사시미(1인) (70,000원), 고니구이 (50,000원), 복정식 (35,000원), 복삼계탕 (14,000원), 복전복삼계탕정식 (25,000원)"
스타벅스 현대디큐브2F점,4.3,11,"서울 구로구 경인로 662 2층
(지번) 신도림동 692",1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
맥도날드 구로디지털점,4.1,70,"서울 구로구 디지털로31길 12 태평양물산 1층
(지번) 구로동 197-21",02-6378-6700,"한입초코츄러스3조각 (가격정보 없음), 맥스파이시 상하이 투움바 (가격정보 없음), 슈비 투움바 (가격정보 없음), 더블 쿼터파운더 치즈 (가격정보 없음), 맥스파이시 상하이 버거 (가격정보 없음), 토마토 치즈 비프 버거 (가격정보 없음), 빅맥 (가격정보 없음), 트리플 치즈버거 (가격정보 없음), 1955 버거 (가격정보 없음), 더블 불고기 버거 (가격정보 없음), 불고기 버거 (가격정보 없음), 슈슈 버거 (가격정보 없음), 슈비 버거 (가격정보 없음), 베이컨 토마토 디럭스 (가격정보 없음), 치즈버거 (가격정보 없음), 더블 치즈버거 (가격정보 없음), 햄버거 (가격정보 없음), 드립 커피 (가격정보 없음), 해쉬 브라운 (가격정보 없음), 후렌치 후라이 (가격정보 없음), 맥너겟 (가격정보 없음), 아메리카노 (가격정보 없음)"
샤브몰 구로구청점,4.5,58,"서울 구로구 구로중앙로 60 대림오페라타워 2층 201호
(지번) 구로동 98",02-856-5831,"부채살단품(1인)(100g)(성인/단품) (18,900원), 부채살단품(1인)(100g)(성인/무한리필) (28,900원), 부채살단품(1인)(100g)(초등/단품) (14,900원), 부채살단품(1인)(100g)(초등/무한리필) (18,900원), 편백찜 무한리필(평일/성인) (20,900원), 편백찜 무한리필(평일/초등) (13,900원), 소고기 무한리필(성인/평일런치) (16,900원), 소고기 무한리필(성인/저녁) (19,900원), 소고기 무한리필(초등/평일런치) (11,900원), 소고기 무한리필(초등/저녁) (15,000원), 월남쌈+소고기 샤브(평일/성인) (12,900원), 월남쌈+소고기 샤브(평일/초등) (11,900원)"
우돈생고기,5.0,104,"서울 구로구 개봉로2길 81 1층
(지번) 개봉동 276-14",02-6012-4193,"한우등심(150g) (37,000원), 한우차돌박이(150g) (23,000원), 소갈비살(150g) (17,000원), 한우육회비빔밥 (12,000원), 한우된장찌개 (10,000원), 생오겹살(200g) (17,000원), 생목살(200g) (17,000원), 생항정살(200g) (18,000원), 돼지왕갈비(1대) (15,000원)"
