이름,평점,리뷰수,주소,전화번호,메뉴
향원,4.2,24,"서울 도봉구 덕릉로59길 62 1층
(지번) 창동 596-19",02-994-5350,"짜장 (2,000원), 찹쌀탕수육(소) (18,000원), 짬뽕 (4,000원), 간짜장 (4,000원), 탕수육(미니) (6,000원), 군만두 (4,000원), 고추잡채밥 (7,000원), 마파두부밥 (6,000원), 제육덮밥 (6,000원), 볶음밥 (5,000원), 삼선짬뽕 (8,000원), 양장피 (소) (22,000원), 삼선볶음밥 (7,000원), 짬뽕밥 (5,000원), 팔보채 (소) (22,000원), 쟁반볶음짬뽕 (8,000원), 콩국수 (7,000원), 잡탕밥 (10,000원), 누룽지탕 (13,000원), 물냉면 (7,000원)"
삿뽀로 창동점,3.0,70,"서울 도봉구 도봉로 610 2층
(지번) 창동 750",02-991-6777,"런치 스페셜 A (47,000원), 런치 스페셜 B (42,000원), 런치 스페셜 C (37,000원), [디너] 모듬사시미 정식 (62,000원)"
사누끼,3.5,45,"서울 도봉구 노해로63다길 14
(지번) 창동 135-12",02-998-9605,"모듬까스 (10,500원), 로스 (등심) 까스 (7,500원), 히레 (안심) 까스 (8,000원), 치킨까스 (7,500원), 치즈돈까스 (12,000원), 생선까스 (8,500원), 가쓰오우동 (5,000원), 회덮밥 (7,000원)"
삼오낙지,4.7,138,"서울 도봉구 도봉로110길 95 1층
(지번) 창동 676-78",02-992-6309,"철판통낙지 (13,000원), 수육전골(중) (35,000원), 점심특선-낙지볶음정식 (9,000원), 수육전골(대) (45,000원)"
함스브로트과자점,4.0,93,"서울 도봉구 도봉로 483 1층
(지번) 쌍문동 88-106",02-996-4488,"치즈르방 (6,000원), 먹물 파니니 (6,000원), 꽃다발 케이크 (35,000원), 마늘빵 (6,500원), 호두양파베이글 (5,500원)"
숲오,4.3,98,"서울 도봉구 우이천로48길 12 1층
(지번) 쌍문동 485-22",,"리얼초코라떼 (4,500원), 오렌지라떼 (4,500원), 바나나라떼 (5,000원), 사과주스 (5,000원), 밀크티 (5,000원), 허니자몽그린티 (4,500원), 알로에청포도그린티 (4,500원), 레몬얼그레이티 (4,500원), 아이스티(복숭아/레몬) (4,000원), 티(얼그레이/캐모마일/루이보스/로즈마리/페퍼민트/레몬버베나/중작녹차/허니부쉬) (4,000원), 반땡쿠키(버터/반반/초코) (1,500원), 바스크치즈케이크 (5,500원), 프렌치토스트 (6,000원), 크로플 (3,500원), 소금빵 (2,500원), 플레인스콘 (3,000원), 에그스콘 (3,500원)"
오성정육식당,4.2,54,"서울 도봉구 도봉로 500 1층
(지번) 창동 661-80",02-996-6789,"한우등심(100g) (15,000원), 한우채끝(100g) (6,000원), 한우안심(100g) (16,000원), 한우갈비살(100g) (15,000원), 한우특수부위(100g) (20,000원)"
공릉동닭한마리 방학점,3.9,27,"서울 도봉구 도봉로 683
(지번) 방학동 703-14",02-955-1990,"닭한마리 (2-3인) (25,000원), 닭 한마리반 (3-4인) (37,000원), 닭 두마리 (4-5인) (49,000원), 능이 닭한마리 (2-3인) (44,000원), 능이 닭 한마리 반 (3-4인) (59,000원)"
곳간,4.7,37,"서울 도봉구 도봉로154길 35 1층
(지번) 도봉동 623-147",070-4320-4002,"가츠동 (11,000원), 오징어튀김 (15,000원), 가지튀김 (12,000원), 아나고튀김 (15,000원), 생선까스 (13,000원)"
스타벅스 도봉로DT점,4.2,56,"서울 도봉구 도봉로 635
(지번) 쌍문동 707-9",1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
콩사랑두부,3.6,27,"서울 도봉구 도봉산4길 10 지하1층,2,3층
(지번) 도봉동 281-10",02-955-6016,"삼색두부보쌈(중) (35,000원), 삼색두부삼합 (47,000원), 민물새우두부전골(중) (37,000원), 얼큰두부낙지전골 (53,000원)"
거궁 창동점,2.5,94,"서울 도봉구 마들로13길 61 상가 3층
(지번) 창동 1-28",02-6077-8989,"소갈비구이거한상 (35,000원), 갈비찜거한상 (31,000원), 간장게장거한상 (37,000원), 거한상 (18,000원), 특거한상 (25,000원), 행복한거한상 (35,000원), 보리굴비거한상 (35,000원), 소중한거한상 (45,000원)"
도봉관,,186,"서울 도봉구 노해로 261 1,2층
(지번) 창동 700-27",02-991-1231,"바스크치즈케이크 (7,000원), 아메리카노 (4,000원), 라떼 (4,500원), 초콜릿라떼 (5,000원), 말차라떼 (5,000원), 레몬에이드 (6,000원)"
북청식당,3.3,46,"서울 도봉구 노해로69길 15-15 1층
(지번) 창동 10",02-900-0794,"생삼겹살(180g) (16,000원), 생갈매기살(150g) (17,000원), 한우차돌박이(150g) (26,000원), 김치찌개 (8,000원), 차돌된장찌개 (8,000원), 제육볶음 (9,000원)"
카페152길,4.1,168,"서울 도봉구 도봉로152길 29-3 지하1층,1층
(지번) 도봉동 622-64",02-954-1520,"에스프레소(HOT) (3,800원), 아메리카노(HOT) (4,000원), 카페라떼(HOT) (4,500원), 카푸치노(HOT) (4,500원), 바닐라라떼(HOT) (5,000원), 카라멜마끼야또(HOT) (5,000원), 모카헤이즐넛크림라떼(HOT) (5,500원), 비엔나 (5,000원), 플랫화이트 (4,500원), 아포가토(HOT) (5,500원), 디카페인아메리카노(HOT) (4,800원), 디카페인라떼(HOT) (5,500원), 아이스아인슈페너 (5,500원), 더치큐브라떼 (6,500원), 더치아메리카노(HOT) (4,800원), 토피넛라떼(HOT) (5,000원), 블랙티(HOT) (5,000원), 과실차(HOT) (5,500원), 그린티라떼(HOT) (5,000원), 코코아라떼(HOT) (5,000원), 복숭아아이스티(ICE) (4,500원), 핑크레몬에이드(ICE) (4,500원), 생강라떼(HOT) (4,500원), 생과일쥬스(토마토)(ICE) (6,000원), 요거트스무디(ICE) (6,000원), 딸기라떼(ICE) (6,500원), 블루베리쥬스(ICE) (6,500원), 블루베리요거트스무디(ICE) (6,500원), 오미자에이드(ICE) (6,500원), 자몽에이드(ICE) (6,500원), 오자쥬스(ICE) (5,500원), 바나나쥬스/바나나라떼(HOT) (5,000원), 밀크티(HOT) (5,500원), 노아착즙쥬스(ICE) (5,500원), 녹차크림라떼(ICE) (6,000원)"
스타벅스 쌍문도봉로점,4.3,44,"서울 도봉구 도봉로 444 1층
(지번) 창동 650-45",1522-3232,"아이스 슈크림 라떼 (6,500원), 슈크림 라떼 (6,500원), 스타벅스 딸기 라떼 (6,500원), 슈크림 쿠키 망고 라떼 (6,500원), 오늘의 커피 (4,500원), 카푸치노 (5,200원), 카페 라떼 (5,200원), 카페 모카 (5,700원), 카페 아메리카노 (4,700원), 카라멜 마키아또 (6,100원), 화이트 초콜릿 모카 (6,100원), 스타벅스 돌체 라떼 (6,100원), 자바 칩 프라푸치노 (6,500원), 망고 바나나 블렌디드 (6,600원), 아이스 자몽 허니 블랙 티 (5,900원), 자몽 허니 블랙 티 (5,900원), 콜드 브루 (5,100원), 디카페인 카페 아메리카노 (5,000원), 디카페인 카페 라떼 (5,500원), 제주 말차 라떼 (6,100원), 돌체 콜드 브루 (6,000원)"
로로옴,4.5,160,"서울 도봉구 도봉로152가길 152
(지번) 도봉동 92-71",02-6091-8800,"아메리카노 (4,500원), 라떼 (5,000원), 모카 라떼 (5,500원), 바닐라 라떼 (5,500원), 연유 라떼 (5,500원), 콜드브루 (5,000원), 콜드브루 라떼 (5,500원), 디카페인 콜드브루 (5,000원), 디카페인 콜드브루 라떼 (5,500원), 리얼 초콜릿 (6,000원), 한라봉 에이드 (6,000원), 히비스커스 자두 아이스티 (6,000원), 브라우니 (4,800원), 초코 테린느 (6,800원), 치즈 테린느 (6,800원), 얼그레이 밀크티 (6,000원), 솔티버터 크림라떼 (6,000원)"
스시영,4.6,41,"서울 도봉구 노해로69길 26 시티월드 2층 207,208호
(지번) 창동 14",02-995-6859,"눈다랑어 뱃살 초밥 (1,950원), 참돔초밥 (1,950원), 광어사시미 (소) (18,000원), 연어사시미 (소) (18,000원), 우동 (5,000원)"
엉클두,4.3,110,"서울 도봉구 노해로63가길 37 1층
(지번) 창동 263-33",,"아메리카노 (4,000원), 카페라떼 (4,800원), 카푸치노 (4,800원), 바닐라빈라떼 (5,300원), 카페모카 (5,300원), 비엔나커피 (5,200원), 크림라떼 (6,000원), 코코넛 밀크커피 (6,700원), 코코넛 밀크 쉐이크 (5,700원), 자몽에이드 (6,200원), 코코넛밀크쉐이크 (5,700원), 미숫가루 (4,800원), 아이스초코 (4,800원), 핫초코 (4,800원), 캐모마일 (4,800원), 복숭아 아이스티 (4,800원), 딸기라떼 (6,500원), 밤라떼 (5,600원), 고구마라떼 (5,200원), 호박라떼 (5,200원), 라벤더 (4,800원), 로즈마리 (4,800원), 자스민 (4,800원)"
고기싸롱 쌍문역점,3.7,38,"서울 도봉구 도봉로 454 1층
(지번) 창동 650-47",02-907-1988,"주먹고기 (가격정보 없음), 수제 돼지 양념구이 (가격정보 없음), 닭갈비 (가격정보 없음), 껍데기 (가격정보 없음), 삼겹살 (가격정보 없음), 떡볶이 (가격정보 없음), 닭강정 (가격정보 없음), 쫄면 (가격정보 없음), 된장찌개 (가격정보 없음)"
백번가코다리,4.9,17,"서울 도봉구 마들로11가길 6-25 창동월가타워 1층 102, 103호
(지번) 창동 7",02-905-8540,"매콤코다리조림 (33,000원), 무청시래기 코다리조림 (28,000원), 낙지 볶음 (35,000원), 고등어자반구이 (10,000원), 낙곱새 (40,000원), 공기밥 (1,000원), 음료수 (2,000원)"
조마루감자탕 쌍문점,2.9,37,"서울 도봉구 도봉로 569 1-2층
(지번) 쌍문동 657",02-990-3161,"왕새우튀김 (가격정보 없음), 비빔냉면 (가격정보 없음), 물냉면 (가격정보 없음), 만두 (가격정보 없음), 돈까스 (가격정보 없음), 해장국 (0원), 감자탕 (0원), 간장뼈찜 (0원), 콩나물뼈찜 (0원)"
무수울카페,4.0,57,"서울 도봉구 도봉로173길 124
(지번) 도봉동 435-18",,"에스프레소 (3,500원), 아메리카노 (3,500원), 카페라떼 (4,000원), 카푸치노 (4,000원), 카페모카 (4,500원)"
삼각지붕에화덕피자,4.5,12,"서울 도봉구 시루봉로 67 청구아파트상가B동 2층 205호
(지번) 방학동 734",02-956-9553,"버섯크림파스타 (14,500원), 빠네크림파스타 (16,500원), 토마토피자 (17,500원), 갈릭고르곤피자 (18,500원), 애플고르곤피자 (18,500원), 토마토가지피자 (18,500원), 고구마피자 (18,500원), 트러플머쉬룸피자 (18,500원), 프로슈토베이컨피자 (19,500원), 디아볼라피자 (19,500원), 포테이토피자 (19,500원), 불고기피자 (19,500원), 프로슈토루꼴라피자 (21,000원), 토마토파스타 (13,500원), 아라비아따파스타 (14,500원), 해물토마토파스타 (15,500원), 해물누룽지파스타 (16,500원), 버섯크림리조또 (14,500원), 리코타치즈샐러드 (15,500원), 함박스테이크 (16,500원)"
콩블랑제리,4.8,19,"서울 도봉구 삼양로142길 33 지하 1층
(지번) 쌍문동 422-82",02-900-2307,"썸머후르츠케이크(초미니) (11,000원), 블랙포레스트(체리초코)(초미니) (12,000원), 생망고쇼트케이크(초미니) (12,000원), 딸기초코케이크(초미니) (12,000원), 쉬폰케이크(시즌에 따른 맛 변경)(미니) (25,000원), 아메리카노(hot/ice) (3,500원), 카페라떼(hot/ice) (4,000원)"
햇살힐링식당 본점,4.7,101,"서울 도봉구 도봉로147길 17 1층
(지번) 방학동 682-7",02-782-8252,"햇살텐동 (9,000원), 햇살에비텐동 (12,000원), 햇살아나고텐동 (15,000원), 햇살BTS (17,000원), 햇살냉메밀 (시즌메뉴-여름) (8,500원), 햇살규동 (소불고기덮밥) (11,000원), 햇살우동 (시즌메뉴-겨울) (8,500원), 스윗힐링 에그타르트 (3,900원), 스윗힐링 프리미엄 호두강정 65g (5,000원), 햇살숙성카레 (8,500원), 햇살소고기카레 (10,500원), 햇살버섯카레 (10,500원), 새우튀김 토핑 (2,200원), 소시지토핑 (2,200원), 햇살카레우동 (시즌메뉴-겨울) (9,000원), 피칸초코칩쿠키 7Pcs (6,000원)"
북새통,4.3,44,"서울 도봉구 덕릉로60길 54 1층
(지번) 창동 454-1",02-903-5799,"소생갈비(600g) (46,000원), 양념 소갈비(600g) (46,000원), 갈비살(500g) (42,000원), 돼지한마리(500g) (39,000원), 삼겹살(180g) (13,000원), 목살(180g) (13,000원), 양념왕갈비(250g) (13,000원), 갈비살(1인분) (14,000원), 항정살(150g) (15,000원), 프라임 눈꽃살치(180g) (22,000원)"
아씨보쌈칼국수,3.6,15,"서울 도봉구 도당로 59
(지번) 방학동 664-19",02-3494-2225,"문어마늘보쌈(소) (39,000원), 마늘모듬보쌈(소) (22,000원), 바지락칼국수 (7,000원), 비빔 막국수 (7,000원), 감자전 (6,000원)"
설담재 창동본점,,44,"서울 도봉구 도봉로 562 1층
(지번) 창동 715-32",02-998-0202,"설담재 곰탕 (10,000원), 설담재 설렁탕 (10,000원), 설담재 육개장 (10,000원), 설담재 갈비탕 (16,000원), 도가니탕 (20,000원), 보양설렁탕 (17,000원), 한방갈비탕 (19,000원), 떡만두설렁탕 (10,000원), 설렁탕정식 (16,000원), 소갈비찜 (소) (42,000원), 돌판도가니수육 (중) (40,000원), 소갈비찜정식 (19,000원), 매운 소갈비찜 (42,000원), 어린이 설렁탕 (6,000원)"
빕스 방학점,4.1,174,"서울 도봉구 도봉로 684 모비우스스퀘어 9층
(지번) 방학동 707-6",02-954-1997,"그릴드 랍스터&채끝 스테이크 (65,000원), 등심 스테이크(400g) (56,000원), 멜팅 버터 그릴드 랍스터(450g) (37,500원), 스테이크 플래터 (113,500원), 안심 스테이크(150g) (30,000원), 안심&채끝 스테이크 (79,500원), 애플 망고 에이드 (6,500원), 엘본 스테이크(100g 당) (14,000원), 자몽 에이드 (6,500원), 채끝 스테이크(210g) (27,500원), 토마호크 스테이크(100g 당) (19,000원), 포터하우스 스테이크(100g 당) (18,000원), 허브 갈릭 램&채끝 스테이크 (78,000원), 허브 갈릭 랩 스테이크(500g) (78,000원)"
박순남의오시는족족,4.2,10,"서울 도봉구 마들로11가길 12 1층
(지번) 창동 5",02-994-7001,"오리지날족 형님（앞다리） (31,000원), 오리지날족 동생（뒷다리） (28,000원), 반반족 형님반반 앞다리（매운거 반＋안매운거 반） (31,000원), 반반족 동생반반 뒷다리（매운거 반＋안매운거 반） (28,000원), 비빔막국수（동생） (7,000원), 오족냉채 (25,000원), 불족 (25,000원), 족무침 (15,000원), 비빔막국수（형님） (14,000원), 녹두전 (7,000원), 불족주먹밥 (6,000원)"
장수봉평메밀촌 본점,4.4,22,"서울 도봉구 방학로 31-16
(지번) 방학동 724-37",02-954-3734,"물막국수 (9,000원), 비빔막국수 (9,000원), 회막국수 (12,000원), 들깨칼국수 (9,000원), 들깨옹심이 (10,000원), 떡만두국 (9,000원), 얼큰순두부 (8,000원)"
어로어,4.2,64,"서울 도봉구 해등로16길 52-19 1-2층
(지번) 창동 291-51",02-2205-8588,"핸드드립 (변동가격), 에스프레소 (4,000원), 아메리카노 (4,000원), 카페라떼 (4,500원), 바닐라라떼 (5,000원), 돌체라떼 (5,000원), 콜드브루 (4,500원), 콜드브루라떼 (5,500원), 명란 알리오올리오 파스타 (12,000원), 생모짜렐라 토마토 파스타 (13,000원), 베이컨 크림 까르보나라 파스타 (15,000원), 크로와상 쉬림프 로제 파스타 (17,000원), 차돌박이 레몬드레싱 파스타 (18,000원), 부라타 치즈 샐려드 (13,000원), 그릴 닭가슴살 샐러드 (11,000원), 버섯 샐러드 (13,000원), 애플 루꼴라 브리 샌드위치 (8,500원), 아보카도 쉬림프 앤 에그 샌드위치 (12,000원), 초코라떼 (5,000원), 녹차라떼 (5,000원)"
아바이토종순대국 창동역점,2.6,15,"서울 도봉구 노해로67길 2
(지번) 창동 9",02-908-0050,"순대국 (8,000원), 내장탕 (8,000원), 찰순대 (7,000원), 토종순대 (15,000원), 수육 (15,000원)"
텐퍼센트커피 창동역점,5.0,13,"서울 도봉구 마들로13길 61 씨드큐브창동 1층 106-3호
(지번) 창동 1-28",070-7602-7173,"우리곡물라떼 (가격정보 없음), 청도복숭아아이스티 (가격정보 없음), 허니자몽티 (가격정보 없음), 로얄밀크티 (가격정보 없음), 아인슈페너 (가격정보 없음), 돌체라떼 (가격정보 없음), 토닉커피 (가격정보 없음), 아메리카노 (가격정보 없음), 에스프레소 (가격정보 없음), 쇼콜라프레소 (가격정보 없음), 카페라떼 (가격정보 없음), 플랫화이트 (가격정보 없음), 텐라떼 (가격정보 없음), 바닐라빈라떼 (가격정보 없음), 카페모카 (가격정보 없음), 플레인요거트 스무디 (가격정보 없음), 애플망고 스무디 (가격정보 없음), 아포가토 (가격정보 없음), 말차초코 아이스크림 (가격정보 없음), 오렌지에이드 (가격정보 없음)"
버거킹 쌍문점,3.5,10,"서울 도봉구 도당로 6 1층
(지번) 쌍문동 20-4",02-997-0233,"블랙 바비큐 와퍼 (가격정보 없음), 블랙 바비큐 콰트로 치즈와퍼 (가격정보 없음), 불맛 더블치즈앤베이컨 버거 (가격정보 없음), 통새우 와퍼 (가격정보 없음), 몬스터 와퍼 (가격정보 없음), 두툼 버거 (가격정보 없음), 오리지널스 화이트 페타 (가격정보 없음), 스파이시 풀드비프 와퍼 (가격정보 없음), 풀드비프 와퍼 (가격정보 없음), 갈릭불고기 와퍼 (가격정보 없음), 불고기 와퍼 (가격정보 없음), 비프&슈림프버거 (가격정보 없음), 와퍼 (가격정보 없음), 치즈와퍼 (가격정보 없음), 치킨킹BLT (가격정보 없음), 콰트로치즈와퍼 (가격정보 없음), 통새우슈림프버거 (가격정보 없음)"
티하우스다드림,5.0,137,"서울 도봉구 노해로 341 신원리베르텔 2층 201호
(지번) 창동 338",010-2990-2593,"노백차 (11,000원), 하동백차 (7,000원), 세작 (7,000원), 호지차 (7,000원), 육계 (9,000원), 금호전홍 (9,000원), 잭살차 (7,000원), 맹해 고수 보이차 (12,000원), 변경 고수 보이차 (10,000원), 170주년 기념차 (7,000원), 얼그레이 슈페리어 (7,000원), 세에라자드의 비밀 (7,000원), 그린 루이보스 (6,000원), 레드 루이보스 (6,000원), 히비스커스 (6,000원), 쑥차 (6,000원), 구기자차 (6,000원), 메리골드 꽃차 (5,000원), 목련꽃차 (7,000원), 티 소르베 (9,000원), 클래식 밀크티 (8,000원), 쌍화차 (7,000원), 목련 에이드 (8,000원), 장미 에이드 (8,000원), 청귤 에이드 (8,000원), 청귤차 (8,000원), 딸기 라떼 (6,000원), 딸기 에이드 (6,000원), 격불 말차 (7,000원), 베리 말차 (7,000원), 유자 말차 (6,000원), 밤호지라떼 (8,000원), 우유 실타래 빙수 (13,000원), 말차 실타래 빙수 (13,000원), 밀크티 실타래 빙수 (15,000원), 커피 실타래 빙수 (13,000원), 밤양갱 (2,000원), 보석양갱 세트 (6,000원), 크림치즈 견과 곶감말이 (6,000원), 기정떡 구이 (3,000원), 파운드케이크 (3,000원), 스콘 딸기잼 세트 (4,500원), 아이스크림 브라우니 (6,000원), 레몬 크림치즈 브라우니 (6,000원), 말차 브라우니 (6,500원), 호지 브라우니 (6,500원)"
쌈촌 창동점,3.7,194,"서울 도봉구 노해로65길 11 한성빌딩 2층
(지번) 창동 333-2",02-900-4929,"월남쌈 소고기 (점심특선) (13,900원), 월남쌈 삼겹살+소고기 (점심특선) (14,900원), 소고기 샤브 (점심특선) (11,900원), 월남쌈 스페셜A (26,900원), 쌈특 SET (32,000원), 한우 샤브샤브 월남쌈 (25,900원), 훈제오리 월남쌈 (20,900원), 월남쌈 스페셜B (24,900원), 월남쌈 오리훈제+소고기 (17,900원), 월남쌈 소고기 (16,900원), 월남쌈 우삼겹+소고기 (17,900원), 월남쌈&모둠샤브 (23,900원), 월남쌈 삼겹살 (16,900원), 스페셜 모둠샤브 (22,900원), 소고기 샤브 (13,900원)"
창동빈대떡,4.3,21,"서울 도봉구 도봉로110나길 37 1층
(지번) 창동 659-9",02-990-0576,"삼합 (소) (33,000원), 홍어사시미 (33,000원), 굴전 (17,000원), 홍어전 (17,000원), 홍굴전 (17,000원)"
우왕불 우이직영점,3.5,11,"서울 도봉구 삼양로 632
(지번) 쌍문동 509-7",02-3493-7788,"벌교꼬막비빔밥 (1인분) (9,000원), 벌교꼬막정식 (1인분) (15,000원), 코다리찜 (중) (28,000원), 벌교꼬막무침 (중) (30,000원), 한우꽃등심 (600g) (90,000원)"
미아회관 방학직영점,3.0,40,"서울 도봉구 방학로 133 1층
(지번) 방학동 672-34",010-9448-5411,"제주 냉동삼겹살 (15,000원)"
스시린,3.8,110,"서울 도봉구 도봉로150길 43 1층
(지번) 방학동 716-5",02-956-5454,"특선 초밥 (17,000원), 1인 혼술모듬사시미 (19,000원), 연어초밥 (19,000원), 오늘의 초밥 (14,000원), 스페셜 초밥 (20,000원), 광어초밥 (19,000원), [가성비 갑] 2인 셋트 (39,000원), 회덮밥 (12,000원), 장어덮밥 (20,000원), 간사이우동 (7,000원), 새우튀김우동 (10,000원), 가리비초밥 (16,000원), 초새우 초밥 (15,000원), 새우 3종 셋트 (17,000원), 새우 4종 셋트 (17,000원), 생선 갈릭스테이크 초밥 (17,000원), 간장새우 초밥 (18,000원), 생새우 갈릭 불초밥 (18,000원), 연어 3종 셋트 (19,000원), 연어 4종 셋트 (19,000원), 광어+연어 반반 (19,000원), 광어＋생선 갈릭 스테이크 초밥 (18,000원), 연어＋생선 갈릭 스테이크 초밥 (18,000원), 장어초밥 (20,000원), 1인 혼술 연어사시미 (20,000원), 1인 혼술 광어사시미 (22,000원), 회무침 大(대) (8,000원), 계란 2pcs (2,000원), 유부 2pcs (2,000원), 가리비 2pcs (3,500원)"
창신동매운족발,4.3,36,"서울 도봉구 도봉로110나길 34 1층
(지번) 창동 657-126",02-999-7825,"영양족발 (중) (35,000원), 매운순살족발 (중) (35,000원), 매운미니족발 (중) (21,000원), 영양족발(대) (38,000원), 매운순살족발(대) (38,000원), 매운미니족발(대) (25,000원)"
