이름,평점,리뷰수,주소,전화번호,메뉴
부민옥,3.6,188,"서울 중구 다동길 24-12 1층
(지번) 다동 177-2",02-777-4323,"양곰탕 (12,000원), 양무침 (소) (38,000원), 수육 (소) (35,000원), 소고기 (100,000원)"
사랑방칼국수,4.2,842,"서울 중구 퇴계로27길 46 1층
(지번) 충무로3가 23-1",02-2272-2020,"백반 (9,000원), 한마리 (18,000원), 칼국수 (7,000원), 계란칼국수 (7,200원), 통닭반마리(700g)백숙백반 (점심메뉴) (9,000원)"
원조남산왕돈까스,1.8,325,"서울 중구 소파로 107 1층
(지번) 예장동 8-53",02-755-3370,"왕돈까스 (13,000원), 생선까스 (14,000원), 매운왕돈까스 (13,500원), 치즈왕돈까스 (16,000원), 남산우동 (8,500원)"
유가,4.3,224,"서울 중구 퇴계로12길 68
(지번) 회현동1가 117-5",02-3789-9688,"짜장면 (7,000원), 쟁반짜장 (9,000원), 짬뽕 (8,000원), 전가복(소) (80,000원), 해삼송이전복 (소) (100,000원), 삼선우동 (10,000원), 새우볶음밥 (10,000원), 양송이덮밥 (9,000원), 고추덮밥 (10,000원), 잡탕밥 (15,000원), 라조육밥 (12,000원), 볶음짬뽕 (10,000원), 사천탕수육(소) (22,000원), 라조육(소) (24,000원), 당면잡채(소) (20,000원), 깐풍기(소) (22,000원), 라조기(소) (24,000원), 유린기(소) (24,000원), 해물누룽지탕(소) (33,000원), 팔보채(소) (30,000원), 유산슬(소) (30,000원), 칠리중새우(소) (28,000원), 술국 (25,000원), 양장피(소) (24,000원)"
고려삼계탕 시청본점,3.6,162,"서울 중구 서소문로11길 1
(지번) 서소문동 55-3",02-752-9376,"삼계탕 (20,000원), 전복삼계탕 (26,000원), 산삼전복삼계탕 (32,000원), 오골계탕 (26,000원), 산삼삼계탕 (26,000원), 고려통닭 (21,000원)"
복정집,3.9,90,"서울 중구 퇴계로 235 남산센트럴자이아파트상가 1층
(지번) 충무로4가 306",02-2269-1608,"해물찜 (대) (69,000원), 해물찜 (소) (59,000원), 아구찜 (대) (67,000원), 아구찜 (소) (57,000원), 해물탕 (대) (68,000원), 해물탕 (소) (58,000원), 계란말이 (8,000원), 해물통오징어 (1인)찌개 (12,000원), 점심특선불오징어볶음(1인) (12,000원), 점심특선오징어불고기볶음(1인) (12,000원), 점심특선쭈꾸미불고기볶음(1인) (13,000원), 오징어튀김 (17,000원), 오징어불고기한판 (38,000원), 불오징어한판 (38,000원), 쭈꾸미불고기한판 (39,000원)"
만포막국수,3.6,627,"서울 중구 동호로14길 2 1층
(지번) 신당동 425-18",02-2235-1357,"찜닭 (32,000원), 온면 (11,000원), 물막국수 (11,000원), 비빔막국수 (11,000원), 만두국 (11,000원), 접시만두 (11,000원), 메밀파전 (11,000원), 쟁반막국수 (25,000원), 만두버섯전골 (중) (31,000원), 만두버섯전골 (대) (41,000원), 녹두빈대떡 (11,000원)"
더식당 명동본점,3.8,155,"서울 중구 명동10길 36 2층
(지번) 명동2가 31-4",02-318-2234,"더식당정식 2인세트 (27,800원), 더식당풀정식 2인세트 (43,800원), 랍스타정식 2인세트 (69,800원), 랍스타+피자풀정식 2인세트 (85,800원), 벌교꼬막무침 (12,500원), 불맛쭈꾸미 (12,500원), 장작불고기 (12,500원), 버터구이통랍스타(1마리) (57,000원), 고르곤졸라화덕피자 (18,000원), 시원하고깔끔한바지락칼국수 (10,000원), 열무냉국수 (10,000원)"
라칸티나,3.4,220,"서울 중구 을지로 19 삼성빌딩 지하1층
(지번) 을지로1가 50",02-777-2580,"피레또 디 만조 알라 로씨니 (36,000원), 비스테까 알 페페 네로 (34,000원), 피레또 디 만조 아이 풍기 (34,000원), 비스테까 스피에디니 리소토 (29,000원), 티라미수 (4,800원), 봉골레파스타 (가격정보 없음)"
을지 장만옥,3.4,"1,022","서울 중구 을지로12길 12 1층
(지번) 을지로3가 323",02-2272-7577,"진주완자 (13,800원), 표고슈마이 (11,500원), 지삼선 (13,800원), 양배추볶음 (10,500원), 마라바지락볶음 (17,800원), 삼겹살조림 (18,500원), 돼지갈비 찹쌀찜 (17,800원), 장만옥 마파두부 (17,800원), 돼지고기 고추튀김 (17,800원), 사천라즈지 (16,800원), 대파소스 닭튀김 (17,800원), 차우셔우 (11,800원), 산동쇼우기 (16,800원), 스프링 오이냉채 (10,800원), 청경채볶음 (10,500원), 공기밥 (1,000원), 단무지 (1,000원), 고수추가 (1,000원)"
유즈라멘 만리동점,4.3,"1,127","서울 중구 만리재로 217 경김회관 1층
(지번) 만리동1가 53-8",070-4177-0365,"유즈시오라멘 (12,000원), 유즈쇼유라멘 (12,000원), 매운유즈시오라멘 (13,000원), 매운유즈쇼유라멘 (13,000원), 유즈츠케멘 (14,000원), 치킨가라아게 (6,000원), 고기만두 (6,000원), 하이볼 (8,000원)"
해랑스시,4.0,264,"서울 중구 통일로 10 연세재단세브란스빌딩 지하1층 B1-23호
(지번) 남대문로5가 84-11",0507-1385-0099,"모듬초밥（17pcs） (19,000원), 모듬사시미（12pcs） (18,000원), 특사시미（15pcs） (25,000원), 초딩입맛저격,불초밥과 새우and..（17pcs） (19,000원), 콜라 (2,000원), 사이다 (2,000원), 웰치스 (2,000원)"
뚱보돼지갈비통고기,4.3,102,"서울 중구 퇴계로27길 14
(지번) 필동1가 3-19",02-2267-1801,"통고기 (특 원플) (1인분) (15,000원), 돼지갈비 (1인분) (15,000원), 껍데기 (1인분) (10,000원), 고추장불고기쌈밥 (7,000원), 잔치국수 (4,000원)"
황평집,4.0,283,"서울 중구 마른내로 74 1층
(지번) 인현동2가 135-13",02-2266-6875,"닭찜 (23,000원), 백숙전골 (35,000원), 닭전골 (35,000원), 닭무침 (25,000원), 닭낙지전골 (55,000원)"
원조만선호프 노가리체인본점,1.6,233,"서울 중구 을지로13길 19 1층
(지번) 을지로3가 95-1",02-2274-1040,"노가리.황태 (1,000원), 오징어이빨 (5,000원), 쥐포 (6,000원), 반건조오징어 (10,000원), 먹태 (12,000원), 오뎅탕 (12,000원), 번데기탕 (8,000원), 부추두부 (8,000원), 두부김치 (9,000원), 모듬감자 (8,000원), 황도 (6,000원), 무뼈닭발 (15,000원), 오징어숙회 (12,000원), 군만두 (6,000원), 돈가스 (10,000원), 모듬소세지 (15,000원), 새우튀김 (15,000원), 후라이드치킨 (한마리) (16,000원), 후라이드치킨 (반마리) (9,000원), 마늘치킨 (한마리) (17,000원)"
문화옥,3.6,70,"서울 중구 창경궁로 62-5
(지번) 주교동 118-3",02-2265-0322,"양지설렁탕(보통) (13,000원), 갈비탕 (16,000원), 도가니탕 (18,000원), 꼬리곰탕 (24,000원), 족탕 (26,000원), 수육 (55,000원), 도가니수육 (70,000원)"
초류향,3.0,370,"서울 중구 다동길 24-10
(지번) 다동 164-2",02-775-2668,"새우완자탕면 (12,000원), 대만식쇠고기탕면 (12,000원), 삼선간짜장 (11,000원), 삼선짬뽕 (11,000원), 삼선짜장 (10,000원), 간짜장 (10,000원), 볶음짜장 (10,000원), 잡탕밥 (20,000원), 보리새우 볶음밥 (12,000원), 마파두부 (23,000원), 삼선짬뽕밥 (11,000원), 삼선볶음밥 (10,000원), 난자완스 (39,000원), 흑초삼겹살튀김 (36,000원), 경장육사 (38,000원), 사천탕수육 (32,000원), 탕수육 (S) (27,000원), 참깨오리 (S) (30,000원), 취닭날개 (34,000원), 마늘닭 (39,000원), 유린기리 (S) (28,000원), 깐풍기 (32,000원)"
페스타 바이 민구,4.5,402,"서울 중구 장충단로 60 더페스타 1층
(지번) 장충동2가 201-3",02-2250-8000,"페스타제철생선요리 (52,000원), 페스타 브레드 (9,000원), 훈연한 장어를 곁들인 시저샐러드 (40,000원), 부팔라 모짜렐라 샐러드와 15년산 화이트 발사믹 (36,000원), 해산물 소세지와 전복 아란치니 (30,000원), 한우볼로네제파스타 (38,000원), 한우 라비올리,어니언 크림,블랙 트러플 (56,000원), 2가지 아티장 소세지를 곁들인 토마토 리조또 (46,000원), 엔쵸비 버터 전복구이,감자롤,전복내장 소스 (56,000원), 미퀴 초콜릿과 우유 아이스크림 (26,000원)"
을지맥옥,3.4,218,"서울 중구 수표로 48-16 2층
(지번) 을지로3가 344-17",02-2272-1825,"디아볼라 피자 Diavola Pizza (25,000원), 바질 페스토 & 마스카포네 치즈 피자 (24,000원), 마약 옥수수 포테이토칩 피자 (23,000원), 콰트로 치즈 피자 (23,000원), (가쓰오부시 숙성 간장) The 진한 스지 어묵 (21,500원), 중부시장 건어물 플레이트 (20,000원), 버팔로 윙 & 프라이즈 (21,000원), 수제 티라미수 케이크 with 수제 도우 브레드 (13,000원), 글렌체크 엠버라거 (7,000원), 시어서커 IPA (7,000원), 하와이안 셔츠 헤페바이젠 (7,000원), 셀비지 포터 (7,000원), 프렌치 린넨 사이더 (7,500원), 힙지로 크림치즈 딥 Dip (19,500원), 후무스 플레이트 & 프라이즈 (19,000원), 갑오징어 알배추쌈 (35,000원), 치폴레 쉬림프 타코 피자 (25,000원), 냉제육 & 중화오이무침 (30,000원), 바지락 조개 술찜&면 (23,000원), 풍기(버섯) 크림 파스타 (23,000원)"
서울다이닝,4.3,250,"서울 중구 동호로 272 웰컴시티 2층
(지번) 장충동2가 190-15",02-6325-6321,"디너 (130,000원)"
이조갈비,3.8,20,"서울 중구 다산로39길 11-12
(지번) 무학동 58",02-2253-3287,"생삼겹 (18,000원), 냉동삼겹살 (13,000원), 꽃게탕 (50,000원)"
북촌손두부,4.4,69,"서울 중구 남대문로5길 3 우남빌딩 1층
(지번) 북창동 93-83",02-779-7979,"두부찌개 (12,000원), (대표) 전복순두부 (12,000원), (인기) 해물순두부 (10,000원), (대표) 부대순두부 (10,000원), (대표) 두부보쌈 (45,000원), 두부삼합 (55,000원), (인기) 손두부 한접시 (9,000원), 해물김치전 (25,000원), (대표) 두부전골 (중) (35,000원), 비지찌개 (10,000원), 들깨순두부 (10,000원), (여름 한정) 콩국수 (12,000원), (인기) 뚝배기 불고기 (12,000원), 오징어 숙회 (20,000원), 불고기 전골 (35,000원), 제육볶음 (25,000원), 만두 한접시 (6,000원)"
남대문야채호떡,3.8,417,"서울 중구 남대문로 12
(지번) 남대문로4가 18-1",010-8247-4868,"야채호떡 (2,500원), 꿀(씨앗)호떡 (2,500원), 팥호떡 (2,500원)"
가무,3.7,125,"서울 중구 명동4길 16 2-4층
(지번) 명동2가 55-13",,"아이스스위스모카라떼 (6,500원), 아이스카푸치노 (6,500원), 아이스카페라떼 (6,500원), 아이스녹차라떼 (6,500원), 아이스아메리카노 (6,500원), 아이스에스프레소 (6,500원), 아이스비엔나 (6,500원), 유자차 (6,000원), 레몬차 (6,000원), 코코아 (6,000원)"
꽁시면관 본점,3.3,441,"서울 중구 명동2길 45
(지번) 충무로1가 22-13",,"꿔바로우 (24,000원), 닭가슴살탕수육 (24,000원), 매운탕수육 (24,000원), 모듬야채볶음 (18,000원), 어향가지 (21,000원), 마늘깐풍기 (24,000원), 궁보기정 (25,000원), 마파두부 (23,000원), 누룽지탕 (28,000원), 마요네즈새우 (25,000원), 깐쇼새우 (25,000원), 유산슬 (28,000원), 사천팔보채 (40,000원), 전가복 (43,000원), 마늘갈비 (25,000원), 어향육사 (24,000원), 항라육사 (24,000원), 오향장육 (33,000원), 양장피 (35,000원), 짬뽕마라탕면 (10,500원), 사천마라탕면 (10,500원), 해물마라볶음면 (13,500원), 꽁시자장면 (7,000원), 매운자장면 (7,500원), 사천탕면 (9,500원), 야채볶음밥 (7,500원), 새우볶음밥 (8,500원), 게살볶음밥 (8,500원), 삼선짬뽕 (9,500원), 해신탕면 (9,500원), 팔진초면 (10,500원), 고추잡채덮밥 (9,500원), 사천해물잡탕밥 (10,500원)"
명동함흥면옥 본점,3.5,151,"서울 중구 명동10길 35-19
(지번) 명동2가 26-1",02-776-8430,"홍어회 (소) (20,000원), 수육 (35,000원), 소라국수 (8,000원), 만두국 (8,000원), 손만두 (6개) (8,000원)"
을지OB베어,4.1,87,"서울 중구 충무로 49-2 동주빌딩 1층
(지번) 을지로3가 296-12",02-2275-2566,"노가리&황태 (6,000원), 쥐포 (7,000원), 아귀포 (7,000원), 학꽁치 (7,000원), 한치 (9,000원), 존슨빌 소세지 (9,000원), 번데기 (6,000원), 라면땅 (5,000원), 피카츄 (6,000원), 타코야끼 (7,000원), 츄러스 (8,000원), 감자튀김 (8,000원), 치킨튀김 (9,000원), 파인애플 샤베트 (7,000원), 아이스크림 튀김 (7,000원), ICE 황도&파인애플 (8,000원), 옛날팥빙수 (9,000원)"
앰배서더서울풀만 더킹스,4.4,269,"서울 중구 동호로 287 1층
(지번) 장충동2가 186-54",02-2270-3121,메뉴 없음
약수동해물텀벙 약수동본점,3.9,498,"서울 중구 다산로10길 11 1층
(지번) 신당동 367-1",02-2253-9588,"🔥아구해물찜 (맛+비주얼 갑) 中 (59,000원), 🔥 아구찜 (본연의맛) 中 (52,000원), 🔥아구해물탕 大 (68,000원), (점심) 알탕 (10,000원), (점심) 꼬막비빔밥 (13,000원), 매생이아구찜 (겨울메뉴) (변동가격), 낙지볶음 中 (55,000원), 쭈꾸미볶음 中 (50,000원), (점심) 쭈꾸미비빔밥 (11,000원), (점심) 아구뚝배기 (10,000원), (점심) 해물순두부 (9,000원), 해물계란찜 (7,000원), 간장아구찜 (0원), 냉면(여름한정) (0원), 비빔냉면(여름한정) (0원)"
문경식당,4.5,55,"서울 중구 을지로18길 11
(지번) 인현동1가 27-2",02-2279-0610,"고등어백반 (10,000원), 삼치백반 (10,000원), 굴비백반 (10,000원), 비빔밥 (10,000원), 하이포크 삼겹살 (180g) (16,000원), 볶음밥 (3,000원)"
부산숯불갈비,3.5,25,"서울 중구 마른내로 107-1
(지번) 오장동 69-6",02-2279-5821,"갈비(300g) (28,000원), 생갈비(250g) (35,000원), 버섯생불고기(250g) (18,000원), 쪽갈비(5대) (31,000원), 갈비탕 (12,000원)"
뚱뚱이할머니집,3.5,266,"서울 중구 장충단로 174-1 1,2층
(지번) 장충동1가 62-10",02-2279-2714,"족발 (30,000원), 둘이먹어 (39,000원), 삼대 (62,000원), 파전 (13,000원), 쟁반막국수 (10,000원), 빈대떡 (8,000원), 공기밥 (1,000원), 콜라（캔）_펩시 355mL (2,000원), 사이다（캔）355mL (2,000원)"
본가닭한마리,4.5,28,"서울 중구 마른내로2길 19 1층
(지번) 초동 54",02-2274-2986,"닭한마리 (2인분) (22,000원), 닭볶음탕 (2인분) (24,000원)"
마복림막내아들네,2.9,135,"서울 중구 다산로 221
(지번) 신당동 292-175",02-2253-1466,"2인기본 (17,000원), 3인기본 (20,000원), 4인기본 (27,000원), 5인기본 (33,000원), 닭발(1인분) (9,000원), 야끼만두사리 (2,000원), 쫄면사리 (2,000원), 라면사리 (2,000원), 오뎅 (4,000원), 주먹밥 (3,000원), 볶음밥 (3,000원), 순대 (4,000원)"
한일관 을지로점,3.2,28,"서울 중구 을지로5길 19 페럼타워 지하1층
(지번) 수하동 66",02-6353-8977,"차돌박이구이와낙지볶음 (26,000원), 낙지볶음과소면 (24,000원), 차돌박이와향채무침 (24,000원), 등심로스편채 (27,000원), 탕평채 (13,000원), 황태구이 (21,000원), 전통갈비탕 (19,000원), 갈비우거지탕 (18,000원), 골동반(궁중비빔밥) (16,000원), 육개장 (16,000원), 서울냉면(물/비빔/온면) (13,000원)"
현선이네 청계즉석점,4.7,155,"서울 중구 남대문로 112 1층
(지번) 남대문로1가 22-10",010-6440-2953,"현선이콤보세트 (23,000원), 현선이세트 (20,000원), 현선이비어세트 (28,000원), 써니세트 (16,000원), 즉석떡볶이(2인기준) (18,000원), 베이비세트 (13,000원), 떡볶이(맛선택) (5,500원), 수제순대 (5,500원), 모듬튀김(6종) (6,000원), 꼬마김밥(4개) (5,000원), 어묵 (4,000원)"
영덕회식당 시청점,3.9,110,"서울 중구 무교로 32 효령빌딩 지하1층 101,102호
(지번) 무교동 1",02-757-0066,"막회 (35,000원), 과메기 (33,000원), 안주물회 (33,000원), 문어 (35,000원), 자연산골뱅이 (30,000원)"
태백산맥,3.9,33,"서울 중구 다산로 85 참진빌딩
(지번) 신당동 353-16",02-2237-0402,"특-한우모듬 (120,000원), 양념돼지목살(250g) (17,000원), 태백안창살(150g) (59,000원), 태백살치살(150g) (53,000원), 태백설화등심(150g) (48,000원), 소양념갈비 (250g) (28,000원), 갈비탕 (14,000원), 육회비빔밥 (12,000원), 한우버섯불고기 (18,000원), 매운갈비찜 (9,000원)"
몽중헌 페럼타워점,3.6,215,"서울 중구 을지로5길 19 페럼타워 지하2층
(지번) 수하동 66",02-6353-8585,"쇠고기초면 (18,000원), 홍콩식볶음국수 (14,000원), 상게살수초면 (14,000원), 수한우일품자장면 (14,000원), 삼선짬뽕 (18,000원), 새우탕면 (18,000원), 우육탕면 (20,000원), 마장새우두부탕면 (18,000원), 사천탕면 (18,000원), 중식냉면 (20,000원), 삼선우동 (17,000원), 잡탕밥 (22,000원), 잡채밥 (16,000원), 후난식볶음밥 (17,000원), 소스게살볶음밥 (18,000원)"
명인돈까스 본점,4.2,59,"서울 중구 을지로12길 22 1층
(지번) 저동2가 8",02-2263-5009,"로스가스 (11,500원), 히레가스 (11,500원), 카레돈가스 (10,000원), 생선가스 (8,500원)"
재구네닭발,3.5,253,"서울 중구 퇴계로84길 26-1
(지번) 신당동 132-31",02-2236-5143,"장어구이 (23,000원), 갑오징어 (22,000원), 고추장돼지갈비 (18,000원), 돼지갈비 (17,000원), 무발반껍데기반 (16,000원), 뼈 없는 닭발 (17,000원), 두부김치 (17,000원), 계란말이 (15,000원), 돼지껍데기 (12,000원), 대하구이 (15,000원), 오뎅탕 (14,000원), 계란찜 (9,000원), 날치알주먹밥 (4,000원), 갈치구이 (13,000원), 간고등어 (12,000원), 석화 (12,000원), 꼬막 (16,000원)"
진성한우곱창,3.2,775,"서울 중구 다산로 243-1 1층
(지번) 무학동 2",02-2234-0777,"한우곱창(220g) (19,000원), 한우대창(220g) (19,000원), 한우막창(220g) (20,000원)"
통나무집,2.6,43,"서울 중구 마른내로6길 16
(지번) 인현동2가 211",02-2275-9184,"모둠전 (가격정보 없음), 냄비오뎅탕 (가격정보 없음), 김치오뎅탕 (가격정보 없음), 골뱅이 (가격정보 없음), 국물떡볶이 (가격정보 없음), 부대찌개 (가격정보 없음), 오징어볶음 (가격정보 없음), 닭발볶음 (가격정보 없음), 두부김치 (가격정보 없음), 생두부김치 (가격정보 없음), 닭도리탕 (가격정보 없음), 대패삼겹살 (가격정보 없음), 마늘닭똥집 (가격정보 없음), 계란말이 (가격정보 없음), 계란찜 (가격정보 없음), 해물계란말이 (가격정보 없음), 생선구이 (가격정보 없음), 제육볶음 (가격정보 없음), 돼지불고기 (0원), 옛날불고기 (가격정보 없음), 옛날소불고기 (가격정보 없음), 낙지볶음 (가격정보 없음), 갈비살 (가격정보 없음), 쭈꾸미볶음 (가격정보 없음), 꼬막 (가격정보 없음), 순대 (가격정보 없음), 매운갈비찜 (0원), 도루묵찜 (0원), 석화 (가격정보 없음), 삼식이매운탕 (0원), 대구매운탕 (가격정보 없음), 도루묵탕 (0원), 동태매운탕 (가격정보 없음), 코다리찜 (0원), 메밀전병 (0원), 편육 (가격정보 없음), 부추순대국밥 (0원), 얼큰순대국 (가격정보 없음), 순댓국 (가격정보 없음), 순대국 (가격정보 없음), 가정식백반 (0원)"
맥도날드 서울시청점,3.5,94,"서울 중구 남대문로9길 51 효덕빌딩 1층
(지번) 을지로1가 32",02-6215-8100,"한입초코츄러스3조각 (가격정보 없음), 맥스파이시 상하이 투움바 (가격정보 없음), 슈비 투움바 (가격정보 없음), 더블 쿼터파운더 치즈 (가격정보 없음), 맥스파이시 상하이 버거 (가격정보 없음), 토마토 치즈 비프 버거 (가격정보 없음), 빅맥 (가격정보 없음), 트리플 치즈버거 (가격정보 없음), 1955 버거 (가격정보 없음), 더블 불고기 버거 (가격정보 없음), 불고기 버거 (가격정보 없음), 슈슈 버거 (가격정보 없음), 슈비 버거 (가격정보 없음), 베이컨 토마토 디럭스 (가격정보 없음), 치즈버거 (가격정보 없음), 더블 치즈버거 (가격정보 없음), 햄버거 (가격정보 없음), 드립 커피 (가격정보 없음), 해쉬 브라운 (가격정보 없음), 후렌치 후라이 (가격정보 없음), 맥너겟 (가격정보 없음), 아메리카노 (가격정보 없음)"
육통령 명동본점,3.0,160,"서울 중구 명동8나길 37-2
(지번) 충무로1가 25-36",02-778-8592,"왕도끼뼈오겹(500g) (49,000원), 광개토흑돼지 원조오겹살(150g) (17,000원), 광개토수제돼지갈비(250g) (18,000원), 광개토흑돼지 목살(150g) (17,000원), 광개토흑돼지 명품육겹살(150g) (20,000원), 광개토돼지 한돈삼겹살(150g) (16,000원), 장수한우꽃등심1++NO9(150g) (49,000원), 장수한우육사시미(150g) (38,000원), 장수한우육회(150g) (35,000원), 숙성김치찌개 (8,000원), 토장찌개 (8,000원), 참기름육회비빔밥 (15,000원)"
