이름,평점,리뷰수,주소,전화번호,메뉴
제주상회,4.3,247,"서울 관악구 관악로12길 108 지하 1층
(지번) 봉천동 1625-1",02-883-7083,"고기국수 (9,000원), 고기국밥 (9,000원), 비빔국수 (9,000원), 몸국 (9,000원), 돔베고기 반도마 (13,000원), 고기국수(특) (14,000원), 고기국밥(특) (14,000원), 제주찹쌀피순대 (15,000원)"
정원쌈밥보리밥,4.4,145,"서울 관악구 신림로18가길 23 1층
(지번) 신림동 110-77",02-887-6454,"보쌈정식 (11,000원), 제육볶음 (11,000원), 떡갈비정식 (11,000원), 대구탕 (12,000원), 고등어조림 (11,000원), 우렁쌈밥 (10,000원), 김치찌개 (10,000원)"
오삼숙이,4.4,206,"서울 관악구 대학길 57 1층
(지번) 신림동 251-51",02-882-5332,"우숙이 (9,500원), 삼숙이 (9,000원), 우콩이 (9,500원), 삼콩이 (9,000원), 날치알볶음밥 (소) (3,000원), 날치알볶음밥 (중) (5,000원), 음료 (2,000원), 자연산모짜렐라치즈(소) (3,000원), 자연산모짜렐라치즈(중) (4,000원), 해물맛칼국수 (5,000원), 해물맛칼국수 곱빼기 (7,000원)"
미나리생삼겹,4.2,167,"서울 관악구 남부순환로 1585-3 1층
(지번) 신림동 1433-139",02-884-9292,"미나리 삼겹살 (180g) (15,000원), 미나리 목살 (180g) (15,000원), 미나리 항정살(150g) (15,000원), 도시락 (6,000원), 국수 (6,000원), 된장찌개 (2,000원), 김치찌개 (6,000원), 계란찜 (6,000원)"
한우정육마당 구로점,3.9,40,"서울 관악구 시흥대로164길 3 1층
(지번) 신림동 1655-19",02-867-0070,"생등심 1+ (500g) (48,000원), 생등심 1++ (500g) (61,000원), 육사시미 (소) (25,000원), 육회 (소) (25,000원), 차돌박이 (18,000원)"
신림춘천집 본점,4.7,533,"서울 관악구 남부순환로 1600-8 1층
(지번) 신림동 1640-28",02-887-8885,"100% 모짜렐라 치즈폭포 국내산 2++닭갈비 (16,000원), 2++ 국내산 춘천집 닭갈비 (14,000원), 매운 닭갈비 (14,000원), 2++국내산 닭갈비와 +돼지 두가지맛을 즐길수있는 제육닭갈비 (14,000원), 국가대표 (물/비빔) 막국수 (8,000원), 닭갈비의 마무리 계란품은 볶음밥 (3,000원), 치즈덕후 추천 계란품은 치즈볶음밥 (3,500원), 쟁반막국수 (소) (9,000원), 춘천닭갈비2인+모듬사리+음료수 (34,000원), 춘천닭갈비2인+막국수(물/비빔)+음료수 (37,000원), 춘천닭갈비2인+쟁반막국수(소)+음료수 (39,000원), 춘천닭갈비3인+모듬사리+음료수 (47,500원), 춘천닭갈비3인+쟁반막국수(소)+쫄면사리+음료수 (54,500원), 춘천닭갈비3인+쟁반막국수(대)+모듬사리+음료수 (62,500원), 치즈폭포 닭갈비2인+모듬사리+음료수 (38,000원), 치즈폭포 닭갈비3인+모듬사리+음료수 (53,500원)"
다이히로,4.3,307,"서울 관악구 행운1길 3 1층
(지번) 봉천동 1674-14",02-882-4402,"규동 (13,000원), 부타동 (13,000원), 간장새우 (13,000원), 스키야끼 (14,000원), 치킨가라아게 (6,000원), 오야꼬동 (12,000원), 카레고로케 (6,000원), 장어덮밥 (20,000원), 히로카레 (9,000원), 새우튀김 (6,000원), 버팔로 스틱 (7,000원), 코카콜라 335mL (2,000원), 스프라이트 335mL (2,000원), 제로콜라 335mL (2,000원), 스끼야끼 （소고기 추가） (3,000원), 오야꼬동 （닭고기 추가） (3,000원), 규동 （소고기 추가） (3,000원), 부타동 （돼지고기 추가） (3,000원), 모듬버섯 추가 （쓰끼야끼 야채） (2,000원), 간장새우 (2,000원)"
봉평옹심이메밀칼국수,4.2,154,"서울 관악구 봉천로6길 14
(지번) 신림동 1450-24",02-878-5955,"옹심이메밀칼국수 (11,000원), 옹심이만 (12,000원), 메밀칼국수 (10,000원), 메밀전병 (7,000원), 메밀만두 (6,000원), 감자채전 (11,000원), 보리밥 (3,500원)"
고향순대국두부삼합전문점,3.3,251,"서울 관악구 신림로 275 1층
(지번) 신림동 1634-13",02-872-6737,"두부삼합(소) (28,000원), 머리수육(소) (23,000원), 술국(소) (12,000원), 모듬순대 (18,000원), 순대국 (9,000원), 돼지국밥 (9,000원)"
장수촌풍천장어직판장,3.4,47,"서울 관악구 남부순환로 2082-37 2층
(지번) 남현동 1060-17",02-582-0230,"장어소금구이 (1kg) (59,000원), 석화찜 (15,000원), 장어추가 (30,000원), 전복구이 (15,000원), 왕새우구이 (12,000원), 가리비구이 (15,000원), 장어추어탕 (10,000원), 바지락칼국수 (9,000원), 후식바지락칼국수 (7,000원), 냉면 (8,000원), 묵사발 (9,000원), 추가장어탕 (2,000원), 매생이굴국밥 (10,000원), 벌교꼬막비빔밥 (10,000원), 짜글이김치찌개 (9,000원), 들깨옹심이 (9,000원), 추가장추탕 (2,000원)"
신셰프양꼬치&훠궈 남현동1호점,2.8,635,"서울 관악구 남현3길 71
(지번) 남현동 1062-10",02-598-0077,"양념양꼬치 (16,000원), 생양꼬치 (15,000원), 고급양갈비 (34,000원), 대하구이 (16,000원), 양고기 (18,000원), 마파두부 (16,000원), 지삼선 (18,000원), 꿔바로우 (20,000원), 탕수육 (20,000원), 깐풍기 (20,000원), 어향육슬 (20,000원), 팔보채 (22,000원), 누룽지탕 (22,000원), 고주잡채 (22,000원), 향라대하 (22,000원), 크림새우 (22,000원), 버섯덮밥 (11,000원), 돈까스 (9,000원), 잡채밥 (10,000원), 마파밥 (9,000원), 볶음밥 (8,000원), 물만두 (8,000원), 군만두 (8,000원), 중국냉면 (8,000원), 옥수수온면 (8,000원), 양깃머리 (24,000원)"
우마,4.4,369,"서울 관악구 신원로 26 동부아파트상가 101동 124호
(지번) 신림동 1695",02-830-4549,"오늘의 사시미 28P (49,000원), 오늘의초밥 12P (25,000원), 우삼겹스끼야끼 (27,000원), 오늘의 사시미 20P (38,000원), 시메사바 (30,000원), 대방어 사시미 (39,000원), 연어 사시미(24p) (36,000원), 연어초밥 (23,000원), 콜라 (2,000원), 사이다 (2,000원), 토닉워터 (2,000원), 참이슬 (5,000원), 처음처럼 (5,000원), 진로이즈백 (5,000원), 새로 (5,000원), 카스500ml (5,000원), 화요25도 375ml (28,000원), 간바래 오도상 900ml (35,000원), 준마이750 (35,000원), 사쿠라 로망 900ml (30,000원), 이소노사와 준마이 720ml (35,000원), 북극곰의 눈물 720ml (40,000원), 쿠보다 센쥬 720ml (85,000원)"
토방닭한마리 본점,4.3,52,"서울 관악구 신림로22길 5
(지번) 신림동 116-2",02-874-6895,"닭한마리(2인) (24,000원), 닭볶음탕(소) (24,000원), 닭곰탕 (8,500원), 닭칼국수 (8,000원), 삼계탕 (16,000원)"
단토리 서울대입구역점,4.5,512,"서울 관악구 관악로16길 13 준빌딩 1층
(지번) 봉천동 853-2",0507-1377-2916,"단토리 메뉴판 (1원), 토리껍질꼬치 (900원), 츠쿠네 (2,300원), 토마토꼬치 (900원), 대파꼬치 (900원), 마늘꼬치 (1,900원), 은행꼬치 (900원), 메추리알꼬치 (900원), 6종 모듬꼬치 (10,600원), 파닭꼬치 (2,300원), 닭똥집꼬치 (1,200원), 닭목살꼬치 (1,800원), 난코츠 (1,800원), 계란꼬치 (2,300원), 산더미야채튀김 (3,900원), 포테이토사라다 (4,900원), 튀김우동 (5,900원), 토마토시럽 (3,900원), 타코와사비 (6,900원), 명란구이 (6,900원)"
만나칼국수,4.6,28,"서울 관악구 봉천로7길 23 지하1층
(지번) 봉천동 701-1",02-888-8564,"칼국수 (7,000원), 비빔밥 (7,000원), 왕만두 (7,000원), 만두국 (8,000원)"
푸른목장,4.3,40,"서울 관악구 남부순환로230길 9
(지번) 봉천동 1601-25",02-872-5400,"생오리구이 (600g) (34,000원), 오리양념구이 (800g) (45,000원), 오리훈제 (800g) (50,000원), 오리황기백숙 (59,000원), 보양오리전골 (중) (29,000원), 삼겹살 (600g) (29,000원), 오리 보양탕 (1인분) (10,000원)"
청송산오징어,3.9,454,"서울 관악구 남현1길 8 1층
(지번) 남현동 1065-1",02-584-5286,"산오징어회반 (29,000원), 산오징어회(2인) (58,000원), 산오징어찜(2인) (58,000원), 해물순두부 (10,000원), 조개탕 (10,000원), 바지락번데기탕 (10,000원), 계란찜 (8,000원), 바지락라면 (5,000원), 산오징어회+찜(2인) (58,000원)"
십원집 봉천점,3.3,"1,153","서울 관악구 봉천로 521 1층
(지번) 봉천동 1664-2",02-873-0057,"연탄초벌삼겹살 (12,900원), 연탄고추장불고기 (12,900원), 파불고기 (12,900원), 황태구이 (12,900원), 물냉면 (7,000원), 비빔냉면 (7,000원), 된장찌개 (4,000원), 계란찜 (5,000원), 공깃밥 (1,000원)"
꿈당,4.8,147,"서울 관악구 남부순환로 1600-10 2층
(지번) 신림동 1640-32",02-6487-4984,"돈까스 크림 파스탕 (20,500원), 매운 돈까스 크림 파스탕 (20,800원), 동셰프는 못 먹는청양크림떡볶이 (17,900원), 눈꽃치즈 닭치고 로제 파스타 (19,900원), 고추장 라구파스타 (18,900원), 화이트 라구파스타 (18,900원), 감바스타 (19,900원), 매운 토마토 파스타 맛있수육 (23,800원), 생물연어회 (23,800원), 생물연어물회 (19,800원), 닭다리순살전골 (19,500원), 우삼겹 탄탄나베 (19,500원), 나가사키 만두전골 (20,500원), 감바스 중독 (18,900원), 꾸덕 크림 옹심이와 수제비 (17,900원), 꿈당 마약 타코 (20,500원), 꿈당 불닭 타코 (20,500원), 트러플 감자튀김 (14,900원), 모둠 봉황튀김 (17,900원), 빅 새우튀김 (15,900원), 소시지 플레이트 (16,900원), 먹태 (14,900원), 수제치즈스틱 (9,900원), 옥수수치즈전 (8,900원), 칠리만두 (8,900원), 타코야끼 (9,900원), 가쓰오 주먹밥 (4,900원), 통 파인애플 샤벳 (7,900원)"
돈뼈락연탄갈비,3.9,107,"서울 관악구 남부순환로 1835-26 1층
(지번) 봉천동 1666-26",02-887-5579,"돼지갈비(250g) (17,000원), 뼈삼겹(180g) (17,000원), 삼겹살(180g) (17,000원), 돼지껍데기 (10,000원), 냉면(물/비빔) (7,000원), 된장국 (1,000원)"
피자파쪼,4.4,105,"서울 관악구 남부순환로 1797 호혜빌딩 1층
(지번) 봉천동 874-6",0507-1307-1335,"마르게리타 (18,000원), 마르게리타 파쪼 (23,000원), 디아볼라 (23,000원), 고르곤졸라 파쪼 (23,000원), 풍기 (25,000원), 프로슈토루콜라에피코 (25,000원), 라자냐 (18,000원)"
이자카야잔잔 샤로수길점,4.3,6,"서울 관악구 남부순환로230길 20 1층
(지번) 봉천동 1611-30",02-877-0876,"추천꼬치 5종 (18,000원), 스키야끼 (29,000원)"
십원집 신림점,4.6,"1,248","서울 관악구 신림로 354
(지번) 신림동 1424-19",02-877-1995,"파불고기 (200g) (12,000원), 고추장불고기 (200g) (12,000원), 초벌삼겹살 (180g) (12,000원)"
장군포차 봉천점,3.7,23,"서울 관악구 청룡2길 12-1 1층
(지번) 봉천동 913-8",02-872-0562,"닭도리탕 (25,000원), 동태탕 (15,000원), 오징어볶음 (12,000원), 두부김치 (10,000원), 골뱅이 소면 (15,000원)"
명돼지갈비,4.2,109,"서울 관악구 과천대로 931
(지번) 남현동 602-125",02-522-2975,"생등심 (200g) (41,000원), 소안창살 (200g) (30,000원), 돼지갈비 (300g) (18,000원), 삼겹살 (200g) (18,000원), 갈매기살 (200g) (20,000원), 소금구이 (200g) (17,000원), 육회 (300g) (38,000원)"
서울밥집,3.9,207,"서울 관악구 관천로 36-1 1층
(지번) 신림동 1639-57",,"제육볶음 (7,900원), 순두부찌개 (5,900원), 비빔밥 (5,900원), 묵은지 냄비 김치찌개 (7,900원), 청국장 (5,900원), 물/비빔 냉면 (5,900원), 물/비빔 냉면 (곱배기) (6,900원)"
돼지네,4.4,109,"서울 관악구 봉천로 594 1층
(지번) 봉천동 1632-1",02-886-0330,"생오겹살(200g) (15,000원), 생목살(200g) (15,000원), 짜투리(오겹살미추리)(200g) (10,000원), 냉김치말이국수 (5,000원), 김치찌개 (5,000원), 된장찌개 (4,000원), 얼큰순두부찌개 (4,000원)"
깡통닭갈비,4.0,887,"서울 관악구 남부순환로 1597-14 1층
(지번) 신림동 1433-69",02-873-7770,"닭발 (12,000원), 닭목살 (11,000원), 돼지껍데기 (9,000원), 닭갈비데리야끼맛 (11,500원)"
장수촌 풍천장어직판장,4.2,45,"서울 관악구 봉천로 258 1층
(지번) 신림동 1427-3",02-874-4748,"장어소금구이 (1kg) (59,000원), 보양장어탕 (10,000원), 한근바지락칼국수 (9,000원), 후식바지락칼국수 (7,000원), 장어덮밥 (15,000원), 추가장어탕 (2,000원), 상차림(1인당) (3,000원)"
보스커피&브런치,4.4,5,"서울 관악구 봉천로33길 7 1층
(지번) 봉천동 925-7",02-872-8345,"아메리카노 (4,000원), 보스브런치 (14,900원), 촉촉한 팬케익브런치 (15,900원), 레몬에이드 (6,500원), 딸기요거트스무디 (6,500원), 보스 러스크 (4,000원), 1.5L아메리카노（물통） (11,000원), 촉촉한팬케익（단품） (9,000원), 프렌치토스트 (6,300원), （인기）보스김치볶음밥 (8,900원), 명란 아보카도밥 (10,900원), 보스브런치set (17,900원), 딸기우유 (6,500원), 푸실리샐러드(9oz) (3,900원), 통 닭가슴살샌드위치 (7,500원), NEW수제자몽에이드 (6,800원), NEW수제자몽차 (6,000원), NEW생생오렌지주스 (6,500원), 1.5L아이스티（물통） (11,900원), 1.5L다방커피（물통） (14,900원), 1.5L매실차（물통） (14,900원), 1.5L보리차（물통） (11,900원), 1.5L현미녹차（물통） (11,900원), 미니샐러드（9온즈） (2,500원), NEW명란마요밥 (9,900원), 팬케익브런치set (18,900원), 닭가슴살샌드위치 (7,500원), 카야버터토스트 (5,500원), 햄치즈 샌드위치 (7,000원), 누텔라토스트 (5,000원)"
본가숯불갈비,3.9,27,"서울 관악구 난곡로65길 3 1층
(지번) 신림동 538-35",02-851-9305,"돼지갈비(1인분) (15,000원), 생삼겹살(1인분) (13,000원), 소생갈비살(1인분) (17,000원), 소왕갈비탕 (12,000원), 함흥비빔냉면 (6,000원)"
퍼블리코타코,4.1,109,"서울 관악구 관악로14길 106 1층
(지번) 봉천동 1626-12",02-871-6282,"치즈 프라이즈 (11,000원), 칠리 프라이즈 (13,000원), 초리소 타코 (10,000원), 치킨 타코 (10,000원), 쉬림프 타코 (11,000원), 치킨 퀘사디아 (13,000원), 까르네아사다 타코 (10,000원), 까르니타스 타코 (10,000원), 부리또볼 (16,000원), 과카몰레나초 (10,000원)"
커피볶는여자,4.0,212,"서울 관악구 관악로14가길 2 1층
(지번) 봉천동 1613-4",,"아메리카노 (5,000원), 카페라떼 (5,500원), 커볶라떼 (6,000원), 서리떼 (6,500원)"
달다어요,4.1,209,"서울 관악구 신림로68길 38 1층
(지번) 신림동 1419-23",,"수제딸기라떼 ICE (6,000원), 초코라떼 (5,500원), 얼그레이 수제 밀크티 ICE (6,000원), 달고나라떼 (6,000원), 아이스크림 크로플（크로와상＋와플） (8,000원), 에그포테이토샌드위치（블루베리잼＋으깬계란） (6,000원), 아메리카노 1잔 ＋ 수제티라미수 (10,000원), 티라미수 (8,000원), 브라우니 (4,500원), 수제 달고나 (3,500원), 아메리카노 (4,000원), 카페라떼 (4,500원), 콜드블루 （디카페인） (5,000원), 뱅쇼 (7,500원), 아메리카노 1잔 ＋ 아이스크림크로플 (11,000원), 라떼 1잔 ＋ 아이스크림크로플 (11,500원), 아메리카노 2잔 ＋ 아이스크림크로플 (15,000원), 라떼 2잔 ＋ 아이스크림크로플 (16,000원), 라떼 1잔 ＋ 수제티라미수 (10,500원), 아메리카노 2잔 ＋ 수제티라미수 (14,000원), 라떼2잔 ＋ 수제티라미수 (15,000원), 딸기 치즈케이크 (7,000원), 블루베리 치즈케이크 (7,000원), 블루베리 아이스크림 크로플（두 쪽） (8,500원), 애플 아이스크림 크로플（두 쪽） (8,500원), 브라운 치즈 아이스크림 크로플（한 쪽） (7,000원), 햄 치즈 토스트 (6,000원), 플레인스콘 (4,500원), 초코 치즈 크로와상 (4,500원), 수제 초코칩쿠키 (2,500원)"
독도해물탕 신림점,4.3,48,"서울 관악구 남부순환로 1597-11 1층
(지번) 신림동 1433-76",02-876-8787,"해물찜/탕 (중) (38,000원), 아구찜/탕 (중) (38,000원), 꽃게탕/찜 (중) (45,000원), 낙지전골 (중) (38,000원), 섞어찜/탕 (중) (48,000원), 대하소금구이 (15,000원)"
동경산책 서울대입구점,,"1,115","서울 관악구 관악로14길 30 2층
(지번) 봉천동 1604-8",0502-5551-5218,"마제루롤 정식 (저녁) (15,000원), 스키야끼 (저녁) (13,500원), 장어덮밥 (저녁) (15,000원), 사케롤 정식 (저녁) (13,000원), 우나기롤 정식 (저녁) (15,000원)"
황금짜장 봉천점,3.7,1,"서울 관악구 장군봉1길 19 1층
(지번) 봉천동 930-15",02-877-9444,"짜장면 (7,500원), 쟁반짜장 (11,000원), 볶음밥 (9,000원), 삼선볶음밥 (11,000원), 짬짜면 (13,000원), 볶짜면 (13,000원), 탕짜면 (13,000원), 탕짬면 (13,000원), 탕볶밥 (14,000원), 등심찹쌀탕수육＋짜장 1 (22,000원), 고추짬뽕 (16,000원), 삼선짬뽕탕 (18,000원), 삼선누룽지탕（식사） (16,000원), 차돌박이짬뽕 (12,000원), 짬뽕 (9,000원), 간짜장 (9,000원), 우동 (10,000원), 울면 (11,000원), 속풀이짬뽕 (12,000원), 삼선간짜장 (12,000원), 기스면 (12,000원), 삼선우동 (15,000원), 삼선울면 (16,000원), 삼선짬뽕 (15,000원), 고추짬뽕 (16,000원), 군만두 (7,000원), 물만두 (7,000원), 짜장밥 (10,000원), 짬뽕밥 (9,500원), 잡채밥 (10,000원)"
테이블1629,3.7,84,"서울 관악구 장군봉2길 32 1,2층
(지번) 봉천동 947-15",02-883-1629,"에스프레소(R) (3,800원), 아메리카노(R) (4,300원), 카페라떼(R) (5,000원), 카푸치노(R) (5,000원), 카페모카(R) (5,300원), 카라멜마끼야또(R) (5,300원), 바닐라라떼(R) (5,300원), 아포가토 (6,000원), 아인슈페너 (6,500원), 아이스크림라떼 (6,300원), 콜드브루(R) (5,000원), 콜드브루라떼(R) (5,500원), 콜드브루연유라떼(R) (6,000원), 초코라떼(R) (6,000원), 키위에이드(R) (6,000원), 자몽에이드(R) (6,000원), 플레인요거트스무디(R) (6,300원)"
풍무양꼬치,3.0,23,"서울 관악구 시흥대로 572 2층
(지번) 신림동 1643-6",02-809-9292,"양갈비 (220g) (23,000원), 전가복 (43,000원), 양꼬치 (1인분) (13,000원), 양갈비살 (1인분) (15,000원), 양힘줄 (1인분) (14,000원)"
이태리파파,4.5,23,"서울 관악구 관악로12길 3-8 1층
(지번) 봉천동 1598-26",02-886-9993,"고르곤졸라 피자 (13,900원), 마르게리따 피자 (13,900원), 페페로니 피자 (15,900원), 알리오 올리오 파스타 (9,800원), 토마토 모짜렐라 파스타 (9,800원), 루꼴라 피자 (16,900원), 프로슈토 루꼴라 피자 (17,900원), 까르보나라 파스타 (11,900원), 새우오일 파스타 (13,900원), 새우로제 파스타 (14,500원), 음료수 (2,000원)"
서울뼛국,3.3,225,"서울 관악구 관천로 36-1 1층
(지번) 신림동 1639-57",,"뼛찜 (31,900원), 뼛국 (8,900원)"
하우림 서울대점,3.6,19,"서울 관악구 관악로15길 23 1층
(지번) 봉천동 866-19",02-884-6530,"소갈비찜 (53,000원), 곤드레밥 (10,000원), 두루치기 (10,000원), 산채비빔밥 (10,000원), 황태구이정식 (10,000원), 뚝불고기 (10,000원), 돼지김치찌개 (10,000원), 청국장 (9,000원), 육개장 (9,000원), 황태해장국 (9,000원), 도토리묵밥 (9,000원), 황태전골 (소) (26,000원), 두부전골 (소) (24,000원), 김치전골 (소) (25,000원), 모듬전 (31,000원), 해물파전 (23,000원), 생선전 (20,000원), 표고전 (20,000원), 메밀전병 (13,000원), 오리훈제보쌈 (2~3인분) (42,000원), 산더덕구이 (20,000원), 황태석쇠 (21,000원), 돼지고기석쇠 (23,000원)"
종가대박집 낙성대점,3.6,81,"서울 관악구 남부순환로 1964 1층
(지번) 봉천동 1656-22",02-888-5425,"무한리필(성인) (14,500원), 무한리필(초등생) (8,000원), 무한리필B(성인) (16,000원), 무한리필B(초등생) (8,500원), 냉면 (4,000원)"
자매멸치국수,3.5,26,"서울 관악구 관천로12길 30 1층
(지번) 신림동 1461-1",02-872-1123,"멸치국수 (5,000원), 비빔국수 (6,000원), 칼국수 (6,000원), 손수제비 (6,000원), 칼제비 (7,000원), 라면 (4,000원), 즉석김밥 (3,500원), 떡국 (7,000원), 손찐만두 (8,000원), 손만두국 (8,000원), 손떡만두국 (8,000원), 열무냉면(계절메뉴) (8,000원), 열무국수(계절메뉴) (8,000원), 콩국수(계절메뉴) (8,000원)"
등마루,4.3,96,"서울 관악구 장군봉2길 13 1층
(지번) 봉천동 946-14",,"가오리찜 (18,000원), 해물파전 (15,000원), 두부김치 (15,000원), 돼지껍데기 (12,000원), 계란말이 (10,000원), 도토리묵 (10,000원), 부추전 (10,000원), 김치전 (10,000원), 호박전 (10,000원), 두부와묵 (10,000원)"
부라문,3.8,70,"서울 관악구 남현1길 26 1층
(지번) 남현동 1064-6",,"짜장면 (8,000원), 삼선간짜장 (11,000원), 짬뽕볶음면 (13,000원), 매운쟁반짜장 (11,000원), 차돌짬뽕 (13,000원), 삼선짬뽕 (13,000원), 중식냉면 (13,000원), 소고기계란볶음면 (13,000원), 게살볶음밥 (12,000원), 새우볶음밥 (10,000원), 마파두부덮밥 (10,000원), 토마토계란덮밥 (10,000원), 해물잡탕밥 (19,000원), 잡채밥 (10,000원), 유산슬덮밥 (18,000원), 차돌짬뽕밥 (14,000원), 삼선짬뽕밥 (14,000원), 꿔바로우 (28,000원), 한국탕수육 (28,000원), 사천꿔바로우 (30,000원), 꿔바로우＋칠리새우 (35,000원), 꿔바로우＋크림중새우 (35,000원), 어향육슬 (28,000원), 즈란양고기 (32,000원), 고추잡채꽃빵 (34,000원), 깐쇼새우 (36,000원), 칠리중새우 (36,000원), 크림중새우 (36,000원), 팔보채 (42,000원), 유산슬 (38,000원)"
푸다기 낙성대점,4.1,6,"서울 관악구 낙성대로 13 1층
(지번) 봉천동 1628-28",02-889-5523,"해물치즈떡볶이 (가격정보 없음), 골뱅이소면 (가격정보 없음), 고르곤졸라피자 (가격정보 없음), 페퍼로니피자 (가격정보 없음), 해물누룽지탕 (가격정보 없음), 차돌짬뽕 (가격정보 없음), 카프레제샐러드 (가격정보 없음), 두부김치 (가격정보 없음), 나가사키짬뽕 (가격정보 없음)"
서라당,4.6,234,"서울 관악구 신사로 120-1 1층
(지번) 신림동 498-31",0507-1323-9638,"쌀낭시에/GF (2,500원), 쌀크럼블쌀크림푸딩/GF (6,500원), 바스크치즈케이크/GF (6,500원), 쌀에그타르트/GF (3,500원), 쌀버터쫀득바/GF (5,000원), 크림쌀마들렌/GF (3,000원), 쌀볼쿠키/GF(8개입) (4,000원), 쌀브라우니/GF (4,500원)"
사생활 신림점,3.7,735,"서울 관악구 신사로14길 19 지하1층
(지번) 신림동 496-37",070-5033-7759,"시골오일파스타 (16,900원), 감동카츠 4종 플래터 (19,900원)"
효자골,3.9,96,"서울 관악구 봉천로12길 13 1층
(지번) 신림동 1427-17",02-884-5954,"감자탕 (소) (27,000원), 감자탕 (중) (36,000원), 감자탕 (대) (45,000원), 뼈해장국 (11,000원), 철판삼겹살 (13,000원)"
